"LatePar3ScoringAverage_RANKTHISWEEK_2014","LatePar3ScoringAverage_RANKLASTWEEK_2014","LatePar3ScoringAverage_PLAYERNAME_2014","LatePar3ScoringAverage_ROUNDS_2014","LatePar3ScoringAverage_AVG_2014","LatePar3ScoringAverage_TOTALSTROKES_2014","LatePar3ScoringAverage_TOTALHOLES_2014","stat_name","year"
1,1,"Scott Brown",100,2.95,570,193,"LatePar3ScoringAverage",2014
1,1,"Sergio Garcia",61,2.95,425,144,"LatePar3ScoringAverage",2014
1,1,"Tyrone Van Aswegen",79,2.95,416,141,"LatePar3ScoringAverage",2014
4,4,"Ben Crane",81,2.96,476,161,"LatePar3ScoringAverage",2014
5,5,"Jim Furyk",84,2.97,629,212,"LatePar3ScoringAverage",2014
5,5,"Justin Hicks",103,2.97,525,177,"LatePar3ScoringAverage",2014
5,5,"Troy Merritt",62,2.97,333,112,"LatePar3ScoringAverage",2014
8,8,"Bill Haas",107,2.98,638,214,"LatePar3ScoringAverage",2014
8,8,"Jordan Spieth",102,2.98,701,235,"LatePar3ScoringAverage",2014
10,10,"Tim Clark",75,2.99,446,149,"LatePar3ScoringAverage",2014
10,10,"Charl Schwartzel",64,2.99,419,140,"LatePar3ScoringAverage",2014
10,10,"Bo Van Pelt",83,2.99,521,174,"LatePar3ScoringAverage",2014
13,13,"Ernie Els",85,3,447,149,"LatePar3ScoringAverage",2014
13,13,"Ryan Moore",86,3,591,197,"LatePar3ScoringAverage",2014
13,13,"Brendon Todd",108,3,683,228,"LatePar3ScoringAverage",2014
16,16,"Ricky Barnes",92,3.01,493,164,"LatePar3ScoringAverage",2014
16,16,"Brian Harman",111,3.01,650,216,"LatePar3ScoringAverage",2014
16,16,"David Hearn",97,3.01,517,172,"LatePar3ScoringAverage",2014
16,16,"Billy Hurley III",86,3.01,511,170,"LatePar3ScoringAverage",2014
16,16,"Zach Johnson",97,3.01,608,202,"LatePar3ScoringAverage",2014
16,16,"Dustin Johnson",58,3.01,427,142,"LatePar3ScoringAverage",2014
16,16,"Jerry Kelly",80,3.01,427,142,"LatePar3ScoringAverage",2014
16,16,"Heath Slocum",71,3.01,388,129,"LatePar3ScoringAverage",2014
16,16,"Kevin Stadler",90,3.01,475,158,"LatePar3ScoringAverage",2014
16,16,"Kyle Stanley",87,3.01,425,141,"LatePar3ScoringAverage",2014
16,16,"Chris Stroud",88,3.01,557,185,"LatePar3ScoringAverage",2014
27,27,"Keegan Bradley",89,3.02,634,210,"LatePar3ScoringAverage",2014
27,27,"Jason Day",54,3.02,375,124,"LatePar3ScoringAverage",2014
27,27,"Russell Knox",92,3.02,517,171,"LatePar3ScoringAverage",2014
27,27,"Jeff Maggert",54,3.02,317,105,"LatePar3ScoringAverage",2014
27,27,"Jimmy Walker",98,3.02,632,209,"LatePar3ScoringAverage",2014
27,27,"Mike Weir",69,3.02,401,133,"LatePar3ScoringAverage",2014
33,33,"Briny Baird",50,3.03,233,77,"LatePar3ScoringAverage",2014
33,33,"JJ Henry",91,3.03,451,149,"LatePar3ScoringAverage",2014
33,33,"Billy Horschel",92,3.03,572,189,"LatePar3ScoringAverage",2014
33,33,"Ryo Ishikawa",75,3.03,479,158,"LatePar3ScoringAverage",2014
33,33,"Martin Kaymer",65,3.03,400,132,"LatePar3ScoringAverage",2014
33,33,"Richard Lee",80,3.03,466,154,"LatePar3ScoringAverage",2014
33,33,"John Senden",99,3.03,633,209,"LatePar3ScoringAverage",2014
33,33,"Daniel Summerhays",98,3.03,548,181,"LatePar3ScoringAverage",2014
41,41,"Robert Allenby",83,3.04,468,154,"LatePar3ScoringAverage",2014
41,41,"Chad Campbell",57,3.04,322,106,"LatePar3ScoringAverage",2014
41,41,"Kevin Chappell",100,3.04,566,186,"LatePar3ScoringAverage",2014
41,41,"Graham DeLaet",80,3.04,541,178,"LatePar3ScoringAverage",2014
41,41,"Rickie Fowler",91,3.04,514,169,"LatePar3ScoringAverage",2014
41,41,"Morgan Hoffmann",103,3.04,627,206,"LatePar3ScoringAverage",2014
41,41,"Jason Kokrak",65,3.04,474,156,"LatePar3ScoringAverage",2014
41,41,"Marc Leishman",81,3.04,514,169,"LatePar3ScoringAverage",2014
41,41,"Will Ma Kenzie",82,3.04,526,173,"LatePar3ScoringAverage",2014
41,41,"Phil Mickelson",71,3.04,429,141,"LatePar3ScoringAverage",2014
41,41,"Ryan Palmer",85,3.04,562,185,"LatePar3ScoringAverage",2014
41,41,"Camilo Villegas",95,3.04,502,165,"LatePar3ScoringAverage",2014
41,41,"Nick Watney",80,3.04,502,165,"LatePar3ScoringAverage",2014
54,54,"Matt Jones",83,3.05,491,161,"LatePar3ScoringAverage",2014
54,54,"David Lingmerth",80,3.05,418,137,"LatePar3ScoringAverage",2014
54,54,"Ben Martin",80,3.05,531,174,"LatePar3ScoringAverage",2014
54,54,"George McNeill",79,3.05,470,154,"LatePar3ScoringAverage",2014
54,54,"Sean OHair",77,3.05,384,126,"LatePar3ScoringAverage",2014
54,54,"Louis Oosthuizen",50,3.05,296,97,"LatePar3ScoringAverage",2014
54,54,"David Toms",64,3.05,357,117,"LatePar3ScoringAverage",2014
61,61,"Angel Cabrera",69,3.06,383,125,"LatePar3ScoringAverage",2014
61,61,"Harris English",95,3.06,550,180,"LatePar3ScoringAverage",2014
61,61,"Jim Herman",62,3.06,337,110,"LatePar3ScoringAverage",2014
61,61,"John Huh",87,3.06,432,141,"LatePar3ScoringAverage",2014
61,61,"Kevin Kisner",85,3.06,560,183,"LatePar3ScoringAverage",2014
61,61,"Justin Leonard",75,3.06,416,136,"LatePar3ScoringAverage",2014
61,61,"Bryce Molder",77,3.06,385,126,"LatePar3ScoringAverage",2014
61,61,"Kevin Na",94,3.06,636,208,"LatePar3ScoringAverage",2014
61,61,"Carl Pettersson",91,3.06,547,179,"LatePar3ScoringAverage",2014
61,61,"DA Points",75,3.06,395,129,"LatePar3ScoringAverage",2014
61,61,"Webb Simpson",87,3.06,459,150,"LatePar3ScoringAverage",2014
61,61,"Brendan Steele",89,3.06,444,145,"LatePar3ScoringAverage",2014
61,61,"Brian Stuard",91,3.06,557,182,"LatePar3ScoringAverage",2014
61,61,"Will Wilcox",51,3.06,346,113,"LatePar3ScoringAverage",2014
75,75,"Paul Casey",56,3.07,310,101,"LatePar3ScoringAverage",2014
75,75,"Chad Collins",78,3.07,457,149,"LatePar3ScoringAverage",2014
75,75,"Brian Davis",93,3.07,558,182,"LatePar3ScoringAverage",2014
75,75,"Matt Every",85,3.07,556,181,"LatePar3ScoringAverage",2014
75,75,"Robert Garrigus",80,3.07,466,152,"LatePar3ScoringAverage",2014
75,75,"Luke Guthrie",85,3.07,500,163,"LatePar3ScoringAverage",2014
75,75,"Matt Kuchar",91,3.07,696,227,"LatePar3ScoringAverage",2014
75,75,"Scott Langley",95,3.07,593,193,"LatePar3ScoringAverage",2014
75,75,"Seung Yul Noh",92,3.07,518,169,"LatePar3ScoringAverage",2014
75,75,"Wes Roach",67,3.07,350,114,"LatePar3ScoringAverage",2014
75,75,"Justin Rose",70,3.07,512,167,"LatePar3ScoringAverage",2014
75,75,"Brandt Snedeker",89,3.07,574,187,"LatePar3ScoringAverage",2014
75,75,"Shawn Stefani",60,3.07,307,100,"LatePar3ScoringAverage",2014
75,75,"Andrew Svoboda",77,3.07,473,154,"LatePar3ScoringAverage",2014
75,75,"Bubba Watson",76,3.07,516,168,"LatePar3ScoringAverage",2014
75,75,"Charlie Wi",72,3.07,433,141,"LatePar3ScoringAverage",2014
75,75,"Gary Woodland",93,3.07,564,184,"LatePar3ScoringAverage",2014
92,92,"Jason Bohn",81,3.08,514,167,"LatePar3ScoringAverage",2014
92,92,"Ken Duke",80,3.08,407,132,"LatePar3ScoringAverage",2014
92,92,"Tommy Gainey",73,3.08,456,148,"LatePar3ScoringAverage",2014
92,92,"Charley Hoffman",93,3.08,554,180,"LatePar3ScoringAverage",2014
92,92,"Jeff Overton",80,3.08,385,125,"LatePar3ScoringAverage",2014
92,92,"Jim Renner",61,3.08,376,122,"LatePar3ScoringAverage",2014
92,92,"Josh Teater",90,3.08,521,169,"LatePar3ScoringAverage",2014
92,92,"Cameron Tringale",111,3.08,597,194,"LatePar3ScoringAverage",2014
92,92,"Johnson Wagner",69,3.08,388,126,"LatePar3ScoringAverage",2014
