"Par3BirdieorBetterLeaders_RANKTHISWEEK_2011","Par3BirdieorBetterLeaders_RANKLASTWEEK_2011","Par3BirdieorBetterLeaders_PLAYERNAME_2011","Par3BirdieorBetterLeaders_ROUNDS_2011","Par3BirdieorBetterLeaders_Pct_2011","Par3BirdieorBetterLeaders_PAR3BIRDIESORBETTER_2011","Par3BirdieorBetterLeaders_PAR3HOLES_2011","stat_name","year"
1,1,"Jason Day",76,19.86,58,292,"Par3BirdieorBetterLeaders",2011
2,2,"Rickie Fowler",84,18.21,59,324,"Par3BirdieorBetterLeaders",2011
3,3,"David Toms",78,18.18,58,319,"Par3BirdieorBetterLeaders",2011
4,4,"Webb Simpson",98,17.59,70,398,"Par3BirdieorBetterLeaders",2011
5,5,"Kevin Na",84,17.2,59,343,"Par3BirdieorBetterLeaders",2011
6,6,"YE Yang",63,16.95,40,236,"Par3BirdieorBetterLeaders",2011
7,7,"Chez Reavie",92,16.84,63,374,"Par3BirdieorBetterLeaders",2011
8,8,"Luke Donald",73,16.79,45,268,"Par3BirdieorBetterLeaders",2011
9,9,"Geoff Ogilvy",69,16.36,44,269,"Par3BirdieorBetterLeaders",2011
10,10,"Brian Gay",90,16.35,60,367,"Par3BirdieorBetterLeaders",2011
11,11,"Nick Watney",80,16.29,51,313,"Par3BirdieorBetterLeaders",2011
12,12,"John Senden",94,16.27,62,381,"Par3BirdieorBetterLeaders",2011
13,13,"Michael Thompson",79,16.09,51,317,"Par3BirdieorBetterLeaders",2011
14,14,"JB Holmes",57,15.96,34,213,"Par3BirdieorBetterLeaders",2011
15,15,"Chris Kirk",87,15.86,56,353,"Par3BirdieorBetterLeaders",2011
16,16,"Stewart Cink",72,15.79,45,285,"Par3BirdieorBetterLeaders",2011
16,16,"Boo Weekley",66,15.79,42,266,"Par3BirdieorBetterLeaders",2011
18,18,"Tim Herron",85,15.74,54,343,"Par3BirdieorBetterLeaders",2011
19,19,"Robert Allenby",84,15.66,52,332,"Par3BirdieorBetterLeaders",2011
20,20,"Scott McCarron",65,15.59,41,263,"Par3BirdieorBetterLeaders",2011
21,21,"Colt Knost",80,15.48,50,323,"Par3BirdieorBetterLeaders",2011
22,22,"Freddie Jacobson",92,15.41,57,370,"Par3BirdieorBetterLeaders",2011
23,23,"Tommy Gainey",104,15.4,65,422,"Par3BirdieorBetterLeaders",2011
24,24,"Heath Slocum",89,15.34,54,352,"Par3BirdieorBetterLeaders",2011
25,25,"DJ Brigman",67,15.24,41,269,"Par3BirdieorBetterLeaders",2011
25,25,"Vaughn Taylor",89,15.24,55,361,"Par3BirdieorBetterLeaders",2011
27,27,"Ben Martin",74,15.15,45,297,"Par3BirdieorBetterLeaders",2011
28,28,"Matt Kuchar",94,15.14,53,350,"Par3BirdieorBetterLeaders",2011
29,29,"Matt McQuillan",59,15.13,36,238,"Par3BirdieorBetterLeaders",2011
30,30,"Ernie Els",71,15.07,41,272,"Par3BirdieorBetterLeaders",2011
31,31,"Gary Woodland",93,15.04,57,379,"Par3BirdieorBetterLeaders",2011
32,32,"Aron Price",58,15.02,35,233,"Par3BirdieorBetterLeaders",2011
33,33,"Hunter Mahan",92,15.01,53,353,"Par3BirdieorBetterLeaders",2011
34,34,"Angel Cabrera",50,15,30,200,"Par3BirdieorBetterLeaders",2011
34,34,"Ian Poulter",52,15,30,200,"Par3BirdieorBetterLeaders",2011
36,36,"Brendon de Jonge",105,14.99,64,427,"Par3BirdieorBetterLeaders",2011
37,37,"Hunter Haas",96,14.91,58,389,"Par3BirdieorBetterLeaders",2011
38,38,"Billy Horschel",75,14.8,45,304,"Par3BirdieorBetterLeaders",2011
39,39,"Jim Furyk",87,14.78,51,345,"Par3BirdieorBetterLeaders",2011
40,40,"DA Points",89,14.76,53,359,"Par3BirdieorBetterLeaders",2011
41,41,"John Merrick",71,14.74,42,285,"Par3BirdieorBetterLeaders",2011
42,42,"Charl Schwartzel",58,14.73,33,224,"Par3BirdieorBetterLeaders",2011
43,43,"Chad Campbell",99,14.68,59,402,"Par3BirdieorBetterLeaders",2011
44,44,"Michael Connell",76,14.66,45,307,"Par3BirdieorBetterLeaders",2011
45,45,"Blake Adams",116,14.65,69,471,"Par3BirdieorBetterLeaders",2011
45,45,"Paul Stankowski",78,14.65,46,314,"Par3BirdieorBetterLeaders",2011
47,47,"George McNeill",69,14.59,41,281,"Par3BirdieorBetterLeaders",2011
48,48,"Jim Renner",65,14.56,38,261,"Par3BirdieorBetterLeaders",2011
49,49,"Marc Turnesa",54,14.48,32,221,"Par3BirdieorBetterLeaders",2011
50,50,"Carl Pettersson",95,14.47,55,380,"Par3BirdieorBetterLeaders",2011
51,51,"David Mathis",83,14.37,48,334,"Par3BirdieorBetterLeaders",2011
52,52,"Keegan Bradley",91,14.36,53,369,"Par3BirdieorBetterLeaders",2011
53,53,"Steve Stricker",70,14.34,39,272,"Par3BirdieorBetterLeaders",2011
54,54,"Steve Marino",76,14.33,44,307,"Par3BirdieorBetterLeaders",2011
54,54,"Shaun Micheel",77,14.33,45,314,"Par3BirdieorBetterLeaders",2011
56,56,"David Duval",67,14.29,39,273,"Par3BirdieorBetterLeaders",2011
57,57,"Aaron Baddeley",77,14.24,44,309,"Par3BirdieorBetterLeaders",2011
57,57,"Ricky Barnes",78,14.24,45,316,"Par3BirdieorBetterLeaders",2011
57,57,"Chris Riley",76,14.24,44,309,"Par3BirdieorBetterLeaders",2011
60,60,"KJ Choi",77,14.19,43,303,"Par3BirdieorBetterLeaders",2011
60,60,"Martin Laird",77,14.19,44,310,"Par3BirdieorBetterLeaders",2011
62,62,"Brendan Steele",89,14.17,51,360,"Par3BirdieorBetterLeaders",2011
63,63,"Cameron Tringale",110,14.16,63,445,"Par3BirdieorBetterLeaders",2011
64,64,"Ryan Moore",79,14.14,43,304,"Par3BirdieorBetterLeaders",2011
65,65,"Briny Baird",60,14.11,34,241,"Par3BirdieorBetterLeaders",2011
65,65,"Kyle Stanley",98,14.11,56,397,"Par3BirdieorBetterLeaders",2011
67,67,"Fabian Gomez",84,14.08,48,341,"Par3BirdieorBetterLeaders",2011
67,67,"Mark Wilson",89,14.08,50,355,"Par3BirdieorBetterLeaders",2011
69,69,"Tom Gillis",55,14.03,31,221,"Par3BirdieorBetterLeaders",2011
70,70,"Vijay Singh",79,14.02,45,321,"Par3BirdieorBetterLeaders",2011
71,71,"Tim Petrovic",88,14.01,50,357,"Par3BirdieorBetterLeaders",2011
72,72,"Lucas Glover",74,14,42,300,"Par3BirdieorBetterLeaders",2011
73,73,"Michael Bradley",74,13.95,42,301,"Par3BirdieorBetterLeaders",2011
73,73,"Jerry Kelly",85,13.95,48,344,"Par3BirdieorBetterLeaders",2011
75,75,"James Driscoll",71,13.94,40,287,"Par3BirdieorBetterLeaders",2011
76,76,"Brandt Jobe",100,13.83,56,405,"Par3BirdieorBetterLeaders",2011
77,77,"Padraig Harrington",60,13.81,33,239,"Par3BirdieorBetterLeaders",2011
77,77,"Bryce Molder",82,13.81,46,333,"Par3BirdieorBetterLeaders",2011
79,79,"Jason Dufner",78,13.79,44,319,"Par3BirdieorBetterLeaders",2011
80,80,"Steven Bowditch",86,13.75,48,349,"Par3BirdieorBetterLeaders",2011
81,81,"Andres Romero",77,13.74,43,313,"Par3BirdieorBetterLeaders",2011
81,81,"Scott Stallings",84,13.74,47,342,"Par3BirdieorBetterLeaders",2011
83,83,"Jason Bohn",74,13.7,40,292,"Par3BirdieorBetterLeaders",2011
84,84,"Shane Bertsch",62,13.65,34,249,"Par3BirdieorBetterLeaders",2011
84,84,"Kevin Stadler",88,13.65,49,359,"Par3BirdieorBetterLeaders",2011
86,86,"Pat Perez",76,13.59,42,309,"Par3BirdieorBetterLeaders",2011
87,87,"Stephen Ames",69,13.57,38,280,"Par3BirdieorBetterLeaders",2011
88,88,"Chris DiMarco",93,13.56,51,376,"Par3BirdieorBetterLeaders",2011
88,88,"Robert Karlsson",61,13.56,32,236,"Par3BirdieorBetterLeaders",2011
90,90,"Bio Kim",71,13.54,39,288,"Par3BirdieorBetterLeaders",2011
91,91,"Arjun Atwal",91,13.5,49,363,"Par3BirdieorBetterLeaders",2011
92,92,"Johnson Wagner",81,13.46,44,327,"Par3BirdieorBetterLeaders",2011
93,93,"Scott Gutschewski",67,13.38,36,269,"Par3BirdieorBetterLeaders",2011
94,94,"Jhonattan Vegas",84,13.31,45,338,"Par3BirdieorBetterLeaders",2011
95,95,"Troy Matteson",91,13.24,49,370,"Par3BirdieorBetterLeaders",2011
96,96,"Bill Lunde",92,13.21,49,371,"Par3BirdieorBetterLeaders",2011
97,97,"Steve Flesch",88,13.2,47,356,"Par3BirdieorBetterLeaders",2011
97,97,"Trevor Immelman",84,13.2,45,341,"Par3BirdieorBetterLeaders",2011
97,97,"Lee Janzen",62,13.2,33,250,"Par3BirdieorBetterLeaders",2011
100,100,"Alex Cejka",59,13.17,32,243,"Par3BirdieorBetterLeaders",2011
100,100,"Dustin Johnson",72,13.17,37,281,"Par3BirdieorBetterLeaders",2011
102,102,"Zach Johnson",79,13.14,41,312,"Par3BirdieorBetterLeaders",2011
103,103,"Ryuji Imada",83,13.1,44,336,"Par3BirdieorBetterLeaders",2011
103,103,"Josh Teater",104,13.1,55,420,"Par3BirdieorBetterLeaders",2011
105,105,"Jarrod Lyle",83,13.06,44,337,"Par3BirdieorBetterLeaders",2011
106,106,"Alexandre Rocha",65,13.03,34,261,"Par3BirdieorBetterLeaders",2011
107,107,"Brandt Snedeker",85,13.01,45,346,"Par3BirdieorBetterLeaders",2011
108,108,"Martin Piller",63,12.99,33,254,"Par3BirdieorBetterLeaders",2011
109,109,"Kevin Streelman",90,12.95,47,363,"Par3BirdieorBetterLeaders",2011
110,110,"Dean Wilson",62,12.94,33,255,"Par3BirdieorBetterLeaders",2011
111,111,"Billy Mayfair",94,12.93,49,379,"Par3BirdieorBetterLeaders",2011
112,112,"Justin Hicks",60,12.86,31,241,"Par3BirdieorBetterLeaders",2011
113,113,"Spencer Levin",113,12.85,59,459,"Par3BirdieorBetterLeaders",2011
113,113,"Jimmy Walker",79,12.85,41,319,"Par3BirdieorBetterLeaders",2011
115,115,"Charlie Wi",83,12.84,43,335,"Par3BirdieorBetterLeaders",2011
116,116,"Paul Goydos",81,12.77,42,329,"Par3BirdieorBetterLeaders",2011
117,117,"Marc Leishman",87,12.75,45,353,"Par3BirdieorBetterLeaders",2011
118,118,"Sean OHair",71,12.72,36,283,"Par3BirdieorBetterLeaders",2011
119,119,"Charley Hoffman",93,12.7,47,370,"Par3BirdieorBetterLeaders",2011
120,120,"Derek Lamely",65,12.69,33,260,"Par3BirdieorBetterLeaders",2011
121,121,"Will Strickler",51,12.68,26,205,"Par3BirdieorBetterLeaders",2011
122,122,"Phil Mickelson",79,12.62,39,309,"Par3BirdieorBetterLeaders",2011
123,123,"Nathan Green",81,12.54,41,327,"Par3BirdieorBetterLeaders",2011
124,124,"Ben Crane",76,12.5,36,288,"Par3BirdieorBetterLeaders",2011
124,124,"Retief Goosen",50,12.5,25,200,"Par3BirdieorBetterLeaders",2011
124,124,"Anthony Kim",72,12.5,35,280,"Par3BirdieorBetterLeaders",2011
