"PuttsMadePerEventOver10_RANKTHISWEEK_2012","PuttsMadePerEventOver10_RANKLASTWEEK_2012","PuttsMadePerEventOver10_PLAYERNAME_2012","PuttsMadePerEventOver10_ROUNDS_2012","PuttsMadePerEventOver10_PUTTSMADE_2012","stat_name","year"
1,1,"Lee Westwood",60,7.9,"PuttsMadePerEventOver10",2012
2,2,"Luke Donald",63,7.5,"PuttsMadePerEventOver10",2012
3,3,"Brandt Snedeker",81,7.4,"PuttsMadePerEventOver10",2012
4,4,"Webb Simpson",77,7.1,"PuttsMadePerEventOver10",2012
5,5,"Adam Scott",59,6.9,"PuttsMadePerEventOver10",2012
6,6,"Jonathan Byrd",69,6.8,"PuttsMadePerEventOver10",2012
6,6,"Zach Johnson",95,6.8,"PuttsMadePerEventOver10",2012
6,6,"Matt Kuchar",86,6.8,"PuttsMadePerEventOver10",2012
9,9,"Jason Dufner",83,6.7,"PuttsMadePerEventOver10",2012
9,9,"Louis Oosthuizen",65,6.7,"PuttsMadePerEventOver10",2012
11,11,"Jason Day",57,6.5,"PuttsMadePerEventOver10",2012
11,11,"Sergio Garcia",57,6.5,"PuttsMadePerEventOver10",2012
11,11,"Ryan Moore",89,6.5,"PuttsMadePerEventOver10",2012
14,14,"Justin Rose",69,6.4,"PuttsMadePerEventOver10",2012
14,14,"Charl Schwartzel",56,6.4,"PuttsMadePerEventOver10",2012
14,14,"John Senden",81,6.4,"PuttsMadePerEventOver10",2012
14,14,"Tiger Woods",69,6.4,"PuttsMadePerEventOver10",2012
18,18,"Ben Crane",73,6.3,"PuttsMadePerEventOver10",2012
19,19,"Martin Flores",95,6.2,"PuttsMadePerEventOver10",2012
19,19,"Bryce Molder",83,6.2,"PuttsMadePerEventOver10",2012
21,21,"Keegan Bradley",90,6.1,"PuttsMadePerEventOver10",2012
21,21,"Ken Duke",104,6.1,"PuttsMadePerEventOver10",2012
21,21,"Graeme McDowell",55,6.1,"PuttsMadePerEventOver10",2012
21,21,"Steve Stricker",73,6.1,"PuttsMadePerEventOver10",2012
21,21,"Johnson Wagner",88,6.1,"PuttsMadePerEventOver10",2012
21,21,"Nick Watney",97,6.1,"PuttsMadePerEventOver10",2012
27,27,"Bo Van Pelt",84,6,"PuttsMadePerEventOver10",2012
28,28,"Stewart Cink",71,5.9,"PuttsMadePerEventOver10",2012
28,28,"Ben Curtis",62,5.9,"PuttsMadePerEventOver10",2012
28,28,"John Daly",50,5.9,"PuttsMadePerEventOver10",2012
28,28,"Brendon de Jonge",115,5.9,"PuttsMadePerEventOver10",2012
28,28,"Freddie Jacobson",61,5.9,"PuttsMadePerEventOver10",2012
28,28,"Rory McIlroy",60,5.9,"PuttsMadePerEventOver10",2012
28,28,"Carl Pettersson",92,5.9,"PuttsMadePerEventOver10",2012
28,28,"YE Yang",64,5.9,"PuttsMadePerEventOver10",2012
36,36,"Ryo Ishikawa",54,5.8,"PuttsMadePerEventOver10",2012
37,37,"Ernie Els",80,5.7,"PuttsMadePerEventOver10",2012
37,37,"Robert Garrigus",89,5.7,"PuttsMadePerEventOver10",2012
37,37,"Phil Mickelson",79,5.7,"PuttsMadePerEventOver10",2012
37,37,"Scott Piercy",95,5.7,"PuttsMadePerEventOver10",2012
41,41,"JB Holmes",90,5.6,"PuttsMadePerEventOver10",2012
41,41,"Dustin Johnson",70,5.6,"PuttsMadePerEventOver10",2012
41,41,"Ryan Palmer",81,5.6,"PuttsMadePerEventOver10",2012
41,41,"Henrik Stenson",51,5.6,"PuttsMadePerEventOver10",2012
45,45,"Harrison Frazar",56,5.5,"PuttsMadePerEventOver10",2012
45,45,"Jim Furyk",85,5.5,"PuttsMadePerEventOver10",2012
45,45,"Tommy Gainey",98,5.5,"PuttsMadePerEventOver10",2012
45,45,"Geoff Ogilvy",73,5.5,"PuttsMadePerEventOver10",2012
49,49,"Greg Chalmers",88,5.4,"PuttsMadePerEventOver10",2012
49,49,"Tim Clark",60,5.4,"PuttsMadePerEventOver10",2012
49,49,"Harris English",98,5.4,"PuttsMadePerEventOver10",2012
49,49,"Brian Harman",101,5.4,"PuttsMadePerEventOver10",2012
49,49,"Hunter Mahan",88,5.4,"PuttsMadePerEventOver10",2012
49,49,"Jeff Overton",101,5.4,"PuttsMadePerEventOver10",2012
49,49,"DA Points",88,5.4,"PuttsMadePerEventOver10",2012
49,49,"Bubba Watson",68,5.4,"PuttsMadePerEventOver10",2012
57,57,"Nathan Green",73,5.3,"PuttsMadePerEventOver10",2012
57,57,"Bill Haas",79,5.3,"PuttsMadePerEventOver10",2012
57,57,"Ian Poulter",57,5.3,"PuttsMadePerEventOver10",2012
60,60,"Padraig Harrington",67,5.2,"PuttsMadePerEventOver10",2012
60,60,"Billy Horschel",63,5.2,"PuttsMadePerEventOver10",2012
60,60,"John Huh",99,5.2,"PuttsMadePerEventOver10",2012
60,60,"Sean OHair",84,5.2,"PuttsMadePerEventOver10",2012
60,60,"Pat Perez",81,5.2,"PuttsMadePerEventOver10",2012
60,60,"Vijay Singh",99,5.2,"PuttsMadePerEventOver10",2012
60,60,"Michael Thompson",80,5.2,"PuttsMadePerEventOver10",2012
60,60,"Mark Wilson",84,5.2,"PuttsMadePerEventOver10",2012
68,68,"Aaron Baddeley",73,5.1,"PuttsMadePerEventOver10",2012
68,68,"Sangmoon Bae",81,5.1,"PuttsMadePerEventOver10",2012
68,68,"Jonas Blixt",72,5.1,"PuttsMadePerEventOver10",2012
68,68,"Spencer Levin",81,5.1,"PuttsMadePerEventOver10",2012
68,68,"William McGirt",96,5.1,"PuttsMadePerEventOver10",2012
68,68,"Kevin Na",80,5.1,"PuttsMadePerEventOver10",2012
68,68,"Seung Yul Noh",105,5.1,"PuttsMadePerEventOver10",2012
68,68,"Chez Reavie",83,5.1,"PuttsMadePerEventOver10",2012
76,76,"Erik Compton",81,5,"PuttsMadePerEventOver10",2012
76,76,"Brian Davis",91,5,"PuttsMadePerEventOver10",2012
76,76,"Charles Howell III",98,5,"PuttsMadePerEventOver10",2012
76,76,"Martin Laird",77,5,"PuttsMadePerEventOver10",2012
76,76,"Troy Matteson",100,5,"PuttsMadePerEventOver10",2012
76,76,"George McNeill",85,5,"PuttsMadePerEventOver10",2012
76,76,"John Merrick",83,5,"PuttsMadePerEventOver10",2012
76,76,"Greg Owen",90,5,"PuttsMadePerEventOver10",2012
76,76,"Rod Pampling",88,5,"PuttsMadePerEventOver10",2012
76,76,"Cameron Tringale",88,5,"PuttsMadePerEventOver10",2012
76,76,"Jimmy Walker",101,5,"PuttsMadePerEventOver10",2012
87,87,"Stuart Appleby",75,4.9,"PuttsMadePerEventOver10",2012
87,87,"Roberto Castro",92,4.9,"PuttsMadePerEventOver10",2012
87,87,"Rickie Fowler",84,4.9,"PuttsMadePerEventOver10",2012
87,87,"Jeff Maggert",83,4.9,"PuttsMadePerEventOver10",2012
87,87,"Dicky Pride",62,4.9,"PuttsMadePerEventOver10",2012
87,87,"Charlie Wi",86,4.9,"PuttsMadePerEventOver10",2012
93,93,"Robert Allenby",76,4.8,"PuttsMadePerEventOver10",2012
93,93,"Gary Christian",91,4.8,"PuttsMadePerEventOver10",2012
93,93,"Gavin Coles",72,4.8,"PuttsMadePerEventOver10",2012
93,93,"Bob Estes",78,4.8,"PuttsMadePerEventOver10",2012
