"GIRPercentage75100yards_RANKTHISWEEK_2008","GIRPercentage75100yards_RANKLASTWEEK_2008","GIRPercentage75100yards_PLAYERNAME_2008","GIRPercentage75100yards_ROUNDS_2008","GIRPercentage75100yards_Pct_2008","GIRPercentage75100yards_GREENSHIT_2008","GIRPercentage75100yards_TOTALHOLES_2008","GIRPercentage75100yards_RELATIVETOPAR_2008","stat_name","year"
1,NA,"Ron Whittaker",54,93.33,42,45,-0.31,"GIRPercentage75100yards",2008
2,NA,"Ryuji Imada",80,91.23,52,57,-0.35,"GIRPercentage75100yards",2008
3,NA,"Dean Wilson",109,91.09,92,101,-0.37,"GIRPercentage75100yards",2008
4,NA,"Scott Sterling",89,90.91,80,88,-0.29,"GIRPercentage75100yards",2008
5,NA,"Padraig Harrington",52,90.32,28,31,-0.32,"GIRPercentage75100yards",2008
6,NA,"Kevin Sutherland",98,89.74,70,78,-0.34,"GIRPercentage75100yards",2008
7,NA,"Doug LaBelle II",65,89.47,51,57,-0.27,"GIRPercentage75100yards",2008
7,NA,"Tom Lehman",51,89.47,34,38,-0.29,"GIRPercentage75100yards",2008
9,NA,"Brenden Pappas",66,89.29,50,56,-0.24,"GIRPercentage75100yards",2008
10,NA,"Charles Howell III",101,89.13,82,92,-0.34,"GIRPercentage75100yards",2008
11,NA,"Justin Bolli",87,89.01,81,91,-0.28,"GIRPercentage75100yards",2008
12,NA,"Tim Wilkinson",95,88.54,85,96,-0.25,"GIRPercentage75100yards",2008
13,NA,"Alex Cejka",75,88.52,54,61,-0.24,"GIRPercentage75100yards",2008
14,NA,"Jim Furyk",95,88.24,75,85,-0.24,"GIRPercentage75100yards",2008
15,NA,"Craig Kanada",65,87.5,56,64,-0.36,"GIRPercentage75100yards",2008
15,NA,"Rocco Mediate",87,87.5,49,56,-0.29,"GIRPercentage75100yards",2008
15,NA,"Nick OHern",82,87.5,91,104,-0.43,"GIRPercentage75100yards",2008
18,NA,"Scott Verplank",82,87.34,69,79,-0.35,"GIRPercentage75100yards",2008
19,NA,"Stephen Leaney",53,86.89,53,61,-0.36,"GIRPercentage75100yards",2008
20,NA,"Brett Quigley",80,86.76,59,68,-0.32,"GIRPercentage75100yards",2008
21,NA,"Brian Gay",102,86.57,116,134,-0.47,"GIRPercentage75100yards",2008
22,NA,"Bob Tway",70,86.44,51,59,-0.35,"GIRPercentage75100yards",2008
23,NA,"Bart Bryant",81,86.36,57,66,-0.44,"GIRPercentage75100yards",2008
24,NA,"David Toms",70,86.21,50,58,-0.3,"GIRPercentage75100yards",2008
25,NA,"Shane Bertsch",96,86.13,118,137,-0.39,"GIRPercentage75100yards",2008
26,NA,"John Huston",56,85.48,53,62,-0.3,"GIRPercentage75100yards",2008
26,NA,"Corey Pavin",69,85.48,53,62,-0.47,"GIRPercentage75100yards",2008
28,NA,"Justin Leonard",101,85.37,70,82,-0.39,"GIRPercentage75100yards",2008
28,NA,"Chris Riley",51,85.37,35,41,-0.26,"GIRPercentage75100yards",2008
30,NA,"Stephen Ames",83,85.19,69,81,-0.42,"GIRPercentage75100yards",2008
30,NA,"Scott McCarron",63,85.19,46,54,-0.26,"GIRPercentage75100yards",2008
32,NA,"Pat Perez",93,85.14,63,74,-0.35,"GIRPercentage75100yards",2008
33,NA,"Aaron Baddeley",76,85.11,40,47,-0.5,"GIRPercentage75100yards",2008
34,NA,"Retief Goosen",59,85,34,40,-0.47,"GIRPercentage75100yards",2008
35,NA,"Chris Stroud",81,84.95,79,93,-0.38,"GIRPercentage75100yards",2008
36,NA,"Harrison Frazar",73,84.93,62,73,-0.34,"GIRPercentage75100yards",2008
37,NA,"Paul Goydos",78,84.85,84,99,-0.33,"GIRPercentage75100yards",2008
38,NA,"Briny Baird",113,84.71,72,85,-0.31,"GIRPercentage75100yards",2008
38,NA,"John Rollins",94,84.71,72,85,-0.18,"GIRPercentage75100yards",2008
40,NA,"David Duval",51,84.62,33,39,-0.36,"GIRPercentage75100yards",2008
41,NA,"Mike Weir",88,84.48,49,58,-0.31,"GIRPercentage75100yards",2008
42,NA,"Jason Gore",94,84.42,65,77,-0.48,"GIRPercentage75100yards",2008
43,NA,"Will Ma Kenzie",62,84.38,54,64,-0.35,"GIRPercentage75100yards",2008
44,NA,"Billy Mayfair",103,84.34,70,83,-0.27,"GIRPercentage75100yards",2008
45,NA,"Jerry Kelly",89,84.21,64,76,-0.23,"GIRPercentage75100yards",2008
46,NA,"Steve Stricker",75,84,63,75,-0.37,"GIRPercentage75100yards",2008
47,NA,"Geoff Ogilvy",65,83.61,51,61,-0.24,"GIRPercentage75100yards",2008
48,NA,"Mark Hensby",71,83.54,66,79,-0.41,"GIRPercentage75100yards",2008
49,NA,"Ken Duke",116,83.47,101,121,-0.34,"GIRPercentage75100yards",2008
50,NA,"Carlos Franco",73,83.33,40,48,-0.23,"GIRPercentage75100yards",2008
50,NA,"Martin Laird",98,83.33,65,78,-0.31,"GIRPercentage75100yards",2008
50,NA,"Rory Sabbatini",77,83.33,70,84,-0.33,"GIRPercentage75100yards",2008
53,NA,"Bob Estes",90,83.15,74,89,-0.31,"GIRPercentage75100yards",2008
54,NA,"Jeff Quinney",87,83.13,69,83,-0.28,"GIRPercentage75100yards",2008
55,NA,"Shigeki Maruyama",50,82.98,39,47,-0.23,"GIRPercentage75100yards",2008
55,NA,"Tom Scherrer",56,82.98,39,47,-0.23,"GIRPercentage75100yards",2008
57,NA,"Ben Crane",86,82.93,68,82,-0.38,"GIRPercentage75100yards",2008
57,NA,"JP Hayes",67,82.93,68,82,-0.24,"GIRPercentage75100yards",2008
59,NA,"Greg Kraft",63,82.89,63,76,-0.3,"GIRPercentage75100yards",2008
60,NA,"Cameron Beckman",87,82.83,82,99,-0.24,"GIRPercentage75100yards",2008
61,NA,"Phil Mickelson",80,82.81,53,64,-0.42,"GIRPercentage75100yards",2008
62,NA,"Zach Johnson",85,82.76,72,87,-0.35,"GIRPercentage75100yards",2008
63,NA,"Gavin Coles",54,82.69,43,52,-0.42,"GIRPercentage75100yards",2008
64,NA,"KJ Choi",74,82.61,38,46,-0.26,"GIRPercentage75100yards",2008
65,NA,"Steve Elkington",84,82.35,84,102,-0.3,"GIRPercentage75100yards",2008
65,NA,"Matt Kuchar",88,82.35,70,85,-0.37,"GIRPercentage75100yards",2008
65,NA,"Davis Love III",78,82.35,42,51,-0.36,"GIRPercentage75100yards",2008
65,NA,"Adam Scott",51,82.35,28,34,-0.18,"GIRPercentage75100yards",2008
65,NA,"Marc Turnesa",87,82.35,56,68,-0.46,"GIRPercentage75100yards",2008
70,NA,"Fred Couples",60,82.26,51,62,-0.22,"GIRPercentage75100yards",2008
70,NA,"YE Yang",89,82.26,51,62,-0.31,"GIRPercentage75100yards",2008
72,NA,"Bill Haas",99,82.02,73,89,-0.22,"GIRPercentage75100yards",2008
73,NA,"Stewart Cink",87,81.97,50,61,-0.44,"GIRPercentage75100yards",2008
73,NA,"Mathew Goggin",91,81.97,50,61,-0.34,"GIRPercentage75100yards",2008
73,NA,"Anthony Kim",81,81.97,50,61,-0.44,"GIRPercentage75100yards",2008
76,NA,"Freddie Jacobson",78,81.94,59,72,-0.41,"GIRPercentage75100yards",2008
77,NA,"Jason Day",81,81.82,72,88,-0.29,"GIRPercentage75100yards",2008
77,NA,"Tim Petrovic",97,81.82,72,88,-0.26,"GIRPercentage75100yards",2008
79,NA,"John Riegger",73,81.72,76,93,-0.33,"GIRPercentage75100yards",2008
80,NA,"Brad Adamonis",87,81.67,49,60,-0.27,"GIRPercentage75100yards",2008
81,NA,"Jeff Gove",50,81.63,40,49,-0.38,"GIRPercentage75100yards",2008
81,NA,"Patrick Sheehan",124,81.63,80,98,-0.23,"GIRPercentage75100yards",2008
83,NA,"Vaughn Taylor",103,81.36,96,118,-0.4,"GIRPercentage75100yards",2008
84,NA,"Woody Austin",109,81.31,87,107,-0.31,"GIRPercentage75100yards",2008
85,NA,"Dustin Johnson",92,81.25,78,96,-0.31,"GIRPercentage75100yards",2008
85,NA,"Heath Slocum",104,81.25,78,96,-0.31,"GIRPercentage75100yards",2008
87,NA,"Hunter Mahan",87,81.16,56,69,-0.39,"GIRPercentage75100yards",2008
88,NA,"Angel Cabrera",55,81.08,30,37,-0.3,"GIRPercentage75100yards",2008
88,NA,"Alejandro Canizares",52,81.08,30,37,-0.27,"GIRPercentage75100yards",2008
90,NA,"Nicholas Thompson",113,80.95,68,84,-0.32,"GIRPercentage75100yards",2008
91,NA,"Lucas Glover",91,80.88,55,68,-0.29,"GIRPercentage75100yards",2008
92,NA,"Robert Allenby",108,80.85,38,47,-0.29,"GIRPercentage75100yards",2008
93,NA,"Chad Campbell",94,80.82,59,73,-0.31,"GIRPercentage75100yards",2008
94,NA,"Tim Clark",90,80.77,84,104,-0.36,"GIRPercentage75100yards",2008
94,NA,"Jon Mills",95,80.77,63,78,-0.29,"GIRPercentage75100yards",2008
96,NA,"Joe Durant",92,80.72,67,83,-0.27,"GIRPercentage75100yards",2008
97,NA,"Stuart Appleby",87,80.52,62,77,-0.29,"GIRPercentage75100yards",2008
98,NA,"Dudley Hart",74,80.3,53,66,-0.32,"GIRPercentage75100yards",2008
99,NA,"Brandt Snedeker",85,80.28,57,71,-0.28,"GIRPercentage75100yards",2008
100,NA,"JJ Henry",108,80.2,81,101,-0.3,"GIRPercentage75100yards",2008
101,NA,"Ben Curtis",80,80,56,70,-0.36,"GIRPercentage75100yards",2008
101,NA,"Cody Freeman",66,80,36,45,-0.25,"GIRPercentage75100yards",2008
101,NA,"John Merrick",98,80,52,65,-0.31,"GIRPercentage75100yards",2008
101,NA,"Ryan Palmer",69,80,44,55,-0.45,"GIRPercentage75100yards",2008
101,NA,"Ian Poulter",51,80,36,45,-0.25,"GIRPercentage75100yards",2008
106,NA,"Tom Pernice Jr",104,79.82,87,109,-0.34,"GIRPercentage75100yards",2008
107,NA,"Frank Lickliter II",107,79.81,83,104,-0.31,"GIRPercentage75100yards",2008
108,NA,"Bo Van Pelt",101,79.79,75,94,-0.32,"GIRPercentage75100yards",2008
109,NA,"Michael Allen",91,79.78,71,89,-0.35,"GIRPercentage75100yards",2008
110,NA,"Jim McGovern",75,79.69,51,64,-0.16,"GIRPercentage75100yards",2008
111,NA,"Brian Davis",108,79.67,98,123,-0.44,"GIRPercentage75100yards",2008
112,NA,"Jay Williamson",96,79.61,82,103,-0.24,"GIRPercentage75100yards",2008
113,NA,"Tommy Armour III",77,79.59,78,98,-0.31,"GIRPercentage75100yards",2008
114,NA,"Troy Matteson",94,79.57,74,93,-0.32,"GIRPercentage75100yards",2008
115,NA,"Steve Marino",119,79.46,89,112,-0.4,"GIRPercentage75100yards",2008
116,NA,"Todd Hamilton",92,79.35,73,92,-0.33,"GIRPercentage75100yards",2008
117,NA,"Paul Casey",55,79.31,23,29,-0.3,"GIRPercentage75100yards",2008
117,NA,"Tommy Gainey",60,79.31,46,58,-0.35,"GIRPercentage75100yards",2008
119,NA,"Robert Gamez",79,79.27,65,82,-0.14,"GIRPercentage75100yards",2008
120,NA,"Glen Day",64,79.22,61,77,-0.33,"GIRPercentage75100yards",2008
121,NA,"Chris DiMarco",87,78.95,75,95,-0.31,"GIRPercentage75100yards",2008
122,NA,"Kent Jones",68,78.85,41,52,-0.27,"GIRPercentage75100yards",2008
123,NA,"Mark Wilson",107,78.7,85,108,-0.36,"GIRPercentage75100yards",2008
124,NA,"Jonathan Byrd",88,78.67,59,75,-0.32,"GIRPercentage75100yards",2008
125,NA,"Peter Lonard",92,78.65,70,89,-0.29,"GIRPercentage75100yards",2008
126,NA,"Sergio Garcia",72,78.57,33,42,-0.3,"GIRPercentage75100yards",2008
126,NA,"Lee Janzen",89,78.57,66,84,-0.21,"GIRPercentage75100yards",2008
126,NA,"Charles Warren",79,78.57,55,70,-0.31,"GIRPercentage75100yards",2008
129,NA,"Eric Axley",113,78.48,62,79,-0.45,"GIRPercentage75100yards",2008
130,NA,"George McNeill",97,78.41,69,88,-0.25,"GIRPercentage75100yards",2008
131,NA,"Kevin Stadler",90,78.35,76,97,-0.3,"GIRPercentage75100yards",2008
131,NA,"Nick Watney",96,78.35,76,97,-0.21,"GIRPercentage75100yards",2008
133,NA,"Jeff Maggert",86,78.31,65,83,-0.22,"GIRPercentage75100yards",2008
134,NA,"Rich Beem",90,78.26,72,92,-0.26,"GIRPercentage75100yards",2008
134,NA,"Parker McLachlin",88,78.26,72,92,-0.32,"GIRPercentage75100yards",2008
134,NA,"Kyle Thompson",70,78.26,54,69,-0.33,"GIRPercentage75100yards",2008
137,NA,"Jason Allred",63,78.18,43,55,-0.3,"GIRPercentage75100yards",2008
138,NA,"Tag Ridings",88,78.16,68,87,-0.24,"GIRPercentage75100yards",2008
139,NA,"DJ Trahan",94,78.13,50,64,-0.22,"GIRPercentage75100yards",2008
140,NA,"Matt Jones",95,78.08,57,73,-0.26,"GIRPercentage75100yards",2008
141,NA,"Richard Johnson",60,77.97,46,59,-0.22,"GIRPercentage75100yards",2008
142,NA,"Brett Rumford",72,77.94,53,68,-0.43,"GIRPercentage75100yards",2008
143,NA,"Todd Demsey",80,77.78,42,54,-0.38,"GIRPercentage75100yards",2008
143,NA,"Jin Park",85,77.78,77,99,-0.29,"GIRPercentage75100yards",2008
145,NA,"Charlie Wi",97,77.65,66,85,-0.3,"GIRPercentage75100yards",2008
146,NA,"Marco Dawson",64,77.59,45,58,-0.4,"GIRPercentage75100yards",2008
147,NA,"Brandt Jobe",52,77.5,31,40,-0.16,"GIRPercentage75100yards",2008
148,NA,"Ryan Armour",87,77.42,72,93,-0.19,"GIRPercentage75100yards",2008
149,NA,"Brad Elder",67,77.27,34,44,-0.09,"GIRPercentage75100yards",2008
149,NA,"Kenneth Ferrie",72,77.27,34,44,-0.29,"GIRPercentage75100yards",2008
149,NA,"Chez Reavie",102,77.27,85,110,-0.39,"GIRPercentage75100yards",2008
152,NA,"Sean OHair",81,77.05,47,61,-0.3,"GIRPercentage75100yards",2008
153,NA,"Jesper Parnevik",88,76.79,43,56,-0.28,"GIRPercentage75100yards",2008
154,NA,"Boo Weekley",86,76.47,52,68,-0.25,"GIRPercentage75100yards",2008
155,NA,"Joe Ogilvie",100,76.38,97,127,-0.47,"GIRPercentage75100yards",2008
156,NA,"Jeff Overton",103,76.34,71,93,-0.28,"GIRPercentage75100yards",2008
157,NA,"Tim Herron",97,76.19,80,105,-0.34,"GIRPercentage75100yards",2008
158,NA,"John Mallinger",95,76.14,67,88,-0.27,"GIRPercentage75100yards",2008
159,NA,"Trevor Immelman",70,76.09,35,46,-0.26,"GIRPercentage75100yards",2008
160,NA,"Olin Browne",77,76,76,100,-0.28,"GIRPercentage75100yards",2008
160,NA,"Chad Collins",72,76,38,50,-0.45,"GIRPercentage75100yards",2008
160,NA,"Carl Pettersson",110,76,57,75,-0.3,"GIRPercentage75100yards",2008
160,NA,"Jimmy Walker",73,76,38,50,-0.29,"GIRPercentage75100yards",2008
164,NA,"Mark Calcavecchia",67,75.86,44,58,-0.36,"GIRPercentage75100yards",2008
165,NA,"Travis Perkins",53,75.68,28,37,-0.07,"GIRPercentage75100yards",2008
165,NA,"Kevin Streelman",114,75.68,84,111,-0.38,"GIRPercentage75100yards",2008
167,NA,"Kevin Na",97,75.56,68,90,-0.31,"GIRPercentage75100yards",2008
169,NA,"Ernie Els",51,75,18,24,-0.33,"GIRPercentage75100yards",2008
169,NA,"Michael Letzig",88,75,42,56,-0.36,"GIRPercentage75100yards",2008
169,NA,"Steve Lowery",74,75,42,56,-0.4,"GIRPercentage75100yards",2008
