"ConsecutiveBirdiesEaglesstreak_RANKTHISWEEK_2010","ConsecutiveBirdiesEaglesstreak_RANKLASTWEEK_2010","ConsecutiveBirdiesEaglesstreak_PLAYERNAME_2010","ConsecutiveBirdiesEaglesstreak_EVENTS_2010","ConsecutiveBirdiesEaglesstreak_NUMBEROFHOLES_2010","stat_name","year"
1,1,"Jason Dufner",25,5,"ConsecutiveBirdiesEaglesstreak",2010
1,1,"Rickie Fowler",28,5,"ConsecutiveBirdiesEaglesstreak",2010
1,1,"Lucas Glover",23,5,"ConsecutiveBirdiesEaglesstreak",2010
1,1,"Michael Letzig",27,5,"ConsecutiveBirdiesEaglesstreak",2010
1,1,"Davis Love III",24,5,"ConsecutiveBirdiesEaglesstreak",2010
1,1,"Troy Merritt",29,5,"ConsecutiveBirdiesEaglesstreak",2010
1,1,"Chris Stroud",27,5,"ConsecutiveBirdiesEaglesstreak",2010
8,8,"Rich Barcelo",25,4,"ConsecutiveBirdiesEaglesstreak",2010
8,8,"KJ Choi",22,4,"ConsecutiveBirdiesEaglesstreak",2010
8,8,"Mathias Gronberg",22,4,"ConsecutiveBirdiesEaglesstreak",2010
8,8,"Charley Hoffman",24,4,"ConsecutiveBirdiesEaglesstreak",2010
8,8,"Anthony Kim",14,4,"ConsecutiveBirdiesEaglesstreak",2010
8,8,"Jeff Klauk",13,4,"ConsecutiveBirdiesEaglesstreak",2010
8,8,"Derek Lamely",28,4,"ConsecutiveBirdiesEaglesstreak",2010
8,8,"Brock Mackenzie",1,4,"ConsecutiveBirdiesEaglesstreak",2010
8,8,"Hunter Mahan",25,4,"ConsecutiveBirdiesEaglesstreak",2010
8,8,"Rory McIlroy",16,4,"ConsecutiveBirdiesEaglesstreak",2010
8,8,"Carl Pettersson",29,4,"ConsecutiveBirdiesEaglesstreak",2010
8,8,"Chris Riley",24,4,"ConsecutiveBirdiesEaglesstreak",2010
8,8,"Kevin Sutherland",25,4,"ConsecutiveBirdiesEaglesstreak",2010
8,8,"Johnson Wagner",28,4,"ConsecutiveBirdiesEaglesstreak",2010
8,8,"Nick Watney",24,4,"ConsecutiveBirdiesEaglesstreak",2010
8,8,"Bubba Watson",22,4,"ConsecutiveBirdiesEaglesstreak",2010
8,8,"YE Yang",21,4,"ConsecutiveBirdiesEaglesstreak",2010
25,25,"Stephen Ames",23,3,"ConsecutiveBirdiesEaglesstreak",2010
25,25,"Briny Baird",28,3,"ConsecutiveBirdiesEaglesstreak",2010
25,25,"Ricky Barnes",28,3,"ConsecutiveBirdiesEaglesstreak",2010
25,25,"Jonathan Byrd",26,3,"ConsecutiveBirdiesEaglesstreak",2010
