"Front9Round5ScoringAverage_RANKTHISWEEK_2009","Front9Round5ScoringAverage_RANKLASTWEEK_2009","Front9Round5ScoringAverage_PLAYERNAME_2009","Front9Round5ScoringAverage__2009","Front9Round5ScoringAverage_AVG_2009","Front9Round5ScoringAverage_TOTALSTROKES_2009","Front9Round5ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Stephen Ames",NA,31,31,1,"Front9Round5ScoringAverage",2009
1,1,"Matt Kuchar",NA,31,31,1,"Front9Round5ScoringAverage",2009
3,3,"Brad Adamonis",NA,32,32,1,"Front9Round5ScoringAverage",2009
3,3,"Chad Campbell",NA,32,32,1,"Front9Round5ScoringAverage",2009
3,3,"Steve Marino",NA,32,32,1,"Front9Round5ScoringAverage",2009
3,3,"John Merrick",NA,32,32,1,"Front9Round5ScoringAverage",2009
3,3,"Nick Watney",NA,32,32,1,"Front9Round5ScoringAverage",2009
8,8,"Rich Beem",NA,33,33,1,"Front9Round5ScoringAverage",2009
8,8,"Ken Duke",NA,33,33,1,"Front9Round5ScoringAverage",2009
8,8,"Brian Gay",NA,33,33,1,"Front9Round5ScoringAverage",2009
8,8,"Colt Knost",NA,33,33,1,"Front9Round5ScoringAverage",2009
8,8,"Bill Lunde",NA,33,33,1,"Front9Round5ScoringAverage",2009
8,8,"Tom Pernice Jr",NA,33,33,1,"Front9Round5ScoringAverage",2009
8,8,"Tim Petrovic",NA,33,33,1,"Front9Round5ScoringAverage",2009
8,8,"John Senden",NA,33,33,1,"Front9Round5ScoringAverage",2009
8,8,"Webb Simpson",NA,33,33,1,"Front9Round5ScoringAverage",2009
8,8,"Chris Stroud",NA,33,33,1,"Front9Round5ScoringAverage",2009
8,8,"Kevin Sutherland",NA,33,33,1,"Front9Round5ScoringAverage",2009
8,8,"Bo Van Pelt",NA,33,33,1,"Front9Round5ScoringAverage",2009
8,8,"Mike Weir",NA,33,33,1,"Front9Round5ScoringAverage",2009
21,21,"Cameron Beckman",NA,34,34,1,"Front9Round5ScoringAverage",2009
21,21,"Joe Durant",NA,34,34,1,"Front9Round5ScoringAverage",2009
21,21,"Cliff Kresge",NA,34,34,1,"Front9Round5ScoringAverage",2009
21,21,"John Mallinger",NA,34,34,1,"Front9Round5ScoringAverage",2009
21,21,"David Mathis",NA,34,34,1,"Front9Round5ScoringAverage",2009
21,21,"Ryan Palmer",NA,34,34,1,"Front9Round5ScoringAverage",2009
21,21,"David Toms",NA,34,34,1,"Front9Round5ScoringAverage",2009
28,28,"Briny Baird",NA,35,35,1,"Front9Round5ScoringAverage",2009
28,28,"Alex Cejka",NA,35,35,1,"Front9Round5ScoringAverage",2009
28,28,"Tim Clark",NA,35,35,1,"Front9Round5ScoringAverage",2009
28,28,"Ben Crane",NA,35,35,1,"Front9Round5ScoringAverage",2009
28,28,"Chris DiMarco",NA,35,35,1,"Front9Round5ScoringAverage",2009
28,28,"Robert Garrigus",NA,35,35,1,"Front9Round5ScoringAverage",2009
28,28,"Lucas Glover",NA,35,35,1,"Front9Round5ScoringAverage",2009
28,28,"Charley Hoffman",NA,35,35,1,"Front9Round5ScoringAverage",2009
28,28,"Ryuji Imada",NA,35,35,1,"Front9Round5ScoringAverage",2009
28,28,"Michael Letzig",NA,35,35,1,"Front9Round5ScoringAverage",2009
28,28,"Scott McCarron",NA,35,35,1,"Front9Round5ScoringAverage",2009
28,28,"Pat Perez",NA,35,35,1,"Front9Round5ScoringAverage",2009
28,28,"Scott Piercy",NA,35,35,1,"Front9Round5ScoringAverage",2009
28,28,"Rick Price",NA,35,35,1,"Front9Round5ScoringAverage",2009
28,28,"Heath Slocum",NA,35,35,1,"Front9Round5ScoringAverage",2009
28,28,"Nicholas Thompson",NA,35,35,1,"Front9Round5ScoringAverage",2009
28,28,"DJ Trahan",NA,35,35,1,"Front9Round5ScoringAverage",2009
28,28,"Charlie Wi",NA,35,35,1,"Front9Round5ScoringAverage",2009
28,28,"Casey Wittenberg",NA,35,35,1,"Front9Round5ScoringAverage",2009
47,47,"Michael Allen",NA,36,36,1,"Front9Round5ScoringAverage",2009
47,47,"Jason Bohn",NA,36,36,1,"Front9Round5ScoringAverage",2009
47,47,"Fred Couples",NA,36,36,1,"Front9Round5ScoringAverage",2009
47,47,"Glen Day",NA,36,36,1,"Front9Round5ScoringAverage",2009
47,47,"Jeff Klauk",NA,36,36,1,"Front9Round5ScoringAverage",2009
47,47,"Martin Laird",NA,36,36,1,"Front9Round5ScoringAverage",2009
47,47,"Joe Ogilvie",NA,36,36,1,"Front9Round5ScoringAverage",2009
47,47,"Bubba Watson",NA,36,36,1,"Front9Round5ScoringAverage",2009
47,47,"Dean Wilson",NA,36,36,1,"Front9Round5ScoringAverage",2009
56,56,"Jason Dufner",NA,37,37,1,"Front9Round5ScoringAverage",2009
56,56,"Bob Estes",NA,37,37,1,"Front9Round5ScoringAverage",2009
56,56,"Bill Haas",NA,37,37,1,"Front9Round5ScoringAverage",2009
56,56,"Richard Johnson",NA,37,37,1,"Front9Round5ScoringAverage",2009
56,56,"Jerry Kelly",NA,37,37,1,"Front9Round5ScoringAverage",2009
56,56,"Justin Leonard",NA,37,37,1,"Front9Round5ScoringAverage",2009
56,56,"Steve Lowery",NA,37,37,1,"Front9Round5ScoringAverage",2009
56,56,"Chez Reavie",NA,37,37,1,"Front9Round5ScoringAverage",2009
56,56,"Vaughn Taylor",NA,37,37,1,"Front9Round5ScoringAverage",2009
65,65,"Woody Austin",NA,38,38,1,"Front9Round5ScoringAverage",2009
65,65,"Mathew Goggin",NA,38,38,1,"Front9Round5ScoringAverage",2009
65,65,"Dustin Johnson",NA,38,38,1,"Front9Round5ScoringAverage",2009
65,65,"Peter Lonard",NA,38,38,1,"Front9Round5ScoringAverage",2009
65,65,"Steve Stricker",NA,38,38,1,"Front9Round5ScoringAverage",2009
70,70,"Brendon de Jonge",NA,39,39,1,"Front9Round5ScoringAverage",2009
71,71,"Kirk Triplett",NA,40,40,1,"Front9Round5ScoringAverage",2009
