"GIRPctFairwayBunker_RANKTHISWEEK_2011","GIRPctFairwayBunker_RANKLASTWEEK_2011","GIRPctFairwayBunker_PLAYERNAME_2011","GIRPctFairwayBunker_ROUNDS_2011","GIRPctFairwayBunker_Pct_2011","GIRPctFairwayBunker_GREENSHIT_2011","GIRPctFairwayBunker_HOLES_2011","GIRPctFairwayBunker_RELATIVEPAR_2011","stat_name","year"
47,47,"Lee Janzen",62,50,18,36,-4,"GIRPctFairwayBunker",2011
47,47,"George McNeill",69,50,21,42,-2,"GIRPctFairwayBunker",2011
47,47,"John Rollins",85,50,26,52,-5,"GIRPctFairwayBunker",2011
47,47,"Will Strickler",51,50,23,46,-7,"GIRPctFairwayBunker",2011
47,47,"Vaughn Taylor",89,50,31,62,-12,"GIRPctFairwayBunker",2011
47,47,"Bo Van Pelt",92,50,33,66,-6,"GIRPctFairwayBunker",2011
47,47,"Boo Weekley",66,50,15,30,1,"GIRPctFairwayBunker",2011
60,60,"Trevor Immelman",84,49.2,30,61,-6,"GIRPctFairwayBunker",2011
60,60,"Hunter Mahan",92,49.2,32,65,-8,"GIRPctFairwayBunker",2011
62,62,"Kevin Streelman",90,49.1,27,55,-8,"GIRPctFairwayBunker",2011
62,62,"Roland Thatcher",67,49.1,26,53,-3,"GIRPctFairwayBunker",2011
62,62,"Mark Wilson",89,49.1,27,55,-4,"GIRPctFairwayBunker",2011
65,65,"John Merrick",71,49,24,49,-3,"GIRPctFairwayBunker",2011
66,66,"Tag Ridings",87,48.9,23,47,-7,"GIRPctFairwayBunker",2011
67,67,"Jeff Overton",92,48.6,35,72,-8,"GIRPctFairwayBunker",2011
68,68,"Robert Karlsson",61,48.5,16,33,-1,"GIRPctFairwayBunker",2011
68,68,"Spencer Levin",113,48.5,33,68,-7,"GIRPctFairwayBunker",2011
70,70,"Steven Bowditch",86,48.1,26,54,-9,"GIRPctFairwayBunker",2011
70,70,"David Mathis",83,48.1,26,54,-4,"GIRPctFairwayBunker",2011
72,72,"Joseph Bramlett",73,47.9,23,48,-3,"GIRPctFairwayBunker",2011
72,72,"Nathan Green",81,47.9,23,48,-2,"GIRPctFairwayBunker",2011
72,72,"Billy Mayfair",94,47.9,23,48,-5,"GIRPctFairwayBunker",2011
72,72,"Michael Putnam",67,47.9,23,48,-4,"GIRPctFairwayBunker",2011
76,76,"Freddie Jacobson",92,47.7,31,65,-6,"GIRPctFairwayBunker",2011
76,76,"David Toms",78,47.7,21,44,-7,"GIRPctFairwayBunker",2011
78,78,"Rich Beem",53,47.5,19,40,0,"GIRPctFairwayBunker",2011
79,79,"Bill Haas",93,47.4,27,57,-9,"GIRPctFairwayBunker",2011
79,79,"Kent Jones",76,47.4,27,57,-1,"GIRPctFairwayBunker",2011
79,79,"Jerry Kelly",85,47.4,18,38,-1,"GIRPctFairwayBunker",2011
82,82,"Martin Piller",63,47.3,26,55,-6,"GIRPctFairwayBunker",2011
83,83,"Marc Turnesa",54,47.2,17,36,-3,"GIRPctFairwayBunker",2011
83,83,"Jhonattan Vegas",84,47.2,25,53,-3,"GIRPctFairwayBunker",2011
85,85,"Nate Smith",66,47.1,24,51,-7,"GIRPctFairwayBunker",2011
86,86,"Chris Stroud",88,47,31,66,-6,"GIRPctFairwayBunker",2011
87,87,"Zack Miller",86,46.9,23,49,-1,"GIRPctFairwayBunker",2011
88,88,"Bobby Gates",82,46.8,22,47,1,"GIRPctFairwayBunker",2011
88,88,"Kevin Stadler",88,46.8,29,62,0,"GIRPctFairwayBunker",2011
90,90,"Robert Allenby",84,46.7,21,45,1,"GIRPctFairwayBunker",2011
90,90,"Alexandre Rocha",65,46.7,21,45,0,"GIRPctFairwayBunker",2011
92,92,"Kevin Chappell",78,46.4,26,56,-7,"GIRPctFairwayBunker",2011
92,92,"Paul Goydos",81,46.4,26,56,-3,"GIRPctFairwayBunker",2011
92,92,"Jim Herman",69,46.4,26,56,-3,"GIRPctFairwayBunker",2011
95,95,"Stephen Ames",69,46.3,19,41,0,"GIRPctFairwayBunker",2011
96,96,"Jim Renner",65,46.2,24,52,-4,"GIRPctFairwayBunker",2011
97,97,"Michael Bradley",74,46,23,50,-5,"GIRPctFairwayBunker",2011
98,98,"Scott Piercy",78,45.8,22,48,-4,"GIRPctFairwayBunker",2011
98,98,"John Senden",94,45.8,27,59,-3,"GIRPctFairwayBunker",2011
100,100,"Anthony Kim",72,45.6,26,57,-9,"GIRPctFairwayBunker",2011
101,101,"Bio Kim",71,45.3,24,53,-4,"GIRPctFairwayBunker",2011
101,101,"Nick Watney",80,45.3,29,64,-6,"GIRPctFairwayBunker",2011
103,103,"Charley Hoffman",93,45.2,28,62,1,"GIRPctFairwayBunker",2011
104,104,"Marc Leishman",87,45.1,37,82,-5,"GIRPctFairwayBunker",2011
105,105,"Chris DiMarco",93,44.9,35,78,-1,"GIRPctFairwayBunker",2011
105,105,"Alex Prugh",82,44.9,31,69,-7,"GIRPctFairwayBunker",2011
105,105,"Josh Teater",104,44.9,35,78,-4,"GIRPctFairwayBunker",2011
108,108,"JJ Henry",96,44.4,28,63,-2,"GIRPctFairwayBunker",2011
108,108,"Kevin Kisner",70,44.4,20,45,-5,"GIRPctFairwayBunker",2011
108,108,"Derek Lamely",65,44.4,24,54,-3,"GIRPctFairwayBunker",2011
108,108,"Jarrod Lyle",83,44.4,28,63,-6,"GIRPctFairwayBunker",2011
108,108,"Troy Merritt",63,44.4,20,45,-7,"GIRPctFairwayBunker",2011
113,113,"Brian Gay",90,44.2,23,52,-5,"GIRPctFairwayBunker",2011
113,113,"Paul Stankowski",78,44.2,19,43,-1,"GIRPctFairwayBunker",2011
115,115,"Sung Kang",63,44.1,15,34,-3,"GIRPctFairwayBunker",2011
116,116,"Zach Johnson",79,43.8,14,32,-5,"GIRPctFairwayBunker",2011
116,116,"Chez Reavie",92,43.8,28,64,-6,"GIRPctFairwayBunker",2011
118,118,"Matt McQuillan",59,43.6,17,39,-3,"GIRPctFairwayBunker",2011
119,119,"Steve Marino",76,43.5,27,62,-4,"GIRPctFairwayBunker",2011
119,119,"Joe Ogilvie",75,43.5,27,62,-1,"GIRPctFairwayBunker",2011
121,121,"Tommy Gainey",104,43.4,33,76,-4,"GIRPctFairwayBunker",2011
121,121,"Scott Gutschewski",67,43.4,23,53,-2,"GIRPctFairwayBunker",2011
121,121,"Pat Perez",76,43.4,23,53,-2,"GIRPctFairwayBunker",2011
124,124,"Greg Chalmers",88,43.3,29,67,-8,"GIRPctFairwayBunker",2011
124,124,"Ben Martin",74,43.3,26,60,-1,"GIRPctFairwayBunker",2011
124,124,"Webb Simpson",98,43.3,29,67,-3,"GIRPctFairwayBunker",2011
127,127,"Stuart Appleby",65,42.9,21,49,-7,"GIRPctFairwayBunker",2011
127,127,"Jason Dufner",78,42.9,21,49,-5,"GIRPctFairwayBunker",2011
127,127,"Padraig Harrington",60,42.9,18,42,-4,"GIRPctFairwayBunker",2011
127,127,"Johnson Wagner",81,42.9,15,35,-2,"GIRPctFairwayBunker",2011
131,131,"Troy Matteson",91,42.7,32,75,-1,"GIRPctFairwayBunker",2011
132,132,"Jason Day",76,42.6,20,47,-5,"GIRPctFairwayBunker",2011
132,132,"Cameron Tringale",110,42.6,40,94,-14,"GIRPctFairwayBunker",2011
134,134,"Cameron Beckman",71,42.1,24,57,-4,"GIRPctFairwayBunker",2011
134,134,"Kris Blanks",92,42.1,32,76,-5,"GIRPctFairwayBunker",2011
134,134,"DA Points",89,42.1,24,57,-6,"GIRPctFairwayBunker",2011
137,137,"Rod Pampling",72,42,29,69,-7,"GIRPctFairwayBunker",2011
138,138,"Jonathan Byrd",83,41.8,23,55,-7,"GIRPctFairwayBunker",2011
139,139,"Woody Austin",59,41.7,15,36,-2,"GIRPctFairwayBunker",2011
139,139,"Angel Cabrera",50,41.7,15,36,-3,"GIRPctFairwayBunker",2011
139,139,"Daniel Summerhays",75,41.7,25,60,1,"GIRPctFairwayBunker",2011
142,142,"Andres Gonzales",60,41.5,17,41,-8,"GIRPctFairwayBunker",2011
143,143,"Arjun Atwal",91,41.3,33,80,-11,"GIRPctFairwayBunker",2011
143,143,"JP Hayes",56,41.3,19,46,-2,"GIRPctFairwayBunker",2011
145,145,"Sean OHair",71,40.7,24,59,0,"GIRPctFairwayBunker",2011
145,145,"Justin Rose",79,40.7,22,54,-7,"GIRPctFairwayBunker",2011
147,147,"Keegan Bradley",91,40.3,27,67,-9,"GIRPctFairwayBunker",2011
147,147,"Tim Petrovic",88,40.3,25,62,-6,"GIRPctFairwayBunker",2011
149,149,"Justin Hicks",60,40,10,25,-1,"GIRPctFairwayBunker",2011
149,149,"Colt Knost",80,40,20,50,-2,"GIRPctFairwayBunker",2011
149,149,"Scott McCarron",65,40,14,35,-3,"GIRPctFairwayBunker",2011
149,149,"Michael Thompson",79,40,22,55,-1,"GIRPctFairwayBunker",2011
153,153,"Matt Bettencourt",84,39.5,30,76,-4,"GIRPctFairwayBunker",2011
154,154,"Aron Price",58,39.3,11,28,-4,"GIRPctFairwayBunker",2011
155,155,"Aaron Baddeley",77,39.2,20,51,-6,"GIRPctFairwayBunker",2011
156,156,"Jimmy Walker",79,39,23,59,-10,"GIRPctFairwayBunker",2011
157,157,"Chris Riley",76,38.5,20,52,-1,"GIRPctFairwayBunker",2011
158,158,"Scott Stallings",84,38.3,23,60,0,"GIRPctFairwayBunker",2011
159,159,"Joe Durant",71,38.2,13,34,-3,"GIRPctFairwayBunker",2011
160,160,"Brandt Jobe",100,37.3,22,59,-6,"GIRPctFairwayBunker",2011
161,161,"Bill Lunde",92,36.7,22,60,-6,"GIRPctFairwayBunker",2011
161,161,"Nick OHern",89,36.7,18,49,-6,"GIRPctFairwayBunker",2011
163,163,"Shane Bertsch",62,36.6,15,41,-5,"GIRPctFairwayBunker",2011
163,163,"Carl Pettersson",95,36.6,26,71,-10,"GIRPctFairwayBunker",2011
163,163,"Heath Slocum",89,36.6,15,41,-4,"GIRPctFairwayBunker",2011
166,166,"Blake Adams",116,36,32,89,-9,"GIRPctFairwayBunker",2011
167,167,"Ryan Moore",79,35.7,15,42,-5,"GIRPctFairwayBunker",2011
168,168,"Charlie Wi",83,35.6,21,59,-5,"GIRPctFairwayBunker",2011
169,169,"Brian Davis",105,34.6,18,52,-7,"GIRPctFairwayBunker",2011
170,170,"Jim Furyk",87,34.3,12,35,-3,"GIRPctFairwayBunker",2011
171,171,"Ben Curtis",66,34.1,15,44,-2,"GIRPctFairwayBunker",2011
171,171,"Ian Poulter",52,34.1,14,41,-2,"GIRPctFairwayBunker",2011
173,173,"Michael Connell",76,33.3,22,66,-3,"GIRPctFairwayBunker",2011
173,173,"Rocco Mediate",53,33.3,9,27,1,"GIRPctFairwayBunker",2011
175,175,"Shaun Micheel",77,32.8,19,58,-5,"GIRPctFairwayBunker",2011
176,176,"Dustin Johnson",72,32.5,13,40,-4,"GIRPctFairwayBunker",2011
177,177,"Bryce Molder",82,32.1,17,53,-5,"GIRPctFairwayBunker",2011
178,178,"Garrett Willis",71,31.4,11,35,0,"GIRPctFairwayBunker",2011
179,179,"DJ Brigman",67,30.9,17,55,-1,"GIRPctFairwayBunker",2011
180,180,"Justin Leonard",82,30.8,16,52,-1,"GIRPctFairwayBunker",2011
181,181,"JB Holmes",57,29.7,11,37,-3,"GIRPctFairwayBunker",2011
182,182,"Harrison Frazar",58,29.4,10,34,-1,"GIRPctFairwayBunker",2011
183,183,"Fabian Gomez",84,29.3,12,41,-2,"GIRPctFairwayBunker",2011
184,184,"Graeme McDowell",50,28.6,8,28,-1,"GIRPctFairwayBunker",2011
185,185,"Brandt Snedeker",85,27.7,13,47,2,"GIRPctFairwayBunker",2011
186,186,"Tom Gillis",55,27.3,9,33,-1,"GIRPctFairwayBunker",2011
