"GIRPctFairwayBunker_RANKTHISWEEK_2011","GIRPctFairwayBunker_RANKLASTWEEK_2011","GIRPctFairwayBunker_PLAYERNAME_2011","GIRPctFairwayBunker_ROUNDS_2011","GIRPctFairwayBunker_Pct_2011","GIRPctFairwayBunker_GREENSHIT_2011","GIRPctFairwayBunker_HOLES_2011","GIRPctFairwayBunker_RELATIVEPAR_2011","stat_name","year"
1,1,"Adam Scott",60,67.7,21,31,-4,"GIRPctFairwayBunker",2011
2,2,"Kevin Na",84,67.3,35,52,-13,"GIRPctFairwayBunker",2011
3,3,"William McGirt",103,63.5,54,85,-8,"GIRPctFairwayBunker",2011
4,4,"Jason Bohn",74,61.9,26,42,-7,"GIRPctFairwayBunker",2011
5,5,"Luke Donald",73,61,25,41,-8,"GIRPctFairwayBunker",2011
5,5,"Steve Stricker",70,61,25,41,-3,"GIRPctFairwayBunker",2011
7,7,"DJ Trahan",91,60.9,39,64,-5,"GIRPctFairwayBunker",2011
8,8,"Rory Sabbatini",85,59.4,38,64,-9,"GIRPctFairwayBunker",2011
8,8,"Charl Schwartzel",58,59.4,19,32,-3,"GIRPctFairwayBunker",2011
10,10,"YE Yang",63,59.3,16,27,-5,"GIRPctFairwayBunker",2011
11,11,"Phil Mickelson",79,58.9,43,73,-11,"GIRPctFairwayBunker",2011
12,12,"James Driscoll",71,58.6,34,58,-3,"GIRPctFairwayBunker",2011
12,12,"Hunter Haas",96,58.6,41,70,-13,"GIRPctFairwayBunker",2011
14,14,"Retief Goosen",50,58.1,18,31,-4,"GIRPctFairwayBunker",2011
15,15,"Tim Herron",85,57.9,44,76,-8,"GIRPctFairwayBunker",2011
16,16,"Matt Jones",71,57.4,31,54,-6,"GIRPctFairwayBunker",2011
17,17,"Bubba Watson",85,56.8,25,44,-1,"GIRPctFairwayBunker",2011
18,18,"Ricky Barnes",78,56.7,34,60,-7,"GIRPctFairwayBunker",2011
19,19,"Ben Crane",76,56.6,30,53,-7,"GIRPctFairwayBunker",2011
20,20,"Robert Garrigus",83,56.5,26,46,-3,"GIRPctFairwayBunker",2011
21,21,"Richard Johnson",64,56.1,23,41,-7,"GIRPctFairwayBunker",2011
22,22,"Alex Cejka",59,55.3,21,38,-1,"GIRPctFairwayBunker",2011
23,23,"Ryuji Imada",83,55,33,60,-8,"GIRPctFairwayBunker",2011
24,24,"Charles Howell III",108,54.9,50,91,-10,"GIRPctFairwayBunker",2011
25,25,"Sergio Garcia",61,54.5,24,44,-6,"GIRPctFairwayBunker",2011
25,25,"Dean Wilson",62,54.5,18,33,-1,"GIRPctFairwayBunker",2011
27,27,"Kyle Stanley",98,54.4,37,68,-3,"GIRPctFairwayBunker",2011
28,28,"Vijay Singh",79,54.3,38,70,-9,"GIRPctFairwayBunker",2011
29,29,"Steve Elkington",50,54.1,20,37,-3,"GIRPctFairwayBunker",2011
30,30,"Ryan Palmer",82,54,34,63,-6,"GIRPctFairwayBunker",2011
31,31,"Brendan Steele",89,53.9,41,76,0,"GIRPctFairwayBunker",2011
32,32,"Brendon de Jonge",105,53.8,42,78,-11,"GIRPctFairwayBunker",2011
33,33,"Stewart Cink",72,53.7,29,54,-4,"GIRPctFairwayBunker",2011
34,34,"Rickie Fowler",84,53.2,33,62,-8,"GIRPctFairwayBunker",2011
35,35,"Geoff Ogilvy",69,52.5,21,40,-2,"GIRPctFairwayBunker",2011
36,36,"Martin Laird",77,52,26,50,1,"GIRPctFairwayBunker",2011
37,37,"Ernie Els",71,51.9,27,52,-1,"GIRPctFairwayBunker",2011
38,38,"Gary Woodland",93,51.3,20,39,-5,"GIRPctFairwayBunker",2011
39,39,"Chris Kirk",87,51.2,44,86,-14,"GIRPctFairwayBunker",2011
40,40,"Chris Couch",73,51.1,23,45,-1,"GIRPctFairwayBunker",2011
40,40,"Billy Horschel",75,51.1,24,47,-3,"GIRPctFairwayBunker",2011
42,42,"Davis Love III",70,51,25,49,-4,"GIRPctFairwayBunker",2011
43,43,"Camilo Villegas",69,50.9,27,53,-1,"GIRPctFairwayBunker",2011
44,44,"Matt Kuchar",94,50.8,31,61,-6,"GIRPctFairwayBunker",2011
45,45,"David Duval",67,50.7,34,67,-8,"GIRPctFairwayBunker",2011
45,45,"Andres Romero",77,50.7,36,71,-3,"GIRPctFairwayBunker",2011
47,47,"Briny Baird",60,50,13,26,0,"GIRPctFairwayBunker",2011
47,47,"Chad Campbell",99,50,37,74,4,"GIRPctFairwayBunker",2011
47,47,"KJ Choi",77,50,26,52,-6,"GIRPctFairwayBunker",2011
47,47,"Steve Flesch",88,50,31,62,-7,"GIRPctFairwayBunker",2011
47,47,"Lucas Glover",74,50,23,46,-5,"GIRPctFairwayBunker",2011
47,47,"David Hearn",88,50,31,62,-6,"GIRPctFairwayBunker",2011
