"Par3Performance_RANKTHISWEEK_2016","Par3Performance_RANKLASTWEEK_2016","Par3Performance_PLAYERNAME_2016","Par3Performance_ROUNDS_2016","Par3Performance_STATUS_2016","Par3Performance_PAR3AVG_2016","Par3Performance_TOTALPAR_2016","stat_name","year"
1,1,"Alex Cejka",47,-11,2.94,555,"Par3Performance",2016
2,2,"Ryan Moore",40,-8,2.94,435,"Par3Performance",2016
3,3,"Freddie Jacobson",54,-7,2.97,657,"Par3Performance",2016
3,3,"Phil Mickelson",37,-7,2.95,411,"Par3Performance",2016
5,9,"Camilo Villegas",50,-4,2.98,612,"Par3Performance",2016
6,6,"Jon Curran",55,-3,2.99,669,"Par3Performance",2016
6,6,"Brandt Snedeker",47,-3,2.98,507,"Par3Performance",2016
8,9,"John Huh",51,-2,2.99,624,"Par3Performance",2016
8,9,"Jerry Kelly",44,-2,2.99,543,"Par3Performance",2016
8,9,"Louis Oosthuizen",25,-2,2.97,228,"Par3Performance",2016
8,9,"Steve Stricker",25,-2,2.98,315,"Par3Performance",2016
12,15,"Dustin Johnson",37,-1,2.99,375,"Par3Performance",2016
12,15,"Marc Leishman",41,-1,2.99,456,"Par3Performance",2016
12,6,"Adam Scott",39,-1,2.99,432,"Par3Performance",2016
15,18,"Chad Campbell",54,0,3,654,"Par3Performance",2016
15,18,"Troy Merritt",41,0,3,489,"Par3Performance",2016
15,5,"Henrik Norlander",41,0,3,495,"Par3Performance",2016
15,9,"Brian Stuard",24,0,3,291,"Par3Performance",2016
19,23,"KJ Choi",47,1,3.01,579,"Par3Performance",2016
19,18,"Jamie Donaldson",28,1,3.01,300,"Par3Performance",2016
19,18,"David Hearn",55,1,3,669,"Par3Performance",2016
19,18,"Patrick Reed",53,1,3.01,591,"Par3Performance",2016
23,23,"Ricky Barnes",57,2,3.01,693,"Par3Performance",2016
23,28,"Stewart Cink",45,2,3.01,549,"Par3Performance",2016
23,23,"Patton Kizzire",57,2,3.01,648,"Par3Performance",2016
23,28,"Russell Knox",48,2,3.01,543,"Par3Performance",2016
23,28,"Lucas Lee",22,2,3.02,273,"Par3Performance",2016
23,28,"Bryce Molder",50,2,3.01,609,"Par3Performance",2016
23,28,"Chez Reavie",56,2,3.01,687,"Par3Performance",2016
30,15,"Bronson Burgoon",53,3,3.01,645,"Par3Performance",2016
30,34,"Matthew Fitzpatrick",23,3,3.04,240,"Par3Performance",2016
30,28,"Retief Goosen",37,3,3.02,456,"Par3Performance",2016
