"ClubHeadSpeed_RANKTHISWEEK_2009","ClubHeadSpeed_RANKLASTWEEK_2009","ClubHeadSpeed_PLAYERNAME_2009","ClubHeadSpeed_ROUNDS_2009","ClubHeadSpeed_AVG_2009","ClubHeadSpeed_TOTALCLUBHEADSPEED_2009","ClubHeadSpeed_TOTALATTEMPTS_2009","ClubHeadSpeed_FASTESTSPEED_2009","ClubHeadSpeed_SLOWESTSPEED_2009","stat_name","year"
34,34,"Kevin Streelman",97,115.39,9923.6,86,118.43,112.18,"ClubHeadSpeed",2009
35,35,"Sean OHair",80,115.26,6800.57,59,118.19,111.97,"ClubHeadSpeed",2009
35,35,"Greg Owen",97,115.26,9797.19,85,119.12,110.7,"ClubHeadSpeed",2009
37,37,"Matt Jones",56,115.25,4494.85,39,118.66,110.7,"ClubHeadSpeed",2009
38,38,"Harrison Frazar",93,115.17,8982.91,78,117.63,111.96,"ClubHeadSpeed",2009
39,39,"Charles Warren",63,115.15,5411.95,47,117.94,107.74,"ClubHeadSpeed",2009
40,40,"Aaron Baddeley",66,115.1,5869.97,51,120.31,111.02,"ClubHeadSpeed",2009
41,41,"James Nitties",86,115.09,6790.26,59,119.43,107.36,"ClubHeadSpeed",2009
42,42,"Stewart Cink",79,115.08,7595,66,118.82,100.87,"ClubHeadSpeed",2009
43,43,"Scott Piercy",85,114.94,7126.53,62,118.37,111.37,"ClubHeadSpeed",2009
44,44,"David Duval",56,114.79,4132.42,36,117.54,106.28,"ClubHeadSpeed",2009
45,45,"Michael Allen",73,114.71,5965.18,52,118.4,110.72,"ClubHeadSpeed",2009
46,46,"YE Yang",83,114.69,8028.57,70,118.98,110.21,"ClubHeadSpeed",2009
47,47,"Boo Weekley",79,114.63,8597.45,75,117.59,111.3,"ClubHeadSpeed",2009
48,48,"DJ Trahan",96,114.62,8826.08,77,118.75,104.11,"ClubHeadSpeed",2009
49,49,"Ryan Moore",89,114.56,8133.7,71,118.68,109.58,"ClubHeadSpeed",2009
50,50,"Jeff Overton",92,114.45,8927.05,78,118.12,110.72,"ClubHeadSpeed",2009
51,51,"John Merrick",91,114.17,8106.03,71,117.15,109.55,"ClubHeadSpeed",2009
52,52,"Bo Van Pelt",100,114.05,8553.48,75,117.59,110.26,"ClubHeadSpeed",2009
53,53,"Camilo Villegas",76,113.75,6711.13,59,117.05,108.05,"ClubHeadSpeed",2009
54,54,"Rory Sabbatini",81,113.64,7841.17,69,117.54,109.55,"ClubHeadSpeed",2009
55,55,"Mathew Goggin",76,113.63,6590.69,58,117.96,110.4,"ClubHeadSpeed",2009
56,56,"Ernie Els",70,113.53,6017.35,53,118.06,100.66,"ClubHeadSpeed",2009
57,57,"Robert Allenby",71,113.52,6243.56,55,117.55,109.88,"ClubHeadSpeed",2009
58,58,"Geoff Ogilvy",78,113.5,7831.75,69,117.76,95.94,"ClubHeadSpeed",2009
59,59,"Peter Tomasulo",61,113.41,4876.72,43,116.3,106.84,"ClubHeadSpeed",2009
60,60,"Stuart Appleby",79,113.39,7596.86,67,117.21,110.43,"ClubHeadSpeed",2009
61,61,"Will Ma Kenzie",69,113.36,6914.99,61,116.6,101.66,"ClubHeadSpeed",2009
62,62,"Matt Bettencourt",98,113.32,9405.38,83,119.75,108.56,"ClubHeadSpeed",2009
63,63,"John Rollins",92,113.25,8946.8,79,115.97,109.23,"ClubHeadSpeed",2009
64,64,"Ryan Palmer",78,113.16,7695.04,68,116.91,104.54,"ClubHeadSpeed",2009
65,65,"Stephen Ames",77,113.15,7015.04,62,116.7,109,"ClubHeadSpeed",2009
66,66,"Hunter Mahan",94,113.12,7805.25,69,115.13,110.05,"ClubHeadSpeed",2009
67,67,"Pat Perez",74,113.1,7351.7,65,116.33,109.18,"ClubHeadSpeed",2009
68,68,"Padraig Harrington",66,113.07,5314.28,47,118.36,101.83,"ClubHeadSpeed",2009
69,69,"Brad Adamonis",70,113.06,6670.42,59,116.46,107.32,"ClubHeadSpeed",2009
70,70,"Bob Estes",78,113.03,8364.53,74,118.67,109.03,"ClubHeadSpeed",2009
70,70,"Ted Purdy",101,113.03,9268.79,82,118.63,107.3,"ClubHeadSpeed",2009
72,72,"Scott McCarron",91,113.01,8814.73,78,117.78,109.34,"ClubHeadSpeed",2009
73,73,"Vijay Singh",71,112.98,6891.86,61,116.05,109,"ClubHeadSpeed",2009
74,74,"Nicholas Thompson",96,112.92,9033.41,80,118.27,109.26,"ClubHeadSpeed",2009
75,75,"Brett Quigley",92,112.87,8352.45,74,117.31,109.35,"ClubHeadSpeed",2009
76,76,"Michael Letzig",96,112.81,10265.47,91,115.8,108.04,"ClubHeadSpeed",2009
77,77,"Chris Stroud",88,112.78,6766.7,60,118.03,103.88,"ClubHeadSpeed",2009
78,78,"Chad Campbell",90,112.76,8119.07,72,116.99,109.73,"ClubHeadSpeed",2009
79,79,"Kris Blanks",60,112.68,5183.07,46,116.68,109.41,"ClubHeadSpeed",2009
80,80,"Steve Marino",98,112.6,9909.1,88,117.82,108.92,"ClubHeadSpeed",2009
81,81,"Kevin Stadler",65,112.56,5290.43,47,115.47,109.13,"ClubHeadSpeed",2009
82,82,"Brendon de Jonge",90,112.53,7877.09,70,115.51,109.38,"ClubHeadSpeed",2009
83,83,"Derek Fathauer",63,112.49,5287.11,47,118.03,108.83,"ClubHeadSpeed",2009
84,84,"Johnson Wagner",81,112.41,8318.23,74,115.4,108.93,"ClubHeadSpeed",2009
85,85,"Brian Vranesh",51,112.39,4046.06,36,116.97,109.03,"ClubHeadSpeed",2009
86,86,"Tim Herron",87,112.3,9433.11,84,117.48,107.99,"ClubHeadSpeed",2009
87,87,"Jason Dufner",90,112.23,8866.54,79,117.01,107.14,"ClubHeadSpeed",2009
88,88,"Justin Rose",71,112.22,6284.49,56,115.64,108.63,"ClubHeadSpeed",2009
89,89,"Steve Lowery",83,112.18,8749.89,78,116.43,103.52,"ClubHeadSpeed",2009
90,90,"Joe Durant",62,112.13,5270,47,114.96,108.91,"ClubHeadSpeed",2009
91,91,"Mark Calcavecchia",72,112.04,6610.15,59,117.51,108.81,"ClubHeadSpeed",2009
92,92,"Rod Pampling",72,111.99,6943.56,62,115.14,108.52,"ClubHeadSpeed",2009
93,93,"Kevin Sutherland",96,111.9,7273.34,65,117.95,108.08,"ClubHeadSpeed",2009
94,94,"Woody Austin",84,111.81,8945.17,80,115.42,107.96,"ClubHeadSpeed",2009
95,95,"Kenny Perry",92,111.77,9053.34,81,114.77,94.77,"ClubHeadSpeed",2009
96,96,"Lee Janzen",74,111.7,6702.21,60,114.85,106.52,"ClubHeadSpeed",2009
97,97,"Ken Duke",87,111.68,6700.74,60,115.3,108.01,"ClubHeadSpeed",2009
97,97,"Jarrod Lyle",65,111.68,5583.86,50,115.22,104.48,"ClubHeadSpeed",2009
99,99,"Nathan Green",104,111.64,10159.53,91,117.7,103.6,"ClubHeadSpeed",2009
99,99,"Todd Hamilton",83,111.64,7033.53,63,115.66,106.64,"ClubHeadSpeed",2009
101,101,"Bill Lunde",83,111.62,8483.08,76,113.53,107.93,"ClubHeadSpeed",2009
102,102,"Brian Bateman",55,111.32,5566.05,50,115.08,107.48,"ClubHeadSpeed",2009
103,103,"Charlie Wi",92,111.21,8896.87,80,114.19,103.86,"ClubHeadSpeed",2009
104,104,"Jason Gore",74,111.13,6334.42,57,114.78,107.46,"ClubHeadSpeed",2009
104,104,"Steve Stricker",81,111.13,7667.98,69,114.66,108.46,"ClubHeadSpeed",2009
106,106,"Kevin Na",91,111,8325.03,75,115.39,106.18,"ClubHeadSpeed",2009
107,107,"Freddie Jacobson",83,110.89,7762.31,70,114.48,105.15,"ClubHeadSpeed",2009
108,108,"Rich Beem",77,110.44,5963.71,54,113.84,106.96,"ClubHeadSpeed",2009
109,109,"Ryuji Imada",85,110.4,8500.96,77,114.98,107.82,"ClubHeadSpeed",2009
110,110,"Webb Simpson",94,110.38,8388.69,76,113.65,107.68,"ClubHeadSpeed",2009
111,111,"Tim Petrovic",97,110.32,9708.02,88,114.62,105.06,"ClubHeadSpeed",2009
112,112,"Carl Pettersson",86,110.27,8601.36,78,113.78,96.34,"ClubHeadSpeed",2009
113,113,"Steve Flesch",77,110.23,6172.62,56,113.79,105.98,"ClubHeadSpeed",2009
114,114,"Scott Sterling",51,110.14,4515.59,41,112.94,102.02,"ClubHeadSpeed",2009
115,115,"Mike Weir",85,110.09,7486.13,68,113.21,106.43,"ClubHeadSpeed",2009
116,116,"Cameron Beckman",87,110.07,8695.32,79,115.19,102.69,"ClubHeadSpeed",2009
117,117,"Greg Chalmers",85,110.02,7481.1,68,112.24,106.41,"ClubHeadSpeed",2009
118,118,"Joe Ogilvie",85,109.86,7799.76,71,114.18,106.55,"ClubHeadSpeed",2009
119,119,"Ian Poulter",59,109.75,5487.59,50,111.81,106.32,"ClubHeadSpeed",2009
120,120,"Bob Heintz",59,109.7,4826.76,44,113.78,105.08,"ClubHeadSpeed",2009
121,121,"Parker McLachlin",71,109.52,6899.9,63,114.34,100.33,"ClubHeadSpeed",2009
121,121,"Matt Weibring",65,109.52,5366.59,49,112.78,102.85,"ClubHeadSpeed",2009
123,123,"Jim Furyk",86,109.41,7658.48,70,114.5,105.96,"ClubHeadSpeed",2009
124,124,"Bryce Molder",69,109.36,5796.33,53,116.59,104.82,"ClubHeadSpeed",2009
125,125,"Briny Baird",89,109.34,8528.46,78,111.66,105.67,"ClubHeadSpeed",2009
126,126,"Jason Bohn",88,109.33,9074.7,83,113.34,105.83,"ClubHeadSpeed",2009
127,127,"Casey Wittenberg",71,109.18,6004.99,55,113.07,105.61,"ClubHeadSpeed",2009
128,128,"Steve Elkington",70,109.17,6004.46,55,112.24,102.38,"ClubHeadSpeed",2009
129,129,"Eric Axley",71,109.08,6108.28,56,112.23,106.13,"ClubHeadSpeed",2009
130,130,"Luke Donald",79,108.98,7192.4,66,111.97,105.53,"ClubHeadSpeed",2009
131,131,"Marc Turnesa",77,108.93,8496.22,78,113.8,96.39,"ClubHeadSpeed",2009
132,132,"Tommy Armour III",58,108.87,5443.31,50,113.76,105.41,"ClubHeadSpeed",2009
133,133,"Ben Crane",93,108.79,8812.11,81,111.98,104.67,"ClubHeadSpeed",2009
133,133,"David Mathis",82,108.79,7506.47,69,112.61,102.05,"ClubHeadSpeed",2009
135,135,"Chris DiMarco",97,108.77,9354.28,86,112.47,104.12,"ClubHeadSpeed",2009
136,136,"Ben Curtis",63,108.6,4778.3,44,113.06,106.47,"ClubHeadSpeed",2009
136,136,"Matt Kuchar",82,108.6,7275.89,67,113.99,105.02,"ClubHeadSpeed",2009
138,138,"Tom Lehman",55,108.59,3909.38,36,112.4,100.54,"ClubHeadSpeed",2009
139,139,"Kent Jones",73,108.51,6293.55,58,113,104.45,"ClubHeadSpeed",2009
140,140,"Jeff Klauk",97,108.49,9655.19,89,113.91,105.13,"ClubHeadSpeed",2009
141,141,"Heath Slocum",95,108.47,8894.26,82,111.75,104.76,"ClubHeadSpeed",2009
142,142,"Jay Williamson",69,108.42,6071.51,56,111.9,105.29,"ClubHeadSpeed",2009
143,143,"Jerry Kelly",90,108.4,8671.9,80,111.76,104.59,"ClubHeadSpeed",2009
144,144,"Rocco Mediate",79,108.37,6502.18,60,111.81,105.21,"ClubHeadSpeed",2009
145,145,"Richard Johnson",85,108.33,8341.47,77,113.74,97.6,"ClubHeadSpeed",2009
146,146,"KJ Choi",65,108.31,6282.18,58,111.42,102.06,"ClubHeadSpeed",2009
147,147,"DA Points",99,108.24,9200.24,85,112.43,102.49,"ClubHeadSpeed",2009
148,148,"Jeff Maggert",79,108.22,7792.19,72,113.25,105.2,"ClubHeadSpeed",2009
149,149,"Justin Leonard",95,108.21,9522.78,88,110.92,105.29,"ClubHeadSpeed",2009
150,150,"Billy Mayfair",83,108.2,7249.47,67,111.51,105.19,"ClubHeadSpeed",2009
151,151,"Spencer Levin",75,108.11,7351.33,68,111.7,104.36,"ClubHeadSpeed",2009
152,152,"Chris Riley",77,108.07,6375.9,59,111.79,105.09,"ClubHeadSpeed",2009
153,153,"Vaughn Taylor",88,108.06,7348.33,68,111.75,104.66,"ClubHeadSpeed",2009
154,154,"Rick Price",54,107.97,4318.93,40,112.6,105.24,"ClubHeadSpeed",2009
155,155,"Tom Pernice Jr",82,107.93,8202.37,76,111.46,104.89,"ClubHeadSpeed",2009
156,156,"David Toms",98,107.7,8939.07,83,110.57,103.25,"ClubHeadSpeed",2009
157,157,"Patrick Sheehan",51,107.62,3874.3,36,111.39,103.94,"ClubHeadSpeed",2009
158,158,"Aron Price",89,107.58,7638.29,71,112.08,104.07,"ClubHeadSpeed",2009
159,159,"Zach Johnson",94,107.57,9896.85,92,112.07,102.88,"ClubHeadSpeed",2009
160,160,"Scott Verplank",88,107.43,9239.06,86,110.06,103.7,"ClubHeadSpeed",2009
161,161,"Cliff Kresge",78,107.34,7191.49,67,112.49,103.5,"ClubHeadSpeed",2009
162,162,"Kirk Triplett",60,107.26,5684.93,53,110.65,104.54,"ClubHeadSpeed",2009
163,163,"Brian Davis",103,107.22,10293.12,96,114.24,103.73,"ClubHeadSpeed",2009
164,164,"Bart Bryant",58,107.08,6210.72,58,112.43,101.14,"ClubHeadSpeed",2009
165,165,"Brandt Snedeker",81,106.99,6633.55,62,110.05,101.41,"ClubHeadSpeed",2009
166,166,"Colt Knost",71,106.98,5776.9,54,110.26,103.76,"ClubHeadSpeed",2009
166,166,"Brendon Todd",53,106.98,5135.19,48,115.49,103.68,"ClubHeadSpeed",2009
168,168,"Dean Wilson",81,106.92,6735.97,63,111.12,100.4,"ClubHeadSpeed",2009
169,169,"Mark Wilson",99,106.91,8659.52,81,109.53,104.36,"ClubHeadSpeed",2009
170,170,"Alex Cejka",82,106.65,7465.58,70,110.47,99.15,"ClubHeadSpeed",2009
171,171,"Darron Stiles",52,106.32,3508.53,33,108.68,103.18,"ClubHeadSpeed",2009
172,172,"John Mallinger",90,106.27,7970.62,75,109.52,102.94,"ClubHeadSpeed",2009
173,173,"Tim Clark",81,106.14,7217.35,68,108.84,103.24,"ClubHeadSpeed",2009
174,174,"Paul Goydos",79,106.11,7321.47,69,109.77,101.79,"ClubHeadSpeed",2009
174,174,"Peter Lonard",86,106.11,8064.6,76,109.68,101.56,"ClubHeadSpeed",2009
176,176,"Jeff Quinney",78,105.82,7301.72,69,110.45,97.73,"ClubHeadSpeed",2009
177,177,"Chez Reavie",81,105.59,7919.34,75,108.64,96.14,"ClubHeadSpeed",2009
178,178,"Brad Faxon",59,105.47,5906.32,56,110.53,101.12,"ClubHeadSpeed",2009
179,179,"Greg Kraft",51,104.79,4296.4,41,107.19,101.69,"ClubHeadSpeed",2009
180,180,"Nick OHern",90,104.62,9101.7,87,108.25,100.71,"ClubHeadSpeed",2009
181,181,"Glen Day",79,103.73,6534.78,63,107.04,97.33,"ClubHeadSpeed",2009
182,182,"Brian Gay",96,103.15,9386.8,91,106.26,100.3,"ClubHeadSpeed",2009
183,183,"Corey Pavin",73,102.15,5414.11,53,105.4,98.76,"ClubHeadSpeed",2009
184,184,"Mark Brooks",55,101.76,3765.21,37,107.95,96.45,"ClubHeadSpeed",2009
