"Back9Par5ScoringAverage_RANKTHISWEEK_2005","Back9Par5ScoringAverage_RANKLASTWEEK_2005","Back9Par5ScoringAverage_PLAYERNAME_2005","Back9Par5ScoringAverage_ROUNDS_2005","Back9Par5ScoringAverage_AVG_2005","Back9Par5ScoringAverage_TOTALSTROKES_2005","Back9Par5ScoringAverage_TOTALHOLES_2005","stat_name","year"
44,44,"JL Lewis",98,4.66,807,173,"Back9Par5ScoringAverage",2005
44,44,"Andrew Magee",82,4.66,625,134,"Back9Par5ScoringAverage",2005
44,44,"DA Points",94,4.66,717,154,"Back9Par5ScoringAverage",2005
44,44,"Justin Rose",99,4.66,741,159,"Back9Par5ScoringAverage",2005
44,44,"Heath Slocum",103,4.66,801,172,"Back9Par5ScoringAverage",2005
44,44,"Bob Tway",87,4.66,648,139,"Back9Par5ScoringAverage",2005
44,44,"Duffy Waldorf",86,4.66,681,146,"Back9Par5ScoringAverage",2005
44,44,"Nick Watney",91,4.66,713,153,"Back9Par5ScoringAverage",2005
58,58,"Justin Bolli",65,4.67,514,110,"Back9Par5ScoringAverage",2005
58,58,"Paul Claxton",79,4.67,621,133,"Back9Par5ScoringAverage",2005
58,58,"Lucas Glover",88,4.67,672,144,"Back9Par5ScoringAverage",2005
58,58,"John Huston",90,4.67,677,145,"Back9Par5ScoringAverage",2005
58,58,"Ryuji Imada",78,4.67,617,132,"Back9Par5ScoringAverage",2005
58,58,"Davis Love III",80,4.67,551,118,"Back9Par5ScoringAverage",2005
58,58,"Shigeki Maruyama",99,4.67,738,158,"Back9Par5ScoringAverage",2005
58,58,"Kenny Perry",82,4.67,579,124,"Back9Par5ScoringAverage",2005
58,58,"Carl Pettersson",109,4.67,859,184,"Back9Par5ScoringAverage",2005
58,58,"Phillip Price",77,4.67,630,135,"Back9Par5ScoringAverage",2005
58,58,"John Rollins",97,4.67,715,153,"Back9Par5ScoringAverage",2005
58,58,"John Senden",101,4.67,770,165,"Back9Par5ScoringAverage",2005
58,58,"Chris Smith",93,4.67,756,162,"Back9Par5ScoringAverage",2005
58,58,"Vaughn Taylor",99,4.67,790,169,"Back9Par5ScoringAverage",2005
58,58,"Dean Wilson",86,4.67,686,147,"Back9Par5ScoringAverage",2005
73,73,"Jeff Brehaut",71,4.68,519,111,"Back9Par5ScoringAverage",2005
73,73,"DJ Brigman",76,4.68,547,117,"Back9Par5ScoringAverage",2005
73,73,"John Daly",78,4.68,608,130,"Back9Par5ScoringAverage",2005
73,73,"Robert Gamez",91,4.68,725,155,"Back9Par5ScoringAverage",2005
73,73,"Scott Gutschewski",86,4.68,651,139,"Back9Par5ScoringAverage",2005
73,73,"Hunter Haas",83,4.68,632,135,"Back9Par5ScoringAverage",2005
73,73,"Padraig Harrington",50,4.68,351,75,"Back9Par5ScoringAverage",2005
73,73,"Bob Heintz",67,4.68,524,112,"Back9Par5ScoringAverage",2005
73,73,"Jonathan Kaye",77,4.68,566,121,"Back9Par5ScoringAverage",2005
73,73,"Michael Long",72,4.68,547,117,"Back9Par5ScoringAverage",2005
73,73,"Joe Ogilvie",103,4.68,787,168,"Back9Par5ScoringAverage",2005
73,73,"Omar Uresti",84,4.68,641,137,"Back9Par5ScoringAverage",2005
73,73,"Mike Weir",71,4.68,534,114,"Back9Par5ScoringAverage",2005
86,86,"Robert Allenby",95,4.69,708,151,"Back9Par5ScoringAverage",2005
86,86,"Brian Davis",75,4.69,642,137,"Back9Par5ScoringAverage",2005
86,86,"Luke Donald",67,4.69,422,90,"Back9Par5ScoringAverage",2005
86,86,"Joe Durant",81,4.69,652,139,"Back9Par5ScoringAverage",2005
86,86,"Steve Lowery",100,4.69,774,165,"Back9Par5ScoringAverage",2005
86,86,"Sean OHair",103,4.69,759,162,"Back9Par5ScoringAverage",2005
86,86,"Ryan Palmer",101,4.69,778,166,"Back9Par5ScoringAverage",2005
86,86,"Jesper Parnevik",84,4.69,661,141,"Back9Par5ScoringAverage",2005
86,86,"Corey Pavin",77,4.69,544,116,"Back9Par5ScoringAverage",2005
95,95,"Tom Byrum",83,4.7,606,129,"Back9Par5ScoringAverage",2005
95,95,"Mark Calcavecchia",92,4.7,700,149,"Back9Par5ScoringAverage",2005
95,95,"David Hearn",68,4.7,536,114,"Back9Par5ScoringAverage",2005
95,95,"Tim Herron",100,4.7,799,170,"Back9Par5ScoringAverage",2005
95,95,"Glen Hnatiuk",59,4.7,451,96,"Back9Par5ScoringAverage",2005
95,95,"Jerry Kelly",101,4.7,795,169,"Back9Par5ScoringAverage",2005
95,95,"Scott McCarron",78,4.7,639,136,"Back9Par5ScoringAverage",2005
95,95,"Kevin Na",88,4.7,715,152,"Back9Par5ScoringAverage",2005
95,95,"Geoff Ogilvy",97,4.7,743,158,"Back9Par5ScoringAverage",2005
95,95,"Joey Sindelar",104,4.7,864,184,"Back9Par5ScoringAverage",2005
105,105,"Craig Barlow",81,4.71,636,135,"Back9Par5ScoringAverage",2005
105,105,"Cameron Beckman",96,4.71,739,157,"Back9Par5ScoringAverage",2005
105,105,"Danny Briggs",70,4.71,561,119,"Back9Par5ScoringAverage",2005
105,105,"Steve Elkington",67,4.71,527,112,"Back9Par5ScoringAverage",2005
105,105,"Bob Estes",92,4.71,706,150,"Back9Par5ScoringAverage",2005
105,105,"Todd Fischer",99,4.71,768,163,"Back9Par5ScoringAverage",2005
105,105,"Fred Funk",102,4.71,740,157,"Back9Par5ScoringAverage",2005
105,105,"Richard Johnson",50,4.71,391,83,"Back9Par5ScoringAverage",2005
105,105,"Tom Lehman",69,4.71,509,108,"Back9Par5ScoringAverage",2005
105,105,"Justin Leonard",78,4.71,518,110,"Back9Par5ScoringAverage",2005
105,105,"Jose Maria Olazabal",55,4.71,419,89,"Back9Par5ScoringAverage",2005
105,105,"Tim Petrovic",97,4.71,739,157,"Back9Par5ScoringAverage",2005
105,105,"Kevin Stadler",96,4.71,768,163,"Back9Par5ScoringAverage",2005
105,105,"Roland Thatcher",75,4.71,603,128,"Back9Par5ScoringAverage",2005
119,119,"Chad Campbell",95,4.72,699,148,"Back9Par5ScoringAverage",2005
119,119,"Daniel Chopra",108,4.72,841,178,"Back9Par5ScoringAverage",2005
119,119,"Tom Gillis",77,4.72,618,131,"Back9Par5ScoringAverage",2005
119,119,"Peter Lonard",85,4.72,646,137,"Back9Par5ScoringAverage",2005
119,119,"Dennis Paulson",63,4.72,510,108,"Back9Par5ScoringAverage",2005
119,119,"Tom Pernice Jr",111,4.72,859,182,"Back9Par5ScoringAverage",2005
119,119,"Brett Wetterich",76,4.72,590,125,"Back9Par5ScoringAverage",2005
119,119,"Charlie Wi",67,4.72,543,115,"Back9Par5ScoringAverage",2005
127,127,"Alex Cejka",84,4.73,658,139,"Back9Par5ScoringAverage",2005
127,127,"Chris DiMarco",83,4.73,567,120,"Back9Par5ScoringAverage",2005
127,127,"Steve Flesch",90,4.73,691,146,"Back9Par5ScoringAverage",2005
127,127,"Paul Gow",78,4.73,563,119,"Back9Par5ScoringAverage",2005
127,127,"Kent Jones",99,4.73,809,171,"Back9Par5ScoringAverage",2005
127,127,"Stephen Leaney",89,4.73,728,154,"Back9Par5ScoringAverage",2005
127,127,"Jeff Maggert",79,4.73,577,122,"Back9Par5ScoringAverage",2005
127,127,"Rod Pampling",89,4.73,615,130,"Back9Par5ScoringAverage",2005
127,127,"Pat Perez",89,4.73,686,145,"Back9Par5ScoringAverage",2005
127,127,"Ian Poulter",62,4.73,421,89,"Back9Par5ScoringAverage",2005
127,127,"Loren Roberts",54,4.73,388,82,"Back9Par5ScoringAverage",2005
138,138,"Ben Crane",78,4.74,502,106,"Back9Par5ScoringAverage",2005
138,138,"Marco Dawson",82,4.74,654,138,"Back9Par5ScoringAverage",2005
138,138,"Todd Hamilton",94,4.74,763,161,"Back9Par5ScoringAverage",2005
138,138,"Brandt Jobe",96,4.74,707,149,"Back9Par5ScoringAverage",2005
138,138,"Hank Kuehne",84,4.74,649,137,"Back9Par5ScoringAverage",2005
138,138,"Franklin Langham",91,4.74,687,145,"Back9Par5ScoringAverage",2005
138,138,"Patrick Sheehan",114,4.74,914,193,"Back9Par5ScoringAverage",2005
138,138,"Jay Williamson",53,4.74,455,96,"Back9Par5ScoringAverage",2005
146,146,"Jason Allred",75,4.75,599,126,"Back9Par5ScoringAverage",2005
146,146,"Paul Azinger",66,4.75,541,114,"Back9Par5ScoringAverage",2005
146,146,"Aaron Baddeley",84,4.75,675,142,"Back9Par5ScoringAverage",2005
146,146,"Doug Barron",70,4.75,560,118,"Back9Par5ScoringAverage",2005
146,146,"Brian Gay",101,4.75,802,169,"Back9Par5ScoringAverage",2005
146,146,"Dudley Hart",84,4.75,703,148,"Back9Par5ScoringAverage",2005
146,146,"Arron Oberholser",65,4.75,503,106,"Back9Par5ScoringAverage",2005
153,153,"Steve Allan",102,4.76,762,160,"Back9Par5ScoringAverage",2005
153,153,"Tommy Armour III",103,4.76,828,174,"Back9Par5ScoringAverage",2005
153,153,"Glen Day",80,4.76,605,127,"Back9Par5ScoringAverage",2005
153,153,"Freddie Jacobson",72,4.76,566,119,"Back9Par5ScoringAverage",2005
153,153,"Joey Snyder III",102,4.76,785,165,"Back9Par5ScoringAverage",2005
153,153,"Lee Westwood",50,4.76,333,70,"Back9Par5ScoringAverage",2005
153,153,"Mark Wilson",74,4.76,576,121,"Back9Par5ScoringAverage",2005
160,160,"Chris Anderson",66,4.77,506,106,"Back9Par5ScoringAverage",2005
160,160,"Jose Coceres",56,4.77,429,90,"Back9Par5ScoringAverage",2005
160,160,"John Cook",72,4.77,549,115,"Back9Par5ScoringAverage",2005
160,160,"Shaun Micheel",81,4.77,672,141,"Back9Par5ScoringAverage",2005
160,160,"Rob Rashell",65,4.77,515,108,"Back9Par5ScoringAverage",2005
160,160,"Jeff Sluman",94,4.77,791,166,"Back9Par5ScoringAverage",2005
166,166,"Stephen Ames",82,4.78,612,128,"Back9Par5ScoringAverage",2005
166,166,"Rich Beem",66,4.78,502,105,"Back9Par5ScoringAverage",2005
166,166,"Brent Geiberger",61,4.78,492,103,"Back9Par5ScoringAverage",2005
166,166,"Brenden Pappas",51,4.78,387,81,"Back9Par5ScoringAverage",2005
166,166,"Tjaart van der Walt",56,4.78,435,91,"Back9Par5ScoringAverage",2005
171,171,"Michael Allen",90,4.79,685,143,"Back9Par5ScoringAverage",2005
171,171,"Matt Davidson",53,4.79,417,87,"Back9Par5ScoringAverage",2005
171,171,"Jay Haas",54,4.79,441,92,"Back9Par5ScoringAverage",2005
171,171,"Will Ma Kenzie",75,4.79,584,122,"Back9Par5ScoringAverage",2005
171,171,"Len Mattiace",86,4.79,676,141,"Back9Par5ScoringAverage",2005
171,171,"Mario Tiziani",67,4.79,527,110,"Back9Par5ScoringAverage",2005
177,177,"Olin Browne",99,4.8,759,158,"Back9Par5ScoringAverage",2005
177,177,"John Elliott",58,4.8,451,94,"Back9Par5ScoringAverage",2005
177,177,"Bill Glasson",54,4.8,394,82,"Back9Par5ScoringAverage",2005
177,177,"Scott Hend",75,4.8,600,125,"Back9Par5ScoringAverage",2005
177,177,"Steve Jones",56,4.8,422,88,"Back9Par5ScoringAverage",2005
177,177,"Matt Kuchar",60,4.8,456,95,"Back9Par5ScoringAverage",2005
177,177,"Craig Perks",67,4.8,533,111,"Back9Par5ScoringAverage",2005
177,177,"Hidemichi Tanaka",106,4.8,845,176,"Back9Par5ScoringAverage",2005
185,185,"Bradley Hughes",52,4.81,399,83,"Back9Par5ScoringAverage",2005
185,185,"Larry Mize",54,4.81,351,73,"Back9Par5ScoringAverage",2005
185,185,"Kirk Triplett",55,4.81,438,91,"Back9Par5ScoringAverage",2005
188,188,"Jim Carter",62,4.82,477,99,"Back9Par5ScoringAverage",2005
188,188,"JP Hayes",63,4.82,496,103,"Back9Par5ScoringAverage",2005
190,190,"Matt Gogel",78,4.83,628,130,"Back9Par5ScoringAverage",2005
191,191,"Mark Brooks",72,4.85,592,122,"Back9Par5ScoringAverage",2005
191,191,"Rory Sabbatini",81,4.85,592,122,"Back9Par5ScoringAverage",2005
193,193,"Gavin Coles",70,4.86,578,119,"Back9Par5ScoringAverage",2005
193,193,"Skip Kendall",80,4.86,670,138,"Back9Par5ScoringAverage",2005
193,193,"Chris Riley",67,4.86,535,110,"Back9Par5ScoringAverage",2005
196,196,"Stewart Cink",98,4.88,737,151,"Back9Par5ScoringAverage",2005
197,197,"Ben Curtis",65,4.89,587,120,"Back9Par5ScoringAverage",2005
197,197,"Mark OMeara",66,4.89,592,121,"Back9Par5ScoringAverage",2005
199,199,"Hideto Tanihara",50,4.9,387,79,"Back9Par5ScoringAverage",2005
200,200,"Jeff Hart",63,4.91,506,103,"Back9Par5ScoringAverage",2005
201,201,"Brad Faxon",75,4.92,556,113,"Back9Par5ScoringAverage",2005
202,202,"Thomas Levet",54,4.96,417,84,"Back9Par5ScoringAverage",2005
