"FirstTeeLatePar3ScoringAverage_RANKTHISWEEK_2007","FirstTeeLatePar3ScoringAverage_RANKLASTWEEK_2007","FirstTeeLatePar3ScoringAverage_PLAYERNAME_2007","FirstTeeLatePar3ScoringAverage_ROUNDS_2007","FirstTeeLatePar3ScoringAverage_AVG_2007","FirstTeeLatePar3ScoringAverage_TOTALSTROKES_2007","FirstTeeLatePar3ScoringAverage_TOTALHOLES_2007","stat_name","year"
63,63,"Steve Lowery",74,3.07,227,74,"FirstTeeLatePar3ScoringAverage",2007
63,63,"John Mallinger",96,3.07,301,98,"FirstTeeLatePar3ScoringAverage",2007
63,63,"Phil Mickelson",73,3.07,464,151,"FirstTeeLatePar3ScoringAverage",2007
63,63,"Ryan Moore",92,3.07,350,114,"FirstTeeLatePar3ScoringAverage",2007
63,63,"Jose Maria Olazabal",52,3.07,184,60,"FirstTeeLatePar3ScoringAverage",2007
63,63,"Carl Pettersson",111,3.07,537,175,"FirstTeeLatePar3ScoringAverage",2007
63,63,"Dicky Pride",71,3.07,295,96,"FirstTeeLatePar3ScoringAverage",2007
63,63,"Ted Purdy",102,3.07,335,109,"FirstTeeLatePar3ScoringAverage",2007
63,63,"John Rollins",102,3.07,430,140,"FirstTeeLatePar3ScoringAverage",2007
76,76,"Bart Bryant",87,3.08,363,118,"FirstTeeLatePar3ScoringAverage",2007
76,76,"KJ Choi",87,3.08,520,169,"FirstTeeLatePar3ScoringAverage",2007
76,76,"Mathew Goggin",97,3.08,360,117,"FirstTeeLatePar3ScoringAverage",2007
76,76,"Tripp Isenhour",86,3.08,296,96,"FirstTeeLatePar3ScoringAverage",2007
76,76,"Matt Kuchar",85,3.08,271,88,"FirstTeeLatePar3ScoringAverage",2007
76,76,"Doug LaBelle II",104,3.08,317,103,"FirstTeeLatePar3ScoringAverage",2007
76,76,"Jeff Maggert",79,3.08,326,106,"FirstTeeLatePar3ScoringAverage",2007
76,76,"Steve Marino",106,3.08,465,151,"FirstTeeLatePar3ScoringAverage",2007
76,76,"Arron Oberholser",69,3.08,330,107,"FirstTeeLatePar3ScoringAverage",2007
76,76,"Tag Ridings",52,3.08,191,62,"FirstTeeLatePar3ScoringAverage",2007
76,76,"Jeff Sluman",60,3.08,191,62,"FirstTeeLatePar3ScoringAverage",2007
76,76,"Jaco Van Zyl",51,3.08,219,71,"FirstTeeLatePar3ScoringAverage",2007
76,76,"Mike Weir",82,3.08,360,117,"FirstTeeLatePar3ScoringAverage",2007
89,89,"Woody Austin",95,3.09,361,117,"FirstTeeLatePar3ScoringAverage",2007
89,89,"Briny Baird",115,3.09,445,144,"FirstTeeLatePar3ScoringAverage",2007
89,89,"Retief Goosen",50,3.09,164,53,"FirstTeeLatePar3ScoringAverage",2007
89,89,"Bob Heintz",85,3.09,315,102,"FirstTeeLatePar3ScoringAverage",2007
89,89,"Hunter Mahan",91,3.09,377,122,"FirstTeeLatePar3ScoringAverage",2007
89,89,"Darron Stiles",65,3.09,238,77,"FirstTeeLatePar3ScoringAverage",2007
89,89,"Steve Stricker",81,3.09,424,137,"FirstTeeLatePar3ScoringAverage",2007
89,89,"Charlie Wi",90,3.09,439,142,"FirstTeeLatePar3ScoringAverage",2007
97,97,"Mark Brooks",53,3.1,220,71,"FirstTeeLatePar3ScoringAverage",2007
97,97,"Glen Day",85,3.1,223,72,"FirstTeeLatePar3ScoringAverage",2007
97,97,"Robert Gamez",88,3.1,270,87,"FirstTeeLatePar3ScoringAverage",2007
97,97,"Nathan Green",103,3.1,456,147,"FirstTeeLatePar3ScoringAverage",2007
97,97,"Padraig Harrington",64,3.1,412,133,"FirstTeeLatePar3ScoringAverage",2007
97,97,"Kevin Na",84,3.1,273,88,"FirstTeeLatePar3ScoringAverage",2007
97,97,"Adam Scott",69,3.1,447,144,"FirstTeeLatePar3ScoringAverage",2007
97,97,"Vijay Singh",102,3.1,632,204,"FirstTeeLatePar3ScoringAverage",2007
105,105,"Stephen Ames",81,3.11,408,131,"FirstTeeLatePar3ScoringAverage",2007
105,105,"Billy Andrade",88,3.11,395,127,"FirstTeeLatePar3ScoringAverage",2007
105,105,"Stuart Appleby",74,3.11,401,129,"FirstTeeLatePar3ScoringAverage",2007
105,105,"Aaron Baddeley",83,3.11,441,142,"FirstTeeLatePar3ScoringAverage",2007
105,105,"Jason Bohn",57,3.11,317,102,"FirstTeeLatePar3ScoringAverage",2007
105,105,"Jason Dufner",100,3.11,376,121,"FirstTeeLatePar3ScoringAverage",2007
105,105,"Tim Herron",98,3.11,311,100,"FirstTeeLatePar3ScoringAverage",2007
105,105,"JB Holmes",71,3.11,261,84,"FirstTeeLatePar3ScoringAverage",2007
105,105,"Daisuke Maruyama",86,3.11,252,81,"FirstTeeLatePar3ScoringAverage",2007
105,105,"Nick OHern",72,3.11,370,119,"FirstTeeLatePar3ScoringAverage",2007
105,105,"Joe Ogilvie",102,3.11,413,133,"FirstTeeLatePar3ScoringAverage",2007
105,105,"Ryan Palmer",91,3.11,379,122,"FirstTeeLatePar3ScoringAverage",2007
105,105,"Pat Perez",84,3.11,358,115,"FirstTeeLatePar3ScoringAverage",2007
105,105,"Johnson Wagner",97,3.11,351,113,"FirstTeeLatePar3ScoringAverage",2007
105,105,"Bubba Watson",80,3.11,342,110,"FirstTeeLatePar3ScoringAverage",2007
120,120,"Michael Boyd",61,3.12,212,68,"FirstTeeLatePar3ScoringAverage",2007
120,120,"Andrew Buckle",77,3.12,303,97,"FirstTeeLatePar3ScoringAverage",2007
120,120,"Alex Cejka",80,3.12,265,85,"FirstTeeLatePar3ScoringAverage",2007
120,120,"Bob Estes",88,3.12,296,95,"FirstTeeLatePar3ScoringAverage",2007
120,120,"Lucas Glover",98,3.12,487,156,"FirstTeeLatePar3ScoringAverage",2007
120,120,"Jerry Kelly",101,3.12,502,161,"FirstTeeLatePar3ScoringAverage",2007
120,120,"Shigeki Maruyama",84,3.12,284,91,"FirstTeeLatePar3ScoringAverage",2007
120,120,"Michael Putnam",96,3.12,396,127,"FirstTeeLatePar3ScoringAverage",2007
120,120,"Chris Riley",59,3.12,240,77,"FirstTeeLatePar3ScoringAverage",2007
120,120,"Jason Schultz",63,3.12,215,69,"FirstTeeLatePar3ScoringAverage",2007
120,120,"Joey Sindelar",75,3.12,253,81,"FirstTeeLatePar3ScoringAverage",2007
120,120,"Brandt Snedeker",105,3.12,502,161,"FirstTeeLatePar3ScoringAverage",2007
120,120,"Kevin Stadler",95,3.12,309,99,"FirstTeeLatePar3ScoringAverage",2007
120,120,"Kevin Sutherland",85,3.12,403,129,"FirstTeeLatePar3ScoringAverage",2007
134,134,"Steve Elkington",87,3.13,341,109,"FirstTeeLatePar3ScoringAverage",2007
134,134,"Jason Gore",86,3.13,413,132,"FirstTeeLatePar3ScoringAverage",2007
134,134,"JP Hayes",89,3.13,326,104,"FirstTeeLatePar3ScoringAverage",2007
134,134,"Mark Hensby",81,3.13,269,86,"FirstTeeLatePar3ScoringAverage",2007
134,134,"Cliff Kresge",107,3.13,489,156,"FirstTeeLatePar3ScoringAverage",2007
134,134,"John Merrick",92,3.13,291,93,"FirstTeeLatePar3ScoringAverage",2007
134,134,"Henrik Stenson",52,3.13,247,79,"FirstTeeLatePar3ScoringAverage",2007
134,134,"Kirk Triplett",77,3.13,238,76,"FirstTeeLatePar3ScoringAverage",2007
134,134,"Duffy Waldorf",69,3.13,272,87,"FirstTeeLatePar3ScoringAverage",2007
143,143,"Ryan Armour",107,3.14,393,125,"FirstTeeLatePar3ScoringAverage",2007
143,143,"Eric Axley",107,3.14,349,111,"FirstTeeLatePar3ScoringAverage",2007
143,143,"DJ Brigman",67,3.14,248,79,"FirstTeeLatePar3ScoringAverage",2007
143,143,"Marco Dawson",73,3.14,198,63,"FirstTeeLatePar3ScoringAverage",2007
143,143,"Brendon de Jonge",76,3.14,295,94,"FirstTeeLatePar3ScoringAverage",2007
143,143,"Jeff Gove",103,3.14,336,107,"FirstTeeLatePar3ScoringAverage",2007
143,143,"Trevor Immelman",74,3.14,370,118,"FirstTeeLatePar3ScoringAverage",2007
143,143,"Kent Jones",97,3.14,323,103,"FirstTeeLatePar3ScoringAverage",2007
143,143,"Rocco Mediate",72,3.14,251,80,"FirstTeeLatePar3ScoringAverage",2007
143,143,"Chris Tidland",59,3.14,138,44,"FirstTeeLatePar3ScoringAverage",2007
143,143,"DJ Trahan",99,3.14,436,139,"FirstTeeLatePar3ScoringAverage",2007
154,154,"Joe Durant",88,3.15,334,106,"FirstTeeLatePar3ScoringAverage",2007
154,154,"Mathias Gronberg",95,3.15,321,102,"FirstTeeLatePar3ScoringAverage",2007
156,156,"Mark Calcavecchia",93,3.16,354,112,"FirstTeeLatePar3ScoringAverage",2007
156,156,"John Daly",59,3.16,155,49,"FirstTeeLatePar3ScoringAverage",2007
156,156,"Luke Donald",69,3.16,316,100,"FirstTeeLatePar3ScoringAverage",2007
156,156,"Frank Lickliter II",95,3.16,307,97,"FirstTeeLatePar3ScoringAverage",2007
156,156,"Geoff Ogilvy",84,3.16,471,149,"FirstTeeLatePar3ScoringAverage",2007
156,156,"Jesper Parnevik",88,3.16,357,113,"FirstTeeLatePar3ScoringAverage",2007
156,156,"Charles Warren",101,3.16,382,121,"FirstTeeLatePar3ScoringAverage",2007
156,156,"Steve Wheatcroft",73,3.16,325,103,"FirstTeeLatePar3ScoringAverage",2007
164,164,"Craig Bowden",78,3.17,238,75,"FirstTeeLatePar3ScoringAverage",2007
164,164,"Chris Couch",76,3.17,276,87,"FirstTeeLatePar3ScoringAverage",2007
164,164,"Paul Gow",70,3.17,200,63,"FirstTeeLatePar3ScoringAverage",2007
164,164,"Anthony Kim",93,3.17,384,121,"FirstTeeLatePar3ScoringAverage",2007
164,164,"Sean OHair",98,3.17,447,141,"FirstTeeLatePar3ScoringAverage",2007
164,164,"Brett Wetterich",88,3.17,333,105,"FirstTeeLatePar3ScoringAverage",2007
164,164,"Mark Wilson",87,3.17,282,89,"FirstTeeLatePar3ScoringAverage",2007
171,171,"Robert Allenby",90,3.18,451,142,"FirstTeeLatePar3ScoringAverage",2007
171,171,"Ben Curtis",80,3.18,226,71,"FirstTeeLatePar3ScoringAverage",2007
171,171,"Chris DiMarco",79,3.18,359,113,"FirstTeeLatePar3ScoringAverage",2007
171,171,"Harrison Frazar",88,3.18,280,88,"FirstTeeLatePar3ScoringAverage",2007
171,171,"JJ Henry",86,3.18,293,92,"FirstTeeLatePar3ScoringAverage",2007
171,171,"Parker McLachlin",83,3.18,242,76,"FirstTeeLatePar3ScoringAverage",2007
171,171,"Bob Tway",103,3.18,416,131,"FirstTeeLatePar3ScoringAverage",2007
171,171,"Bo Van Pelt",104,3.18,398,125,"FirstTeeLatePar3ScoringAverage",2007
179,179,"Rich Barcelo",80,3.19,239,75,"FirstTeeLatePar3ScoringAverage",2007
179,179,"Todd Hamilton",76,3.19,214,67,"FirstTeeLatePar3ScoringAverage",2007
179,179,"Jarrod Lyle",77,3.19,284,89,"FirstTeeLatePar3ScoringAverage",2007
179,179,"Greg Owen",81,3.19,239,75,"FirstTeeLatePar3ScoringAverage",2007
183,183,"Tom Byrum",50,3.2,176,55,"FirstTeeLatePar3ScoringAverage",2007
183,183,"Bryce Molder",56,3.2,179,56,"FirstTeeLatePar3ScoringAverage",2007
183,183,"Jim Rutledge",59,3.2,141,44,"FirstTeeLatePar3ScoringAverage",2007
186,186,"Lee Janzen",66,3.21,215,67,"FirstTeeLatePar3ScoringAverage",2007
186,186,"Vaughn Taylor",91,3.21,392,122,"FirstTeeLatePar3ScoringAverage",2007
188,188,"Rod Pampling",92,3.22,412,128,"FirstTeeLatePar3ScoringAverage",2007
189,189,"Scott Gutschewski",67,3.23,210,65,"FirstTeeLatePar3ScoringAverage",2007
189,189,"Paul Stankowski",52,3.23,210,65,"FirstTeeLatePar3ScoringAverage",2007
191,191,"Davis Love III",66,3.25,299,92,"FirstTeeLatePar3ScoringAverage",2007
192,192,"Corey Pavin",81,3.27,278,85,"FirstTeeLatePar3ScoringAverage",2007
193,193,"David Branshaw",83,3.28,220,67,"FirstTeeLatePar3ScoringAverage",2007
193,193,"Bubba Dickerson",51,3.28,233,71,"FirstTeeLatePar3ScoringAverage",2007
193,193,"Kyle Reifers",71,3.28,210,64,"FirstTeeLatePar3ScoringAverage",2007
196,196,"Craig Barlow",52,3.3,66,20,"FirstTeeLatePar3ScoringAverage",2007
