"3PuttAvoidance25_RANKTHISWEEK_2008","3PuttAvoidance25_RANKLASTWEEK_2008","3PuttAvoidance25_PLAYERNAME_2008","3PuttAvoidance25_ROUNDS_2008","3PuttAvoidance25_Pct_2008","3PuttAvoidance25_TOTAL3PUTTS_2008","3PuttAvoidance25_ATTEMPTS_2008","3PuttAvoidance25_2PUTTORBETTERPct_2008","stat_name","year"
1,1,"Daniel Chopra",84,4.6,12,261,95.4,"3PuttAvoidance25",2008
2,2,"Aaron Baddeley",76,5.22,12,230,94.7,"3PuttAvoidance25",2008
3,3,"Jerry Kelly",89,5.71,18,315,94.2,"3PuttAvoidance25",2008
4,4,"Ian Poulter",51,5.76,8,139,94.2,"3PuttAvoidance25",2008
5,5,"Jim Furyk",95,6.19,21,339,93.8,"3PuttAvoidance25",2008
6,6,"Paul Claxton",63,6.28,14,223,93.7,"3PuttAvoidance25",2008
7,7,"Mike Weir",88,6.56,16,244,93.4,"3PuttAvoidance25",2008
8,8,"Ben Curtis",80,6.57,18,274,93.4,"3PuttAvoidance25",2008
9,9,"Glen Day",64,6.58,16,243,93.4,"3PuttAvoidance25",2008
10,10,"Brian Gay",102,6.61,22,333,93.3,"3PuttAvoidance25",2008
11,11,"Craig Kanada",65,6.86,14,204,93.1,"3PuttAvoidance25",2008
12,12,"James Driscoll",85,6.88,24,349,93.1,"3PuttAvoidance25",2008
12,12,"Andres Romero",69,6.88,13,189,93.1,"3PuttAvoidance25",2008
14,14,"Camilo Villegas",79,6.99,19,272,93,"3PuttAvoidance25",2008
15,15,"Chris Riley",51,7.01,11,157,92.9,"3PuttAvoidance25",2008
16,16,"Ryuji Imada",80,7.12,20,281,92.8,"3PuttAvoidance25",2008
17,17,"Ben Crane",86,7.23,23,318,92.7,"3PuttAvoidance25",2008
17,17,"Brett Quigley",80,7.23,24,332,92.7,"3PuttAvoidance25",2008
19,19,"Carl Pettersson",110,7.29,31,425,92.7,"3PuttAvoidance25",2008
20,20,"KJ Choi",74,7.3,20,274,92.7,"3PuttAvoidance25",2008
21,21,"Justin Leonard",101,7.38,22,298,92.6,"3PuttAvoidance25",2008
22,22,"Nick OHern",82,7.41,22,297,92.5,"3PuttAvoidance25",2008
23,23,"Shane Bertsch",96,7.44,25,336,92.5,"3PuttAvoidance25",2008
24,24,"Corey Pavin",69,7.49,17,227,92.5,"3PuttAvoidance25",2008
25,25,"Tim Wilkinson",95,7.53,25,332,92.4,"3PuttAvoidance25",2008
26,26,"Steve Elkington",84,7.54,23,305,92.4,"3PuttAvoidance25",2008
27,27,"Sean OHair",81,7.57,23,304,92.4,"3PuttAvoidance25",2008
28,28,"Mathew Goggin",91,7.61,30,394,92.3,"3PuttAvoidance25",2008
29,29,"Stewart Cink",87,7.64,22,288,92.3,"3PuttAvoidance25",2008
29,29,"JP Hayes",67,7.64,21,275,92.3,"3PuttAvoidance25",2008
29,29,"Patrick Sheehan",124,7.64,33,432,92.3,"3PuttAvoidance25",2008
32,32,"Geoff Ogilvy",65,7.65,14,183,92.3,"3PuttAvoidance25",2008
33,33,"Steve Stricker",75,7.66,19,248,92.3,"3PuttAvoidance25",2008
34,34,"Todd Hamilton",92,7.74,25,323,92.2,"3PuttAvoidance25",2008
35,35,"Brad Elder",67,7.76,19,245,92.2,"3PuttAvoidance25",2008
36,36,"John Mallinger",95,7.82,24,307,92.1,"3PuttAvoidance25",2008
37,37,"Bob Tway",70,7.91,17,215,92,"3PuttAvoidance25",2008
38,38,"Stephen Ames",83,7.97,22,276,92,"3PuttAvoidance25",2008
38,38,"Jeff Quinney",87,7.97,24,301,92,"3PuttAvoidance25",2008
40,40,"Chad Collins",72,8.02,21,262,91.9,"3PuttAvoidance25",2008
40,40,"Brenden Pappas",66,8.02,19,237,91.9,"3PuttAvoidance25",2008
42,42,"Marc Turnesa",87,8.16,27,331,91.8,"3PuttAvoidance25",2008
43,43,"Bill Haas",99,8.18,36,440,91.8,"3PuttAvoidance25",2008
44,44,"Anthony Kim",81,8.27,23,278,91.7,"3PuttAvoidance25",2008
45,45,"Marco Dawson",64,8.29,17,205,91.7,"3PuttAvoidance25",2008
46,46,"Phil Mickelson",80,8.33,19,228,91.6,"3PuttAvoidance25",2008
47,47,"Joe Ogilvie",100,8.38,30,358,91.6,"3PuttAvoidance25",2008
48,48,"Dustin Johnson",92,8.39,27,322,91.6,"3PuttAvoidance25",2008
49,49,"Hunter Mahan",87,8.4,30,357,91.6,"3PuttAvoidance25",2008
50,50,"Jason Day",81,8.45,30,355,91.5,"3PuttAvoidance25",2008
51,51,"Dean Wilson",109,8.48,34,401,91.5,"3PuttAvoidance25",2008
52,52,"Gavin Coles",54,8.6,16,186,91.4,"3PuttAvoidance25",2008
53,53,"Kevin Sutherland",98,8.61,36,418,91.3,"3PuttAvoidance25",2008
54,54,"Eric Axley",113,8.73,37,424,91.2,"3PuttAvoidance25",2008
55,55,"Stuart Appleby",87,8.78,26,296,91.2,"3PuttAvoidance25",2008
56,56,"Carlos Franco",73,8.82,27,306,91.1,"3PuttAvoidance25",2008
57,57,"Ken Duke",116,8.84,38,430,91.1,"3PuttAvoidance25",2008
57,57,"Matt Kuchar",88,8.84,26,294,91.1,"3PuttAvoidance25",2008
59,59,"Mark Wilson",107,8.88,43,484,91.1,"3PuttAvoidance25",2008
60,60,"Charles Howell III",101,8.91,35,393,91,"3PuttAvoidance25",2008
61,61,"Alejandro Canizares",52,8.93,15,168,91,"3PuttAvoidance25",2008
62,62,"JJ Henry",108,9.07,46,507,90.9,"3PuttAvoidance25",2008
63,63,"Tom Pernice Jr",104,9.09,38,418,90.9,"3PuttAvoidance25",2008
64,64,"Pat Perez",93,9.21,34,369,90.7,"3PuttAvoidance25",2008
65,65,"Bob Estes",90,9.23,35,379,90.7,"3PuttAvoidance25",2008
66,66,"David Toms",70,9.27,19,205,90.7,"3PuttAvoidance25",2008
67,67,"Robert Allenby",108,9.33,39,418,90.6,"3PuttAvoidance25",2008
68,68,"John Huston",56,9.36,19,203,90.6,"3PuttAvoidance25",2008
69,69,"Will Ma Kenzie",62,9.44,22,233,90.5,"3PuttAvoidance25",2008
70,70,"Rocco Mediate",87,9.45,26,275,90.5,"3PuttAvoidance25",2008
71,71,"Michael Letzig",88,9.48,29,306,90.5,"3PuttAvoidance25",2008
72,72,"Dudley Hart",74,9.49,30,316,90.5,"3PuttAvoidance25",2008
73,73,"Michael Allen",91,9.5,32,337,90.5,"3PuttAvoidance25",2008
74,74,"John Senden",93,9.56,39,408,90.4,"3PuttAvoidance25",2008
75,75,"Jeff Gove",50,9.64,19,197,90.3,"3PuttAvoidance25",2008
76,76,"Freddie Jacobson",78,9.67,26,269,90.3,"3PuttAvoidance25",2008
77,77,"Bart Bryant",81,9.69,31,320,90.3,"3PuttAvoidance25",2008
77,77,"Cody Freeman",66,9.69,22,227,90.3,"3PuttAvoidance25",2008
79,79,"Frank Lickliter II",107,9.72,41,422,90.2,"3PuttAvoidance25",2008
80,80,"Retief Goosen",59,9.76,16,164,90.2,"3PuttAvoidance25",2008
81,81,"Olin Browne",77,9.78,31,317,90.2,"3PuttAvoidance25",2008
82,82,"Tim Herron",97,9.82,38,387,90.1,"3PuttAvoidance25",2008
83,83,"Scott Sterling",89,9.83,35,356,90.1,"3PuttAvoidance25",2008
84,84,"Richard Johnson",60,9.84,24,244,90.1,"3PuttAvoidance25",2008
85,85,"Parker McLachlin",88,9.86,35,355,90.1,"3PuttAvoidance25",2008
86,86,"Bo Van Pelt",101,9.87,44,446,90.1,"3PuttAvoidance25",2008
87,87,"Jesper Parnevik",88,9.89,35,354,90.1,"3PuttAvoidance25",2008
88,88,"Stephen Leaney",53,9.91,21,212,90,"3PuttAvoidance25",2008
89,89,"Lucas Glover",91,9.92,36,363,90,"3PuttAvoidance25",2008
90,90,"Tim Clark",90,9.93,27,272,90,"3PuttAvoidance25",2008
91,91,"Jonathan Byrd",88,9.94,33,332,90,"3PuttAvoidance25",2008
91,91,"Kevin Na",97,9.94,36,362,90,"3PuttAvoidance25",2008
93,93,"Heath Slocum",104,9.97,32,321,90,"3PuttAvoidance25",2008
94,94,"Nathan Green",95,10,38,380,90,"3PuttAvoidance25",2008
95,95,"Rich Beem",90,10.06,31,308,89.9,"3PuttAvoidance25",2008
95,95,"Shigeki Maruyama",50,10.06,17,169,89.9,"3PuttAvoidance25",2008
97,97,"Jason Gore",94,10.08,36,357,89.9,"3PuttAvoidance25",2008
97,97,"Kyle Thompson",70,10.08,24,238,89.9,"3PuttAvoidance25",2008
99,99,"Ted Purdy",68,10.11,28,277,89.8,"3PuttAvoidance25",2008
100,100,"Ryan Palmer",69,10.17,24,236,89.8,"3PuttAvoidance25",2008
101,101,"Zach Johnson",85,10.23,31,303,89.7,"3PuttAvoidance25",2008
102,102,"Nick Watney",96,10.24,39,381,89.7,"3PuttAvoidance25",2008
103,103,"Billy Andrade",71,10.25,29,283,89.7,"3PuttAvoidance25",2008
104,104,"Steve Marino",119,10.26,51,497,89.7,"3PuttAvoidance25",2008
105,105,"Doug LaBelle II",65,10.27,23,224,89.7,"3PuttAvoidance25",2008
106,106,"Jeff Overton",103,10.29,42,408,89.7,"3PuttAvoidance25",2008
106,106,"Rod Pampling",83,10.29,28,272,89.7,"3PuttAvoidance25",2008
108,108,"Trevor Immelman",70,10.3,24,233,89.7,"3PuttAvoidance25",2008
108,108,"Cliff Kresge",84,10.3,34,330,89.7,"3PuttAvoidance25",2008
110,110,"Todd Demsey",80,10.32,35,339,89.6,"3PuttAvoidance25",2008
111,111,"Kevin Streelman",114,10.33,47,455,89.6,"3PuttAvoidance25",2008
112,112,"Mark Hensby",71,10.36,29,280,89.6,"3PuttAvoidance25",2008
113,113,"Chris DiMarco",87,10.4,31,298,89.6,"3PuttAvoidance25",2008
114,114,"Woody Austin",109,10.45,37,354,89.5,"3PuttAvoidance25",2008
115,115,"Ryan Moore",72,10.51,27,257,89.4,"3PuttAvoidance25",2008
115,115,"Jin Park",85,10.51,31,295,89.4,"3PuttAvoidance25",2008
118,118,"Scott Verplank",82,10.55,25,237,89.4,"3PuttAvoidance25",2008
119,119,"Angel Cabrera",55,10.56,19,180,89.4,"3PuttAvoidance25",2008
120,120,"Vijay Singh",82,10.57,26,246,89.4,"3PuttAvoidance25",2008
121,121,"Greg Kraft",63,10.58,22,208,89.4,"3PuttAvoidance25",2008
122,122,"Chad Campbell",94,10.6,39,368,89.4,"3PuttAvoidance25",2008
122,122,"Fred Couples",60,10.6,23,217,89.4,"3PuttAvoidance25",2008
124,124,"Matt Jones",95,10.61,40,377,89.3,"3PuttAvoidance25",2008
124,124,"Charlie Wi",97,10.61,42,396,89.3,"3PuttAvoidance25",2008
126,126,"Bob Sowards",61,10.78,25,232,89.2,"3PuttAvoidance25",2008
127,127,"Kent Jones",68,10.8,27,250,89.2,"3PuttAvoidance25",2008
128,128,"Ryan Armour",87,10.88,37,340,89.1,"3PuttAvoidance25",2008
128,128,"Charley Hoffman",94,10.88,41,377,89.1,"3PuttAvoidance25",2008
130,130,"Lee Janzen",89,10.9,35,321,89.1,"3PuttAvoidance25",2008
131,131,"Brad Adamonis",87,10.92,39,357,89,"3PuttAvoidance25",2008
132,132,"John Merrick",98,10.99,40,364,89,"3PuttAvoidance25",2008
133,133,"Sergio Garcia",72,11.07,27,244,88.9,"3PuttAvoidance25",2008
133,133,"Chris Stroud",81,11.07,34,307,88.9,"3PuttAvoidance25",2008
135,135,"Brian Davis",108,11.11,46,414,88.8,"3PuttAvoidance25",2008
135,135,"Peter Lonard",92,11.11,39,351,88.8,"3PuttAvoidance25",2008
135,135,"Kevin Stadler",90,11.11,34,306,88.8,"3PuttAvoidance25",2008
138,138,"Robert Garrigus",90,11.14,43,386,88.8,"3PuttAvoidance25",2008
138,138,"YE Yang",89,11.14,37,332,88.8,"3PuttAvoidance25",2008
140,140,"Martin Laird",98,11.16,47,421,88.8,"3PuttAvoidance25",2008
141,141,"Vaughn Taylor",103,11.2,43,384,88.8,"3PuttAvoidance25",2008
142,142,"Brandt Snedeker",85,11.32,30,265,88.6,"3PuttAvoidance25",2008
143,143,"Billy Mayfair",103,11.34,49,432,88.6,"3PuttAvoidance25",2008
144,144,"Brandt Jobe",52,11.36,25,220,88.6,"3PuttAvoidance25",2008
145,145,"Brett Rumford",72,11.39,27,237,88.6,"3PuttAvoidance25",2008
146,146,"Tom Scherrer",56,11.48,21,183,88.5,"3PuttAvoidance25",2008
146,146,"Jimmy Walker",73,11.48,31,270,88.5,"3PuttAvoidance25",2008
148,148,"Steve Allan",58,11.54,27,234,88.4,"3PuttAvoidance25",2008
149,149,"Briny Baird",113,11.63,52,447,88.3,"3PuttAvoidance25",2008
149,149,"Cameron Beckman",87,11.63,35,301,88.3,"3PuttAvoidance25",2008
151,151,"Paul Goydos",78,11.65,29,249,88.3,"3PuttAvoidance25",2008
152,152,"Alex Cejka",75,11.66,26,223,88.3,"3PuttAvoidance25",2008
153,153,"Rory Sabbatini",77,11.81,32,271,88.1,"3PuttAvoidance25",2008
154,154,"Steve Lowery",74,11.82,35,296,88.1,"3PuttAvoidance25",2008
155,155,"Jeff Maggert",86,12.01,40,333,87.9,"3PuttAvoidance25",2008
156,156,"Kenny Perry",97,12.07,49,406,87.9,"3PuttAvoidance25",2008
157,157,"George McNeill",97,12.1,49,405,87.9,"3PuttAvoidance25",2008
158,158,"Jim McGovern",75,12.16,31,255,87.8,"3PuttAvoidance25",2008
