"TenthTeeEarlyRound3ScoringAverage_RANKTHISWEEK_2007","TenthTeeEarlyRound3ScoringAverage_RANKLASTWEEK_2007","TenthTeeEarlyRound3ScoringAverage_PLAYERNAME_2007","TenthTeeEarlyRound3ScoringAverage__2007","TenthTeeEarlyRound3ScoringAverage_AVG_2007","TenthTeeEarlyRound3ScoringAverage_TOTALSTROKES_2007","TenthTeeEarlyRound3ScoringAverage_TOTALROUNDS_2007","stat_name","year"
1,1,"Billy Mayfair",NA,64,64,1,"TenthTeeEarlyRound3ScoringAverage",2007
2,2,"Tim Clark",NA,66,66,1,"TenthTeeEarlyRound3ScoringAverage",2007
3,3,"Brian Bateman",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2007
3,3,"Steve Elkington",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2007
3,3,"Padraig Harrington",NA,67,134,2,"TenthTeeEarlyRound3ScoringAverage",2007
3,3,"Jeff Maggert",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2007
3,3,"Troy Matteson",NA,67,134,2,"TenthTeeEarlyRound3ScoringAverage",2007
8,8,"George McNeill",NA,67.5,135,2,"TenthTeeEarlyRound3ScoringAverage",2007
9,9,"Andrew Buckle",NA,68,136,2,"TenthTeeEarlyRound3ScoringAverage",2007
9,9,"Anders Hansen",NA,68,68,1,"TenthTeeEarlyRound3ScoringAverage",2007
9,9,"Mark Hensby",NA,68,136,2,"TenthTeeEarlyRound3ScoringAverage",2007
9,9,"Jerry Kelly",NA,68,68,1,"TenthTeeEarlyRound3ScoringAverage",2007
9,9,"Daisuke Maruyama",NA,68,204,3,"TenthTeeEarlyRound3ScoringAverage",2007
9,9,"Joe Ogilvie",NA,68,204,3,"TenthTeeEarlyRound3ScoringAverage",2007
9,9,"Carl Pettersson",NA,68,68,1,"TenthTeeEarlyRound3ScoringAverage",2007
9,9,"Ted Purdy",NA,68,204,3,"TenthTeeEarlyRound3ScoringAverage",2007
9,9,"David Toms",NA,68,68,1,"TenthTeeEarlyRound3ScoringAverage",2007
9,9,"Charles Warren",NA,68,204,3,"TenthTeeEarlyRound3ScoringAverage",2007
9,9,"Charlie Wi",NA,68,136,2,"TenthTeeEarlyRound3ScoringAverage",2007
20,20,"Bob Estes",NA,68.33,205,3,"TenthTeeEarlyRound3ScoringAverage",2007
21,21,"DJ Brigman",NA,68.5,137,2,"TenthTeeEarlyRound3ScoringAverage",2007
21,21,"JJ Henry",NA,68.5,137,2,"TenthTeeEarlyRound3ScoringAverage",2007
21,21,"Rory Sabbatini",NA,68.5,137,2,"TenthTeeEarlyRound3ScoringAverage",2007
21,21,"Michael Sim",NA,68.5,137,2,"TenthTeeEarlyRound3ScoringAverage",2007
