"LatePar4ScoringAverage_RANKTHISWEEK_2012","LatePar4ScoringAverage_RANKLASTWEEK_2012","LatePar4ScoringAverage_PLAYERNAME_2012","LatePar4ScoringAverage_ROUNDS_2012","LatePar4ScoringAverage_AVG_2012","LatePar4ScoringAverage_TOTALSTROKES_2012","LatePar4ScoringAverage_TOTALHOLES_2012","stat_name","year"
1,1,"Bubba Watson",68,3.96,1684,425,"LatePar4ScoringAverage",2012
2,2,"Daniel Summerhays",81,3.98,1681,422,"LatePar4ScoringAverage",2012
3,3,"Jason Dufner",83,3.99,2177,545,"LatePar4ScoringAverage",2012
3,3,"Graeme McDowell",55,3.99,1388,348,"LatePar4ScoringAverage",2012
3,3,"John Senden",81,3.99,1785,447,"LatePar4ScoringAverage",2012
3,3,"Steve Stricker",73,3.99,1927,483,"LatePar4ScoringAverage",2012
7,7,"Ernie Els",80,4,1639,410,"LatePar4ScoringAverage",2012
7,7,"Chris Kirk",93,4,2010,502,"LatePar4ScoringAverage",2012
7,7,"John Merrick",83,4,1843,461,"LatePar4ScoringAverage",2012
7,7,"Ryan Moore",89,4,2218,555,"LatePar4ScoringAverage",2012
7,7,"Justin Rose",69,4,1636,409,"LatePar4ScoringAverage",2012
7,7,"Lee Westwood",60,4,1301,325,"LatePar4ScoringAverage",2012
7,7,"Tiger Woods",69,4,1822,455,"LatePar4ScoringAverage",2012
14,14,"Jonas Blixt",72,4.01,1562,390,"LatePar4ScoringAverage",2012
14,14,"Bud Cauley",99,4.01,2076,518,"LatePar4ScoringAverage",2012
14,14,"Ben Curtis",62,4.01,1516,378,"LatePar4ScoringAverage",2012
14,14,"Brendon de Jonge",115,4.01,2514,627,"LatePar4ScoringAverage",2012
14,14,"Jim Furyk",85,4.01,2099,524,"LatePar4ScoringAverage",2012
14,14,"Matt Kuchar",86,4.01,2089,521,"LatePar4ScoringAverage",2012
14,14,"Danny Lee",74,4.01,1525,380,"LatePar4ScoringAverage",2012
14,14,"Vijay Singh",99,4.01,2203,550,"LatePar4ScoringAverage",2012
14,14,"Brandt Snedeker",81,4.01,1951,487,"LatePar4ScoringAverage",2012
14,14,"Bo Van Pelt",84,4.01,2171,542,"LatePar4ScoringAverage",2012
24,24,"Tim Clark",60,4.02,1518,378,"LatePar4ScoringAverage",2012
24,24,"Luke Donald",63,4.02,1408,350,"LatePar4ScoringAverage",2012
24,24,"Bill Haas",79,4.02,1815,452,"LatePar4ScoringAverage",2012
24,24,"JJ Henry",93,4.02,1623,404,"LatePar4ScoringAverage",2012
24,24,"Dustin Johnson",70,4.02,1616,402,"LatePar4ScoringAverage",2012
24,24,"Heath Slocum",93,4.02,1682,418,"LatePar4ScoringAverage",2012
30,30,"Will Claxton",99,4.03,2238,556,"LatePar4ScoringAverage",2012
30,30,"Erik Compton",81,4.03,1580,392,"LatePar4ScoringAverage",2012
30,30,"Brian Davis",91,4.03,2028,503,"LatePar4ScoringAverage",2012
30,30,"Robert Garrigus",89,4.03,2023,502,"LatePar4ScoringAverage",2012
30,30,"Kevin Kisner",69,4.03,1404,348,"LatePar4ScoringAverage",2012
30,30,"Hunter Mahan",88,4.03,1755,435,"LatePar4ScoringAverage",2012
30,30,"Rory McIlroy",60,4.03,1543,383,"LatePar4ScoringAverage",2012
30,30,"Rocco Mediate",70,4.03,1388,344,"LatePar4ScoringAverage",2012
30,30,"Seung Yul Noh",105,4.03,2188,543,"LatePar4ScoringAverage",2012
30,30,"Webb Simpson",77,4.03,2001,497,"LatePar4ScoringAverage",2012
30,30,"Kevin Stadler",85,4.03,1839,456,"LatePar4ScoringAverage",2012
41,41,"Stuart Appleby",75,4.04,1544,382,"LatePar4ScoringAverage",2012
41,41,"Matt Every",80,4.04,1915,474,"LatePar4ScoringAverage",2012
41,41,"Charley Hoffman",88,4.04,1967,487,"LatePar4ScoringAverage",2012
41,41,"Justin Leonard",79,4.04,1411,349,"LatePar4ScoringAverage",2012
41,41,"William McGirt",96,4.04,2115,523,"LatePar4ScoringAverage",2012
41,41,"Phil Mickelson",79,4.04,1828,452,"LatePar4ScoringAverage",2012
41,41,"Louis Oosthuizen",65,4.04,1422,352,"LatePar4ScoringAverage",2012
41,41,"Scott Piercy",95,4.04,2148,532,"LatePar4ScoringAverage",2012
41,41,"Steve Wheatcroft",56,4.04,1196,296,"LatePar4ScoringAverage",2012
50,50,"Keegan Bradley",90,4.05,2058,508,"LatePar4ScoringAverage",2012
50,50,"Jonathan Byrd",69,4.05,1702,420,"LatePar4ScoringAverage",2012
50,50,"Chad Campbell",84,4.05,2031,501,"LatePar4ScoringAverage",2012
50,50,"Ben Crane",73,4.05,1568,387,"LatePar4ScoringAverage",2012
50,50,"Scott Dunlap",57,4.05,1239,306,"LatePar4ScoringAverage",2012
50,50,"Bob Estes",78,4.05,1649,407,"LatePar4ScoringAverage",2012
50,50,"Tom Gillis",75,4.05,1534,379,"LatePar4ScoringAverage",2012
50,50,"David Hearn",95,4.05,1768,437,"LatePar4ScoringAverage",2012
50,50,"Billy Horschel",63,4.05,1340,331,"LatePar4ScoringAverage",2012
50,50,"Davis Love III",64,4.05,1471,363,"LatePar4ScoringAverage",2012
50,50,"Kevin Na",80,4.05,1826,451,"LatePar4ScoringAverage",2012
50,50,"Nick OHern",78,4.05,1488,367,"LatePar4ScoringAverage",2012
50,50,"John Rollins",81,4.05,1838,454,"LatePar4ScoringAverage",2012
50,50,"Adam Scott",59,4.05,1348,333,"LatePar4ScoringAverage",2012
50,50,"Roland Thatcher",55,4.05,1155,285,"LatePar4ScoringAverage",2012
50,50,"Jhonattan Vegas",77,4.05,1503,371,"LatePar4ScoringAverage",2012
50,50,"Nick Watney",97,4.05,1921,474,"LatePar4ScoringAverage",2012
67,67,"Cameron Beckman",81,4.06,1449,357,"LatePar4ScoringAverage",2012
67,67,"Ken Duke",104,4.06,2414,594,"LatePar4ScoringAverage",2012
67,67,"Bobby Gates",87,4.06,1843,454,"LatePar4ScoringAverage",2012
67,67,"John Huh",99,4.06,2242,552,"LatePar4ScoringAverage",2012
67,67,"Spencer Levin",81,4.06,1498,369,"LatePar4ScoringAverage",2012
67,67,"John Mallinger",74,4.06,1603,395,"LatePar4ScoringAverage",2012
67,67,"David Mathis",83,4.06,1719,423,"LatePar4ScoringAverage",2012
67,67,"Troy Matteson",100,4.06,2049,505,"LatePar4ScoringAverage",2012
67,67,"Bryce Molder",83,4.06,1598,394,"LatePar4ScoringAverage",2012
67,67,"Sean OHair",84,4.06,1690,416,"LatePar4ScoringAverage",2012
67,67,"Rod Pampling",88,4.06,1276,314,"LatePar4ScoringAverage",2012
67,67,"Pat Perez",81,4.06,1727,425,"LatePar4ScoringAverage",2012
67,67,"DA Points",88,4.06,1950,480,"LatePar4ScoringAverage",2012
67,67,"Kyle Reifers",86,4.06,1731,426,"LatePar4ScoringAverage",2012
67,67,"Vaughn Taylor",81,4.06,1715,422,"LatePar4ScoringAverage",2012
67,67,"Cameron Tringale",88,4.06,1696,418,"LatePar4ScoringAverage",2012
67,67,"Charlie Wi",86,4.06,1967,484,"LatePar4ScoringAverage",2012
84,84,"Jason Bohn",81,4.07,1722,423,"LatePar4ScoringAverage",2012
84,84,"Miguel Angel Carballo",73,4.07,1323,325,"LatePar4ScoringAverage",2012
84,84,"Gavin Coles",72,4.07,1393,342,"LatePar4ScoringAverage",2012
84,84,"Graham DeLaet",79,4.07,1688,415,"LatePar4ScoringAverage",2012
