"GIRPercentageLess125yards_RANKTHISWEEK_2006","GIRPercentageLess125yards_RANKLASTWEEK_2006","GIRPercentageLess125yards_PLAYERNAME_2006","GIRPercentageLess125yards_ROUNDS_2006","GIRPercentageLess125yards_Pct_2006","GIRPercentageLess125yards_GREENSHIT_2006","GIRPercentageLess125yards_TOTALHOLES_2006","GIRPercentageLess125yards_RELATIVETOPAR_2006","stat_name","year"
1,1,"Tiger Woods",55,87.96,190,216,-0.57,"GIRPercentageLess125yards",2006
2,2,"Arron Oberholser",82,87.08,283,325,-0.43,"GIRPercentageLess125yards",2006
3,3,"Jim Furyk",89,86.46,313,362,-0.5,"GIRPercentageLess125yards",2006
4,4,"Tom Lehman",70,86.36,209,242,-0.34,"GIRPercentageLess125yards",2006
5,5,"Adam Scott",70,86.2,256,297,-0.47,"GIRPercentageLess125yards",2006
6,6,"Jerry Smith",94,85.99,356,414,-0.38,"GIRPercentageLess125yards",2006
7,7,"Pat Perez",50,85.65,203,237,-0.47,"GIRPercentageLess125yards",2006
8,8,"Frank Lickliter II",99,85.6,428,500,-0.43,"GIRPercentageLess125yards",2006
9,9,"David Howell",52,85.55,148,173,-0.43,"GIRPercentageLess125yards",2006
10,10,"Brett Quigley",109,85.44,446,522,-0.44,"GIRPercentageLess125yards",2006
11,11,"Luke Donald",66,85.32,186,218,-0.42,"GIRPercentageLess125yards",2006
12,12,"Richard Johnson",94,85.21,363,426,-0.39,"GIRPercentageLess125yards",2006
13,13,"Ron Whittaker",81,85.14,298,350,-0.34,"GIRPercentageLess125yards",2006
14,14,"Stephen Ames",63,85.04,216,254,-0.42,"GIRPercentageLess125yards",2006
15,15,"Jeff Gove",91,84.69,415,490,-0.36,"GIRPercentageLess125yards",2006
16,16,"Padraig Harrington",54,84.38,189,224,-0.51,"GIRPercentageLess125yards",2006
16,16,"Skip Kendall",72,84.38,281,333,-0.36,"GIRPercentageLess125yards",2006
18,18,"Stephen Leaney",84,84.36,302,358,-0.4,"GIRPercentageLess125yards",2006
18,18,"Phil Mickelson",74,84.36,275,326,-0.51,"GIRPercentageLess125yards",2006
20,20,"Jose Maria Olazabal",62,84.31,172,204,-0.41,"GIRPercentageLess125yards",2006
21,21,"JJ Henry",96,84.07,359,427,-0.4,"GIRPercentageLess125yards",2006
22,22,"Zach Johnson",98,84.02,347,413,-0.39,"GIRPercentageLess125yards",2006
22,22,"Ian Poulter",53,84.02,205,244,-0.42,"GIRPercentageLess125yards",2006
24,24,"Robert Allenby",79,83.97,262,312,-0.52,"GIRPercentageLess125yards",2006
24,24,"Jonathan Byrd",66,83.97,288,343,-0.44,"GIRPercentageLess125yards",2006
26,26,"Jason Bohn",104,83.83,420,501,-0.41,"GIRPercentageLess125yards",2006
27,27,"Steve Elkington",52,83.75,201,240,-0.41,"GIRPercentageLess125yards",2006
28,28,"John Senden",96,83.74,412,492,-0.41,"GIRPercentageLess125yards",2006
29,29,"Steve Stricker",64,83.73,247,295,-0.46,"GIRPercentageLess125yards",2006
30,30,"Stewart Cink",93,83.61,306,366,-0.46,"GIRPercentageLess125yards",2006
31,31,"Kenny Perry",73,83.57,300,359,-0.36,"GIRPercentageLess125yards",2006
32,32,"Sergio Garcia",59,83.4,201,241,-0.48,"GIRPercentageLess125yards",2006
32,32,"Kirk Triplett",58,83.4,216,259,-0.39,"GIRPercentageLess125yards",2006
34,34,"Paul Goydos",72,83.19,282,339,-0.39,"GIRPercentageLess125yards",2006
35,35,"Jeff Sluman",101,83.18,371,446,-0.4,"GIRPercentageLess125yards",2006
36,36,"JP Hayes",55,83.16,247,297,-0.48,"GIRPercentageLess125yards",2006
37,37,"Mike Weir",88,83.01,298,359,-0.4,"GIRPercentageLess125yards",2006
38,38,"Nathan Green",108,82.9,383,462,-0.48,"GIRPercentageLess125yards",2006
39,39,"Chris DiMarco",83,82.87,271,327,-0.38,"GIRPercentageLess125yards",2006
40,40,"David McKenzie",82,82.8,337,407,-0.4,"GIRPercentageLess125yards",2006
41,41,"Justin Leonard",83,82.77,269,325,-0.43,"GIRPercentageLess125yards",2006
42,42,"Roger Tambellini",64,82.69,258,312,-0.39,"GIRPercentageLess125yards",2006
43,43,"Nick Watney",97,82.61,418,506,-0.48,"GIRPercentageLess125yards",2006
44,44,"Trevor Immelman",86,82.6,356,431,-0.51,"GIRPercentageLess125yards",2006
45,45,"Jeff Brehaut",100,82.59,389,471,-0.42,"GIRPercentageLess125yards",2006
45,45,"Ben Curtis",86,82.59,261,316,-0.42,"GIRPercentageLess125yards",2006
47,47,"Alex Cejka",93,82.52,373,452,-0.43,"GIRPercentageLess125yards",2006
48,48,"Chad Campbell",91,82.5,264,320,-0.46,"GIRPercentageLess125yards",2006
49,49,"Tim Clark",80,82.41,253,307,-0.44,"GIRPercentageLess125yards",2006
50,50,"John Rollins",93,82.38,374,454,-0.48,"GIRPercentageLess125yards",2006
51,51,"Larry Mize",53,82.35,168,204,-0.33,"GIRPercentageLess125yards",2006
52,52,"Steve Flesch",119,82.29,446,542,-0.39,"GIRPercentageLess125yards",2006
53,53,"Eric Axley",91,82.18,392,477,-0.45,"GIRPercentageLess125yards",2006
54,54,"Tim Petrovic",95,82.14,368,448,-0.36,"GIRPercentageLess125yards",2006
55,55,"Craig Barlow",77,82.07,302,368,-0.49,"GIRPercentageLess125yards",2006
56,56,"Corey Pavin",74,82.05,192,234,-0.38,"GIRPercentageLess125yards",2006
