"CarryEfficiency_RANKTHISWEEK_2015","CarryEfficiency_RANKLASTWEEK_2015","CarryEfficiency_PLAYERNAME_2015","CarryEfficiency_ROUNDS_2015","CarryEfficiency_AVG_2015","CarryEfficiency_AVERAGECARRYDISTYARDS_2015","CarryEfficiency_AVERAGECLUBHEADSPEED_2015","CarryEfficiency_TOTALATTEMPTS_2015","CarryEfficiency_HIGHESTCARRYEFFICIENCY_2015","stat_name","year"
80,80,"JJ Henry",94,2.451,278.7,113.723,60,2.662,"CarryEfficiency",2015
82,82,"Louis Oosthuizen",68,2.45,280.6,114.521,39,2.723,"CarryEfficiency",2015
83,83,"Adam Scott",51,2.449,295.5,120.676,24,2.627,"CarryEfficiency",2015
84,84,"Marc Leishman",74,2.448,282.8,115.526,48,2.685,"CarryEfficiency",2015
84,84,"Ryan Moore",81,2.448,266.5,108.877,59,2.651,"CarryEfficiency",2015
84,84,"DA Points",72,2.448,272.4,111.282,41,2.68,"CarryEfficiency",2015
87,87,"Kevin Kisner",104,2.447,271.8,111.097,91,2.666,"CarryEfficiency",2015
87,87,"Jim Renner",68,2.447,273.1,111.624,50,2.645,"CarryEfficiency",2015
89,89,"John Huh",102,2.446,266.8,109.077,94,2.737,"CarryEfficiency",2015
90,90,"Jeff Overton",94,2.445,269.4,110.181,66,2.663,"CarryEfficiency",2015
90,90,"Tim Wilkinson",73,2.445,263.4,107.739,53,2.706,"CarryEfficiency",2015
92,92,"Jason Gore",76,2.443,275,112.597,53,2.683,"CarryEfficiency",2015
92,92,"Johnson Wagner",68,2.443,275.8,112.881,39,2.615,"CarryEfficiency",2015
92,92,"Bubba Watson",71,2.443,301.8,123.522,46,2.733,"CarryEfficiency",2015
95,95,"Whee Kim",71,2.441,272.4,111.595,38,2.677,"CarryEfficiency",2015
95,95,"Chris Kirk",76,2.441,270.7,110.903,50,2.724,"CarryEfficiency",2015
97,97,"Kyle Reifers",96,2.44,273,111.901,69,2.758,"CarryEfficiency",2015
98,98,"Chad Campbell",97,2.439,268.4,110.056,83,2.678,"CarryEfficiency",2015
98,98,"Roberto Castro",54,2.439,268.2,109.968,29,2.604,"CarryEfficiency",2015
98,98,"Kevin Chappell",86,2.439,289,118.472,48,2.628,"CarryEfficiency",2015
98,98,"Ryo Ishikawa",90,2.439,281.8,115.539,70,2.685,"CarryEfficiency",2015
102,102,"Tony Finau",106,2.438,302.7,124.14,71,2.774,"CarryEfficiency",2015
102,102,"Scott Langley",94,2.438,268.3,110.066,68,2.702,"CarryEfficiency",2015
104,104,"Steven Bowditch",103,2.437,286.7,117.65,78,2.726,"CarryEfficiency",2015
104,104,"Justin Leonard",61,2.437,253.9,104.181,54,2.736,"CarryEfficiency",2015
106,106,"Shawn Stefani",94,2.436,284.5,116.806,80,2.684,"CarryEfficiency",2015
107,107,"Matt Every",73,2.435,276.3,113.479,54,2.655,"CarryEfficiency",2015
107,107,"Adam Hadwin",95,2.435,279.2,114.656,78,2.731,"CarryEfficiency",2015
109,109,"Russell Henley",87,2.434,283.5,116.511,62,2.663,"CarryEfficiency",2015
110,110,"Jamie Donaldson",50,2.433,279.2,114.728,39,2.619,"CarryEfficiency",2015
110,110,"Webb Simpson",81,2.433,271.6,111.643,57,2.671,"CarryEfficiency",2015
110,110,"Camilo Villegas",83,2.433,275.2,113.139,57,2.645,"CarryEfficiency",2015
113,113,"Erik Compton",86,2.432,272.7,112.122,64,2.688,"CarryEfficiency",2015
113,113,"Gonzalo Fdez Castano",81,2.432,278.7,114.575,56,2.613,"CarryEfficiency",2015
113,113,"Lucas Glover",79,2.432,282.9,116.327,63,2.618,"CarryEfficiency",2015
116,116,"Tyrone Van Aswegen",58,2.43,273.4,112.524,32,2.583,"CarryEfficiency",2015
117,117,"Jon Curran",83,2.427,257.6,106.147,63,2.615,"CarryEfficiency",2015
118,118,"John Merrick",78,2.425,265.1,109.333,50,2.62,"CarryEfficiency",2015
119,119,"Brendon Todd",96,2.424,258.9,106.797,72,2.669,"CarryEfficiency",2015
119,119,"Steve Wheatcroft",87,2.424,271.4,111.922,74,2.654,"CarryEfficiency",2015
121,121,"Greg Owen",58,2.423,278.8,115.095,43,2.601,"CarryEfficiency",2015
121,121,"Kevin Streelman",95,2.423,274.2,113.201,73,2.644,"CarryEfficiency",2015
123,123,"Max Homa",78,2.42,284.1,117.382,54,2.708,"CarryEfficiency",2015
123,123,"Mark Hubbard",79,2.42,268.8,111.059,53,2.598,"CarryEfficiency",2015
125,125,"Derek Fathauer",81,2.419,270.8,111.948,60,2.638,"CarryEfficiency",2015
125,125,"Jim Furyk",71,2.419,264.2,109.207,44,2.624,"CarryEfficiency",2015
125,125,"John Peterson",84,2.419,272,112.439,81,2.694,"CarryEfficiency",2015
128,128,"Martin Flores",95,2.418,286.6,118.525,80,2.65,"CarryEfficiency",2015
128,128,"Boo Weekley",79,2.418,274.5,113.552,50,2.638,"CarryEfficiency",2015
130,130,"Ian Poulter",68,2.417,269.9,111.673,43,2.652,"CarryEfficiency",2015
130,130,"Hudson Swafford",97,2.417,293.2,121.318,68,2.669,"CarryEfficiency",2015
130,130,"Gary Woodland",81,2.417,292.5,121.041,47,2.815,"CarryEfficiency",2015
133,133,"Luke Donald",71,2.416,265.2,109.763,45,2.694,"CarryEfficiency",2015
133,133,"Lee Westwood",56,2.416,280.4,116.038,33,2.558,"CarryEfficiency",2015
135,135,"SJ Park",79,2.413,268.7,111.375,54,2.602,"CarryEfficiency",2015
136,136,"Tom Hoge",83,2.411,278.3,115.455,58,2.623,"CarryEfficiency",2015
136,136,"Brooks Koepka",84,2.411,295.5,122.568,62,2.661,"CarryEfficiency",2015
138,138,"Will Wilcox",58,2.41,281.2,116.686,32,2.594,"CarryEfficiency",2015
139,139,"Paul Casey",87,2.408,282.4,117.301,51,2.622,"CarryEfficiency",2015
139,139,"Charles Howell III",105,2.408,287.1,119.225,85,2.64,"CarryEfficiency",2015
141,141,"Jerry Kelly",79,2.406,256.8,106.752,58,2.648,"CarryEfficiency",2015
142,142,"Sangmoon Bae",98,2.405,273,113.509,77,2.66,"CarryEfficiency",2015
142,142,"Jim Herman",88,2.405,276.6,115.025,65,2.66,"CarryEfficiency",2015
144,144,"Charl Schwartzel",67,2.404,281.6,117.165,34,2.78,"CarryEfficiency",2015
144,144,"Daniel Summerhays",101,2.404,265.2,110.301,68,2.6,"CarryEfficiency",2015
146,146,"Francesco Molinari",56,2.402,265.4,110.475,39,2.548,"CarryEfficiency",2015
147,147,"Fabian Gomez",83,2.401,268.2,111.682,67,2.582,"CarryEfficiency",2015
148,148,"Andrew Putnam",68,2.4,267.2,111.349,49,2.786,"CarryEfficiency",2015
149,149,"Stewart Cink",77,2.399,281.8,117.45,50,2.668,"CarryEfficiency",2015
150,150,"Matt Jones",89,2.398,279,116.36,58,2.598,"CarryEfficiency",2015
150,150,"Troy Merritt",91,2.398,273.5,114.038,64,2.651,"CarryEfficiency",2015
152,152,"Jason Bohn",95,2.397,259.7,108.35,85,2.583,"CarryEfficiency",2015
152,152,"Greg Chalmers",58,2.397,263.5,109.921,37,2.531,"CarryEfficiency",2015
154,154,"Bryce Molder",91,2.396,260.1,108.543,77,2.591,"CarryEfficiency",2015
155,155,"Charlie Beljan",76,2.394,297.1,124.073,48,2.673,"CarryEfficiency",2015
155,155,"Billy Hurley III",83,2.394,259.5,108.407,58,2.588,"CarryEfficiency",2015
157,157,"Robert Streb",110,2.392,279.2,116.699,93,2.666,"CarryEfficiency",2015
157,157,"Andrew Svoboda",80,2.392,270.3,113.023,61,2.662,"CarryEfficiency",2015
159,159,"Russell Knox",96,2.391,263.2,110.116,82,2.608,"CarryEfficiency",2015
159,159,"Byron Smith",59,2.391,275.9,115.395,29,2.589,"CarryEfficiency",2015
161,161,"Chad Collins",79,2.387,261.5,109.577,62,2.566,"CarryEfficiency",2015
162,162,"Colt Knost",90,2.386,255.2,106.986,76,2.625,"CarryEfficiency",2015
162,162,"Scott Pinckney",88,2.386,277.8,116.426,64,2.644,"CarryEfficiency",2015
164,164,"Zac Blair",108,2.384,258.9,108.616,85,2.699,"CarryEfficiency",2015
165,165,"Nick Watney",91,2.382,281.4,118.171,67,2.592,"CarryEfficiency",2015
166,166,"Jhonattan Vegas",90,2.376,291,122.495,58,2.628,"CarryEfficiency",2015
167,167,"Brendon de Jonge",106,2.374,269.6,113.569,92,2.605,"CarryEfficiency",2015
167,167,"Sergio Garcia",59,2.374,284.6,119.897,36,2.642,"CarryEfficiency",2015
169,169,"Michael Putnam",87,2.37,276.7,116.763,56,2.58,"CarryEfficiency",2015
170,170,"Eric Axley",57,2.365,269.5,113.951,40,2.566,"CarryEfficiency",2015
171,171,"Patrick Reed",103,2.364,278.3,117.752,65,2.585,"CarryEfficiency",2015
172,172,"Spencer Levin",99,2.362,261.5,110.691,81,2.602,"CarryEfficiency",2015
173,173,"Jason Dufner",76,2.359,264,111.906,47,2.641,"CarryEfficiency",2015
173,173,"Derek Ernst",75,2.359,282.3,119.696,59,2.564,"CarryEfficiency",2015
175,175,"Ben Martin",93,2.355,269.4,114.416,73,2.559,"CarryEfficiency",2015
175,175,"William McGirt",103,2.355,262.8,111.591,91,2.549,"CarryEfficiency",2015
177,177,"George McNeill",93,2.349,271.4,115.559,65,2.59,"CarryEfficiency",2015
178,178,"Kevin Na",98,2.344,263.8,112.552,63,2.655,"CarryEfficiency",2015
179,179,"Pat Perez",96,2.338,268.8,114.959,72,2.553,"CarryEfficiency",2015
180,180,"Henrik Stenson",63,2.328,283.6,121.81,21,2.505,"CarryEfficiency",2015
181,181,"John Senden",80,2.321,275.8,118.848,51,2.66,"CarryEfficiency",2015
182,182,"Ken Duke",93,2.318,255.5,110.222,66,2.557,"CarryEfficiency",2015
183,183,"Jonathan Randolph",72,2.309,265,114.779,51,2.537,"CarryEfficiency",2015
184,184,"Ricky Barnes",82,2.266,268,118.291,42,2.486,"CarryEfficiency",2015
