"FirstTeeLatePar4ScoringAverage_RANKTHISWEEK_2009","FirstTeeLatePar4ScoringAverage_RANKLASTWEEK_2009","FirstTeeLatePar4ScoringAverage_PLAYERNAME_2009","FirstTeeLatePar4ScoringAverage_ROUNDS_2009","FirstTeeLatePar4ScoringAverage_AVG_2009","FirstTeeLatePar4ScoringAverage_TOTALSTROKES_2009","FirstTeeLatePar4ScoringAverage_TOTALHOLES_2009","stat_name","year"
1,1,"Jim Furyk",86,3.94,1743,442,"FirstTeeLatePar4ScoringAverage",2009
2,2,"Jason Bohn",88,3.95,775,196,"FirstTeeLatePar4ScoringAverage",2009
3,3,"Tiger Woods",64,3.96,1804,455,"FirstTeeLatePar4ScoringAverage",2009
4,4,"Chad Campbell",90,3.97,1097,276,"FirstTeeLatePar4ScoringAverage",2009
4,4,"Bill Haas",91,3.97,1428,360,"FirstTeeLatePar4ScoringAverage",2009
4,4,"Zach Johnson",94,3.97,2026,510,"FirstTeeLatePar4ScoringAverage",2009
4,4,"Joe Ogilvie",85,3.97,1069,269,"FirstTeeLatePar4ScoringAverage",2009
8,8,"Glen Day",79,3.98,908,228,"FirstTeeLatePar4ScoringAverage",2009
8,8,"Jeff Klauk",97,3.98,1298,326,"FirstTeeLatePar4ScoringAverage",2009
8,8,"Justin Leonard",95,3.98,1891,475,"FirstTeeLatePar4ScoringAverage",2009
8,8,"Michael Letzig",96,3.98,1159,291,"FirstTeeLatePar4ScoringAverage",2009
8,8,"Bill Lunde",83,3.98,773,194,"FirstTeeLatePar4ScoringAverage",2009
8,8,"Webb Simpson",94,3.98,1420,357,"FirstTeeLatePar4ScoringAverage",2009
8,8,"Jimmy Walker",74,3.98,501,126,"FirstTeeLatePar4ScoringAverage",2009
15,15,"Michael Allen",73,3.99,1106,277,"FirstTeeLatePar4ScoringAverage",2009
15,15,"Brian Davis",103,3.99,1304,327,"FirstTeeLatePar4ScoringAverage",2009
15,15,"Jason Day",61,3.99,1037,260,"FirstTeeLatePar4ScoringAverage",2009
15,15,"Jason Dufner",90,3.99,1077,270,"FirstTeeLatePar4ScoringAverage",2009
15,15,"Padraig Harrington",66,3.99,1359,341,"FirstTeeLatePar4ScoringAverage",2009
15,15,"Hunter Mahan",94,3.99,1753,439,"FirstTeeLatePar4ScoringAverage",2009
15,15,"John Mallinger",90,3.99,930,233,"FirstTeeLatePar4ScoringAverage",2009
15,15,"George McNeill",82,3.99,1276,320,"FirstTeeLatePar4ScoringAverage",2009
15,15,"John Merrick",91,3.99,1349,338,"FirstTeeLatePar4ScoringAverage",2009
15,15,"Ian Poulter",59,3.99,1249,313,"FirstTeeLatePar4ScoringAverage",2009
15,15,"Chris Riley",77,3.99,933,234,"FirstTeeLatePar4ScoringAverage",2009
15,15,"Andres Romero",58,3.99,563,141,"FirstTeeLatePar4ScoringAverage",2009
15,15,"Brandt Snedeker",81,3.99,1148,288,"FirstTeeLatePar4ScoringAverage",2009
28,28,"Ben Crane",93,4,1283,321,"FirstTeeLatePar4ScoringAverage",2009
28,28,"Jerry Kelly",90,4,1152,288,"FirstTeeLatePar4ScoringAverage",2009
28,28,"Matt Kuchar",82,4,1355,339,"FirstTeeLatePar4ScoringAverage",2009
28,28,"Nick OHern",90,4,1140,285,"FirstTeeLatePar4ScoringAverage",2009
28,28,"Justin Rose",71,4,965,241,"FirstTeeLatePar4ScoringAverage",2009
28,28,"Heath Slocum",95,4,1243,311,"FirstTeeLatePar4ScoringAverage",2009
28,28,"Steve Stricker",81,4,1897,474,"FirstTeeLatePar4ScoringAverage",2009
28,28,"David Toms",98,4,1923,481,"FirstTeeLatePar4ScoringAverage",2009
28,28,"DJ Trahan",96,4,1237,309,"FirstTeeLatePar4ScoringAverage",2009
37,37,"Tim Clark",81,4.01,1236,308,"FirstTeeLatePar4ScoringAverage",2009
37,37,"Bob Estes",78,4.01,835,208,"FirstTeeLatePar4ScoringAverage",2009
37,37,"Brian Gay",96,4.01,1260,314,"FirstTeeLatePar4ScoringAverage",2009
37,37,"Jason Gore",74,4.01,602,150,"FirstTeeLatePar4ScoringAverage",2009
37,37,"Bob Heintz",59,4.01,689,172,"FirstTeeLatePar4ScoringAverage",2009
37,37,"Ryan Moore",89,4.01,1280,319,"FirstTeeLatePar4ScoringAverage",2009
