"Puttingfrom510_RANKTHISWEEK_2015","Puttingfrom510_RANKLASTWEEK_2015","Puttingfrom510_PLAYERNAME_2015","Puttingfrom510_ROUNDS_2015","Puttingfrom510_Pct_2015","Puttingfrom510_ATTEMPTS_2015","Puttingfrom510_PUTTSMADE_2015","stat_name","year"
98,98,"Jim Furyk",71,56.77,192,109,"Puttingfrom510",2015
99,99,"Sam Saunders",83,56.64,256,145,"Puttingfrom510",2015
100,100,"Kevin Chappell",86,56.53,329,186,"Puttingfrom510",2015
101,101,"Scott Pinckney",88,56.51,292,165,"Puttingfrom510",2015
102,102,"Brendon de Jonge",106,56.46,379,214,"Puttingfrom510",2015
103,103,"Ricky Barnes",82,56.42,257,145,"Puttingfrom510",2015
104,104,"SJ Park",79,56.37,259,146,"Puttingfrom510",2015
105,105,"Jeff Overton",94,56.25,336,189,"Puttingfrom510",2015
106,106,"Dustin Johnson",75,56.15,244,137,"Puttingfrom510",2015
107,107,"Matt Kuchar",97,56.13,326,183,"Puttingfrom510",2015
108,108,"Andres Gonzales",90,55.89,297,166,"Puttingfrom510",2015
109,109,"Retief Goosen",81,55.73,253,141,"Puttingfrom510",2015
110,110,"Ian Poulter",68,55.72,201,112,"Puttingfrom510",2015
111,111,"JJ Henry",94,55.71,280,156,"Puttingfrom510",2015
112,112,"Adam Scott",51,55.65,115,64,"Puttingfrom510",2015
113,113,"Brice Garnett",81,55.56,270,150,"Puttingfrom510",2015
113,113,"Ben Martin",93,55.56,315,175,"Puttingfrom510",2015
113,113,"John Peterson",84,55.56,306,170,"Puttingfrom510",2015
116,116,"James Hahn",94,55.39,334,185,"Puttingfrom510",2015
117,117,"Bill Haas",89,55.27,275,152,"Puttingfrom510",2015
118,118,"Pat Perez",96,55.22,364,201,"Puttingfrom510",2015
119,119,"Cameron Tringale",96,55.21,317,175,"Puttingfrom510",2015
120,120,"Nicholas Thompson",90,55.16,310,171,"Puttingfrom510",2015
121,121,"Erik Compton",86,55.04,278,153,"Puttingfrom510",2015
122,122,"Chris Kirk",76,55,220,121,"Puttingfrom510",2015
123,123,"Paul Casey",87,54.98,271,149,"Puttingfrom510",2015
124,124,"Matt Every",73,54.96,242,133,"Puttingfrom510",2015
125,125,"Stewart Cink",77,54.95,273,150,"Puttingfrom510",2015
125,125,"Byron Smith",59,54.95,182,100,"Puttingfrom510",2015
127,127,"Chez Reavie",56,54.92,193,106,"Puttingfrom510",2015
128,128,"Chad Campbell",97,54.89,368,202,"Puttingfrom510",2015
128,128,"Cameron Percy",72,54.89,235,129,"Puttingfrom510",2015
130,130,"Bill Lunde",50,54.79,146,80,"Puttingfrom510",2015
131,131,"Patrick Rodgers",57,54.59,196,107,"Puttingfrom510",2015
132,132,"Tim Wilkinson",73,54.55,264,144,"Puttingfrom510",2015
133,133,"Padraig Harrington",60,54.45,191,104,"Puttingfrom510",2015
134,134,"Jhonattan Vegas",90,54.42,283,154,"Puttingfrom510",2015
135,135,"Sean OHair",86,54.39,353,192,"Puttingfrom510",2015
136,136,"Matt Jones",89,54.32,278,151,"Puttingfrom510",2015
137,137,"Ken Duke",93,54.26,352,191,"Puttingfrom510",2015
138,138,"Scott Langley",94,54.25,341,185,"Puttingfrom510",2015
139,139,"Roger Sloan",56,54.12,170,92,"Puttingfrom510",2015
140,140,"Gonzalo Fdez Castano",81,54.08,233,126,"Puttingfrom510",2015
141,141,"Andrew Svoboda",80,54.07,307,166,"Puttingfrom510",2015
142,142,"Jonathan Byrd",69,53.96,202,109,"Puttingfrom510",2015
143,143,"Brian Davis",86,53.92,306,165,"Puttingfrom510",2015
144,144,"Luke Guthrie",84,53.74,281,151,"Puttingfrom510",2015
145,145,"William McGirt",103,53.73,389,209,"Puttingfrom510",2015
146,146,"Tony Finau",106,53.66,382,205,"Puttingfrom510",2015
147,147,"Ryo Ishikawa",90,53.42,307,164,"Puttingfrom510",2015
148,148,"Chris Stroud",84,53.36,283,151,"Puttingfrom510",2015
149,149,"Jason Gore",76,53.26,261,139,"Puttingfrom510",2015
150,150,"Scott Stallings",60,53.14,207,110,"Puttingfrom510",2015
151,151,"Will Wilcox",58,53.05,164,87,"Puttingfrom510",2015
152,152,"Nick Watney",91,53.01,332,176,"Puttingfrom510",2015
153,153,"Spencer Levin",99,52.82,337,178,"Puttingfrom510",2015
154,154,"Derek Ernst",75,52.73,256,135,"Puttingfrom510",2015
155,155,"Jonas Blixt",78,52.7,222,117,"Puttingfrom510",2015
156,156,"Vijay Singh",78,52.67,281,148,"Puttingfrom510",2015
157,157,"Jim Renner",68,52.65,264,139,"Puttingfrom510",2015
158,158,"Alex Cejka",94,52.63,323,170,"Puttingfrom510",2015
159,159,"Webb Simpson",81,52.4,250,131,"Puttingfrom510",2015
160,160,"Charlie Beljan",76,52.36,233,122,"Puttingfrom510",2015
161,161,"Charl Schwartzel",67,52.17,161,84,"Puttingfrom510",2015
162,162,"Heath Slocum",57,52.02,173,90,"Puttingfrom510",2015
163,163,"John Senden",80,51.98,227,118,"Puttingfrom510",2015
164,164,"Michael Putnam",87,51.89,264,137,"Puttingfrom510",2015
165,165,"Whee Kim",71,51.81,249,129,"Puttingfrom510",2015
166,166,"Kevin Streelman",95,51.74,317,164,"Puttingfrom510",2015
167,167,"Francesco Molinari",56,51.53,163,84,"Puttingfrom510",2015
168,168,"Steven Alker",62,51.52,198,102,"Puttingfrom510",2015
169,169,"Robert Garrigus",70,51.42,247,127,"Puttingfrom510",2015
169,169,"Lucas Glover",79,51.42,282,145,"Puttingfrom510",2015
171,171,"Oscar Fraustro",58,51.22,164,84,"Puttingfrom510",2015
172,172,"David Toms",62,51.09,229,117,"Puttingfrom510",2015
173,173,"Charles Howell III",105,51.03,390,199,"Puttingfrom510",2015
174,174,"Brian Stuard",97,50.84,356,181,"Puttingfrom510",2015
175,175,"Martin Flores",95,50.66,302,153,"Puttingfrom510",2015
176,176,"Ernie Els",57,50.61,164,83,"Puttingfrom510",2015
177,177,"Greg Owen",58,50.59,170,86,"Puttingfrom510",2015
178,178,"Jason Dufner",76,50.45,222,112,"Puttingfrom510",2015
179,179,"Roberto Castro",54,49.71,173,86,"Puttingfrom510",2015
180,180,"Boo Weekley",79,49.26,270,133,"Puttingfrom510",2015
181,181,"Robert Allenby",63,49.01,202,99,"Puttingfrom510",2015
182,182,"Geoff Ogilvy",50,46.62,148,69,"Puttingfrom510",2015
183,183,"John Merrick",78,45.98,261,120,"Puttingfrom510",2015
184,184,"Angel Cabrera",53,45.34,161,73,"Puttingfrom510",2015
