"Par5GoingfortheGreen_RANKTHISWEEK_2006","Par5GoingfortheGreen_RANKLASTWEEK_2006","Par5GoingfortheGreen_PLAYERNAME_2006","Par5GoingfortheGreen_ROUNDS_2006","Par5GoingfortheGreen_Pct_2006","Par5GoingfortheGreen_ATTEMPTS_2006","Par5GoingfortheGreen_NONATTEMPTS_2006","stat_name","year"
56,56,"Matt Hansen",68,56.38,106,82,"Par5GoingfortheGreen",2006
57,57,"Ian Leggatt",80,56.36,133,103,"Par5GoingfortheGreen",2006
58,58,"Tag Ridings",103,56.29,170,132,"Par5GoingfortheGreen",2006
59,59,"Henrik Bjornstad",97,56.12,165,129,"Par5GoingfortheGreen",2006
60,60,"Ryan Moore",68,55.91,104,82,"Par5GoingfortheGreen",2006
61,61,"Jonathan Kaye",95,55.79,159,126,"Par5GoingfortheGreen",2006
62,62,"Jason Gore",86,55.65,138,110,"Par5GoingfortheGreen",2006
63,63,"Paul Stankowski",70,55.39,113,91,"Par5GoingfortheGreen",2006
64,64,"David Duval",71,55.29,94,76,"Par5GoingfortheGreen",2006
65,65,"Jose Maria Olazabal",62,55.22,74,60,"Par5GoingfortheGreen",2006
66,66,"Tim Herron",82,55.1,108,88,"Par5GoingfortheGreen",2006
67,67,"Nicholas Thompson",96,55.04,142,116,"Par5GoingfortheGreen",2006
68,68,"Daniel Chopra",110,54.78,172,142,"Par5GoingfortheGreen",2006
69,69,"Brian Davis",92,54.74,150,124,"Par5GoingfortheGreen",2006
70,70,"Ian Poulter",53,54.73,81,67,"Par5GoingfortheGreen",2006
71,71,"Chris Smith",67,54.55,108,90,"Par5GoingfortheGreen",2006
72,72,"Nathan Green",108,54.52,169,141,"Par5GoingfortheGreen",2006
73,73,"Frank Lickliter II",99,54.29,152,128,"Par5GoingfortheGreen",2006
73,73,"Wes Short Jr",96,54.29,152,128,"Par5GoingfortheGreen",2006
75,75,"Jeff Maggert",81,54.09,119,101,"Par5GoingfortheGreen",2006
76,76,"Bo Van Pelt",102,53.9,166,142,"Par5GoingfortheGreen",2006
77,77,"Carl Pettersson",95,53.78,128,110,"Par5GoingfortheGreen",2006
78,78,"Arjun Atwal",97,53.7,145,125,"Par5GoingfortheGreen",2006
79,79,"Jason Bohn",104,53.69,160,138,"Par5GoingfortheGreen",2006
79,79,"Bernhard Langer",77,53.69,109,94,"Par5GoingfortheGreen",2006
79,79,"Pat Perez",50,53.69,80,69,"Par5GoingfortheGreen",2006
82,82,"Jason Schultz",77,53.67,117,101,"Par5GoingfortheGreen",2006
83,83,"James Driscoll",80,53.6,134,116,"Par5GoingfortheGreen",2006
84,84,"Duffy Waldorf",96,53.5,153,133,"Par5GoingfortheGreen",2006
85,85,"Rory Sabbatini",84,53.06,104,92,"Par5GoingfortheGreen",2006
86,86,"Brett Quigley",109,52.96,161,143,"Par5GoingfortheGreen",2006
87,87,"Tom Pernice Jr",108,52.9,146,130,"Par5GoingfortheGreen",2006
88,88,"Jeff Brehaut",100,52.74,154,138,"Par5GoingfortheGreen",2006
89,89,"Kris Cox",83,52.52,125,113,"Par5GoingfortheGreen",2006
90,90,"Billy Mayfair",94,52.4,131,119,"Par5GoingfortheGreen",2006
91,91,"Jon Mills",68,52.27,92,84,"Par5GoingfortheGreen",2006
92,92,"Joe Ogilvie",95,51.97,132,122,"Par5GoingfortheGreen",2006
93,93,"Justin Rose",98,51.79,145,135,"Par5GoingfortheGreen",2006
94,94,"Bob May",65,51.65,94,88,"Par5GoingfortheGreen",2006
95,95,"KJ Choi",93,51.6,129,121,"Par5GoingfortheGreen",2006
96,96,"Alex Cejka",93,51.54,134,126,"Par5GoingfortheGreen",2006
97,97,"Tom Lehman",70,51.35,76,72,"Par5GoingfortheGreen",2006
98,98,"Brian Bateman",69,51.32,97,92,"Par5GoingfortheGreen",2006
99,99,"Danny Ellis",68,50.99,103,99,"Par5GoingfortheGreen",2006
100,100,"Steve Flesch",119,50.89,172,166,"Par5GoingfortheGreen",2006
101,101,"Brandt Jobe",91,50.64,118,115,"Par5GoingfortheGreen",2006
102,102,"Ryan Hietala",61,50.6,84,82,"Par5GoingfortheGreen",2006
103,103,"Kenny Perry",73,50.57,89,87,"Par5GoingfortheGreen",2006
104,104,"Jimmy Walker",60,50.56,90,88,"Par5GoingfortheGreen",2006
105,105,"Vaughn Taylor",88,50.4,126,124,"Par5GoingfortheGreen",2006
106,106,"David Branshaw",98,50.33,152,150,"Par5GoingfortheGreen",2006
107,107,"Briny Baird",81,50,117,117,"Par5GoingfortheGreen",2006
107,107,"Jeff Gove",91,50,139,139,"Par5GoingfortheGreen",2006
107,107,"John Senden",96,50,132,132,"Par5GoingfortheGreen",2006
110,110,"Bob Estes",85,49.59,121,123,"Par5GoingfortheGreen",2006
111,111,"John Huston",74,49.54,107,109,"Par5GoingfortheGreen",2006
112,112,"Rod Pampling",89,49.51,102,104,"Par5GoingfortheGreen",2006
113,113,"Stephen Ames",63,49.33,74,76,"Par5GoingfortheGreen",2006
114,114,"Daisuke Maruyama",83,48.72,114,120,"Par5GoingfortheGreen",2006
115,115,"Tim Petrovic",95,48.58,137,145,"Par5GoingfortheGreen",2006
116,116,"Luke Donald",66,48.51,65,69,"Par5GoingfortheGreen",2006
117,117,"Alex Aragon",63,48.33,87,93,"Par5GoingfortheGreen",2006
117,117,"Freddie Jacobson",56,48.33,87,93,"Par5GoingfortheGreen",2006
119,119,"Dean Wilson",115,48.32,144,154,"Par5GoingfortheGreen",2006
120,120,"DA Points",82,48.29,113,121,"Par5GoingfortheGreen",2006
121,121,"David McKenzie",82,48.23,109,117,"Par5GoingfortheGreen",2006
122,122,"Arron Oberholser",82,48.13,90,97,"Par5GoingfortheGreen",2006
123,123,"Thomas Levet",53,48.08,75,81,"Par5GoingfortheGreen",2006
124,124,"Heath Slocum",96,47.87,135,147,"Par5GoingfortheGreen",2006
125,125,"Woody Austin",107,47.73,147,161,"Par5GoingfortheGreen",2006
126,126,"Kent Jones",103,47.65,142,156,"Par5GoingfortheGreen",2006
127,127,"David Toms",76,47.45,93,103,"Par5GoingfortheGreen",2006
128,128,"Stewart Cink",93,47.22,102,114,"Par5GoingfortheGreen",2006
129,129,"Jim Furyk",89,47.2,101,113,"Par5GoingfortheGreen",2006
129,129,"Mike Weir",88,47.2,101,113,"Par5GoingfortheGreen",2006
131,131,"Ben Crane",85,47.12,98,110,"Par5GoingfortheGreen",2006
132,132,"Marco Dawson",87,47.01,126,142,"Par5GoingfortheGreen",2006
133,133,"Shigeki Maruyama",94,46.85,119,135,"Par5GoingfortheGreen",2006
133,133,"Patrick Sheehan",104,46.85,134,152,"Par5GoingfortheGreen",2006
135,135,"Shaun Micheel",96,46.59,123,141,"Par5GoingfortheGreen",2006
136,136,"JJ Henry",96,46.43,117,135,"Par5GoingfortheGreen",2006
137,137,"Michael Allen",84,46.34,114,132,"Par5GoingfortheGreen",2006
138,138,"JL Lewis",57,46.2,79,92,"Par5GoingfortheGreen",2006
139,139,"Chad Campbell",91,46.19,97,113,"Par5GoingfortheGreen",2006
140,140,"Paul Azinger",87,46.18,121,141,"Par5GoingfortheGreen",2006
141,141,"Joey Sindelar",90,46.15,120,140,"Par5GoingfortheGreen",2006
142,142,"Ryuji Imada",105,45.89,134,158,"Par5GoingfortheGreen",2006
143,143,"Dudley Hart",83,45.83,99,117,"Par5GoingfortheGreen",2006
144,144,"Chris DiMarco",83,44.95,89,109,"Par5GoingfortheGreen",2006
145,145,"Billy Andrade",78,44.9,88,108,"Par5GoingfortheGreen",2006
146,146,"Steve Elkington",52,44.74,68,84,"Par5GoingfortheGreen",2006
147,147,"Chris Riley",86,44.25,100,126,"Par5GoingfortheGreen",2006
148,148,"Bob Tway",81,44.09,97,123,"Par5GoingfortheGreen",2006
149,149,"Peter Lonard",77,43.94,87,111,"Par5GoingfortheGreen",2006
150,150,"John Engler Jr",69,43.93,94,120,"Par5GoingfortheGreen",2006
151,151,"Brent Geiberger",99,43.75,126,162,"Par5GoingfortheGreen",2006
152,152,"Todd Hamilton",72,43.16,82,108,"Par5GoingfortheGreen",2006
153,153,"Jerry Kelly",100,42.91,121,161,"Par5GoingfortheGreen",2006
154,154,"Mike Sposa",68,42.78,83,111,"Par5GoingfortheGreen",2006
155,155,"Richard Johnson",94,42.45,118,160,"Par5GoingfortheGreen",2006
156,156,"Jeff Sluman",101,41.9,119,165,"Par5GoingfortheGreen",2006
157,157,"Len Mattiace",59,41.76,71,99,"Par5GoingfortheGreen",2006
158,158,"JP Hayes",55,41.67,70,98,"Par5GoingfortheGreen",2006
159,159,"Omar Uresti",61,41.36,67,95,"Par5GoingfortheGreen",2006
160,160,"Bart Bryant",87,40.71,92,134,"Par5GoingfortheGreen",2006
161,161,"Steve Stricker",64,40.7,70,102,"Par5GoingfortheGreen",2006
162,162,"Greg Chalmers",71,40.22,74,110,"Par5GoingfortheGreen",2006
163,163,"Lee Janzen",79,39.83,94,142,"Par5GoingfortheGreen",2006
164,164,"Robert Damron",91,39.49,109,167,"Par5GoingfortheGreen",2006
165,165,"Ron Whittaker",81,39.22,91,141,"Par5GoingfortheGreen",2006
166,166,"Tim Clark",80,39.11,79,123,"Par5GoingfortheGreen",2006
167,167,"Tommy Armour III",65,38.98,69,108,"Par5GoingfortheGreen",2006
168,168,"Mark Wilson",79,38.8,97,153,"Par5GoingfortheGreen",2006
169,169,"Steve Jones",83,38.79,90,142,"Par5GoingfortheGreen",2006
170,170,"Tjaart van der Walt",60,38.69,65,103,"Par5GoingfortheGreen",2006
171,171,"Robert Gamez",94,38.37,99,159,"Par5GoingfortheGreen",2006
172,172,"Scott Verplank",88,37.93,88,144,"Par5GoingfortheGreen",2006
173,173,"Paul Goydos",72,37.38,80,134,"Par5GoingfortheGreen",2006
174,174,"Justin Leonard",83,37.37,74,124,"Par5GoingfortheGreen",2006
175,175,"Brad Faxon",78,37.19,90,152,"Par5GoingfortheGreen",2006
176,176,"Vance Veazey",59,36.76,68,117,"Par5GoingfortheGreen",2006
177,177,"Zach Johnson",98,36.36,88,154,"Par5GoingfortheGreen",2006
178,178,"Todd Fischer",101,36.33,113,198,"Par5GoingfortheGreen",2006
179,179,"Fred Funk",106,36.09,96,170,"Par5GoingfortheGreen",2006
180,180,"Kirk Triplett",58,35.98,59,105,"Par5GoingfortheGreen",2006
181,181,"Doug Barron",74,35.87,80,143,"Par5GoingfortheGreen",2006
182,182,"Olin Browne",108,35.4,97,177,"Par5GoingfortheGreen",2006
183,183,"Stephen Leaney",84,35.27,91,167,"Par5GoingfortheGreen",2006
184,184,"Skip Kendall",72,34.95,72,134,"Par5GoingfortheGreen",2006
185,185,"Mark Brooks",90,34.25,87,167,"Par5GoingfortheGreen",2006
186,186,"Michael Connell",51,34.06,47,91,"Par5GoingfortheGreen",2006
187,187,"Ben Curtis",86,32.86,69,141,"Par5GoingfortheGreen",2006
188,188,"Shane Bertsch",104,32.45,98,204,"Par5GoingfortheGreen",2006
189,189,"Corey Pavin",74,32.35,55,115,"Par5GoingfortheGreen",2006
190,190,"Hidemichi Tanaka",74,32.26,70,147,"Par5GoingfortheGreen",2006
191,191,"Greg Kraft",79,32.14,72,152,"Par5GoingfortheGreen",2006
192,192,"John Cook",67,32.07,59,125,"Par5GoingfortheGreen",2006
193,193,"Brian Gay",107,31.63,105,227,"Par5GoingfortheGreen",2006
194,194,"Jerry Smith",94,31.29,87,191,"Par5GoingfortheGreen",2006
195,195,"Larry Mize",53,30.71,43,97,"Par5GoingfortheGreen",2006
196,196,"Mark OMeara",52,26.98,34,92,"Par5GoingfortheGreen",2006
