"Par5EagleLeaders_RANKTHISWEEK_2009","Par5EagleLeaders_RANKLASTWEEK_2009","Par5EagleLeaders_PLAYERNAME_2009","Par5EagleLeaders_ROUNDS_2009","Par5EagleLeaders_TOTAL_2009","Par5EagleLeaders_TOTALPAR5HOLES_2009","Par5EagleLeaders_TOTALHOLEOUTS_2009","stat_name","year"
43,43,"Todd Hamilton",83,7,260,NA,"Par5EagleLeaders",2009
43,43,"Matt Jones",56,7,183,2,"Par5EagleLeaders",2009
43,43,"Marc Leishman",91,7,269,1,"Par5EagleLeaders",2009
43,43,"Troy Matteson",95,7,298,2,"Par5EagleLeaders",2009
43,43,"Rocco Mediate",79,7,242,1,"Par5EagleLeaders",2009
43,43,"James Nitties",86,7,251,1,"Par5EagleLeaders",2009
43,43,"Nick OHern",90,7,262,2,"Par5EagleLeaders",2009
43,43,"Ryan Palmer",78,7,253,NA,"Par5EagleLeaders",2009
43,43,"Carl Pettersson",86,7,258,1,"Par5EagleLeaders",2009
43,43,"Ted Purdy",101,7,309,1,"Par5EagleLeaders",2009
43,43,"Andres Romero",58,7,180,NA,"Par5EagleLeaders",2009
43,43,"Webb Simpson",94,7,297,1,"Par5EagleLeaders",2009
43,43,"Kevin Streelman",97,7,285,1,"Par5EagleLeaders",2009
43,43,"Peter Tomasulo",61,7,194,NA,"Par5EagleLeaders",2009
43,43,"Bo Van Pelt",100,7,313,1,"Par5EagleLeaders",2009
43,43,"Matt Weibring",65,7,197,3,"Par5EagleLeaders",2009
43,43,"Charlie Wi",92,7,289,1,"Par5EagleLeaders",2009
62,62,"Michael Allen",73,6,237,1,"Par5EagleLeaders",2009
62,62,"Stephen Ames",77,6,240,1,"Par5EagleLeaders",2009
62,62,"Ricky Barnes",67,6,191,NA,"Par5EagleLeaders",2009
62,62,"Chad Campbell",90,6,274,2,"Par5EagleLeaders",2009
62,62,"Stewart Cink",79,6,208,1,"Par5EagleLeaders",2009
62,62,"Tim Clark",81,6,233,2,"Par5EagleLeaders",2009
62,62,"Jason Day",61,6,197,1,"Par5EagleLeaders",2009
62,62,"Ken Duke",87,6,291,2,"Par5EagleLeaders",2009
62,62,"Steve Flesch",77,6,253,1,"Par5EagleLeaders",2009
62,62,"Mathew Goggin",76,6,234,3,"Par5EagleLeaders",2009
62,62,"John Merrick",91,6,284,1,"Par5EagleLeaders",2009
62,62,"Joe Ogilvie",85,6,269,1,"Par5EagleLeaders",2009
62,62,"Greg Owen",97,6,294,NA,"Par5EagleLeaders",2009
62,62,"Rory Sabbatini",81,6,250,1,"Par5EagleLeaders",2009
62,62,"Scott Verplank",88,6,251,2,"Par5EagleLeaders",2009
77,77,"Woody Austin",84,5,268,2,"Par5EagleLeaders",2009
77,77,"Briny Baird",89,5,270,NA,"Par5EagleLeaders",2009
77,77,"Kris Blanks",60,5,190,1,"Par5EagleLeaders",2009
77,77,"Jason Dufner",90,5,283,1,"Par5EagleLeaders",2009
77,77,"David Duval",56,5,177,2,"Par5EagleLeaders",2009
77,77,"Steve Elkington",70,5,236,1,"Par5EagleLeaders",2009
77,77,"Ernie Els",70,5,202,NA,"Par5EagleLeaders",2009
77,77,"Padraig Harrington",66,5,207,NA,"Par5EagleLeaders",2009
77,77,"Tim Herron",87,5,258,2,"Par5EagleLeaders",2009
77,77,"Jerry Kelly",90,5,267,2,"Par5EagleLeaders",2009
77,77,"Anthony Kim",76,5,224,NA,"Par5EagleLeaders",2009
77,77,"Steve Lowery",83,5,265,1,"Par5EagleLeaders",2009
77,77,"Steve Marino",98,5,286,2,"Par5EagleLeaders",2009
77,77,"Billy Mayfair",83,5,261,1,"Par5EagleLeaders",2009
77,77,"Scott McCarron",91,5,287,NA,"Par5EagleLeaders",2009
77,77,"George McNeill",82,5,242,NA,"Par5EagleLeaders",2009
77,77,"Bryce Molder",69,5,191,NA,"Par5EagleLeaders",2009
77,77,"Sean OHair",80,5,227,NA,"Par5EagleLeaders",2009
77,77,"Leif Olson",51,5,159,1,"Par5EagleLeaders",2009
77,77,"Tom Pernice Jr",82,5,271,2,"Par5EagleLeaders",2009
77,77,"Kenny Perry",92,5,277,1,"Par5EagleLeaders",2009
77,77,"DA Points",99,5,312,2,"Par5EagleLeaders",2009
77,77,"Aron Price",89,5,276,1,"Par5EagleLeaders",2009
77,77,"Steve Stricker",81,5,248,2,"Par5EagleLeaders",2009
77,77,"Kevin Sutherland",96,5,313,1,"Par5EagleLeaders",2009
77,77,"Vaughn Taylor",88,5,261,1,"Par5EagleLeaders",2009
77,77,"Kirk Triplett",60,5,193,1,"Par5EagleLeaders",2009
77,77,"Mark Wilson",99,5,302,1,"Par5EagleLeaders",2009
105,105,"Jason Bohn",88,4,279,NA,"Par5EagleLeaders",2009
105,105,"Alex Cejka",82,4,261,1,"Par5EagleLeaders",2009
105,105,"Fred Couples",54,4,171,1,"Par5EagleLeaders",2009
105,105,"Brian Davis",103,4,308,1,"Par5EagleLeaders",2009
105,105,"Chris DiMarco",97,4,285,3,"Par5EagleLeaders",2009
105,105,"Bob Estes",78,4,244,NA,"Par5EagleLeaders",2009
105,105,"Derek Fathauer",63,4,199,1,"Par5EagleLeaders",2009
105,105,"Jason Gore",74,4,236,1,"Par5EagleLeaders",2009
105,105,"Kent Jones",73,4,229,2,"Par5EagleLeaders",2009
105,105,"Justin Leonard",95,4,274,1,"Par5EagleLeaders",2009
105,105,"Jarrod Lyle",65,4,206,NA,"Par5EagleLeaders",2009
105,105,"Hunter Mahan",94,4,277,NA,"Par5EagleLeaders",2009
105,105,"David Mathis",82,4,253,1,"Par5EagleLeaders",2009
105,105,"Ryan Moore",89,4,280,1,"Par5EagleLeaders",2009
105,105,"Geoff Ogilvy",78,4,226,NA,"Par5EagleLeaders",2009
105,105,"Jeff Overton",92,4,291,1,"Par5EagleLeaders",2009
105,105,"Rod Pampling",72,4,226,NA,"Par5EagleLeaders",2009
105,105,"Corey Pavin",73,4,230,3,"Par5EagleLeaders",2009
105,105,"Tim Petrovic",97,4,309,1,"Par5EagleLeaders",2009
105,105,"Scott Piercy",85,4,278,2,"Par5EagleLeaders",2009
105,105,"Jeff Quinney",78,4,256,2,"Par5EagleLeaders",2009
105,105,"Chez Reavie",81,4,248,1,"Par5EagleLeaders",2009
105,105,"Justin Rose",71,4,212,NA,"Par5EagleLeaders",2009
105,105,"Heath Slocum",95,4,278,1,"Par5EagleLeaders",2009
105,105,"Brandt Snedeker",81,4,251,2,"Par5EagleLeaders",2009
105,105,"Darron Stiles",52,4,165,2,"Par5EagleLeaders",2009
105,105,"Brian Vranesh",51,4,157,1,"Par5EagleLeaders",2009
105,105,"Boo Weekley",79,4,224,1,"Par5EagleLeaders",2009
105,105,"Jay Williamson",69,4,215,2,"Par5EagleLeaders",2009
105,105,"Casey Wittenberg",71,4,223,1,"Par5EagleLeaders",2009
135,135,"Eric Axley",71,3,230,1,"Par5EagleLeaders",2009
135,135,"Greg Chalmers",85,3,256,1,"Par5EagleLeaders",2009
135,135,"Ben Curtis",63,3,206,NA,"Par5EagleLeaders",2009
135,135,"Glen Day",79,3,247,1,"Par5EagleLeaders",2009
135,135,"Jim Furyk",86,3,259,2,"Par5EagleLeaders",2009
135,135,"Paul Goydos",79,3,233,1,"Par5EagleLeaders",2009
135,135,"Nathan Green",104,3,313,NA,"Par5EagleLeaders",2009
135,135,"JB Holmes",74,3,233,NA,"Par5EagleLeaders",2009
135,135,"Charles Howell III",99,3,307,2,"Par5EagleLeaders",2009
135,135,"Ryuji Imada",85,3,266,1,"Par5EagleLeaders",2009
135,135,"Lee Janzen",74,3,234,NA,"Par5EagleLeaders",2009
135,135,"Colt Knost",71,3,225,NA,"Par5EagleLeaders",2009
135,135,"Matt Kuchar",82,3,265,NA,"Par5EagleLeaders",2009
135,135,"Spencer Levin",75,3,233,1,"Par5EagleLeaders",2009
135,135,"Jeff Maggert",79,3,240,NA,"Par5EagleLeaders",2009
135,135,"Parker McLachlin",71,3,237,NA,"Par5EagleLeaders",2009
135,135,"Adam Scott",53,3,156,1,"Par5EagleLeaders",2009
135,135,"Vijay Singh",71,3,205,1,"Par5EagleLeaders",2009
135,135,"Brendon Todd",53,3,161,2,"Par5EagleLeaders",2009
135,135,"Charles Warren",63,3,211,NA,"Par5EagleLeaders",2009
155,155,"Stuart Appleby",79,2,242,1,"Par5EagleLeaders",2009
155,155,"Tommy Armour III",58,2,186,NA,"Par5EagleLeaders",2009
155,155,"Mark Brooks",55,2,176,NA,"Par5EagleLeaders",2009
155,155,"Angel Cabrera",55,2,156,NA,"Par5EagleLeaders",2009
155,155,"Brendon de Jonge",90,2,287,NA,"Par5EagleLeaders",2009
155,155,"Luke Donald",79,2,236,1,"Par5EagleLeaders",2009
155,155,"Brad Faxon",59,2,186,NA,"Par5EagleLeaders",2009
155,155,"Lucas Glover",93,2,276,1,"Par5EagleLeaders",2009
155,155,"Richard Johnson",85,2,259,NA,"Par5EagleLeaders",2009
155,155,"Cliff Kresge",78,2,236,1,"Par5EagleLeaders",2009
155,155,"Peter Lonard",86,2,261,1,"Par5EagleLeaders",2009
155,155,"Will Ma Kenzie",69,2,226,NA,"Par5EagleLeaders",2009
155,155,"Rick Price",54,2,183,1,"Par5EagleLeaders",2009
155,155,"Patrick Sheehan",51,2,161,1,"Par5EagleLeaders",2009
155,155,"Marc Turnesa",77,2,233,NA,"Par5EagleLeaders",2009
155,155,"Dean Wilson",81,2,261,1,"Par5EagleLeaders",2009
155,155,"Gary Woodland",53,2,156,NA,"Par5EagleLeaders",2009
172,172,"Brian Bateman",55,1,176,NA,"Par5EagleLeaders",2009
172,172,"Bart Bryant",58,1,169,NA,"Par5EagleLeaders",2009
172,172,"Mark Calcavecchia",72,1,228,NA,"Par5EagleLeaders",2009
172,172,"KJ Choi",65,1,215,NA,"Par5EagleLeaders",2009
172,172,"Joe Durant",62,1,205,NA,"Par5EagleLeaders",2009
172,172,"Brian Gay",96,1,276,NA,"Par5EagleLeaders",2009
172,172,"Bob Heintz",59,1,181,NA,"Par5EagleLeaders",2009
172,172,"Jeff Klauk",97,1,311,NA,"Par5EagleLeaders",2009
172,172,"Tom Lehman",55,1,163,NA,"Par5EagleLeaders",2009
172,172,"Ian Poulter",59,1,178,1,"Par5EagleLeaders",2009
172,172,"Scott Sterling",51,1,159,NA,"Par5EagleLeaders",2009
