"SpinRate_RANKTHISWEEK_2015","SpinRate_RANKLASTWEEK_2015","SpinRate_PLAYERNAME_2015","SpinRate_ROUNDS_2015","SpinRate_AVG_2015","SpinRate_TOTALSPINSPEED_2015","SpinRate_TOTALATTEMPTS_2015","SpinRate_HIGHESTSPINRATE_2015","SpinRate_LOWESTSPINRATE_2015","stat_name","year"
27,27,"SJ Park",79,2798.4,179097,64,3744,1607,"SpinRate",2015
28,28,"Charlie Beljan",76,2780.3,133455,48,3981,1616,"SpinRate",2015
29,29,"Matt Jones",89,2772.7,177450,64,3719,2012,"SpinRate",2015
30,30,"Gonzalo Fdez Castano",81,2765.7,154880,56,3705,2003,"SpinRate",2015
31,31,"Jim Furyk",71,2762.3,138114,50,3353,2300,"SpinRate",2015
32,32,"Ricky Barnes",82,2760.6,154593,56,3741,1880,"SpinRate",2015
33,33,"Tony Finau",106,2758.3,228938,83,3992,1851,"SpinRate",2015
34,34,"Colt Knost",90,2756.9,234337,85,3592,1523,"SpinRate",2015
35,35,"DA Points",72,2749.9,145744,53,3883,1745,"SpinRate",2015
36,36,"Jhonattan Vegas",90,2746.5,197746,72,3996,1502,"SpinRate",2015
37,37,"Jason Gore",76,2736.7,169674,62,3484,1706,"SpinRate",2015
38,38,"Jonathan Byrd",69,2727.6,144564,53,3681,1532,"SpinRate",2015
39,39,"Eric Axley",57,2724,122578,45,3887,2102,"SpinRate",2015
40,40,"Cameron Tringale",96,2721.9,231365,85,3634,1873,"SpinRate",2015
41,41,"Chad Collins",79,2721.2,179598,66,3428,1929,"SpinRate",2015
42,42,"Max Homa",78,2716.9,152149,56,3939,1547,"SpinRate",2015
43,43,"Jon Curran",83,2715.6,176511,65,4157,1746,"SpinRate",2015
44,44,"Charley Hoffman",97,2713.2,217058,80,3839,1961,"SpinRate",2015
45,45,"Jamie Donaldson",50,2709.6,111092,41,3921,2002,"SpinRate",2015
46,46,"Angel Cabrera",53,2705.1,127142,47,3975,1845,"SpinRate",2015
47,47,"Jason Bohn",95,2696.1,266917,99,3358,1846,"SpinRate",2015
48,48,"Michael Thompson",83,2696,188723,70,5011,1744,"SpinRate",2015
49,49,"Kevin Streelman",95,2693.2,204681,76,3510,2020,"SpinRate",2015
50,50,"Bryce Molder",91,2685.3,212135,79,3506,1707,"SpinRate",2015
51,51,"Andrew Svoboda",80,2684.5,171811,64,3417,1899,"SpinRate",2015
52,52,"Andres Gonzales",90,2670.6,210976,79,3851,1989,"SpinRate",2015
53,53,"Sangmoon Bae",98,2667.9,240112,90,3608,1591,"SpinRate",2015
54,54,"Harris English",105,2663.9,253070,95,3755,1630,"SpinRate",2015
55,55,"Daniel Summerhays",101,2660.3,191544,72,3924,1741,"SpinRate",2015
56,56,"Stewart Cink",77,2659.3,154238,58,3762,1692,"SpinRate",2015
57,57,"Paul Casey",87,2658.4,154185,58,3198,1978,"SpinRate",2015
58,58,"Greg Chalmers",58,2653.4,111442,42,3825,1672,"SpinRate",2015
59,59,"Charles Howell III",105,2652.9,252025,95,3674,1641,"SpinRate",2015
60,60,"Phil Mickelson",70,2646.2,113786,43,3454,1849,"SpinRate",2015
61,61,"Byron Smith",59,2644.1,100477,38,3503,1698,"SpinRate",2015
62,62,"Alex Prugh",84,2644,203588,77,3399,1820,"SpinRate",2015
63,63,"Will Wilcox",58,2642.1,103041,39,3506,1637,"SpinRate",2015
64,64,"Blayne Barber",76,2636.9,158212,60,3365,2024,"SpinRate",2015
65,65,"Patrick Reed",103,2634.3,205476,78,3745,1778,"SpinRate",2015
66,66,"Seung Yul Noh",65,2631.1,136815,52,3832,1856,"SpinRate",2015
67,67,"Robert Streb",110,2627.7,273282,104,3497,1534,"SpinRate",2015
68,68,"Bill Haas",89,2620.2,201759,77,3519,1913,"SpinRate",2015
69,69,"Francesco Molinari",56,2617,123000,47,3763,1846,"SpinRate",2015
70,70,"Justin Leonard",61,2614.8,156886,60,3509,1991,"SpinRate",2015
71,71,"Kyle Reifers",96,2614.2,188222,72,3529,1936,"SpinRate",2015
72,72,"Brandt Snedeker",98,2614,243100,93,3678,1577,"SpinRate",2015
73,73,"Patrick Rodgers",57,2608.3,114764,44,3488,1829,"SpinRate",2015
74,74,"Hideki Matsuyama",95,2603.6,192667,74,3511,1606,"SpinRate",2015
75,75,"Steve Wheatcroft",87,2603.4,210879,81,3965,1619,"SpinRate",2015
76,76,"Padraig Harrington",60,2603.2,140575,54,3857,1680,"SpinRate",2015
77,77,"Luke Guthrie",84,2602.2,200368,77,3601,1552,"SpinRate",2015
78,78,"David Lingmerth",90,2599.7,194979,75,3850,1666,"SpinRate",2015
79,79,"Derek Ernst",75,2599.2,166350,64,3475,1524,"SpinRate",2015
80,80,"Spencer Levin",99,2598.4,249445,96,3499,1630,"SpinRate",2015
81,81,"Chris Stroud",84,2597.2,163623,63,3899,1738,"SpinRate",2015
82,82,"Jimmy Walker",89,2595,155702,60,3691,1846,"SpinRate",2015
83,83,"John Huh",102,2594.8,269861,104,4971,1694,"SpinRate",2015
84,84,"Matt Every",73,2593.1,160772,62,3465,1830,"SpinRate",2015
85,85,"Russell Henley",87,2588,191509,74,3364,1758,"SpinRate",2015
86,86,"Bubba Watson",71,2583.8,124021,48,3738,1840,"SpinRate",2015
87,87,"Marc Leishman",74,2582,160087,62,3369,1894,"SpinRate",2015
88,88,"Tom Hoge",83,2580.1,162547,63,3298,1696,"SpinRate",2015
89,89,"Lee Westwood",56,2579.4,98019,38,3279,2007,"SpinRate",2015
90,90,"Jim Herman",88,2579,206322,80,3539,1577,"SpinRate",2015
91,91,"Martin Laird",77,2576.4,175197,68,3769,1778,"SpinRate",2015
92,92,"Jim Renner",68,2574.9,141621,55,3944,1601,"SpinRate",2015
93,93,"Geoff Ogilvy",50,2571.8,90012,35,3415,1882,"SpinRate",2015
94,94,"Jordan Spieth",91,2565.8,151385,59,3923,1537,"SpinRate",2015
95,95,"John Peterson",84,2565.4,210359,82,3821,1899,"SpinRate",2015
96,96,"JB Holmes",89,2564.1,156412,61,3680,1708,"SpinRate",2015
97,97,"Matt Kuchar",97,2562.4,222925,87,3502,1711,"SpinRate",2015
98,98,"Brian Stuard",97,2561.8,240805,94,3931,1737,"SpinRate",2015
99,99,"Davis Love III",51,2560.5,102418,40,3466,1684,"SpinRate",2015
100,100,"Morgan Hoffmann",85,2558.9,186799,73,3932,1522,"SpinRate",2015
101,101,"Steven Bowditch",103,2557.3,230158,90,3699,1691,"SpinRate",2015
102,102,"Roger Sloan",56,2556.6,99707,39,3652,1944,"SpinRate",2015
103,103,"Gary Woodland",81,2552.9,130200,51,3798,1743,"SpinRate",2015
104,104,"Brendon Todd",96,2552.2,191415,75,3847,1786,"SpinRate",2015
105,105,"Boo Weekley",79,2547.6,155402,61,3315,1719,"SpinRate",2015
106,106,"Brendan Steele",88,2546.4,208807,82,3842,1681,"SpinRate",2015
107,107,"Carlos Ortiz",100,2540.3,210845,83,3661,1668,"SpinRate",2015
108,108,"Kevin Chappell",86,2537.9,137049,54,3378,1636,"SpinRate",2015
109,109,"Fabian Gomez",83,2537.7,177638,70,3427,1766,"SpinRate",2015
110,110,"Bill Lunde",50,2536.6,96391,38,3381,1533,"SpinRate",2015
111,111,"Greg Owen",58,2527.9,118813,47,3301,1690,"SpinRate",2015
112,112,"Henrik Stenson",63,2527.6,68246,27,3212,1509,"SpinRate",2015
113,113,"Aaron Baddeley",76,2525.7,80821,32,3372,1625,"SpinRate",2015
114,114,"Danny Lee",120,2525,249979,99,5086,1699,"SpinRate",2015
115,115,"Jonas Blixt",78,2524,143866,57,3838,1553,"SpinRate",2015
116,116,"Keegan Bradley",87,2523.6,169084,67,3919,1508,"SpinRate",2015
117,117,"Whee Kim",71,2521.4,131113,52,3860,1620,"SpinRate",2015
118,118,"Sam Saunders",83,2520.9,168898,67,3804,1547,"SpinRate",2015
119,119,"Adam Scott",51,2520.8,80667,32,3269,2016,"SpinRate",2015
120,120,"Erik Compton",86,2512.7,185938,74,3931,1597,"SpinRate",2015
121,121,"Steven Alker",62,2510.5,140586,56,3129,1736,"SpinRate",2015
122,122,"Ryan Palmer",80,2509.2,143026,57,3672,1594,"SpinRate",2015
123,123,"Nicholas Thompson",90,2508.4,190642,76,3781,1760,"SpinRate",2015
124,124,"Webb Simpson",81,2499.3,164956,66,3243,1712,"SpinRate",2015
125,125,"Tyrone Van Aswegen",58,2498.5,82452,33,3383,1725,"SpinRate",2015
126,126,"Charl Schwartzel",67,2497.2,89899,36,3502,1733,"SpinRate",2015
127,127,"KJ Choi",66,2493.3,129653,52,3836,1704,"SpinRate",2015
128,128,"Scott Brown",97,2491.5,194339,78,3939,1716,"SpinRate",2015
129,129,"Brian Davis",86,2490.2,194238,78,3482,1569,"SpinRate",2015
130,130,"Shawn Stefani",94,2488.2,206518,83,3938,1705,"SpinRate",2015
131,131,"Scott Piercy",90,2482.5,183706,74,3621,1737,"SpinRate",2015
132,132,"Bo Van Pelt",81,2482.1,166302,67,3134,1707,"SpinRate",2015
133,133,"Jonathan Randolph",72,2481.1,141420,57,3551,1832,"SpinRate",2015
134,134,"Oscar Fraustro",58,2479.8,96714,39,3938,1557,"SpinRate",2015
135,135,"Jason Dufner",76,2479.6,131420,53,3888,1577,"SpinRate",2015
136,136,"Chez Reavie",56,2472.1,133491,54,3891,1643,"SpinRate",2015
137,137,"JJ Henry",94,2471.4,168055,68,3143,1715,"SpinRate",2015
138,138,"Lucas Glover",79,2471.2,185342,75,3318,1797,"SpinRate",2015
139,139,"Ben Crane",62,2470.9,121073,49,3755,1757,"SpinRate",2015
140,140,"Kevin Kisner",104,2470.2,251964,102,3476,1560,"SpinRate",2015
141,141,"Brice Garnett",81,2467,165291,67,3598,1552,"SpinRate",2015
142,142,"Heath Slocum",57,2465.5,103550,42,3981,1662,"SpinRate",2015
143,143,"Vijay Singh",78,2464.6,182381,74,3705,1631,"SpinRate",2015
144,144,"Scott Langley",94,2461.3,164909,67,3947,1744,"SpinRate",2015
145,145,"Graham DeLaet",65,2451.7,107874,44,3349,1767,"SpinRate",2015
146,146,"Robert Garrigus",70,2449.3,112668,46,3721,1646,"SpinRate",2015
147,147,"Camilo Villegas",83,2446.3,195700,80,3538,1578,"SpinRate",2015
148,148,"Billy Horschel",99,2440.7,168407,69,3780,1654,"SpinRate",2015
149,149,"Justin Rose",69,2433.5,126542,52,3315,1828,"SpinRate",2015
150,150,"Chad Campbell",97,2427.3,237880,98,3406,1795,"SpinRate",2015
151,151,"John Merrick",78,2422.6,135668,56,3907,1739,"SpinRate",2015
152,152,"Rory Sabbatini",81,2421.8,157418,65,3634,1766,"SpinRate",2015
153,153,"David Toms",62,2414.9,125577,52,3538,1667,"SpinRate",2015
154,154,"James Hahn",94,2411.5,166394,69,3923,1743,"SpinRate",2015
155,155,"Louis Oosthuizen",68,2407.7,101122,42,3896,1613,"SpinRate",2015
156,156,"Johnson Wagner",68,2404.2,120209,50,3467,1580,"SpinRate",2015
157,157,"Robert Allenby",63,2397.5,124671,52,3710,1733,"SpinRate",2015
158,158,"Jason Kokrak",88,2390.2,172095,72,3473,1589,"SpinRate",2015
159,159,"Mark Wilson",89,2385.5,174141,73,3720,1585,"SpinRate",2015
160,160,"Sean OHair",86,2385,176488,74,3411,1635,"SpinRate",2015
161,161,"Hunter Mahan",88,2381.6,166713,70,3395,1679,"SpinRate",2015
162,162,"Jerry Kelly",79,2378.2,152207,64,3894,1736,"SpinRate",2015
163,163,"Russell Knox",96,2366.3,189300,80,3767,1922,"SpinRate",2015
164,164,"Zach Johnson",90,2363.4,174895,74,3947,1610,"SpinRate",2015
165,165,"Chris Kirk",76,2359.9,136872,58,3274,1658,"SpinRate",2015
166,166,"Daniel Berger",97,2353.3,141198,60,3946,1698,"SpinRate",2015
167,167,"Dustin Johnson",75,2340.2,109990,47,3626,1765,"SpinRate",2015
167,167,"Tim Wilkinson",73,2340.2,112331,48,3151,1738,"SpinRate",2015
169,169,"Cameron Percy",72,2337.8,151956,65,3349,1622,"SpinRate",2015
170,170,"David Hearn",97,2332.2,193569,83,3613,1523,"SpinRate",2015
171,171,"Scott Stallings",60,2330.1,111846,48,3847,1632,"SpinRate",2015
172,172,"Retief Goosen",81,2326.7,153563,66,3226,1550,"SpinRate",2015
173,173,"Ryan Moore",81,2323.1,137065,59,3988,1543,"SpinRate",2015
174,174,"Alex Cejka",94,2317.3,173797,75,3082,1529,"SpinRate",2015
175,175,"Jeff Overton",94,2313.3,175811,76,3845,1665,"SpinRate",2015
176,176,"Jason Day",75,2299.2,124158,54,3747,1618,"SpinRate",2015
177,177,"Derek Fathauer",81,2289.8,139676,61,3709,1533,"SpinRate",2015
178,178,"Justin Thomas",106,2285.9,201162,88,3261,1536,"SpinRate",2015
179,179,"Brian Harman",90,2281.4,175668,77,3081,1522,"SpinRate",2015
180,180,"Carl Pettersson",106,2276.3,211696,93,3617,1657,"SpinRate",2015
181,181,"Andres Romero",69,2272.1,109062,48,3310,1507,"SpinRate",2015
182,182,"Nick Taylor",91,2265.7,197114,87,3814,1650,"SpinRate",2015
183,183,"Chesson Hadley",101,2226.4,173661,78,3619,1560,"SpinRate",2015
184,184,"Ernie Els",57,2056.8,76103,37,3173,1527,"SpinRate",2015
