"ProximitytoHolefrom2030yards_RANKTHISWEEK_2016","ProximitytoHolefrom2030yards_RANKLASTWEEK_2016","ProximitytoHolefrom2030yards_PLAYERNAME_2016","ProximitytoHolefrom2030yards_ROUNDS_2016","ProximitytoHolefrom2030yards_AVGDTP_2016","ProximitytoHolefrom2030yards_TOTALDISTANCEFEET_2016","ProximitytoHolefrom2030yards_OFSHOTS_2016","ProximitytoHolefrom2030yards_SCRAMBLINGRANK_2016","stat_name","year"
1,3,"Aaron Baddeley",51,NA,495.917,74,7,"ProximitytoHolefrom2030yards",2016
1,1,"Sung Kang",51,NA,432.833,65,74,"ProximitytoHolefrom2030yards",2016
1,3,"Charl Schwartzel",29,NA,221,33,31,"ProximitytoHolefrom2030yards",2016
4,13,"Jamie Donaldson",28,NA,228.167,34,64,"ProximitytoHolefrom2030yards",2016
5,1,"Derek Ernst",36,NA,237.917,34,63,"ProximitytoHolefrom2030yards",2016
5,5,"Luke List",51,NA,470.417,67,48,"ProximitytoHolefrom2030yards",2016
7,9,"Billy Hurley III",22,NA,156,22,60,"ProximitytoHolefrom2030yards",2016
7,9,"Brandt Snedeker",47,NA,420.333,59,14,"ProximitytoHolefrom2030yards",2016
9,11,"Jon Curran",55,NA,480.083,67,38,"ProximitytoHolefrom2030yards",2016
9,7,"Steve Wheatcroft",53,NA,550.333,77,75,"ProximitytoHolefrom2030yards",2016
11,13,"Matt Kuchar",46,NA,359.5,49,33,"ProximitytoHolefrom2030yards",2016
12,16,"KJ Choi",47,NA,436.833,59,16,"ProximitytoHolefrom2030yards",2016
12,6,"Phil Mickelson",37,NA,335,45,9,"ProximitytoHolefrom2030yards",2016
14,8,"Luke Donald",49,NA,430.583,56,8,"ProximitytoHolefrom2030yards",2016
14,17,"Padraig Harrington",38,NA,437.083,57,49,"ProximitytoHolefrom2030yards",2016
14,20,"Jordan Spieth",34,NA,207.583,27,51,"ProximitytoHolefrom2030yards",2016
17,21,"Shane Bertsch",30,NA,208.25,27,67,"ProximitytoHolefrom2030yards",2016
