"TotalMoneyOfficialandUnofficial_RANKTHISWEEK_2006","TotalMoneyOfficialandUnofficial_RANKLASTWEEK_2006","TotalMoneyOfficialandUnofficial_PLAYERNAME_2006","TotalMoneyOfficialandUnofficial_EVENTS_2006","TotalMoneyOfficialandUnofficial_MONEY_2006","stat_name","year"
28,28,"KJ Choi",26,2376548,"TotalMoneyOfficialandUnofficial",2006
29,29,"Ernie Els",18,2326220,"TotalMoneyOfficialandUnofficial",2006
30,31,"Jose Maria Olazabal",20,2297922,"TotalMoneyOfficialandUnofficial",2006
31,30,"Ben Curtis",26,2256326,"TotalMoneyOfficialandUnofficial",2006
32,32,"Scott Verplank",28,2110985,"TotalMoneyOfficialandUnofficial",2006
33,54,"Chris DiMarco",28,2107926,"TotalMoneyOfficialandUnofficial",2006
34,33,"Jerry Kelly",32,2075300,"TotalMoneyOfficialandUnofficial",2006
35,34,"Tim Clark",22,1974931,"TotalMoneyOfficialandUnofficial",2006
36,35,"Mike Weir",25,1907974,"TotalMoneyOfficialandUnofficial",2006
37,36,"Steve Stricker",17,1811811,"TotalMoneyOfficialandUnofficial",2006
38,37,"Vaughn Taylor",27,1783945,"TotalMoneyOfficialandUnofficial",2006
39,38,"Troy Matteson",32,1778597,"TotalMoneyOfficialandUnofficial",2006
40,39,"Tim Herron",27,1776142,"TotalMoneyOfficialandUnofficial",2006
41,40,"Camilo Villegas",30,1767112,"TotalMoneyOfficialandUnofficial",2006
42,41,"Nathan Green",30,1700803,"TotalMoneyOfficialandUnofficial",2006
43,42,"Tom Lehman",20,1692081,"TotalMoneyOfficialandUnofficial",2006
44,43,"John Senden",29,1689424,"TotalMoneyOfficialandUnofficial",2006
45,44,"Jason Bohn",29,1676893,"TotalMoneyOfficialandUnofficial",2006
46,45,"Fred Funk",31,1659837,"TotalMoneyOfficialandUnofficial",2006
47,46,"Frank Lickliter II",29,1655678,"TotalMoneyOfficialandUnofficial",2006
48,47,"Shaun Micheel",29,1632842,"TotalMoneyOfficialandUnofficial",2006
49,48,"Justin Rose",28,1629288,"TotalMoneyOfficialandUnofficial",2006
50,65,"Padraig Harrington",18,1598425,"TotalMoneyOfficialandUnofficial",2006
51,49,"JB Holmes",27,1567604,"TotalMoneyOfficialandUnofficial",2006
52,50,"Sergio Garcia",18,1560733,"TotalMoneyOfficialandUnofficial",2006
53,51,"Richard Johnson",29,1555376,"TotalMoneyOfficialandUnofficial",2006
54,52,"Ian Poulter",15,1553906,"TotalMoneyOfficialandUnofficial",2006
55,53,"Charles Howell III",30,1553105,"TotalMoneyOfficialandUnofficial",2006
56,55,"Daniel Chopra",33,1530455,"TotalMoneyOfficialandUnofficial",2006
57,56,"Aaron Baddeley",25,1516513,"TotalMoneyOfficialandUnofficial",2006
58,57,"Robert Allenby",22,1503581,"TotalMoneyOfficialandUnofficial",2006
59,58,"John Rollins",28,1498828,"TotalMoneyOfficialandUnofficial",2006
60,59,"Ben Crane",26,1489093,"TotalMoneyOfficialandUnofficial",2006
61,93,"Henrik Stenson",13,1441678,"TotalMoneyOfficialandUnofficial",2006
62,77,"Fred Couples",20,1435361,"TotalMoneyOfficialandUnofficial",2006
63,60,"Jeff Maggert",26,1430376,"TotalMoneyOfficialandUnofficial",2006
64,61,"Steve Flesch",33,1417615,"TotalMoneyOfficialandUnofficial",2006
65,62,"Sean OHair",30,1411387,"TotalMoneyOfficialandUnofficial",2006
66,63,"Jonathan Byrd",20,1408418,"TotalMoneyOfficialandUnofficial",2006
67,64,"Bo Van Pelt",28,1389927,"TotalMoneyOfficialandUnofficial",2006
68,66,"Billy Mayfair",29,1367998,"TotalMoneyOfficialandUnofficial",2006
69,67,"Chris Couch",27,1356731,"TotalMoneyOfficialandUnofficial",2006
70,68,"Bob Estes",25,1340244,"TotalMoneyOfficialandUnofficial",2006
71,69,"Jeff Sluman",30,1325775,"TotalMoneyOfficialandUnofficial",2006
72,70,"Greg Owen",24,1316685,"TotalMoneyOfficialandUnofficial",2006
73,71,"Bart Bryant",26,1316131,"TotalMoneyOfficialandUnofficial",2006
74,72,"Jesper Parnevik",24,1308310,"TotalMoneyOfficialandUnofficial",2006
75,73,"Corey Pavin",23,1308084,"TotalMoneyOfficialandUnofficial",2006
76,74,"Eric Axley",29,1274580,"TotalMoneyOfficialandUnofficial",2006
77,100,"Colin Montgomerie",11,1273749,"TotalMoneyOfficialandUnofficial",2006
78,75,"Bernhard Langer",25,1261513,"TotalMoneyOfficialandUnofficial",2006
79,76,"Nick Watney",29,1243816,"TotalMoneyOfficialandUnofficial",2006
80,78,"Ted Purdy",33,1216428,"TotalMoneyOfficialandUnofficial",2006
81,79,"Heath Slocum",30,1180681,"TotalMoneyOfficialandUnofficial",2006
82,80,"Woody Austin",31,1179321,"TotalMoneyOfficialandUnofficial",2006
83,81,"Shigeki Maruyama",30,1154115,"TotalMoneyOfficialandUnofficial",2006
84,82,"Steve Lowery",31,1124950,"TotalMoneyOfficialandUnofficial",2006
85,83,"Ryan Moore",22,1122118,"TotalMoneyOfficialandUnofficial",2006
86,102,"David Howell",17,1121687,"TotalMoneyOfficialandUnofficial",2006
87,84,"Charley Hoffman",29,1115193,"TotalMoneyOfficialandUnofficial",2006
88,85,"Hunter Mahan",29,1107457,"TotalMoneyOfficialandUnofficial",2006
89,86,"Ryan Palmer",30,1092853,"TotalMoneyOfficialandUnofficial",2006
90,87,"Angel Cabrera",13,1084754,"TotalMoneyOfficialandUnofficial",2006
91,88,"Mathew Goggin",26,1076142,"TotalMoneyOfficialandUnofficial",2006
92,89,"Joe Ogilvie",29,1073111,"TotalMoneyOfficialandUnofficial",2006
93,90,"Billy Andrade",24,1057927,"TotalMoneyOfficialandUnofficial",2006
94,91,"Brian Gay",31,1037600,"TotalMoneyOfficialandUnofficial",2006
95,92,"DJ Trahan",33,1035242,"TotalMoneyOfficialandUnofficial",2006
96,94,"Bubba Watson",27,1019264,"TotalMoneyOfficialandUnofficial",2006
97,95,"Charles Warren",27,1018841,"TotalMoneyOfficialandUnofficial",2006
98,96,"Ryuji Imada",31,1018140,"TotalMoneyOfficialandUnofficial",2006
99,97,"Craig Barlow",22,1006538,"TotalMoneyOfficialandUnofficial",2006
100,98,"Justin Leonard",27,996756,"TotalMoneyOfficialandUnofficial",2006
101,99,"Nick OHern",15,995235,"TotalMoneyOfficialandUnofficial",2006
102,101,"Daisuke Maruyama",25,956874,"TotalMoneyOfficialandUnofficial",2006
103,103,"Kenny Perry",23,922865,"TotalMoneyOfficialandUnofficial",2006
104,104,"Paul Goydos",24,890392,"TotalMoneyOfficialandUnofficial",2006
105,105,"Harrison Frazar",29,889022,"TotalMoneyOfficialandUnofficial",2006
106,106,"Bill Haas",30,887024,"TotalMoneyOfficialandUnofficial",2006
107,107,"Will Ma Kenzie",29,879965,"TotalMoneyOfficialandUnofficial",2006
108,108,"Jason Gore",30,862005,"TotalMoneyOfficialandUnofficial",2006
109,109,"Kent Jones",32,860766,"TotalMoneyOfficialandUnofficial",2006
110,110,"Briny Baird",25,844547,"TotalMoneyOfficialandUnofficial",2006
111,111,"Peter Lonard",22,837017,"TotalMoneyOfficialandUnofficial",2006
112,152,"Paul Casey",10,814151,"TotalMoneyOfficialandUnofficial",2006
113,112,"Joey Sindelar",29,802507,"TotalMoneyOfficialandUnofficial",2006
114,113,"Brandt Jobe",28,802432,"TotalMoneyOfficialandUnofficial",2006
115,114,"Jeff Gove",29,793477,"TotalMoneyOfficialandUnofficial",2006
116,115,"Freddie Jacobson",18,788764,"TotalMoneyOfficialandUnofficial",2006
117,116,"Mark Calcavecchia",28,775315,"TotalMoneyOfficialandUnofficial",2006
118,117,"Kirk Triplett",18,766593,"TotalMoneyOfficialandUnofficial",2006
119,118,"Dudley Hart",29,762736,"TotalMoneyOfficialandUnofficial",2006
120,119,"Brian Davis",28,762281,"TotalMoneyOfficialandUnofficial",2006
121,156,"Michael Campbell",11,755983,"TotalMoneyOfficialandUnofficial",2006
122,120,"Olin Browne",30,754061,"TotalMoneyOfficialandUnofficial",2006
123,121,"Kevin Sutherland",29,751626,"TotalMoneyOfficialandUnofficial",2006
124,122,"Stephen Leaney",27,746747,"TotalMoneyOfficialandUnofficial",2006
125,123,"Pat Perez",19,719507,"TotalMoneyOfficialandUnofficial",2006
126,124,"David Branshaw",29,706346,"TotalMoneyOfficialandUnofficial",2006
127,125,"Paul Azinger",30,702090,"TotalMoneyOfficialandUnofficial",2006
128,126,"JP Hayes",19,701433,"TotalMoneyOfficialandUnofficial",2006
129,127,"Marcel Siem",1,7e+05,"TotalMoneyOfficialandUnofficial",2006
130,128,"Shane Bertsch",34,697059,"TotalMoneyOfficialandUnofficial",2006
131,129,"Mathias Gronberg",30,674002,"TotalMoneyOfficialandUnofficial",2006
132,130,"Brian Bateman",27,670153,"TotalMoneyOfficialandUnofficial",2006
133,131,"Darren Clarke",12,660898,"TotalMoneyOfficialandUnofficial",2006
134,132,"Rich Beem",27,658225,"TotalMoneyOfficialandUnofficial",2006
135,133,"Bubba Dickerson",33,650314,"TotalMoneyOfficialandUnofficial",2006
136,134,"John Cook",22,644505,"TotalMoneyOfficialandUnofficial",2006
137,135,"Lee Westwood",15,630566,"TotalMoneyOfficialandUnofficial",2006
138,136,"Duffy Waldorf",29,630513,"TotalMoneyOfficialandUnofficial",2006
139,137,"Brad Faxon",27,617431,"TotalMoneyOfficialandUnofficial",2006
140,138,"Jonathan Kaye",33,603714,"TotalMoneyOfficialandUnofficial",2006
141,139,"Tim Petrovic",30,601928,"TotalMoneyOfficialandUnofficial",2006
142,140,"Brent Geiberger",31,590478,"TotalMoneyOfficialandUnofficial",2006
143,141,"Omar Uresti",22,583704,"TotalMoneyOfficialandUnofficial",2006
144,142,"Jeff Overton",29,582132,"TotalMoneyOfficialandUnofficial",2006
145,143,"Robert Garrigus",29,577595,"TotalMoneyOfficialandUnofficial",2006
146,144,"Bob May",22,573712,"TotalMoneyOfficialandUnofficial",2006
147,145,"Marco Dawson",28,570076,"TotalMoneyOfficialandUnofficial",2006
148,146,"Jerry Smith",30,568213,"TotalMoneyOfficialandUnofficial",2006
149,147,"Jeff Brehaut",34,558594,"TotalMoneyOfficialandUnofficial",2006
150,148,"Arjun Atwal",34,550535,"TotalMoneyOfficialandUnofficial",2006
151,149,"Alex Cejka",31,550484,"TotalMoneyOfficialandUnofficial",2006
152,150,"John Huston",28,535191,"TotalMoneyOfficialandUnofficial",2006
153,151,"Lee Janzen",29,529198,"TotalMoneyOfficialandUnofficial",2006
154,153,"Kris Cox",29,522836,"TotalMoneyOfficialandUnofficial",2006
155,154,"Jose Coceres",14,522592,"TotalMoneyOfficialandUnofficial",2006
156,155,"Miguel Angel Jimenez",9,521845,"TotalMoneyOfficialandUnofficial",2006
157,157,"Tag Ridings",34,498242,"TotalMoneyOfficialandUnofficial",2006
158,158,"Michael Allen",26,495946,"TotalMoneyOfficialandUnofficial",2006
159,159,"Chris Riley",28,495314,"TotalMoneyOfficialandUnofficial",2006
160,160,"Robert Gamez",30,493641,"TotalMoneyOfficialandUnofficial",2006
161,161,"Henrik Bjornstad",31,491043,"TotalMoneyOfficialandUnofficial",2006
162,162,"Mark Wilson",25,469318,"TotalMoneyOfficialandUnofficial",2006
163,189,"John Daly",24,467134,"TotalMoneyOfficialandUnofficial",2006
164,163,"Carlos Franco",30,454385,"TotalMoneyOfficialandUnofficial",2006
165,164,"Robert Damron",31,451299,"TotalMoneyOfficialandUnofficial",2006
166,165,"Skip Kendall",23,444934,"TotalMoneyOfficialandUnofficial",2006
167,166,"JL Lewis",17,438669,"TotalMoneyOfficialandUnofficial",2006
168,167,"David McKenzie",28,425228,"TotalMoneyOfficialandUnofficial",2006
169,168,"Wes Short Jr",33,422506,"TotalMoneyOfficialandUnofficial",2006
170,169,"DA Points",29,405984,"TotalMoneyOfficialandUnofficial",2006
171,170,"Scott Gutschewski",20,404488,"TotalMoneyOfficialandUnofficial",2006
172,171,"Todd Fischer",35,395817,"TotalMoneyOfficialandUnofficial",2006
173,172,"Doug Barron",28,388226,"TotalMoneyOfficialandUnofficial",2006
174,173,"Patrick Sheehan",34,386797,"TotalMoneyOfficialandUnofficial",2006
175,174,"Danny Ellis",23,382500,"TotalMoneyOfficialandUnofficial",2006
176,175,"Ian Leggatt",29,377903,"TotalMoneyOfficialandUnofficial",2006
177,176,"Anthony Kim",3,363067,"TotalMoneyOfficialandUnofficial",2006
178,177,"Graeme McDowell",15,357902,"TotalMoneyOfficialandUnofficial",2006
179,178,"Tommy Armour III",25,352446,"TotalMoneyOfficialandUnofficial",2006
180,179,"Marc Warren",1,350000,"TotalMoneyOfficialandUnofficial",2006
181,180,"Paul Stankowski",23,344597,"TotalMoneyOfficialandUnofficial",2006
182,181,"Hideto Tanihara",3,331331,"TotalMoneyOfficialandUnofficial",2006
183,182,"Steve Elkington",18,325197,"TotalMoneyOfficialandUnofficial",2006
184,183,"David Duval",24,318276,"TotalMoneyOfficialandUnofficial",2006
185,184,"Cameron Beckman",17,315927,"TotalMoneyOfficialandUnofficial",2006
186,185,"Nick Price",17,313105,"TotalMoneyOfficialandUnofficial",2006
187,186,"Steve Jones",27,308360,"TotalMoneyOfficialandUnofficial",2006
188,187,"Ron Whittaker",28,300033,"TotalMoneyOfficialandUnofficial",2006
189,188,"Bob Tway",25,299726,"TotalMoneyOfficialandUnofficial",2006
190,190,"Mark Hensby",17,290633,"TotalMoneyOfficialandUnofficial",2006
191,191,"Craig Parry",15,283282,"TotalMoneyOfficialandUnofficial",2006
192,192,"Mark OMeara",19,277417,"TotalMoneyOfficialandUnofficial",2006
193,193,"Jay Delsing",14,276447,"TotalMoneyOfficialandUnofficial",2006
194,194,"Greg Kraft",26,273734,"TotalMoneyOfficialandUnofficial",2006
195,195,"Nicholas Thompson",32,264717,"TotalMoneyOfficialandUnofficial",2006
196,196,"Thomas Bjorn",8,257273,"TotalMoneyOfficialandUnofficial",2006
197,197,"BJ Staten",18,253088,"TotalMoneyOfficialandUnofficial",2006
198,198,"Gabriel Hjertstedt",16,251235,"TotalMoneyOfficialandUnofficial",2006
199,199,"Andres Romero",3,240558,"TotalMoneyOfficialandUnofficial",2006
200,200,"Tjaart van der Walt",21,234918,"TotalMoneyOfficialandUnofficial",2006
201,201,"Robert Karlsson",6,234283,"TotalMoneyOfficialandUnofficial",2006
202,202,"John Riegger",21,230765,"TotalMoneyOfficialandUnofficial",2006
203,203,"Paul McGinley",11,228734,"TotalMoneyOfficialandUnofficial",2006
204,204,"James Driscoll",30,224904,"TotalMoneyOfficialandUnofficial",2006
205,205,"Larry Mize",18,217971,"TotalMoneyOfficialandUnofficial",2006
206,206,"Vance Veazey",21,212077,"TotalMoneyOfficialandUnofficial",2006
207,207,"Charl Schwartzel",8,211282,"TotalMoneyOfficialandUnofficial",2006
208,208,"Mark Brooks",36,207958,"TotalMoneyOfficialandUnofficial",2006
209,209,"Shingo Katayama",6,207262,"TotalMoneyOfficialandUnofficial",2006
210,210,"Dicky Pride",10,199674,"TotalMoneyOfficialandUnofficial",2006
211,211,"Matt Hansen",26,192252,"TotalMoneyOfficialandUnofficial",2006
212,212,"Chris Smith",21,183411,"TotalMoneyOfficialandUnofficial",2006
213,213,"Kenneth Ferrie",3,183255,"TotalMoneyOfficialandUnofficial",2006
214,214,"Darron Stiles",16,182559,"TotalMoneyOfficialandUnofficial",2006
215,215,"Scott McCarron",15,175727,"TotalMoneyOfficialandUnofficial",2006
216,216,"Jason Day",8,174508,"TotalMoneyOfficialandUnofficial",2006
217,217,"Anthony Wall",3,172891,"TotalMoneyOfficialandUnofficial",2006
218,218,"Jason Schultz",29,172424,"TotalMoneyOfficialandUnofficial",2006
219,219,"Kevin Stadler",6,170973,"TotalMoneyOfficialandUnofficial",2006
220,220,"Todd Hamilton",27,165152,"TotalMoneyOfficialandUnofficial",2006
221,221,"Jay Haas",7,163399,"TotalMoneyOfficialandUnofficial",2006
222,222,"Thomas Levet",18,163110,"TotalMoneyOfficialandUnofficial",2006
223,223,"Glen Day",13,159580,"TotalMoneyOfficialandUnofficial",2006
224,224,"Jimmy Walker",21,153950,"TotalMoneyOfficialandUnofficial",2006
225,225,"SK Ho",3,151391,"TotalMoneyOfficialandUnofficial",2006
226,226,"Greg Chalmers",28,151265,"TotalMoneyOfficialandUnofficial",2006
227,227,"Thongchai Jaidee",2,150000,"TotalMoneyOfficialandUnofficial",2006
228,228,"Kevin Na",11,146099,"TotalMoneyOfficialandUnofficial",2006
229,229,"Rocco Mediate",18,145899,"TotalMoneyOfficialandUnofficial",2006
230,230,"Dan Marino",1,145000,"TotalMoneyOfficialandUnofficial",2006
231,231,"Ken Duke",2,138231,"TotalMoneyOfficialandUnofficial",2006
232,232,"Loren Roberts",4,134572,"TotalMoneyOfficialandUnofficial",2006
233,233,"Paul Broadhurst",4,133097,"TotalMoneyOfficialandUnofficial",2006
234,234,"Mike Sposa",25,132131,"TotalMoneyOfficialandUnofficial",2006
235,235,"Scott Piercy",6,132042,"TotalMoneyOfficialandUnofficial",2006
236,236,"Bill Glasson",17,127932,"TotalMoneyOfficialandUnofficial",2006
237,237,"Dan Forsman",15,117126,"TotalMoneyOfficialandUnofficial",2006
238,238,"Roger Tambellini",25,116685,"TotalMoneyOfficialandUnofficial",2006
239,239,"Notah Begay III",12,116034,"TotalMoneyOfficialandUnofficial",2006
240,240,"Gonzalo Fdez Castano",6,115911,"TotalMoneyOfficialandUnofficial",2006
241,241,"Johan Edfors",4,111000,"TotalMoneyOfficialandUnofficial",2006
242,242,"Peter Jacobsen",5,108756,"TotalMoneyOfficialandUnofficial",2006
243,243,"Matt Gogel",14,108230,"TotalMoneyOfficialandUnofficial",2006
244,244,"Tom Byrum",12,106094,"TotalMoneyOfficialandUnofficial",2006
245,245,"John Bickerton",4,104828,"TotalMoneyOfficialandUnofficial",2006
246,246,"Richard Sterne",2,1e+05,"TotalMoneyOfficialandUnofficial",2006
247,247,"Michael Connell",22,97771,"TotalMoneyOfficialandUnofficial",2006
248,248,"Paula Creamer",1,97500,"TotalMoneyOfficialandUnofficial",2006
248,248,"Sterling Sharpe",1,97500,"TotalMoneyOfficialandUnofficial",2006
250,250,"Grant Waite",8,96950,"TotalMoneyOfficialandUnofficial",2006
251,251,"Brian Henninger",12,96453,"TotalMoneyOfficialandUnofficial",2006
252,252,"Jerry Rice",1,95000,"TotalMoneyOfficialandUnofficial",2006
253,253,"Alex Aragon",26,94504,"TotalMoneyOfficialandUnofficial",2006
254,254,"Ryan Hietala",23,87772,"TotalMoneyOfficialandUnofficial",2006
255,255,"Jay Williamson",18,86150,"TotalMoneyOfficialandUnofficial",2006
256,256,"Thaworn Wiratchant",3,86046,"TotalMoneyOfficialandUnofficial",2006
257,257,"Jyoti Randhawa",2,85000,"TotalMoneyOfficialandUnofficial",2006
258,258,"Mikko Ilonen",1,83655,"TotalMoneyOfficialandUnofficial",2006
258,258,"Robert Rock",1,83655,"TotalMoneyOfficialandUnofficial",2006
258,258,"Brett Rumford",1,83655,"TotalMoneyOfficialandUnofficial",2006
261,261,"Anders Hansen",2,80600,"TotalMoneyOfficialandUnofficial",2006
262,262,"Stephen Dodd",4,80500,"TotalMoneyOfficialandUnofficial",2006
263,263,"Scott Hoch",1,80000,"TotalMoneyOfficialandUnofficial",2006
264,264,"Roland Thatcher",2,79250,"TotalMoneyOfficialandUnofficial",2006
265,265,"Simon Dyson",2,77578,"TotalMoneyOfficialandUnofficial",2006
266,266,"Peter Hedblom",2,74252,"TotalMoneyOfficialandUnofficial",2006
267,267,"John Engler Jr",27,72694,"TotalMoneyOfficialandUnofficial",2006
268,268,"Scott Gump",10,72248,"TotalMoneyOfficialandUnofficial",2006
269,269,"Hidemichi Tanaka",31,69435,"TotalMoneyOfficialandUnofficial",2006
270,270,"Brendan Jones",9,68760,"TotalMoneyOfficialandUnofficial",2006
271,271,"Nick Faldo",7,67500,"TotalMoneyOfficialandUnofficial",2006
271,271,"Greg Norman",2,67500,"TotalMoneyOfficialandUnofficial",2006
273,273,"Michael Bradley",7,66790,"TotalMoneyOfficialandUnofficial",2006
274,274,"Len Mattiace",22,66540,"TotalMoneyOfficialandUnofficial",2006
275,275,"Jon Mills",27,65494,"TotalMoneyOfficialandUnofficial",2006
276,276,"Annika Sorenstam",1,65000,"TotalMoneyOfficialandUnofficial",2006
277,277,"Tetsuji Hiratsuka",2,64500,"TotalMoneyOfficialandUnofficial",2006
278,278,"Richard Green",4,64250,"TotalMoneyOfficialandUnofficial",2006
279,279,"Roger Clemens",1,62500,"TotalMoneyOfficialandUnofficial",2006
280,280,"Scott Hend",6,61162,"TotalMoneyOfficialandUnofficial",2006
281,281,"Louis Oosthuizen",2,61000,"TotalMoneyOfficialandUnofficial",2006
282,282,"Garrett Willis",11,60541,"TotalMoneyOfficialandUnofficial",2006
283,283,"Parker McLachlin",3,59674,"TotalMoneyOfficialandUnofficial",2006
284,284,"Esteban Toledo",4,59317,"TotalMoneyOfficialandUnofficial",2006
285,285,"David Frost",7,56960,"TotalMoneyOfficialandUnofficial",2006
286,286,"Phil Tataurangi",19,55792,"TotalMoneyOfficialandUnofficial",2006
287,287,"Neal Lancaster",19,54680,"TotalMoneyOfficialandUnofficial",2006
288,288,"Bob Burns",10,54170,"TotalMoneyOfficialandUnofficial",2006
289,289,"Lee Slattery",1,54097,"TotalMoneyOfficialandUnofficial",2006
290,290,"Stephen Gangluff",3,53584,"TotalMoneyOfficialandUnofficial",2006
291,291,"Andrew Magee",19,52711,"TotalMoneyOfficialandUnofficial",2006
292,292,"Donnie Hammond",11,52693,"TotalMoneyOfficialandUnofficial",2006
293,293,"Jason Allred",2,52500,"TotalMoneyOfficialandUnofficial",2006
294,294,"David Hearn",1,50438,"TotalMoneyOfficialandUnofficial",2006
295,295,"George McNeill",2,50000,"TotalMoneyOfficialandUnofficial",2006
296,296,"Charlie Wi",3,47500,"TotalMoneyOfficialandUnofficial",2006
297,297,"Simon Khan",2,45546,"TotalMoneyOfficialandUnofficial",2006
298,298,"John Mallinger",4,41354,"TotalMoneyOfficialandUnofficial",2006
299,299,"Mike Small",9,40256,"TotalMoneyOfficialandUnofficial",2006
300,300,"Emanuele Canonica",1,38750,"TotalMoneyOfficialandUnofficial",2006
300,300,"Bradley Dredge",3,38750,"TotalMoneyOfficialandUnofficial",2006
300,300,"Octavio Gonzalez",1,38750,"TotalMoneyOfficialandUnofficial",2006
300,300,"Francesco Molinari",1,38750,"TotalMoneyOfficialandUnofficial",2006
304,304,"Marcus Fraser",1,36483,"TotalMoneyOfficialandUnofficial",2006
305,305,"Gary Hallberg",4,35693,"TotalMoneyOfficialandUnofficial",2006
306,306,"Gregory Bourdy",1,35500,"TotalMoneyOfficialandUnofficial",2006
306,306,"Toru Taniguchi",2,35500,"TotalMoneyOfficialandUnofficial",2006
308,308,"Rich Barcelo",2,35000,"TotalMoneyOfficialandUnofficial",2006
308,308,"Niclas Fasth",4,35000,"TotalMoneyOfficialandUnofficial",2006
308,308,"Shiv Kapur",3,35000,"TotalMoneyOfficialandUnofficial",2006
311,311,"Gavin Coles",5,34674,"TotalMoneyOfficialandUnofficial",2006
312,312,"Chad Collins",2,34459,"TotalMoneyOfficialandUnofficial",2006
313,313,"Blaine McCallister",10,32190,"TotalMoneyOfficialandUnofficial",2006
314,314,"Ben Crenshaw",2,32060,"TotalMoneyOfficialandUnofficial",2006
315,315,"Tatsuhiko Takahashi",1,30750,"TotalMoneyOfficialandUnofficial",2006
316,316,"Matt Kuchar",8,30297,"TotalMoneyOfficialandUnofficial",2006
317,317,"Jason Dufner",2,29459,"TotalMoneyOfficialandUnofficial",2006
317,317,"Lee Williams",2,29459,"TotalMoneyOfficialandUnofficial",2006
319,319,"Jason Caron",2,29260,"TotalMoneyOfficialandUnofficial",2006
320,320,"Don Yrene",2,29239,"TotalMoneyOfficialandUnofficial",2006
321,321,"Billy Hurley III",6,28910,"TotalMoneyOfficialandUnofficial",2006
322,322,"Martin Rominger",2,28750,"TotalMoneyOfficialandUnofficial",2006
322,322,"Nicolas Sulzer",1,28750,"TotalMoneyOfficialandUnofficial",2006
324,324,"Yusaku Miyazato",2,28163,"TotalMoneyOfficialandUnofficial",2006
325,325,"Willie Wood",11,27774,"TotalMoneyOfficialandUnofficial",2006
326,326,"Soren Kjeldsen",1,27619,"TotalMoneyOfficialandUnofficial",2006
327,327,"John Merrick",1,27500,"TotalMoneyOfficialandUnofficial",2006
328,328,"Jim McGovern",8,26070,"TotalMoneyOfficialandUnofficial",2006
329,329,"WC Liang",1,25850,"TotalMoneyOfficialandUnofficial",2006
330,330,"Scott Sterling",2,25280,"TotalMoneyOfficialandUnofficial",2006
331,331,"Steve Allan",1,25000,"TotalMoneyOfficialandUnofficial",2006
331,331,"Ryan Armour",1,25000,"TotalMoneyOfficialandUnofficial",2006
331,331,"Michael Boyd",1,25000,"TotalMoneyOfficialandUnofficial",2006
331,331,"DJ Brigman",1,25000,"TotalMoneyOfficialandUnofficial",2006
331,331,"Brendon de Jonge",1,25000,"TotalMoneyOfficialandUnofficial",2006
331,331,"Paul Gow",1,25000,"TotalMoneyOfficialandUnofficial",2006
331,331,"Bob Heintz",1,25000,"TotalMoneyOfficialandUnofficial",2006
