"FirstTeeLatePar5ScoringAverage_RANKTHISWEEK_2014","FirstTeeLatePar5ScoringAverage_RANKLASTWEEK_2014","FirstTeeLatePar5ScoringAverage_PLAYERNAME_2014","FirstTeeLatePar5ScoringAverage_ROUNDS_2014","FirstTeeLatePar5ScoringAverage_AVG_2014","FirstTeeLatePar5ScoringAverage_TOTALSTROKES_2014","FirstTeeLatePar5ScoringAverage_TOTALHOLES_2014","stat_name","year"
39,39,"John Peterson",62,4.62,231,50,"FirstTeeLatePar5ScoringAverage",2014
39,39,"Michael Putnam",106,4.62,434,94,"FirstTeeLatePar5ScoringAverage",2014
39,39,"Shawn Stefani",60,4.62,217,47,"FirstTeeLatePar5ScoringAverage",2014
39,39,"Tim Wilkinson",86,4.62,374,81,"FirstTeeLatePar5ScoringAverage",2014
48,48,"James Driscoll",71,4.63,287,62,"FirstTeeLatePar5ScoringAverage",2014
48,48,"Harris English",95,4.63,528,114,"FirstTeeLatePar5ScoringAverage",2014
48,48,"Kevin Kisner",85,4.63,333,72,"FirstTeeLatePar5ScoringAverage",2014
48,48,"Brooks Koepka",56,4.63,222,48,"FirstTeeLatePar5ScoringAverage",2014
48,48,"Jamie Lovemark",64,4.63,236,51,"FirstTeeLatePar5ScoringAverage",2014
48,48,"Hideki Matsuyama",82,4.63,477,103,"FirstTeeLatePar5ScoringAverage",2014
48,48,"Carl Pettersson",91,4.63,329,71,"FirstTeeLatePar5ScoringAverage",2014
48,48,"Brendan Steele",89,4.63,338,73,"FirstTeeLatePar5ScoringAverage",2014
48,48,"Cameron Tringale",111,4.63,454,98,"FirstTeeLatePar5ScoringAverage",2014
48,48,"Nick Watney",80,4.63,296,64,"FirstTeeLatePar5ScoringAverage",2014
58,58,"Jonas Blixt",64,4.64,232,50,"FirstTeeLatePar5ScoringAverage",2014
58,58,"Jason Day",54,4.64,394,85,"FirstTeeLatePar5ScoringAverage",2014
58,58,"Brian Harman",111,4.64,473,102,"FirstTeeLatePar5ScoringAverage",2014
58,58,"Richard Lee",80,4.64,306,66,"FirstTeeLatePar5ScoringAverage",2014
58,58,"Ryan Moore",86,4.64,580,125,"FirstTeeLatePar5ScoringAverage",2014
58,58,"Andres Romero",81,4.64,255,55,"FirstTeeLatePar5ScoringAverage",2014
58,58,"Rory Sabbatini",82,4.64,353,76,"FirstTeeLatePar5ScoringAverage",2014
58,58,"Daniel Summerhays",98,4.64,413,89,"FirstTeeLatePar5ScoringAverage",2014
58,58,"Andrew Svoboda",77,4.64,343,74,"FirstTeeLatePar5ScoringAverage",2014
58,58,"Josh Teater",90,4.64,334,72,"FirstTeeLatePar5ScoringAverage",2014
58,58,"Brendon Todd",108,4.64,543,117,"FirstTeeLatePar5ScoringAverage",2014
69,69,"Roberto Castro",76,4.65,237,51,"FirstTeeLatePar5ScoringAverage",2014
69,69,"Bud Cauley",56,4.65,293,63,"FirstTeeLatePar5ScoringAverage",2014
69,69,"Brian Davis",93,4.65,242,52,"FirstTeeLatePar5ScoringAverage",2014
69,69,"Derek Ernst",80,4.65,242,52,"FirstTeeLatePar5ScoringAverage",2014
69,69,"Retief Goosen",94,4.65,391,84,"FirstTeeLatePar5ScoringAverage",2014
69,69,"Jim Herman",62,4.65,228,49,"FirstTeeLatePar5ScoringAverage",2014
69,69,"Charley Hoffman",93,4.65,363,78,"FirstTeeLatePar5ScoringAverage",2014
69,69,"Marc Leishman",81,4.65,377,81,"FirstTeeLatePar5ScoringAverage",2014
69,69,"Graeme McDowell",66,4.65,400,86,"FirstTeeLatePar5ScoringAverage",2014
69,69,"William McGirt",96,4.65,428,92,"FirstTeeLatePar5ScoringAverage",2014
69,69,"Pat Perez",84,4.65,414,89,"FirstTeeLatePar5ScoringAverage",2014
69,69,"Ian Poulter",57,4.65,307,66,"FirstTeeLatePar5ScoringAverage",2014
69,69,"Jordan Spieth",102,4.65,889,191,"FirstTeeLatePar5ScoringAverage",2014
69,69,"Kevin Stadler",90,4.65,316,68,"FirstTeeLatePar5ScoringAverage",2014
69,69,"Scott Stallings",77,4.65,265,57,"FirstTeeLatePar5ScoringAverage",2014
69,69,"Chris Stroud",88,4.65,456,98,"FirstTeeLatePar5ScoringAverage",2014
85,85,"Charlie Beljan",76,4.66,326,70,"FirstTeeLatePar5ScoringAverage",2014
85,85,"James Hahn",82,4.66,340,73,"FirstTeeLatePar5ScoringAverage",2014
85,85,"Matt Jones",83,4.66,340,73,"FirstTeeLatePar5ScoringAverage",2014
85,85,"Davis Love III",74,4.66,284,61,"FirstTeeLatePar5ScoringAverage",2014
85,85,"John Merrick",87,4.66,233,50,"FirstTeeLatePar5ScoringAverage",2014
85,85,"Louis Oosthuizen",50,4.66,233,50,"FirstTeeLatePar5ScoringAverage",2014
85,85,"Heath Slocum",71,4.66,191,41,"FirstTeeLatePar5ScoringAverage",2014
85,85,"Kevin Streelman",79,4.66,410,88,"FirstTeeLatePar5ScoringAverage",2014
85,85,"Nicholas Thompson",85,4.66,340,73,"FirstTeeLatePar5ScoringAverage",2014
94,94,"Steven Bowditch",93,4.67,285,61,"FirstTeeLatePar5ScoringAverage",2014
94,94,"Keegan Bradley",89,4.67,658,141,"FirstTeeLatePar5ScoringAverage",2014
94,94,"Jerry Kelly",80,4.67,322,69,"FirstTeeLatePar5ScoringAverage",2014
94,94,"Matt Kuchar",91,4.67,776,166,"FirstTeeLatePar5ScoringAverage",2014
94,94,"Martin Laird",66,4.67,238,51,"FirstTeeLatePar5ScoringAverage",2014
94,94,"Danny Lee",84,4.67,322,69,"FirstTeeLatePar5ScoringAverage",2014
94,94,"Ben Martin",80,4.67,434,93,"FirstTeeLatePar5ScoringAverage",2014
94,94,"Troy Merritt",62,4.67,215,46,"FirstTeeLatePar5ScoringAverage",2014
94,94,"Hudson Swafford",75,4.67,224,48,"FirstTeeLatePar5ScoringAverage",2014
103,103,"Luke Guthrie",85,4.68,356,76,"FirstTeeLatePar5ScoringAverage",2014
103,103,"Lee Westwood",57,4.68,304,65,"FirstTeeLatePar5ScoringAverage",2014
105,105,"Aaron Baddeley",74,4.69,305,65,"FirstTeeLatePar5ScoringAverage",2014
105,105,"Stewart Cink",91,4.69,413,88,"FirstTeeLatePar5ScoringAverage",2014
105,105,"Tim Clark",75,4.69,225,48,"FirstTeeLatePar5ScoringAverage",2014
105,105,"Chesson Hadley",84,4.69,436,93,"FirstTeeLatePar5ScoringAverage",2014
105,105,"Freddie Jacobson",91,4.69,455,97,"FirstTeeLatePar5ScoringAverage",2014
105,105,"Hunter Mahan",88,4.69,408,87,"FirstTeeLatePar5ScoringAverage",2014
105,105,"Kyle Stanley",87,4.69,253,54,"FirstTeeLatePar5ScoringAverage",2014
105,105,"Bo Van Pelt",83,4.69,375,80,"FirstTeeLatePar5ScoringAverage",2014
113,113,"Woody Austin",63,4.7,188,40,"FirstTeeLatePar5ScoringAverage",2014
113,113,"Jonathan Byrd",76,4.7,357,76,"FirstTeeLatePar5ScoringAverage",2014
113,113,"Chad Campbell",57,4.7,207,44,"FirstTeeLatePar5ScoringAverage",2014
113,113,"Tommy Gainey",73,4.7,301,64,"FirstTeeLatePar5ScoringAverage",2014
113,113,"Billy Horschel",92,4.7,479,102,"FirstTeeLatePar5ScoringAverage",2014
113,113,"DH Lee",54,4.7,108,23,"FirstTeeLatePar5ScoringAverage",2014
113,113,"Troy Matteson",62,4.7,127,27,"FirstTeeLatePar5ScoringAverage",2014
113,113,"DA Points",75,4.7,207,44,"FirstTeeLatePar5ScoringAverage",2014
113,113,"Brandt Snedeker",89,4.7,592,126,"FirstTeeLatePar5ScoringAverage",2014
113,113,"Johnson Wagner",69,4.7,216,46,"FirstTeeLatePar5ScoringAverage",2014
123,123,"Bill Haas",107,4.71,608,129,"FirstTeeLatePar5ScoringAverage",2014
123,123,"Billy Hurley III",86,4.71,363,77,"FirstTeeLatePar5ScoringAverage",2014
123,123,"Spencer Levin",59,4.71,198,42,"FirstTeeLatePar5ScoringAverage",2014
123,123,"George McNeill",79,4.71,386,82,"FirstTeeLatePar5ScoringAverage",2014
123,123,"Mike Weir",69,4.71,231,49,"FirstTeeLatePar5ScoringAverage",2014
123,123,"Gary Woodland",93,4.71,513,109,"FirstTeeLatePar5ScoringAverage",2014
129,129,"Greg Chalmers",85,4.72,368,78,"FirstTeeLatePar5ScoringAverage",2014
129,129,"Erik Compton",88,4.72,477,101,"FirstTeeLatePar5ScoringAverage",2014
131,131,"Ernie Els",85,4.73,364,77,"FirstTeeLatePar5ScoringAverage",2014
131,131,"JJ Henry",91,4.73,317,67,"FirstTeeLatePar5ScoringAverage",2014
131,131,"Justin Hicks",103,4.73,312,66,"FirstTeeLatePar5ScoringAverage",2014
131,131,"JB Holmes",86,4.73,582,123,"FirstTeeLatePar5ScoringAverage",2014
131,131,"Ryo Ishikawa",75,4.73,464,98,"FirstTeeLatePar5ScoringAverage",2014
131,131,"Phil Mickelson",71,4.73,487,103,"FirstTeeLatePar5ScoringAverage",2014
137,137,"Robert Allenby",83,4.74,275,58,"FirstTeeLatePar5ScoringAverage",2014
137,137,"Briny Baird",50,4.74,180,38,"FirstTeeLatePar5ScoringAverage",2014
137,137,"Lucas Glover",68,4.74,218,46,"FirstTeeLatePar5ScoringAverage",2014
137,137,"Morgan Hoffmann",103,4.74,573,121,"FirstTeeLatePar5ScoringAverage",2014
137,137,"Michael Thompson",74,4.74,308,65,"FirstTeeLatePar5ScoringAverage",2014
142,142,"KJ Choi",80,4.75,361,76,"FirstTeeLatePar5ScoringAverage",2014
142,142,"Brad Fritsch",50,4.75,252,53,"FirstTeeLatePar5ScoringAverage",2014
142,142,"David Hearn",97,4.75,375,79,"FirstTeeLatePar5ScoringAverage",2014
142,142,"Jason Kokrak",65,4.75,356,75,"FirstTeeLatePar5ScoringAverage",2014
142,142,"Justin Leonard",75,4.75,299,63,"FirstTeeLatePar5ScoringAverage",2014
142,142,"Seung Yul Noh",92,4.75,356,75,"FirstTeeLatePar5ScoringAverage",2014
142,142,"Sean OHair",77,4.75,242,51,"FirstTeeLatePar5ScoringAverage",2014
142,142,"Patrick Reed",92,4.75,551,116,"FirstTeeLatePar5ScoringAverage",2014
150,150,"Scott Langley",95,4.76,452,95,"FirstTeeLatePar5ScoringAverage",2014
150,150,"David Toms",64,4.76,300,63,"FirstTeeLatePar5ScoringAverage",2014
150,150,"Camilo Villegas",95,4.76,314,66,"FirstTeeLatePar5ScoringAverage",2014
153,153,"John Huh",87,4.77,248,52,"FirstTeeLatePar5ScoringAverage",2014
153,153,"Trevor Immelman",84,4.77,291,61,"FirstTeeLatePar5ScoringAverage",2014
153,153,"Martin Kaymer",65,4.77,391,82,"FirstTeeLatePar5ScoringAverage",2014
153,153,"Tyrone Van Aswegen",79,4.77,229,48,"FirstTeeLatePar5ScoringAverage",2014
157,157,"David Lingmerth",80,4.78,234,49,"FirstTeeLatePar5ScoringAverage",2014
157,157,"Ted Potter Jr",68,4.78,263,55,"FirstTeeLatePar5ScoringAverage",2014
157,157,"Charlie Wi",72,4.78,287,60,"FirstTeeLatePar5ScoringAverage",2014
160,160,"Bronson La Cassie",51,4.79,134,28,"FirstTeeLatePar5ScoringAverage",2014
161,161,"Boo Weekley",73,4.8,235,49,"FirstTeeLatePar5ScoringAverage",2014
162,162,"Stuart Appleby",92,4.81,284,59,"FirstTeeLatePar5ScoringAverage",2014
163,163,"Kevin Chappell",100,4.82,496,103,"FirstTeeLatePar5ScoringAverage",2014
163,163,"Brendon de Jonge",109,4.82,410,85,"FirstTeeLatePar5ScoringAverage",2014
163,163,"Will Ma Kenzie",82,4.82,313,65,"FirstTeeLatePar5ScoringAverage",2014
166,166,"Chad Collins",78,4.84,295,61,"FirstTeeLatePar5ScoringAverage",2014
166,166,"YE Yang",79,4.84,218,45,"FirstTeeLatePar5ScoringAverage",2014
168,168,"Ben Crane",81,4.85,325,67,"FirstTeeLatePar5ScoringAverage",2014
168,168,"Russell Henley",92,4.85,286,59,"FirstTeeLatePar5ScoringAverage",2014
170,170,"Andrew Loupe",65,4.86,287,59,"FirstTeeLatePar5ScoringAverage",2014
170,170,"Jeff Overton",80,4.86,243,50,"FirstTeeLatePar5ScoringAverage",2014
172,172,"Ben Curtis",77,4.88,244,50,"FirstTeeLatePar5ScoringAverage",2014
172,172,"Jeff Maggert",54,4.88,195,40,"FirstTeeLatePar5ScoringAverage",2014
174,174,"Russell Knox",92,4.89,411,84,"FirstTeeLatePar5ScoringAverage",2014
175,175,"Mark Wilson",69,4.9,245,50,"FirstTeeLatePar5ScoringAverage",2014
176,176,"Gonzalo Fdez Castano",83,4.92,413,84,"FirstTeeLatePar5ScoringAverage",2014
177,177,"Brian Gay",81,4.96,248,50,"FirstTeeLatePar5ScoringAverage",2014
