"1PuttsperRound_RANKTHISWEEK_2007","1PuttsperRound_RANKLASTWEEK_2007","1PuttsperRound_PLAYERNAME_2007","1PuttsperRound_ROUNDS_2007","1PuttsperRound_AVG_2007","1PuttsperRound_TOTAL1PUTTS_2007","1PuttsperRound_TOTALROUNDS_2007","stat_name","year"
1,1,"Tim Clark",66,7.94,508,64,"1PuttsperRound",2007
2,2,"Padraig Harrington",64,7.87,488,62,"1PuttsperRound",2007
3,3,"Kevin Na",84,7.85,659,84,"1PuttsperRound",2007
4,4,"Jose Maria Olazabal",52,7.7,385,50,"1PuttsperRound",2007
5,5,"Jonathan Byrd",73,7.66,559,73,"1PuttsperRound",2007
6,6,"Aaron Baddeley",83,7.65,612,80,"1PuttsperRound",2007
6,6,"Rory Sabbatini",81,7.65,604,79,"1PuttsperRound",2007
8,8,"Tim Petrovic",106,7.57,802,106,"1PuttsperRound",2007
9,9,"Paul Goydos",60,7.53,444,59,"1PuttsperRound",2007
10,10,"Shigeki Maruyama",84,7.51,631,84,"1PuttsperRound",2007
11,11,"Ryuji Imada",104,7.42,772,104,"1PuttsperRound",2007
12,12,"Freddie Jacobson",70,7.37,516,70,"1PuttsperRound",2007
12,12,"Chris Riley",59,7.37,435,59,"1PuttsperRound",2007
14,14,"Nathan Green",103,7.35,757,103,"1PuttsperRound",2007
15,15,"Steve Stricker",81,7.34,587,80,"1PuttsperRound",2007
16,16,"Geoff Ogilvy",84,7.32,571,78,"1PuttsperRound",2007
16,16,"Tom Pernice Jr",104,7.32,761,104,"1PuttsperRound",2007
18,18,"Justin Rose",63,7.31,431,59,"1PuttsperRound",2007
19,19,"Bob Estes",88,7.3,642,88,"1PuttsperRound",2007
20,20,"Brian Gay",107,7.28,779,107,"1PuttsperRound",2007
20,20,"John Mallinger",96,7.28,699,96,"1PuttsperRound",2007
22,22,"Arron Oberholser",69,7.25,493,68,"1PuttsperRound",2007
23,23,"Woody Austin",95,7.23,687,95,"1PuttsperRound",2007
24,24,"Luke Donald",69,7.22,484,67,"1PuttsperRound",2007
25,25,"Daniel Chopra",106,7.21,764,106,"1PuttsperRound",2007
25,25,"Sergio Garcia",68,7.21,476,66,"1PuttsperRound",2007
27,27,"Ryan Moore",92,7.2,662,92,"1PuttsperRound",2007
28,28,"Phil Mickelson",73,7.18,510,71,"1PuttsperRound",2007
28,28,"Ian Poulter",63,7.18,431,60,"1PuttsperRound",2007
30,30,"Rich Barcelo",80,7.16,573,80,"1PuttsperRound",2007
30,30,"Zach Johnson",76,7.16,537,75,"1PuttsperRound",2007
32,32,"JP Hayes",89,7.15,636,89,"1PuttsperRound",2007
32,32,"Mark Hensby",81,7.15,579,81,"1PuttsperRound",2007
32,32,"Michael Sim",52,7.15,372,52,"1PuttsperRound",2007
35,35,"Stuart Appleby",74,7.14,521,73,"1PuttsperRound",2007
35,35,"Corey Pavin",81,7.14,578,81,"1PuttsperRound",2007
37,37,"Retief Goosen",50,7.13,342,48,"1PuttsperRound",2007
37,37,"Bob Heintz",85,7.13,606,85,"1PuttsperRound",2007
37,37,"David Toms",80,7.13,549,77,"1PuttsperRound",2007
37,37,"Dean Wilson",92,7.13,656,92,"1PuttsperRound",2007
41,41,"Ken Duke",112,7.12,797,112,"1PuttsperRound",2007
42,42,"John Rollins",102,7.11,718,101,"1PuttsperRound",2007
42,42,"Heath Slocum",101,7.11,718,101,"1PuttsperRound",2007
42,42,"Mike Weir",82,7.11,576,81,"1PuttsperRound",2007
45,45,"Jason Gore",86,7.1,611,86,"1PuttsperRound",2007
45,45,"Tag Ridings",52,7.1,369,52,"1PuttsperRound",2007
45,45,"Vijay Singh",102,7.1,710,100,"1PuttsperRound",2007
48,48,"Ernie Els",59,7.09,411,58,"1PuttsperRound",2007
48,48,"Mathias Gronberg",95,7.09,674,95,"1PuttsperRound",2007
50,50,"Craig Lile",77,7.08,545,77,"1PuttsperRound",2007
50,50,"Carl Pettersson",111,7.08,779,110,"1PuttsperRound",2007
52,52,"Adam Scott",69,7.07,481,68,"1PuttsperRound",2007
52,52,"Scott Verplank",82,7.07,573,81,"1PuttsperRound",2007
54,54,"KJ Choi",87,7.06,600,85,"1PuttsperRound",2007
55,55,"Mark Calcavecchia",93,7.05,656,93,"1PuttsperRound",2007
55,55,"Justin Leonard",95,7.05,670,95,"1PuttsperRound",2007
55,55,"Jesper Parnevik",88,7.05,620,88,"1PuttsperRound",2007
55,55,"Bubba Watson",80,7.05,564,80,"1PuttsperRound",2007
59,59,"Chris DiMarco",79,7.04,542,77,"1PuttsperRound",2007
60,60,"Marco Dawson",73,7.03,513,73,"1PuttsperRound",2007
60,60,"Charley Hoffman",97,7.03,682,97,"1PuttsperRound",2007
60,60,"Tiger Woods",63,7.03,422,60,"1PuttsperRound",2007
63,63,"Joe Ogilvie",102,7.02,716,102,"1PuttsperRound",2007
64,64,"Craig Bowden",78,7,546,78,"1PuttsperRound",2007
64,64,"Parker McLachlin",83,7,581,83,"1PuttsperRound",2007
66,66,"Lucas Glover",98,6.99,678,97,"1PuttsperRound",2007
67,67,"Ryan Palmer",91,6.98,635,91,"1PuttsperRound",2007
67,67,"Jay Williamson",50,6.98,349,50,"1PuttsperRound",2007
69,69,"Brandt Snedeker",105,6.97,732,105,"1PuttsperRound",2007
70,70,"Rich Beem",89,6.96,619,89,"1PuttsperRound",2007
70,70,"Steve Flesch",100,6.96,696,100,"1PuttsperRound",2007
72,72,"Sean OHair",98,6.95,681,98,"1PuttsperRound",2007
72,72,"Jeff Quinney",95,6.95,660,95,"1PuttsperRound",2007
74,74,"Frank Lickliter II",95,6.94,659,95,"1PuttsperRound",2007
74,74,"Rocco Mediate",72,6.94,500,72,"1PuttsperRound",2007
76,76,"Eric Axley",107,6.93,742,107,"1PuttsperRound",2007
76,76,"Camilo Villegas",82,6.93,568,82,"1PuttsperRound",2007
78,78,"Gavin Coles",87,6.92,602,87,"1PuttsperRound",2007
78,78,"Chris Couch",76,6.92,526,76,"1PuttsperRound",2007
78,78,"Anthony Kim",93,6.92,644,93,"1PuttsperRound",2007
78,78,"Troy Matteson",87,6.92,602,87,"1PuttsperRound",2007
82,82,"Cliff Kresge",107,6.91,739,107,"1PuttsperRound",2007
82,82,"Henrik Stenson",52,6.91,318,46,"1PuttsperRound",2007
84,84,"Todd Hamilton",76,6.89,524,76,"1PuttsperRound",2007
85,85,"Bart Bryant",87,6.88,592,86,"1PuttsperRound",2007
85,85,"Andrew Buckle",77,6.88,530,77,"1PuttsperRound",2007
87,87,"John Daly",59,6.85,404,59,"1PuttsperRound",2007
88,88,"Stewart Cink",91,6.84,602,88,"1PuttsperRound",2007
88,88,"Vaughn Taylor",91,6.84,622,91,"1PuttsperRound",2007
90,90,"Bo Van Pelt",104,6.83,710,104,"1PuttsperRound",2007
90,90,"Charlie Wi",90,6.83,615,90,"1PuttsperRound",2007
92,92,"George McNeill",95,6.81,647,95,"1PuttsperRound",2007
92,92,"Nick OHern",72,6.81,463,68,"1PuttsperRound",2007
94,94,"Stephen Ames",81,6.8,517,76,"1PuttsperRound",2007
94,94,"Steve Lowery",74,6.8,503,74,"1PuttsperRound",2007
96,96,"Jason Bohn",57,6.79,387,57,"1PuttsperRound",2007
97,97,"Ben Curtis",80,6.78,542,80,"1PuttsperRound",2007
97,97,"Brian Davis",101,6.78,685,101,"1PuttsperRound",2007
97,97,"Will Ma Kenzie",100,6.78,678,100,"1PuttsperRound",2007
100,100,"Dicky Pride",71,6.77,481,71,"1PuttsperRound",2007
101,101,"Kevin Sutherland",85,6.75,574,85,"1PuttsperRound",2007
102,102,"Jarrod Lyle",77,6.74,519,77,"1PuttsperRound",2007
103,103,"Tripp Isenhour",86,6.72,578,86,"1PuttsperRound",2007
103,103,"Craig Kanada",109,6.72,732,109,"1PuttsperRound",2007
105,105,"Steve Elkington",87,6.71,584,87,"1PuttsperRound",2007
105,105,"Kent Jones",97,6.71,651,97,"1PuttsperRound",2007
107,107,"Steve Marino",106,6.7,710,106,"1PuttsperRound",2007
107,107,"Bryce Molder",56,6.7,375,56,"1PuttsperRound",2007
109,109,"Craig Barlow",52,6.69,348,52,"1PuttsperRound",2007
109,109,"Jason Dufner",100,6.69,669,100,"1PuttsperRound",2007
111,111,"Alex Cejka",80,6.68,534,80,"1PuttsperRound",2007
111,111,"Jose Coceres",50,6.68,334,50,"1PuttsperRound",2007
111,111,"Jerry Kelly",101,6.68,675,101,"1PuttsperRound",2007
111,111,"Jeff Maggert",79,6.68,528,79,"1PuttsperRound",2007
115,115,"Billy Andrade",88,6.67,587,88,"1PuttsperRound",2007
115,115,"Brian Bateman",55,6.67,367,55,"1PuttsperRound",2007
115,115,"Jim Furyk",84,6.67,547,82,"1PuttsperRound",2007
118,118,"Matt Kuchar",85,6.66,566,85,"1PuttsperRound",2007
119,119,"Hunter Mahan",91,6.65,605,91,"1PuttsperRound",2007
120,120,"Kirk Triplett",77,6.64,511,77,"1PuttsperRound",2007
121,121,"Mathew Goggin",97,6.62,642,97,"1PuttsperRound",2007
121,121,"Rod Pampling",92,6.62,596,90,"1PuttsperRound",2007
123,123,"DJ Trahan",99,6.61,654,99,"1PuttsperRound",2007
123,123,"Bob Tway",103,6.61,681,103,"1PuttsperRound",2007
123,123,"Jaco Van Zyl",51,6.61,337,51,"1PuttsperRound",2007
126,126,"Nick Watney",87,6.59,573,87,"1PuttsperRound",2007
127,127,"Harrison Frazar",88,6.58,579,88,"1PuttsperRound",2007
128,128,"Tim Herron",98,6.57,644,98,"1PuttsperRound",2007
128,128,"Shaun Micheel",91,6.57,578,88,"1PuttsperRound",2007
130,130,"Michael Boyd",61,6.56,400,61,"1PuttsperRound",2007
131,131,"Tom Johnson",74,6.55,485,74,"1PuttsperRound",2007
132,132,"Brett Quigley",79,6.54,510,78,"1PuttsperRound",2007
133,133,"Charles Howell III",89,6.53,562,86,"1PuttsperRound",2007
134,134,"Doug LaBelle II",104,6.51,677,104,"1PuttsperRound",2007
135,135,"Ryan Armour",107,6.5,696,107,"1PuttsperRound",2007
135,135,"Jeff Overton",60,6.5,390,60,"1PuttsperRound",2007
137,137,"David Branshaw",83,6.49,539,83,"1PuttsperRound",2007
137,137,"Pat Perez",84,6.49,545,84,"1PuttsperRound",2007
137,137,"Kenny Perry",83,6.49,539,83,"1PuttsperRound",2007
140,140,"JB Holmes",71,6.48,460,71,"1PuttsperRound",2007
140,140,"Jason Schultz",63,6.48,408,63,"1PuttsperRound",2007
140,140,"Steve Wheatcroft",73,6.48,473,73,"1PuttsperRound",2007
143,143,"Glen Day",85,6.47,550,85,"1PuttsperRound",2007
144,144,"Robert Allenby",90,6.46,575,89,"1PuttsperRound",2007
144,144,"Billy Mayfair",98,6.46,633,98,"1PuttsperRound",2007
146,146,"Charles Warren",101,6.45,651,101,"1PuttsperRound",2007
147,147,"Chris Tidland",59,6.44,380,59,"1PuttsperRound",2007
148,148,"Steve Allan",63,6.43,405,63,"1PuttsperRound",2007
148,148,"Stephen Leaney",82,6.43,527,82,"1PuttsperRound",2007
148,148,"Daisuke Maruyama",86,6.43,553,86,"1PuttsperRound",2007
151,151,"Jeff Brehaut",59,6.42,379,59,"1PuttsperRound",2007
151,151,"Lee Janzen",66,6.42,424,66,"1PuttsperRound",2007
153,153,"Bubba Dickerson",51,6.41,327,51,"1PuttsperRound",2007
153,153,"Robert Garrigus",95,6.41,609,95,"1PuttsperRound",2007
153,153,"Richard Johnson",93,6.41,596,93,"1PuttsperRound",2007
153,153,"Duffy Waldorf",69,6.41,442,69,"1PuttsperRound",2007
153,153,"Mark Wilson",87,6.41,558,87,"1PuttsperRound",2007
158,158,"Briny Baird",115,6.37,733,115,"1PuttsperRound",2007
158,158,"Fred Funk",65,6.37,414,65,"1PuttsperRound",2007
158,158,"Johnson Wagner",97,6.37,618,97,"1PuttsperRound",2007
161,161,"Paul Gow",70,6.36,445,70,"1PuttsperRound",2007
161,161,"Chris Stroud",66,6.36,420,66,"1PuttsperRound",2007
163,163,"Bill Haas",93,6.35,591,93,"1PuttsperRound",2007
164,164,"Brendon de Jonge",76,6.34,482,76,"1PuttsperRound",2007
165,165,"Peter Lonard",85,6.33,538,85,"1PuttsperRound",2007
166,166,"Chad Campbell",96,6.32,569,90,"1PuttsperRound",2007
167,167,"Matt Hendrix",63,6.3,397,63,"1PuttsperRound",2007
167,167,"Boo Weekley",101,6.3,636,101,"1PuttsperRound",2007
169,169,"Brett Wetterich",88,6.29,547,87,"1PuttsperRound",2007
170,170,"Michael Allen",74,6.28,465,74,"1PuttsperRound",2007
170,170,"Cameron Beckman",96,6.28,603,96,"1PuttsperRound",2007
172,172,"Kyle Reifers",71,6.27,445,71,"1PuttsperRound",2007
173,173,"Paul Stankowski",52,6.25,325,52,"1PuttsperRound",2007
174,174,"Scott Gutschewski",67,6.21,416,67,"1PuttsperRound",2007
174,174,"Joey Sindelar",75,6.21,466,75,"1PuttsperRound",2007
176,176,"Tom Lehman",62,6.19,384,62,"1PuttsperRound",2007
