"DistancetoApex_RANKTHISWEEK_2007","DistancetoApex_RANKLASTWEEK_2007","DistancetoApex_PLAYERNAME_2007","DistancetoApex_ROUNDS_2007","DistancetoApex_AVG_2007","DistancetoApex_TOTALAPEXRANGE_2007","DistancetoApex_TOTALATTEMPTS_2007","DistancetoApex_LONGESTDISTTOAPEX_2007","DistancetoApex_SHORTESTDISTTOAPEX_2007","stat_name","year"
34,34,"Ryan Palmer",91,185.7,9099.7,49,195.1,155.5,"DistancetoApex",2007
34,34,"Kevin Stadler",95,185.7,8911.5,48,199.1,163,"DistancetoApex",2007
37,37,"Kyle Reifers",71,185.4,4820.4,26,202.9,135.5,"DistancetoApex",2007
38,38,"Greg Owen",81,185.3,7226.2,39,201.8,152.1,"DistancetoApex",2007
39,39,"Aaron Baddeley",83,185.1,6849,37,205.8,145.5,"DistancetoApex",2007
39,39,"Mathew Goggin",97,185.1,11104.5,60,205,167.1,"DistancetoApex",2007
39,39,"Michael Sim",52,185.1,5369.3,29,197.6,156.5,"DistancetoApex",2007
42,42,"Brendon de Jonge",76,185,7216.9,39,198.2,161,"DistancetoApex",2007
43,43,"JJ Henry",86,184.7,8125.7,44,201.9,157,"DistancetoApex",2007
44,44,"Daniel Chopra",106,184.6,12000.1,65,204.7,162.8,"DistancetoApex",2007
44,44,"Stewart Cink",91,184.6,11260.3,61,198,164.9,"DistancetoApex",2007
44,44,"Camilo Villegas",82,184.6,7383.8,40,198.8,113.6,"DistancetoApex",2007
47,47,"Matt Hendrix",63,184,6623.7,36,201.6,158.2,"DistancetoApex",2007
48,48,"Jim Rutledge",59,183.7,4408.2,24,194.8,167.3,"DistancetoApex",2007
49,49,"Andrew Buckle",77,183.6,9365.3,51,203.7,162.3,"DistancetoApex",2007
49,49,"Brett Quigley",79,183.6,6608.5,36,199.9,143.2,"DistancetoApex",2007
51,51,"DJ Trahan",99,183.5,9539.5,52,204,166.5,"DistancetoApex",2007
52,52,"Chris Tidland",59,183.3,7331.6,40,196.4,139.4,"DistancetoApex",2007
53,53,"Hunter Mahan",91,183.1,8422.7,46,196.6,159.4,"DistancetoApex",2007
54,54,"Stuart Appleby",74,183,10248.9,56,198.2,156.9,"DistancetoApex",2007
54,54,"Bo Van Pelt",104,183,11530.1,63,204.5,145.8,"DistancetoApex",2007
56,56,"John Rollins",102,182.9,11155.8,61,196.1,149.1,"DistancetoApex",2007
57,57,"Sean OHair",98,182.6,11140,61,204.4,161,"DistancetoApex",2007
58,58,"Bryce Molder",56,182.3,4921.1,27,198.1,158,"DistancetoApex",2007
59,59,"Jonathan Byrd",73,182.2,8382.8,46,194.7,147,"DistancetoApex",2007
60,60,"Todd Hamilton",76,182.1,6738.1,37,194.1,159,"DistancetoApex",2007
61,61,"Lee Janzen",66,182,6368.9,35,194.2,156.4,"DistancetoApex",2007
61,61,"Ted Purdy",102,182,9281.4,51,202.1,139.6,"DistancetoApex",2007
63,63,"Vijay Singh",102,181.6,11988.3,66,196.6,146.3,"DistancetoApex",2007
64,64,"Marco Dawson",73,181.4,6893.7,38,195.7,162.1,"DistancetoApex",2007
65,65,"Billy Andrade",88,181.3,10150.5,56,194.4,162.5,"DistancetoApex",2007
65,65,"Rich Beem",89,181.3,10155.3,56,194,161,"DistancetoApex",2007
65,65,"Chad Campbell",96,181.3,9609.4,53,195.7,142.4,"DistancetoApex",2007
65,65,"Chris Stroud",66,181.3,6346.1,35,194.8,165.5,"DistancetoApex",2007
69,69,"Rich Barcelo",80,181,7782.8,43,196.5,146.9,"DistancetoApex",2007
69,69,"Johnson Wagner",97,181,9956.4,55,195.3,158,"DistancetoApex",2007
71,71,"Steve Wheatcroft",73,180.9,6694.9,37,195.9,161.2,"DistancetoApex",2007
72,72,"Will Ma Kenzie",100,180.8,11752.1,65,192.9,147.7,"DistancetoApex",2007
73,73,"Woody Austin",95,180.6,11014.8,61,203.2,155.3,"DistancetoApex",2007
73,73,"Shaun Micheel",91,180.6,7403.8,41,208.3,159,"DistancetoApex",2007
75,75,"Joe Durant",88,180.5,9025.7,50,192.6,153.1,"DistancetoApex",2007
76,76,"Trevor Immelman",74,180.3,6489.7,36,200.7,157.9,"DistancetoApex",2007
76,76,"Boo Weekley",101,180.3,8111.4,45,196.4,136.3,"DistancetoApex",2007
78,78,"Rory Sabbatini",81,180.1,7743.5,43,195,161.3,"DistancetoApex",2007
79,79,"Mathias Gronberg",95,179.8,10248.8,57,198.1,151.8,"DistancetoApex",2007
79,79,"Steve Marino",106,179.8,9711.5,54,192,135.2,"DistancetoApex",2007
79,79,"Jason Schultz",63,179.8,5035.3,28,189.3,162.5,"DistancetoApex",2007
82,82,"Jarrod Lyle",77,179.5,8256,46,196.7,156.4,"DistancetoApex",2007
82,82,"Ryan Moore",92,179.5,10770,60,196.1,148.9,"DistancetoApex",2007
84,84,"Jose Maria Olazabal",52,179.4,4665.2,26,194.1,131.2,"DistancetoApex",2007
85,85,"Jason Bohn",57,179.3,5737.6,32,193.5,167.4,"DistancetoApex",2007
86,86,"Craig Barlow",52,179,4475.6,25,193,159.6,"DistancetoApex",2007
86,86,"Rod Pampling",92,179,10022.4,56,201.5,156.1,"DistancetoApex",2007
88,88,"Bubba Dickerson",51,178.9,4471.6,25,193,165.6,"DistancetoApex",2007
89,89,"Mark Calcavecchia",93,178.7,9471.4,53,207.8,153.9,"DistancetoApex",2007
89,89,"Alex Cejka",80,178.7,8220.5,46,202.8,159.7,"DistancetoApex",2007
91,91,"Tim Herron",98,178.5,10707.4,60,194.5,159,"DistancetoApex",2007
91,91,"Kenny Perry",83,178.5,9459.8,53,191.4,165,"DistancetoApex",2007
93,93,"Anders Hansen",55,178.3,5348.7,30,187.7,161.5,"DistancetoApex",2007
94,94,"Steve Allan",63,178,6230.2,35,187.3,161.2,"DistancetoApex",2007
95,95,"Steve Stricker",81,177.9,9782.8,55,193,159.4,"DistancetoApex",2007
95,95,"Kevin Sutherland",85,177.9,9251.8,52,200.6,126.2,"DistancetoApex",2007
97,97,"Tim Petrovic",106,177.8,9244.4,52,195.8,147.4,"DistancetoApex",2007
98,98,"KJ Choi",87,177.5,9053.3,51,197.9,154.4,"DistancetoApex",2007
98,98,"Frank Lickliter II",95,177.5,11361.6,64,189.6,142.2,"DistancetoApex",2007
100,100,"Rocco Mediate",72,177.4,9579.7,54,189.7,151.4,"DistancetoApex",2007
100,100,"John Merrick",92,177.4,9581.8,54,191.2,152.4,"DistancetoApex",2007
102,102,"Carl Pettersson",111,177.3,13119.4,74,197.9,140.9,"DistancetoApex",2007
103,103,"Freddie Jacobson",70,177.2,7621,43,212.4,154.5,"DistancetoApex",2007
103,103,"Charlie Wi",90,177.2,9746.8,55,216.3,153.8,"DistancetoApex",2007
105,105,"David Branshaw",83,176.9,9373.5,53,196.4,157.4,"DistancetoApex",2007
105,105,"Jeff Overton",60,176.9,6192.2,35,201.2,65.8,"DistancetoApex",2007
105,105,"Duffy Waldorf",69,176.9,6900.3,39,205.5,165.8,"DistancetoApex",2007
108,108,"Peter Lonard",85,176.8,8841.4,50,196.4,148.2,"DistancetoApex",2007
109,109,"Brian Bateman",55,176.6,5827.5,33,190.8,165,"DistancetoApex",2007
110,110,"Jeff Brehaut",59,176.5,6176.1,35,200.4,144.5,"DistancetoApex",2007
111,111,"DJ Brigman",67,176.4,6878.6,39,194.4,150.3,"DistancetoApex",2007
111,111,"Justin Rose",63,176.4,5822.8,33,190.5,132.8,"DistancetoApex",2007
113,113,"Briny Baird",115,176,12670.8,72,208,150.4,"DistancetoApex",2007
114,114,"Jim Furyk",84,175.8,9667.7,55,188.3,155.1,"DistancetoApex",2007
114,114,"Kent Jones",97,175.8,10724.5,61,190.3,157.5,"DistancetoApex",2007
116,116,"Joe Ogilvie",102,175.7,11950.4,68,194.1,140.4,"DistancetoApex",2007
116,116,"Joey Sindelar",75,175.7,8432.5,48,195.5,139.5,"DistancetoApex",2007
118,118,"Jesper Parnevik",88,175.6,9304.6,53,193,158,"DistancetoApex",2007
119,119,"Tom Lehman",62,175.1,6477.2,37,191,153.2,"DistancetoApex",2007
120,120,"Tom Johnson",74,175,7699.3,44,187.6,145.4,"DistancetoApex",2007
121,121,"Ken Duke",112,174.9,8047,46,200.4,152.5,"DistancetoApex",2007
122,122,"Craig Lile",77,174.8,7866.9,45,188.2,156.3,"DistancetoApex",2007
123,123,"Cameron Beckman",96,174.7,8908.3,51,193,158.1,"DistancetoApex",2007
124,124,"Mike Weir",82,174.2,7492.3,43,186.1,146.7,"DistancetoApex",2007
125,125,"Steve Flesch",100,174,9397.6,54,188.8,144.4,"DistancetoApex",2007
125,125,"Jaco Van Zyl",51,174,5569.5,32,183,159.6,"DistancetoApex",2007
127,127,"Stephen Ames",81,173.9,6609.1,38,190.8,149.7,"DistancetoApex",2007
127,127,"Eric Axley",107,173.9,10778.9,62,191.5,157.5,"DistancetoApex",2007
129,129,"Dicky Pride",71,173.8,7297.8,42,188,136.9,"DistancetoApex",2007
130,130,"Luke Donald",69,173.7,6948.8,40,187.5,135.5,"DistancetoApex",2007
131,131,"Jeff Gove",103,173.6,11803.8,68,193.2,147,"DistancetoApex",2007
132,132,"Jason Dufner",100,173.4,8499,49,188.4,131.9,"DistancetoApex",2007
132,132,"Parker McLachlin",83,173.4,7281.8,42,189.4,151.5,"DistancetoApex",2007
134,134,"Steve Lowery",74,173.3,8144.7,47,196,147,"DistancetoApex",2007
134,134,"Arron Oberholser",69,173.3,8143.7,47,185.7,149.6,"DistancetoApex",2007
136,136,"Chris DiMarco",79,173.2,7622.7,44,185,151.2,"DistancetoApex",2007
136,136,"Bob Heintz",85,173.2,7619.4,44,188,149.8,"DistancetoApex",2007
138,138,"Ryuji Imada",104,173.1,13158.6,76,206.8,147.6,"DistancetoApex",2007
139,139,"Brandt Snedeker",105,173,10379.1,60,190.4,150.1,"DistancetoApex",2007
139,139,"Darron Stiles",65,173,5709.9,33,187.1,151.6,"DistancetoApex",2007
141,141,"Ian Poulter",63,172.9,5532.3,32,191.1,148.5,"DistancetoApex",2007
142,142,"Dean Wilson",92,172.8,8811.4,51,188.7,144.9,"DistancetoApex",2007
143,143,"Jay Williamson",50,172.7,4490.3,26,187.7,155.2,"DistancetoApex",2007
144,144,"Nathan Green",103,172.4,10686.1,62,189.2,118.7,"DistancetoApex",2007
145,145,"Mark Hensby",81,172.1,9463.9,55,197.1,144,"DistancetoApex",2007
146,146,"JP Hayes",89,172,9457.5,55,191.7,150.8,"DistancetoApex",2007
147,147,"Michael Allen",74,171.9,7046.7,41,192.7,145.7,"DistancetoApex",2007
147,147,"Tripp Isenhour",86,171.9,8077.4,47,185,152.3,"DistancetoApex",2007
149,149,"Bob Tway",103,171.7,9786.3,57,189.7,150.2,"DistancetoApex",2007
150,150,"Brian Davis",101,171.4,9768.4,57,184.2,154.5,"DistancetoApex",2007
150,150,"Doug LaBelle II",104,171.4,10453.9,61,191.2,141.7,"DistancetoApex",2007
152,152,"Justin Leonard",95,171.3,10446.5,61,187.7,148.3,"DistancetoApex",2007
153,153,"David Toms",80,171.2,8901.4,52,187.3,154.6,"DistancetoApex",2007
154,154,"Bob Estes",88,171,10086.9,59,182.3,135,"DistancetoApex",2007
154,154,"Kevin Na",84,171,8892.5,52,186.9,136.4,"DistancetoApex",2007
156,156,"Ryan Armour",107,170.5,11255.1,66,191.8,148.4,"DistancetoApex",2007
156,156,"Cliff Kresge",107,170.5,11592.1,68,189.8,130,"DistancetoApex",2007
156,156,"Jeff Quinney",95,170.5,9717.3,57,187,148.2,"DistancetoApex",2007
159,159,"Heath Slocum",101,170.3,12089.8,71,180.8,152.2,"DistancetoApex",2007
160,160,"Zach Johnson",76,170.1,9185.3,54,200.2,153.8,"DistancetoApex",2007
161,161,"Billy Mayfair",98,170,11048.2,65,196.8,145.2,"DistancetoApex",2007
162,162,"Jeff Maggert",79,169.7,8995.3,53,190.4,145.2,"DistancetoApex",2007
163,163,"Chris Riley",59,169.5,5255.1,31,188.8,152.5,"DistancetoApex",2007
164,164,"Vaughn Taylor",91,169.2,9473.9,56,180.4,151.1,"DistancetoApex",2007
165,165,"Daisuke Maruyama",86,169,8785.6,52,192.3,143.3,"DistancetoApex",2007
165,165,"Tom Pernice Jr",104,169,9800.3,58,187.1,134.2,"DistancetoApex",2007
167,167,"Mark Wilson",87,168.8,10465.2,62,193.7,141.2,"DistancetoApex",2007
168,168,"Stephen Leaney",82,168.7,8097.3,48,185.2,149.7,"DistancetoApex",2007
169,169,"Robert Gamez",88,168,8901.5,53,180.7,142,"DistancetoApex",2007
170,170,"Tommy Armour III",81,167.7,9225.9,55,186.1,147.3,"DistancetoApex",2007
171,171,"Bart Bryant",87,167.5,9043.6,54,189.6,137.8,"DistancetoApex",2007
172,172,"Nick OHern",72,167.4,7531.4,45,187.7,126.8,"DistancetoApex",2007
173,173,"Richard Johnson",93,167.2,7357.2,44,183.4,134.4,"DistancetoApex",2007
174,174,"Paul Gow",70,167,6678.2,40,185.3,139.8,"DistancetoApex",2007
175,175,"Jerry Kelly",101,166.9,10515.8,63,184.3,144,"DistancetoApex",2007
176,176,"Scott Verplank",82,166.6,8331.7,50,180.7,145.1,"DistancetoApex",2007
177,177,"Ben Curtis",80,166.5,8326.4,50,183.9,122.3,"DistancetoApex",2007
178,178,"John Mallinger",96,166.3,10143.8,61,182,123.5,"DistancetoApex",2007
179,179,"Tom Byrum",50,166.1,4816,29,177,144.1,"DistancetoApex",2007
179,179,"Kirk Triplett",77,166.1,9469.1,57,178.2,145.5,"DistancetoApex",2007
181,181,"Glen Day",85,165.5,8608.3,52,181.3,146.3,"DistancetoApex",2007
182,182,"Tim Clark",66,165.2,8096,49,182.4,147.6,"DistancetoApex",2007
183,183,"Jose Coceres",50,165.1,6438.6,39,184.2,142.4,"DistancetoApex",2007
183,183,"Jeff Sluman",60,165.1,4788.8,29,183.2,150.7,"DistancetoApex",2007
185,185,"Michael Boyd",61,165,5773.9,35,177.3,142.5,"DistancetoApex",2007
186,186,"Shigeki Maruyama",84,164.7,8399.4,51,180.1,126.8,"DistancetoApex",2007
187,187,"Fred Funk",65,164.5,6581,40,179,144.2,"DistancetoApex",2007
188,188,"Paul Goydos",60,164.3,6406.4,39,175.4,141.1,"DistancetoApex",2007
189,189,"Matt Kuchar",85,163.8,7536.9,46,182.9,127.9,"DistancetoApex",2007
190,190,"Steve Elkington",87,163.7,7367.7,45,172.8,145.3,"DistancetoApex",2007
191,191,"Mark Brooks",53,161.1,4349.7,27,168.8,142.8,"DistancetoApex",2007
192,192,"Brian Gay",107,160.1,11050.2,69,172.7,143.8,"DistancetoApex",2007
192,192,"Craig Kanada",109,160.1,10246.3,64,176,140.2,"DistancetoApex",2007
194,194,"Gavin Coles",87,159.7,7823.4,49,169.2,142.7,"DistancetoApex",2007
195,195,"Craig Bowden",78,155.2,7607.2,49,165.3,139.7,"DistancetoApex",2007
196,196,"Corey Pavin",81,155,7283.4,47,174.3,96.7,"DistancetoApex",2007
