"Approach225250yardsRTP_RANKTHISWEEK_2008","Approach225250yardsRTP_RANKLASTWEEK_2008","Approach225250yardsRTP_PLAYERNAME_2008","Approach225250yardsRTP_ROUNDS_2008","Approach225250yardsRTP_AVGRTP_2008","stat_name","year"
1,1,"Martin Laird",98,-0.453,"Approach225250yardsRTP",2008
2,2,"Brenden Pappas",66,-0.452,"Approach225250yardsRTP",2008
3,3,"Kevin Na",97,-0.42,"Approach225250yardsRTP",2008
4,4,"Ron Whittaker",54,-0.385,"Approach225250yardsRTP",2008
5,5,"Jimmy Walker",73,-0.378,"Approach225250yardsRTP",2008
6,6,"Ted Purdy",68,-0.375,"Approach225250yardsRTP",2008
7,7,"Fred Couples",60,-0.358,"Approach225250yardsRTP",2008
8,8,"Angel Cabrera",55,-0.342,"Approach225250yardsRTP",2008
8,8,"Bo Van Pelt",101,-0.342,"Approach225250yardsRTP",2008
10,10,"Nick Watney",96,-0.325,"Approach225250yardsRTP",2008
11,11,"Phil Mickelson",80,-0.323,"Approach225250yardsRTP",2008
12,12,"Jason Day",81,-0.322,"Approach225250yardsRTP",2008
13,13,"Retief Goosen",59,-0.314,"Approach225250yardsRTP",2008
14,14,"Woody Austin",109,-0.313,"Approach225250yardsRTP",2008
14,14,"Mathias Gronberg",87,-0.313,"Approach225250yardsRTP",2008
14,14,"Jesper Parnevik",88,-0.313,"Approach225250yardsRTP",2008
17,17,"Chris Stroud",81,-0.311,"Approach225250yardsRTP",2008
18,18,"Lucas Glover",91,-0.31,"Approach225250yardsRTP",2008
19,19,"Chad Campbell",94,-0.306,"Approach225250yardsRTP",2008
20,20,"Michael Letzig",88,-0.304,"Approach225250yardsRTP",2008
20,20,"Chris Riley",51,-0.304,"Approach225250yardsRTP",2008
22,22,"Aaron Baddeley",76,-0.302,"Approach225250yardsRTP",2008
23,23,"Gavin Coles",54,-0.297,"Approach225250yardsRTP",2008
24,24,"John Senden",93,-0.292,"Approach225250yardsRTP",2008
25,25,"Steve Allan",58,-0.286,"Approach225250yardsRTP",2008
26,26,"Robert Allenby",108,-0.281,"Approach225250yardsRTP",2008
26,26,"Jason Allred",63,-0.281,"Approach225250yardsRTP",2008
26,26,"Rocco Mediate",87,-0.281,"Approach225250yardsRTP",2008
29,29,"Kevin Stadler",90,-0.28,"Approach225250yardsRTP",2008
30,30,"Nicholas Thompson",113,-0.278,"Approach225250yardsRTP",2008
31,31,"Tom Pernice Jr",104,-0.277,"Approach225250yardsRTP",2008
32,32,"Tom Scherrer",56,-0.276,"Approach225250yardsRTP",2008
33,33,"Stephen Ames",83,-0.273,"Approach225250yardsRTP",2008
34,34,"Stewart Cink",87,-0.27,"Approach225250yardsRTP",2008
35,35,"Tag Ridings",88,-0.265,"Approach225250yardsRTP",2008
36,36,"Carlos Franco",73,-0.263,"Approach225250yardsRTP",2008
37,37,"Todd Demsey",80,-0.261,"Approach225250yardsRTP",2008
37,37,"Anthony Kim",81,-0.261,"Approach225250yardsRTP",2008
39,39,"Bob Tway",70,-0.258,"Approach225250yardsRTP",2008
40,40,"Harrison Frazar",73,-0.256,"Approach225250yardsRTP",2008
41,41,"Mathew Goggin",91,-0.25,"Approach225250yardsRTP",2008
41,41,"Trevor Immelman",70,-0.25,"Approach225250yardsRTP",2008
41,41,"Adam Scott",51,-0.25,"Approach225250yardsRTP",2008
44,44,"YE Yang",89,-0.242,"Approach225250yardsRTP",2008
45,45,"Robert Garrigus",90,-0.239,"Approach225250yardsRTP",2008
46,46,"Dustin Johnson",92,-0.235,"Approach225250yardsRTP",2008
46,46,"David Lutterus",59,-0.235,"Approach225250yardsRTP",2008
46,46,"Steve Marino",119,-0.235,"Approach225250yardsRTP",2008
49,49,"Steve Flesch",95,-0.234,"Approach225250yardsRTP",2008
49,49,"Jim Furyk",95,-0.234,"Approach225250yardsRTP",2008
51,51,"Jason Gore",94,-0.231,"Approach225250yardsRTP",2008
52,52,"DJ Trahan",94,-0.23,"Approach225250yardsRTP",2008
53,53,"Ken Duke",116,-0.226,"Approach225250yardsRTP",2008
53,53,"Boo Weekley",86,-0.226,"Approach225250yardsRTP",2008
53,53,"Mike Weir",88,-0.226,"Approach225250yardsRTP",2008
56,56,"Ryan Armour",87,-0.224,"Approach225250yardsRTP",2008
56,56,"Jon Mills",95,-0.224,"Approach225250yardsRTP",2008
56,56,"Pat Perez",93,-0.224,"Approach225250yardsRTP",2008
59,59,"Chris DiMarco",87,-0.222,"Approach225250yardsRTP",2008
59,59,"Tommy Gainey",60,-0.222,"Approach225250yardsRTP",2008
59,59,"Jeff Overton",103,-0.222,"Approach225250yardsRTP",2008
62,62,"Eric Axley",113,-0.22,"Approach225250yardsRTP",2008
62,62,"Vijay Singh",82,-0.22,"Approach225250yardsRTP",2008
64,64,"Ryan Palmer",69,-0.219,"Approach225250yardsRTP",2008
65,65,"John Rollins",94,-0.217,"Approach225250yardsRTP",2008
66,66,"Charles Howell III",101,-0.216,"Approach225250yardsRTP",2008
66,66,"Andres Romero",69,-0.216,"Approach225250yardsRTP",2008
68,68,"Ben Curtis",80,-0.214,"Approach225250yardsRTP",2008
68,68,"Sean OHair",81,-0.214,"Approach225250yardsRTP",2008
70,70,"Carl Pettersson",110,-0.213,"Approach225250yardsRTP",2008
70,70,"Camilo Villegas",79,-0.213,"Approach225250yardsRTP",2008
72,72,"Brad Adamonis",87,-0.21,"Approach225250yardsRTP",2008
72,72,"Briny Baird",113,-0.21,"Approach225250yardsRTP",2008
72,72,"Vaughn Taylor",103,-0.21,"Approach225250yardsRTP",2008
72,72,"Charles Warren",79,-0.21,"Approach225250yardsRTP",2008
76,76,"Ben Crane",86,-0.207,"Approach225250yardsRTP",2008
77,77,"Bob Estes",90,-0.206,"Approach225250yardsRTP",2008
77,77,"Jeff Gove",50,-0.206,"Approach225250yardsRTP",2008
79,79,"Jonathan Byrd",88,-0.205,"Approach225250yardsRTP",2008
80,80,"Michael Allen",91,-0.204,"Approach225250yardsRTP",2008
81,81,"Nick Flanagan",89,-0.2,"Approach225250yardsRTP",2008
82,82,"Frank Lickliter II",107,-0.194,"Approach225250yardsRTP",2008
82,82,"Bob Sowards",61,-0.194,"Approach225250yardsRTP",2008
84,84,"Padraig Harrington",52,-0.192,"Approach225250yardsRTP",2008
