"PercentageofYardagecoveredbyTeeShotsPar5s_RANKTHISWEEK_2006","PercentageofYardagecoveredbyTeeShotsPar5s_RANKLASTWEEK_2006","PercentageofYardagecoveredbyTeeShotsPar5s_PLAYERNAME_2006","PercentageofYardagecoveredbyTeeShotsPar5s_ROUNDS_2006","PercentageofYardagecoveredbyTeeShotsPar5s_AVGPct_2006","PercentageofYardagecoveredbyTeeShotsPar5s_TOTALSHOTDISTANCE_2006","PercentageofYardagecoveredbyTeeShotsPar5s_TOTALDISTANCE_2006","stat_name","year"
1,1,"Bubba Watson",83,56.95,78343.7,137575,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
2,2,"JB Holmes",81,56.52,66457.5,117576,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
3,3,"Fred Couples",52,55.46,32090.2,57861,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
4,4,"Robert Garrigus",85,55.35,77779.9,140528,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
5,5,"John Daly",51,55.11,46293.3,84006,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
6,6,"Charley Hoffman",100,54.67,94775,173372,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
7,7,"Tiger Woods",55,54.61,38374.4,70268,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
8,8,"Harrison Frazar",95,54.48,76261.4,139987,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
9,9,"Brett Wetterich",82,54.44,74257.7,136413,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
10,10,"Camilo Villegas",95,54.39,81931.4,150650,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
11,11,"Davis Love III",85,54.36,58784.9,108144,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
12,12,"Jason Gore",86,54.31,75065.6,138210,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
13,13,"Tag Ridings",103,54.3,91460.1,168429,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
14,14,"Ryan Hietala",61,54.12,50404.5,93133,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
15,15,"Phil Mickelson",74,54.09,50338.8,93065,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
16,16,"Nick Watney",97,54,90318.1,167256,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
17,17,"Daniel Chopra",110,53.96,94283.3,174714,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
18,18,"Mathew Goggin",72,53.95,57665.1,106889,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
19,19,"Chris Couch",75,53.88,67388.6,125083,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
20,20,"Adam Scott",70,53.83,45564,84642,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
21,21,"Scott Gutschewski",53,53.82,46690.6,86746,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
22,22,"Lucas Glover",105,53.81,87491.7,162595,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
23,23,"Pat Perez",50,53.74,44524.7,82848,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
24,24,"Retief Goosen",68,53.73,47281.6,87991,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
25,25,"Kris Cox",83,53.68,71105.8,132472,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
26,26,"Jonathan Byrd",66,53.64,56991.8,106254,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
26,26,"David Duval",71,53.64,50419.3,94002,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
28,28,"Troy Matteson",101,53.61,88252,164610,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
29,29,"Geoff Ogilvy",76,53.59,51548.5,96191,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
30,30,"Charles Warren",93,53.5,80457.3,150384,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
31,31,"Nicholas Thompson",96,53.49,77340.4,144593,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
32,32,"Bubba Dickerson",98,53.48,85191.9,159287,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
33,33,"Jeff Overton",95,53.45,83742.9,156684,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
34,34,"Alex Aragon",63,53.42,53814.9,100747,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
34,34,"Jon Mills",68,53.42,52676.7,98603,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
36,36,"Matt Hansen",68,53.4,55979,104838,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
37,37,"Henrik Bjornstad",97,53.39,87455.5,163803,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
38,38,"Carlos Franco",86,53.37,78067.5,146279,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
39,39,"Ernie Els",69,53.28,45069.4,84586,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
39,39,"Jimmy Walker",60,53.28,53139.1,99730,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
41,41,"Mathias Gronberg",92,53.26,79940.7,150092,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
41,41,"Bill Haas",99,53.26,88190.3,165583,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
43,43,"James Driscoll",80,53.24,74143,139255,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
44,44,"Bo Van Pelt",102,53.22,90846.2,170684,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
45,45,"Chris Smith",67,53.2,58759.9,110449,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
46,46,"Charles Howell III",96,53.18,79278.6,149067,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
47,47,"Ryan Palmer",101,53.17,78296.4,147265,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
48,48,"Roger Tambellini",64,53.15,53692.6,101024,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
49,49,"Paul Stankowski",70,53.09,60376.5,113726,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
50,50,"Brandt Jobe",91,53.07,69497.8,130957,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
51,51,"Robert Allenby",79,53.03,58709.3,110701,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
52,52,"Greg Owen",79,53,67034.2,126484,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
53,53,"Rich Beem",85,52.99,65964.8,124483,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
54,54,"JJ Henry",96,52.97,74527.6,140711,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
55,55,"John Senden",96,52.94,77775,146907,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
56,56,"Craig Barlow",77,52.88,60787.7,114955,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
57,57,"John Rollins",93,52.83,78623.3,148835,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
58,58,"Sean OHair",100,52.82,75109.5,142212,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
59,59,"Trevor Immelman",86,52.81,68228.3,129187,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
60,60,"Sergio Garcia",59,52.76,40555,76866,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
61,61,"Tim Herron",82,52.75,57382.9,108777,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
62,62,"Eric Axley",91,52.71,77915.4,147817,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
63,63,"Vijay Singh",103,52.69,81478.1,154641,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
64,64,"Brian Bateman",69,52.65,55323.1,105077,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
65,65,"Kevin Sutherland",100,52.64,86826.8,164942,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
66,66,"Will Ma Kenzie",91,52.61,74163.3,140970,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
67,67,"Hunter Mahan",98,52.58,84043,159833,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
68,68,"Padraig Harrington",54,52.52,38595.1,73487,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
69,69,"Chad Campbell",91,52.51,61121.4,116389,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
70,70,"Justin Rose",98,52.48,81658.9,155592,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
71,71,"Michael Allen",84,52.46,71894.4,137050,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
72,72,"Jesper Parnevik",84,52.41,73635.2,140492,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
72,72,"Kenny Perry",73,52.41,51438.2,98154,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
74,74,"Jonathan Kaye",95,52.36,83362.8,159222,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
75,75,"Stuart Appleby",83,52.35,62721.9,119815,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
75,75,"DJ Trahan",92,52.35,72855.1,139178,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
77,77,"Jason Schultz",77,52.29,63719.6,121866,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
78,78,"Bob May",65,52.18,52943.9,101467,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
79,79,"Wes Short Jr",96,52.16,81478.1,156199,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
80,80,"John Huston",74,52.13,62692.2,120269,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
81,81,"Ian Leggatt",80,52.12,68761.2,131919,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
82,82,"Danny Ellis",68,52.1,59097.9,113442,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
82,82,"Ted Purdy",103,52.1,81972.6,157343,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
82,82,"Brett Quigley",109,52.1,87992.3,168898,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
85,85,"Rory Sabbatini",84,52.09,56803.3,109048,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
86,86,"Jason Bohn",104,52.07,86025.4,165199,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
87,87,"Jose Maria Olazabal",62,52.06,38385.5,73740,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
88,88,"Ryan Moore",68,52.02,53942.6,103704,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
89,89,"Aaron Baddeley",78,51.99,63381.3,121906,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
90,90,"David Howell",52,51.92,29759.7,57321,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
91,91,"Tom Lehman",70,51.91,42607.6,82082,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
92,92,"Bernhard Langer",77,51.87,58229.4,112255,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
93,93,"Arjun Atwal",97,51.84,77820.1,150125,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
93,93,"Steve Lowery",99,51.84,81180.3,156602,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
93,93,"Vance Veazey",59,51.84,53518.4,103232,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
96,96,"Ian Poulter",53,51.83,42262.8,81538,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
97,97,"Woody Austin",107,51.82,88521.5,170832,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
98,98,"Joe Ogilvie",95,51.8,73156.7,141217,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
99,99,"Stephen Ames",63,51.78,43478.4,83972,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
100,100,"Jeff Gove",91,51.75,80477,155502,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
101,101,"Marco Dawson",87,51.73,78037.9,150847,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
101,101,"Len Mattiace",59,51.73,48983.3,94694,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
103,103,"Thomas Levet",53,51.72,45122.1,87242,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
104,104,"Joe Durant",101,51.71,94911.6,183537,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
105,105,"Rod Pampling",89,51.69,59098.9,114343,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
106,106,"Steve Flesch",119,51.68,97102.1,187892,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
107,107,"Alex Cejka",93,51.67,75261.8,145658,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
108,108,"Paul Azinger",87,51.63,74840,144955,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
108,108,"Briny Baird",81,51.63,67595.7,130920,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
108,108,"Freddie Jacobson",56,51.63,51869.3,100472,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
111,111,"Stewart Cink",93,51.61,61860.7,119866,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
112,112,"Carl Pettersson",95,51.57,67910.1,131673,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
113,113,"Brian Davis",92,51.56,78965.8,153142,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
114,114,"Todd Hamilton",72,51.55,54145.2,105041,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
115,115,"Arron Oberholser",82,51.5,53457.7,103809,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
116,116,"Joey Sindelar",90,51.47,73899.7,143569,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
117,117,"JL Lewis",57,51.46,48655,94551,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
118,118,"Patrick Sheehan",104,51.44,81932.9,159268,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
119,119,"David Branshaw",98,51.38,86868.4,169084,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
119,119,"DA Points",82,51.38,67533.9,131444,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
121,121,"Duffy Waldorf",96,51.37,81924.5,159484,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
122,122,"KJ Choi",93,51.34,71436.6,139136,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
123,123,"Greg Chalmers",71,51.33,52876,103007,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
124,124,"Shaun Micheel",96,51.32,75654.4,147429,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
124,124,"Vaughn Taylor",88,51.32,71497.2,139306,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
126,126,"JP Hayes",55,51.31,47986.8,93532,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
126,126,"David Toms",76,51.31,56030.4,109200,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
128,128,"Tom Pernice Jr",108,51.3,78144.6,152319,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
129,129,"Frank Lickliter II",99,51.29,80288.9,156524,"PercentageofYardagecoveredbyTeeShotsPar5s",2006
