"Approach200yardsRTPScore_RANKTHISWEEK_2008","Approach200yardsRTPScore_RANKLASTWEEK_2008","Approach200yardsRTPScore_PLAYERNAME_2008","Approach200yardsRTPScore_ROUNDS_2008","Approach200yardsRTPScore_AVGRTP_2008","stat_name","year"
1,1,"Nick Watney",96,-0.299,"Approach200yardsRTPScore",2008
2,2,"Martin Laird",98,-0.279,"Approach200yardsRTPScore",2008
3,3,"Pat Perez",93,-0.277,"Approach200yardsRTPScore",2008
4,4,"Stewart Cink",87,-0.243,"Approach200yardsRTPScore",2008
4,4,"Brenden Pappas",66,-0.243,"Approach200yardsRTPScore",2008
6,6,"Phil Mickelson",80,-0.241,"Approach200yardsRTPScore",2008
7,7,"Adam Scott",51,-0.232,"Approach200yardsRTPScore",2008
8,8,"Jonathan Byrd",88,-0.23,"Approach200yardsRTPScore",2008
9,9,"Robert Garrigus",90,-0.226,"Approach200yardsRTPScore",2008
10,10,"Fred Couples",60,-0.219,"Approach200yardsRTPScore",2008
11,11,"Vijay Singh",82,-0.217,"Approach200yardsRTPScore",2008
12,12,"Mathias Gronberg",87,-0.207,"Approach200yardsRTPScore",2008
13,13,"Tag Ridings",88,-0.2,"Approach200yardsRTPScore",2008
13,13,"Camilo Villegas",79,-0.2,"Approach200yardsRTPScore",2008
15,15,"Carlos Franco",73,-0.199,"Approach200yardsRTPScore",2008
15,15,"Kevin Stadler",90,-0.199,"Approach200yardsRTPScore",2008
17,17,"Michael Allen",91,-0.197,"Approach200yardsRTPScore",2008
18,18,"James Driscoll",85,-0.196,"Approach200yardsRTPScore",2008
18,18,"Kevin Sutherland",98,-0.196,"Approach200yardsRTPScore",2008
20,20,"Bob Tway",70,-0.195,"Approach200yardsRTPScore",2008
21,21,"Jason Day",81,-0.19,"Approach200yardsRTPScore",2008
21,21,"Ryan Palmer",69,-0.19,"Approach200yardsRTPScore",2008
23,23,"Bubba Watson",97,-0.188,"Approach200yardsRTPScore",2008
24,24,"Ernie Els",51,-0.187,"Approach200yardsRTPScore",2008
25,25,"Johnson Wagner",83,-0.186,"Approach200yardsRTPScore",2008
26,26,"John Huston",56,-0.183,"Approach200yardsRTPScore",2008
26,26,"Steve Stricker",75,-0.183,"Approach200yardsRTPScore",2008
28,28,"Chad Campbell",94,-0.181,"Approach200yardsRTPScore",2008
28,28,"Sean OHair",81,-0.181,"Approach200yardsRTPScore",2008
30,30,"Charley Hoffman",94,-0.18,"Approach200yardsRTPScore",2008
30,30,"Bob Sowards",61,-0.18,"Approach200yardsRTPScore",2008
32,32,"Jesper Parnevik",88,-0.179,"Approach200yardsRTPScore",2008
32,32,"Tom Scherrer",56,-0.179,"Approach200yardsRTPScore",2008
34,34,"Robert Allenby",108,-0.178,"Approach200yardsRTPScore",2008
