"3PuttAvoidanceRound3_RANKTHISWEEK_2015","3PuttAvoidanceRound3_RANKLASTWEEK_2015","3PuttAvoidanceRound3_PLAYERNAME_2015","3PuttAvoidanceRound3__2015","3PuttAvoidanceRound3_Pct_2015","3PuttAvoidanceRound3_TOTAL3PUTTS_2015","3PuttAvoidanceRound3_TOTALHOLES_2015","stat_name","year"
1,1,"Jonathan Byrd",NA,0.46,1,216,"3PuttAvoidanceRound3",2015
2,2,"Tyrone Van Aswegen",NA,0.62,1,162,"3PuttAvoidanceRound3",2015
3,3,"Sean OHair",NA,0.65,2,306,"3PuttAvoidanceRound3",2015
4,4,"Eric Axley",NA,0.69,1,144,"3PuttAvoidanceRound3",2015
5,5,"Russell Knox",NA,0.79,3,378,"3PuttAvoidanceRound3",2015
6,6,"Jason Kokrak",NA,0.98,3,306,"3PuttAvoidanceRound3",2015
7,7,"Greg Chalmers",NA,1.01,2,198,"3PuttAvoidanceRound3",2015
8,8,"Brian Harman",NA,1.04,3,288,"3PuttAvoidanceRound3",2015
9,9,"Jason Bohn",NA,1.06,4,378,"3PuttAvoidanceRound3",2015
10,10,"Zach Johnson",NA,1.11,4,360,"3PuttAvoidanceRound3",2015
10,10,"Tim Wilkinson",NA,1.11,2,180,"3PuttAvoidanceRound3",2015
12,12,"Ricky Barnes",NA,1.19,3,252,"3PuttAvoidanceRound3",2015
13,13,"Charles Howell III",NA,1.21,5,414,"3PuttAvoidanceRound3",2015
14,14,"Jonas Blixt",NA,1.28,3,234,"3PuttAvoidanceRound3",2015
15,15,"Jason Day",NA,1.31,4,306,"3PuttAvoidanceRound3",2015
15,15,"Dustin Johnson",NA,1.31,4,306,"3PuttAvoidanceRound3",2015
17,17,"Rickie Fowler",NA,1.39,4,288,"3PuttAvoidanceRound3",2015
17,17,"Brice Garnett",NA,1.39,3,216,"3PuttAvoidanceRound3",2015
17,17,"Davis Love III",NA,1.39,2,144,"3PuttAvoidanceRound3",2015
20,20,"Harris English",NA,1.45,6,414,"3PuttAvoidanceRound3",2015
21,21,"Matt Jones",NA,1.46,5,342,"3PuttAvoidanceRound3",2015
22,22,"John Huh",NA,1.52,6,396,"3PuttAvoidanceRound3",2015
23,23,"Alex Cejka",NA,1.54,5,324,"3PuttAvoidanceRound3",2015
24,24,"Andres Gonzales",NA,1.63,5,306,"3PuttAvoidanceRound3",2015
24,24,"Brian Stuard",NA,1.63,5,306,"3PuttAvoidanceRound3",2015
26,26,"Steven Alker",NA,1.67,3,180,"3PuttAvoidanceRound3",2015
26,26,"Andres Romero",NA,1.67,3,180,"3PuttAvoidanceRound3",2015
26,26,"David Toms",NA,1.67,3,180,"3PuttAvoidanceRound3",2015
