"PercentageofYardagecoveredbyTeeShots_RANKTHISWEEK_2007","PercentageofYardagecoveredbyTeeShots_RANKLASTWEEK_2007","PercentageofYardagecoveredbyTeeShots_PLAYERNAME_2007","PercentageofYardagecoveredbyTeeShots_ROUNDS_2007","PercentageofYardagecoveredbyTeeShots_AVGPct_2007","PercentageofYardagecoveredbyTeeShots_TOTALSHOTDISTANCE_2007","PercentageofYardagecoveredbyTeeShots_TOTALDISTANCE_2007","stat_name","year"
20,20,"Charles Howell III",89,63.52,268468.5,422638,"PercentageofYardagecoveredbyTeeShots",2007
21,21,"Vijay Singh",102,63.51,332905.8,524151,"PercentageofYardagecoveredbyTeeShots",2007
22,22,"Ernie Els",59,63.5,178107.9,280494,"PercentageofYardagecoveredbyTeeShots",2007
22,22,"Charles Warren",101,63.5,376363.1,592722,"PercentageofYardagecoveredbyTeeShots",2007
24,24,"Charley Hoffman",97,63.48,336973.1,530859,"PercentageofYardagecoveredbyTeeShots",2007
25,25,"Mathias Gronberg",95,63.46,356638.1,562024,"PercentageofYardagecoveredbyTeeShots",2007
25,25,"Matt Hendrix",63,63.46,222549.3,350700,"PercentageofYardagecoveredbyTeeShots",2007
25,25,"Phil Mickelson",73,63.46,210572.1,331799,"PercentageofYardagecoveredbyTeeShots",2007
28,28,"Davis Love III",66,63.45,213882.9,337079,"PercentageofYardagecoveredbyTeeShots",2007
29,29,"Steve Allan",63,63.35,221755,350072,"PercentageofYardagecoveredbyTeeShots",2007
30,30,"Tiger Woods",63,63.25,175443.9,277392,"PercentageofYardagecoveredbyTeeShots",2007
31,31,"DJ Trahan",99,63.22,360497,570256,"PercentageofYardagecoveredbyTeeShots",2007
32,32,"Andrew Buckle",77,63.21,269118.7,425779,"PercentageofYardagecoveredbyTeeShots",2007
33,33,"Robert Allenby",90,63.07,303431.4,481081,"PercentageofYardagecoveredbyTeeShots",2007
34,34,"Greg Owen",81,63.06,281625.7,446634,"PercentageofYardagecoveredbyTeeShots",2007
34,34,"Kenny Perry",83,63.06,298890.9,473999,"PercentageofYardagecoveredbyTeeShots",2007
36,36,"Troy Matteson",87,63.05,305768.9,484966,"PercentageofYardagecoveredbyTeeShots",2007
37,37,"Kevin Stadler",95,63.04,315130.5,499863,"PercentageofYardagecoveredbyTeeShots",2007
38,38,"Steve Marino",106,63.02,366720.2,581868,"PercentageofYardagecoveredbyTeeShots",2007
39,39,"Retief Goosen",50,62.91,136402.2,216836,"PercentageofYardagecoveredbyTeeShots",2007
40,40,"Brendon de Jonge",76,62.86,264294,420475,"PercentageofYardagecoveredbyTeeShots",2007
41,41,"Daniel Chopra",106,62.85,380984.2,606194,"PercentageofYardagecoveredbyTeeShots",2007
41,41,"Mathew Goggin",97,62.85,346401.7,551148,"PercentageofYardagecoveredbyTeeShots",2007
43,43,"John Merrick",92,62.81,324670.4,516882,"PercentageofYardagecoveredbyTeeShots",2007
44,44,"John Rollins",102,62.8,336163.6,535302,"PercentageofYardagecoveredbyTeeShots",2007
45,45,"Pat Perez",84,62.78,257273,409804,"PercentageofYardagecoveredbyTeeShots",2007
46,46,"Padraig Harrington",64,62.77,183653.5,292600,"PercentageofYardagecoveredbyTeeShots",2007
46,46,"Sean OHair",98,62.77,332951,530398,"PercentageofYardagecoveredbyTeeShots",2007
48,48,"Bo Van Pelt",104,62.75,384645.9,612963,"PercentageofYardagecoveredbyTeeShots",2007
49,49,"Hunter Mahan",91,62.74,287474.5,458219,"PercentageofYardagecoveredbyTeeShots",2007
50,50,"Rod Pampling",92,62.7,295907,471911,"PercentageofYardagecoveredbyTeeShots",2007
51,51,"Lucas Glover",98,62.68,313285.4,499802,"PercentageofYardagecoveredbyTeeShots",2007
51,51,"Camilo Villegas",82,62.68,273759.6,436767,"PercentageofYardagecoveredbyTeeShots",2007
53,53,"JJ Henry",86,62.67,270364,431412,"PercentageofYardagecoveredbyTeeShots",2007
54,54,"Stewart Cink",91,62.66,287308.4,458550,"PercentageofYardagecoveredbyTeeShots",2007
55,55,"Jarrod Lyle",77,62.63,267783.9,427596,"PercentageofYardagecoveredbyTeeShots",2007
56,56,"JP Hayes",89,62.58,317812.1,507881,"PercentageofYardagecoveredbyTeeShots",2007
57,57,"Ted Purdy",102,62.55,347301.8,555280,"PercentageofYardagecoveredbyTeeShots",2007
58,58,"Ryan Palmer",91,62.53,326049,521450,"PercentageofYardagecoveredbyTeeShots",2007
59,59,"Paul Stankowski",52,62.52,167870.9,268524,"PercentageofYardagecoveredbyTeeShots",2007
60,60,"Mark Calcavecchia",93,62.51,289822.8,463645,"PercentageofYardagecoveredbyTeeShots",2007
60,60,"Jason Schultz",63,62.51,211654.8,338606,"PercentageofYardagecoveredbyTeeShots",2007
62,62,"Aaron Baddeley",83,62.49,263747.6,422066,"PercentageofYardagecoveredbyTeeShots",2007
63,63,"Craig Barlow",52,62.48,176955,283227,"PercentageofYardagecoveredbyTeeShots",2007
63,63,"Joe Ogilvie",102,62.48,344578.1,551542,"PercentageofYardagecoveredbyTeeShots",2007
63,63,"Chris Tidland",59,62.48,203262.1,325320,"PercentageofYardagecoveredbyTeeShots",2007
66,66,"Steve Lowery",74,62.47,276599.6,442745,"PercentageofYardagecoveredbyTeeShots",2007
67,67,"Will Ma Kenzie",100,62.45,360804.5,577795,"PercentageofYardagecoveredbyTeeShots",2007
67,67,"George McNeill",95,62.45,317767.3,508863,"PercentageofYardagecoveredbyTeeShots",2007
69,69,"Peter Lonard",85,62.43,300926.3,482057,"PercentageofYardagecoveredbyTeeShots",2007
69,69,"Carl Pettersson",111,62.43,366136.8,586510,"PercentageofYardagecoveredbyTeeShots",2007
71,71,"Mike Weir",82,62.41,238120,381518,"PercentageofYardagecoveredbyTeeShots",2007
72,72,"Rich Beem",89,62.35,278282,446307,"PercentageofYardagecoveredbyTeeShots",2007
73,73,"Stuart Appleby",74,62.33,232424.5,372872,"PercentageofYardagecoveredbyTeeShots",2007
73,73,"Michael Sim",52,62.33,198553.3,318546,"PercentageofYardagecoveredbyTeeShots",2007
73,73,"Jay Williamson",50,62.33,190240.8,305200,"PercentageofYardagecoveredbyTeeShots",2007
76,76,"Justin Rose",63,62.31,155357.8,249325,"PercentageofYardagecoveredbyTeeShots",2007
77,77,"Rory Sabbatini",81,62.28,250973.3,402977,"PercentageofYardagecoveredbyTeeShots",2007
78,78,"Brian Bateman",55,62.21,174814.9,281001,"PercentageofYardagecoveredbyTeeShots",2007
79,79,"Jonathan Byrd",73,62.2,245333.5,394426,"PercentageofYardagecoveredbyTeeShots",2007
80,80,"Tim Herron",98,62.15,321486.6,517257,"PercentageofYardagecoveredbyTeeShots",2007
81,81,"Kyle Reifers",71,62.11,250859.6,403884,"PercentageofYardagecoveredbyTeeShots",2007
82,82,"Sergio Garcia",68,62.01,217179.9,350245,"PercentageofYardagecoveredbyTeeShots",2007
83,83,"Jeff Brehaut",59,61.98,193428.6,312072,"PercentageofYardagecoveredbyTeeShots",2007
83,83,"Michael Putnam",96,61.98,316468.6,510582,"PercentageofYardagecoveredbyTeeShots",2007
85,85,"Kevin Sutherland",85,61.97,273591.8,441496,"PercentageofYardagecoveredbyTeeShots",2007
86,86,"Jim Rutledge",59,61.96,182387.1,294381,"PercentageofYardagecoveredbyTeeShots",2007
87,87,"Brett Quigley",79,61.93,248607.2,401431,"PercentageofYardagecoveredbyTeeShots",2007
88,88,"Bryce Molder",56,61.89,193915.6,313305,"PercentageofYardagecoveredbyTeeShots",2007
89,89,"Chris Stroud",66,61.86,221613.2,358259,"PercentageofYardagecoveredbyTeeShots",2007
90,90,"John Senden",97,61.85,333951.6,539980,"PercentageofYardagecoveredbyTeeShots",2007
91,91,"Alex Cejka",80,61.83,289927.2,468942,"PercentageofYardagecoveredbyTeeShots",2007
92,92,"Steve Wheatcroft",73,61.79,240242.9,388833,"PercentageofYardagecoveredbyTeeShots",2007
93,93,"Briny Baird",115,61.78,412659.5,667972,"PercentageofYardagecoveredbyTeeShots",2007
94,94,"Eric Axley",107,61.76,369944.5,598955,"PercentageofYardagecoveredbyTeeShots",2007
95,95,"Marco Dawson",73,61.74,255246.2,413454,"PercentageofYardagecoveredbyTeeShots",2007
96,96,"Cameron Beckman",96,61.7,335249.6,543324,"PercentageofYardagecoveredbyTeeShots",2007
96,96,"Jason Dufner",100,61.7,340450,551805,"PercentageofYardagecoveredbyTeeShots",2007
96,96,"Jeff Gove",103,61.7,369507.3,598893,"PercentageofYardagecoveredbyTeeShots",2007
99,99,"Ryan Moore",92,61.69,294304.9,477068,"PercentageofYardagecoveredbyTeeShots",2007
100,100,"Michael Allen",74,61.66,251366.1,407653,"PercentageofYardagecoveredbyTeeShots",2007
101,101,"Frank Lickliter II",95,61.65,331433.4,537633,"PercentageofYardagecoveredbyTeeShots",2007
102,102,"Tom Johnson",74,61.63,247135.6,401003,"PercentageofYardagecoveredbyTeeShots",2007
103,103,"Joe Durant",88,61.61,286756,465447,"PercentageofYardagecoveredbyTeeShots",2007
103,103,"Mark Hensby",81,61.61,281758.5,457301,"PercentageofYardagecoveredbyTeeShots",2007
103,103,"Kevin Na",84,61.61,305388.1,495661,"PercentageofYardagecoveredbyTeeShots",2007
106,106,"Ryan Armour",107,61.58,366980.9,595912,"PercentageofYardagecoveredbyTeeShots",2007
106,106,"Trevor Immelman",74,61.58,212969,345832,"PercentageofYardagecoveredbyTeeShots",2007
108,108,"KJ Choi",87,61.52,267179.6,434324,"PercentageofYardagecoveredbyTeeShots",2007
109,109,"Chad Campbell",96,61.5,285219.4,463734,"PercentageofYardagecoveredbyTeeShots",2007
110,110,"Daisuke Maruyama",86,61.49,296792.6,482638,"PercentageofYardagecoveredbyTeeShots",2007
111,111,"David Branshaw",83,61.48,293022.7,476636,"PercentageofYardagecoveredbyTeeShots",2007
111,111,"DJ Brigman",67,61.48,212874.1,346235,"PercentageofYardagecoveredbyTeeShots",2007
111,111,"Arron Oberholser",69,61.48,206306.2,335583,"PercentageofYardagecoveredbyTeeShots",2007
111,111,"Tim Petrovic",106,61.48,370397.3,602476,"PercentageofYardagecoveredbyTeeShots",2007
115,115,"Tommy Armour III",81,61.47,270473.2,439973,"PercentageofYardagecoveredbyTeeShots",2007
115,115,"Woody Austin",95,61.47,329212.7,535591,"PercentageofYardagecoveredbyTeeShots",2007
117,117,"Vaughn Taylor",91,61.44,282526.5,459808,"PercentageofYardagecoveredbyTeeShots",2007
118,118,"Ken Duke",112,61.41,372883.2,607239,"PercentageofYardagecoveredbyTeeShots",2007
118,118,"Tom Lehman",62,61.41,189028.9,307816,"PercentageofYardagecoveredbyTeeShots",2007
120,120,"Rich Barcelo",80,61.4,274245.3,446648,"PercentageofYardagecoveredbyTeeShots",2007
121,121,"Darron Stiles",65,61.39,208085.6,338935,"PercentageofYardagecoveredbyTeeShots",2007
122,122,"Jesper Parnevik",88,61.36,291267.4,474658,"PercentageofYardagecoveredbyTeeShots",2007
123,123,"Billy Andrade",88,61.35,308677,503134,"PercentageofYardagecoveredbyTeeShots",2007
123,123,"Jeff Maggert",79,61.35,304760.5,496719,"PercentageofYardagecoveredbyTeeShots",2007
125,125,"Todd Hamilton",76,61.34,228373.9,372325,"PercentageofYardagecoveredbyTeeShots",2007
125,125,"Duffy Waldorf",69,61.34,231417.1,377274,"PercentageofYardagecoveredbyTeeShots",2007
127,127,"Freddie Jacobson",70,61.32,265501.6,432970,"PercentageofYardagecoveredbyTeeShots",2007
127,127,"Cliff Kresge",107,61.32,389076.2,634467,"PercentageofYardagecoveredbyTeeShots",2007
129,129,"Jason Bohn",57,61.24,206515.5,337205,"PercentageofYardagecoveredbyTeeShots",2007
130,130,"Johnson Wagner",97,61.23,335804.7,548463,"PercentageofYardagecoveredbyTeeShots",2007
131,131,"Steve Flesch",100,61.2,349457.2,570978,"PercentageofYardagecoveredbyTeeShots",2007
131,131,"Parker McLachlin",83,61.2,286506.6,468175,"PercentageofYardagecoveredbyTeeShots",2007
131,131,"David Toms",80,61.2,246561.7,402897,"PercentageofYardagecoveredbyTeeShots",2007
134,134,"Jerry Kelly",101,61.17,291032.6,475810,"PercentageofYardagecoveredbyTeeShots",2007
135,135,"Bob Heintz",85,61.12,278675,455974,"PercentageofYardagecoveredbyTeeShots",2007
136,136,"Stephen Ames",81,61.08,241320.1,395079,"PercentageofYardagecoveredbyTeeShots",2007
137,137,"Brandt Snedeker",105,61.01,333420.1,546473,"PercentageofYardagecoveredbyTeeShots",2007
137,137,"Bob Tway",103,61.01,341805.1,560254,"PercentageofYardagecoveredbyTeeShots",2007
139,139,"Billy Mayfair",98,60.94,319925,524952,"PercentageofYardagecoveredbyTeeShots",2007
140,140,"Mark Wilson",87,60.9,281148.1,461619,"PercentageofYardagecoveredbyTeeShots",2007
141,141,"Kent Jones",97,60.89,341760.6,561241,"PercentageofYardagecoveredbyTeeShots",2007
141,141,"Jaco Van Zyl",51,60.89,171621.3,281859,"PercentageofYardagecoveredbyTeeShots",2007
143,143,"Charlie Wi",90,60.84,322351.4,529797,"PercentageofYardagecoveredbyTeeShots",2007
144,144,"Brian Davis",101,60.81,341905.1,562290,"PercentageofYardagecoveredbyTeeShots",2007
145,145,"Tripp Isenhour",86,60.78,282924.5,465516,"PercentageofYardagecoveredbyTeeShots",2007
145,145,"Justin Leonard",95,60.78,317196.9,521884,"PercentageofYardagecoveredbyTeeShots",2007
145,145,"Shaun Micheel",91,60.78,272681.1,448603,"PercentageofYardagecoveredbyTeeShots",2007
148,148,"Bart Bryant",87,60.73,286917.8,472482,"PercentageofYardagecoveredbyTeeShots",2007
148,148,"John Mallinger",96,60.73,335355.3,552214,"PercentageofYardagecoveredbyTeeShots",2007
148,148,"Steve Stricker",81,60.73,252067.8,415080,"PercentageofYardagecoveredbyTeeShots",2007
151,151,"Lee Janzen",66,60.72,202262.4,333120,"PercentageofYardagecoveredbyTeeShots",2007
152,152,"Tom Pernice Jr",104,60.69,323974.6,533785,"PercentageofYardagecoveredbyTeeShots",2007
153,153,"Zach Johnson",76,60.67,231963,382355,"PercentageofYardagecoveredbyTeeShots",2007
154,154,"Steve Elkington",87,60.63,279511.8,461050,"PercentageofYardagecoveredbyTeeShots",2007
155,155,"Robert Gamez",88,60.6,292669.2,482935,"PercentageofYardagecoveredbyTeeShots",2007
155,155,"Paul Gow",70,60.6,220302.5,363522,"PercentageofYardagecoveredbyTeeShots",2007
157,157,"Luke Donald",69,60.59,194077.9,320333,"PercentageofYardagecoveredbyTeeShots",2007
158,158,"Nathan Green",103,60.56,333806.2,551177,"PercentageofYardagecoveredbyTeeShots",2007
159,159,"Heath Slocum",101,60.52,355277.1,587008,"PercentageofYardagecoveredbyTeeShots",2007
160,160,"Ben Curtis",80,60.49,246848.3,408059,"PercentageofYardagecoveredbyTeeShots",2007
160,160,"Chris DiMarco",79,60.49,242481.2,400835,"PercentageofYardagecoveredbyTeeShots",2007
162,162,"Ian Poulter",63,60.48,150866.2,249462,"PercentageofYardagecoveredbyTeeShots",2007
163,163,"Jim Furyk",84,60.47,254474,420844,"PercentageofYardagecoveredbyTeeShots",2007
164,164,"Glen Day",85,60.44,287778.6,476177,"PercentageofYardagecoveredbyTeeShots",2007
165,165,"Jeff Sluman",60,60.42,160141.5,265053,"PercentageofYardagecoveredbyTeeShots",2007
166,166,"Joey Sindelar",75,60.41,257359.8,426006,"PercentageofYardagecoveredbyTeeShots",2007
167,167,"Jeff Quinney",95,60.38,331445.2,548933,"PercentageofYardagecoveredbyTeeShots",2007
167,167,"Scott Verplank",82,60.38,225865.7,374073,"PercentageofYardagecoveredbyTeeShots",2007
169,169,"Craig Lile",77,60.26,265919.6,441268,"PercentageofYardagecoveredbyTeeShots",2007
170,170,"Ryuji Imada",104,60.19,342448.7,568973,"PercentageofYardagecoveredbyTeeShots",2007
171,171,"Dicky Pride",71,60.18,234002.1,388839,"PercentageofYardagecoveredbyTeeShots",2007
172,172,"Tim Clark",66,60.16,201535.4,334987,"PercentageofYardagecoveredbyTeeShots",2007
173,173,"Kirk Triplett",77,60.15,260829.2,433617,"PercentageofYardagecoveredbyTeeShots",2007
174,174,"Bob Estes",88,60.14,305883.9,508594,"PercentageofYardagecoveredbyTeeShots",2007
174,174,"Nick OHern",72,60.14,209946.7,349120,"PercentageofYardagecoveredbyTeeShots",2007
176,176,"Tom Byrum",50,60.02,156615,260933,"PercentageofYardagecoveredbyTeeShots",2007
177,177,"Dean Wilson",92,59.96,285217.7,475682,"PercentageofYardagecoveredbyTeeShots",2007
178,178,"Rocco Mediate",72,59.91,256224.4,427684,"PercentageofYardagecoveredbyTeeShots",2007
179,179,"Chris Riley",59,59.9,195425.5,326275,"PercentageofYardagecoveredbyTeeShots",2007
180,180,"Richard Johnson",93,59.87,319375.3,533410,"PercentageofYardagecoveredbyTeeShots",2007
181,181,"Matt Kuchar",85,59.85,270434.5,451844,"PercentageofYardagecoveredbyTeeShots",2007
182,182,"Craig Kanada",109,59.84,358113.6,598416,"PercentageofYardagecoveredbyTeeShots",2007
183,183,"Shigeki Maruyama",84,59.82,303801.1,507861,"PercentageofYardagecoveredbyTeeShots",2007
184,184,"Mark Brooks",53,59.81,154203.1,257830,"PercentageofYardagecoveredbyTeeShots",2007
185,185,"Anders Hansen",55,59.77,130439.5,218233,"PercentageofYardagecoveredbyTeeShots",2007
186,186,"Doug LaBelle II",104,59.76,344345.4,576248,"PercentageofYardagecoveredbyTeeShots",2007
187,187,"Jose Maria Olazabal",52,59.74,142236.2,238102,"PercentageofYardagecoveredbyTeeShots",2007
188,188,"Paul Goydos",60,59.31,175241,295489,"PercentageofYardagecoveredbyTeeShots",2007
189,189,"Craig Bowden",78,59.3,253558.4,427561,"PercentageofYardagecoveredbyTeeShots",2007
189,189,"Jose Coceres",50,59.3,159064.3,268254,"PercentageofYardagecoveredbyTeeShots",2007
191,191,"Michael Boyd",61,59.25,196927.9,332350,"PercentageofYardagecoveredbyTeeShots",2007
192,192,"Stephen Leaney",82,59.11,276912,468455,"PercentageofYardagecoveredbyTeeShots",2007
193,193,"Fred Funk",65,59.09,198572.7,336049,"PercentageofYardagecoveredbyTeeShots",2007
194,194,"Brian Gay",107,58.35,360427.5,617685,"PercentageofYardagecoveredbyTeeShots",2007
195,195,"Gavin Coles",87,58.01,284963.9,491260,"PercentageofYardagecoveredbyTeeShots",2007
196,196,"Corey Pavin",81,57.7,260510.9,451491,"PercentageofYardagecoveredbyTeeShots",2007
