"Puttingfrom1525_RANKTHISWEEK_2014","Puttingfrom1525_RANKLASTWEEK_2014","Puttingfrom1525_PLAYERNAME_2014","Puttingfrom1525_ROUNDS_2014","Puttingfrom1525_PctMADE_2014","Puttingfrom1525_ATTEMPTS_2014","Puttingfrom1525_PUTTSMADE_2014","stat_name","year"
1,1,"Matt Every",85,23.55,242,57,"Puttingfrom1525",2014
2,2,"Sangmoon Bae",76,22.65,181,41,"Puttingfrom1525",2014
3,3,"Graeme McDowell",66,22.29,175,39,"Puttingfrom1525",2014
4,4,"Ryo Ishikawa",75,22.28,193,43,"Puttingfrom1525",2014
5,5,"Andrew Loupe",65,21.21,165,35,"Puttingfrom1525",2014
6,6,"Charl Schwartzel",64,21.08,185,39,"Puttingfrom1525",2014
7,7,"Luke Guthrie",85,20.68,266,55,"Puttingfrom1525",2014
7,7,"Matt Kuchar",91,20.68,295,61,"Puttingfrom1525",2014
9,9,"Morgan Hoffmann",103,20.38,314,64,"Puttingfrom1525",2014
10,10,"Andres Romero",81,20.33,241,49,"Puttingfrom1525",2014
11,11,"Bubba Watson",76,20.2,198,40,"Puttingfrom1525",2014
12,12,"Lee Westwood",57,20.16,129,26,"Puttingfrom1525",2014
13,13,"Marc Leishman",81,19.82,217,43,"Puttingfrom1525",2014
14,14,"Ryan Moore",86,19.74,228,45,"Puttingfrom1525",2014
15,15,"Michael Thompson",74,19.63,214,42,"Puttingfrom1525",2014
16,16,"Jordan Spieth",102,19.49,272,53,"Puttingfrom1525",2014
17,17,"Aaron Baddeley",74,19.4,201,39,"Puttingfrom1525",2014
18,18,"Daniel Summerhays",98,19,321,61,"Puttingfrom1525",2014
19,19,"Graham DeLaet",80,18.91,238,45,"Puttingfrom1525",2014
20,20,"Chris Kirk",105,18.82,287,54,"Puttingfrom1525",2014
21,21,"Robert Streb",75,18.78,213,40,"Puttingfrom1525",2014
22,22,"Pat Perez",84,18.7,246,46,"Puttingfrom1525",2014
23,23,"Chris Stroud",88,18.68,257,48,"Puttingfrom1525",2014
24,24,"Brendon Todd",108,18.67,316,59,"Puttingfrom1525",2014
25,25,"KJ Choi",80,18.44,244,45,"Puttingfrom1525",2014
26,26,"Geoff Ogilvy",84,18.42,228,42,"Puttingfrom1525",2014
27,27,"Vijay Singh",83,18.39,261,48,"Puttingfrom1525",2014
28,28,"Ian Poulter",57,18.25,137,25,"Puttingfrom1525",2014
