"TotalMoneyOfficialandUnofficial_RANKTHISWEEK_2010","TotalMoneyOfficialandUnofficial_RANKLASTWEEK_2010","TotalMoneyOfficialandUnofficial_PLAYERNAME_2010","TotalMoneyOfficialandUnofficial_EVENTS_2010","TotalMoneyOfficialandUnofficial_MONEY_2010","stat_name","year"
1,1,"Ernie Els",24,5652075,"TotalMoneyOfficialandUnofficial",2010
2,4,"Dustin Johnson",28,5280289,"TotalMoneyOfficialandUnofficial",2010
3,2,"Matt Kuchar",30,5180477,"TotalMoneyOfficialandUnofficial",2010
4,3,"Jim Furyk",23,4984622,"TotalMoneyOfficialandUnofficial",2010
5,5,"Luke Donald",24,4630734,"TotalMoneyOfficialandUnofficial",2010
6,6,"Steve Stricker",22,4485235,"TotalMoneyOfficialandUnofficial",2010
7,7,"Lee Westwood",13,4239954,"TotalMoneyOfficialandUnofficial",2010
8,8,"Paul Casey",19,4158908,"TotalMoneyOfficialandUnofficial",2010
9,9,"Hunter Mahan",29,3947550,"TotalMoneyOfficialandUnofficial",2010
10,10,"Ben Crane",26,3897000,"TotalMoneyOfficialandUnofficial",2010
11,14,"Graeme McDowell",16,3869637,"TotalMoneyOfficialandUnofficial",2010
12,11,"Phil Mickelson",22,3865733,"TotalMoneyOfficialandUnofficial",2010
13,12,"Justin Rose",23,3738331,"TotalMoneyOfficialandUnofficial",2010
14,13,"Tim Clark",26,3668202,"TotalMoneyOfficialandUnofficial",2010
15,16,"Bubba Watson",27,3655665,"TotalMoneyOfficialandUnofficial",2010
16,15,"Retief Goosen",22,3595803,"TotalMoneyOfficialandUnofficial",2010
17,17,"Jeff Overton",28,3528856,"TotalMoneyOfficialandUnofficial",2010
18,18,"Robert Allenby",25,3380497,"TotalMoneyOfficialandUnofficial",2010
19,21,"Rickie Fowler",34,3362308,"TotalMoneyOfficialandUnofficial",2010
20,19,"Bo Van Pelt",28,3336258,"TotalMoneyOfficialandUnofficial",2010
21,20,"Camilo Villegas",23,3291273,"TotalMoneyOfficialandUnofficial",2010
22,22,"Rory McIlroy",19,3104280,"TotalMoneyOfficialandUnofficial",2010
23,23,"Zach Johnson",27,3099493,"TotalMoneyOfficialandUnofficial",2010
24,24,"Bill Haas",28,3091136,"TotalMoneyOfficialandUnofficial",2010
25,25,"Ryan Palmer",29,3082046,"TotalMoneyOfficialandUnofficial",2010
26,26,"Jason Day",25,2990577,"TotalMoneyOfficialandUnofficial",2010
27,27,"Anthony Kim",17,2907621,"TotalMoneyOfficialandUnofficial",2010
28,35,"Ian Poulter",20,2884664,"TotalMoneyOfficialandUnofficial",2010
29,28,"Nick Watney",26,2769714,"TotalMoneyOfficialandUnofficial",2010
30,29,"JB Holmes",29,2746248,"TotalMoneyOfficialandUnofficial",2010
31,30,"Adam Scott",22,2670852,"TotalMoneyOfficialandUnofficial",2010
