"Scrambling30ydsRTPScore_RANKTHISWEEK_2006","Scrambling30ydsRTPScore_RANKLASTWEEK_2006","Scrambling30ydsRTPScore_PLAYERNAME_2006","Scrambling30ydsRTPScore_ROUNDS_2006","Scrambling30ydsRTPScore_AVGRTP_2006","Scrambling30ydsRTPScore_TOTALHOLES_2006","Scrambling30ydsRTPScore_TOTALRTP_2006","stat_name","year"
1,1,"Jim Furyk",89,0.574,54,31,"Scrambling30ydsRTPScore",2006
2,2,"Steve Stricker",64,0.58,50,29,"Scrambling30ydsRTPScore",2006
3,3,"Skip Kendall",72,0.672,61,41,"Scrambling30ydsRTPScore",2006
4,4,"Thomas Levet",53,0.675,40,27,"Scrambling30ydsRTPScore",2006
5,5,"Luke Donald",66,0.678,59,40,"Scrambling30ydsRTPScore",2006
6,6,"Chris Riley",86,0.681,72,49,"Scrambling30ydsRTPScore",2006
6,6,"Adam Scott",70,0.681,47,32,"Scrambling30ydsRTPScore",2006
8,8,"Tjaart van der Walt",60,0.684,57,39,"Scrambling30ydsRTPScore",2006
9,9,"Stuart Appleby",83,0.686,86,59,"Scrambling30ydsRTPScore",2006
10,10,"Stephen Ames",63,0.688,48,33,"Scrambling30ydsRTPScore",2006
11,11,"JJ Henry",96,0.702,104,73,"Scrambling30ydsRTPScore",2006
12,12,"Tom Lehman",70,0.703,64,45,"Scrambling30ydsRTPScore",2006
13,13,"Ernie Els",69,0.714,56,40,"Scrambling30ydsRTPScore",2006
14,14,"Stewart Cink",93,0.72,93,67,"Scrambling30ydsRTPScore",2006
15,15,"Steve Elkington",52,0.725,40,29,"Scrambling30ydsRTPScore",2006
16,16,"Trevor Immelman",86,0.734,79,58,"Scrambling30ydsRTPScore",2006
17,17,"Fred Funk",106,0.743,70,52,"Scrambling30ydsRTPScore",2006
18,18,"Billy Mayfair",94,0.744,82,61,"Scrambling30ydsRTPScore",2006
19,19,"Corey Pavin",74,0.758,62,47,"Scrambling30ydsRTPScore",2006
20,20,"Bubba Watson",83,0.763,76,58,"Scrambling30ydsRTPScore",2006
21,21,"Stephen Leaney",84,0.765,85,65,"Scrambling30ydsRTPScore",2006
22,22,"Jose Maria Olazabal",62,0.769,52,40,"Scrambling30ydsRTPScore",2006
23,23,"Bernhard Langer",77,0.771,70,54,"Scrambling30ydsRTPScore",2006
23,23,"Larry Mize",53,0.771,48,37,"Scrambling30ydsRTPScore",2006
25,25,"Jeff Sluman",101,0.777,94,73,"Scrambling30ydsRTPScore",2006
26,26,"Phil Mickelson",74,0.778,54,42,"Scrambling30ydsRTPScore",2006
26,26,"Tom Pernice Jr",108,0.778,90,70,"Scrambling30ydsRTPScore",2006
28,28,"Brian Gay",107,0.784,116,91,"Scrambling30ydsRTPScore",2006
28,28,"Jerry Smith",94,0.784,111,87,"Scrambling30ydsRTPScore",2006
30,30,"Zach Johnson",98,0.785,79,62,"Scrambling30ydsRTPScore",2006
31,31,"Rod Pampling",89,0.786,103,81,"Scrambling30ydsRTPScore",2006
32,32,"Steve Flesch",119,0.79,119,94,"Scrambling30ydsRTPScore",2006
33,33,"Jesper Parnevik",84,0.791,91,72,"Scrambling30ydsRTPScore",2006
34,34,"Brad Faxon",78,0.795,112,89,"Scrambling30ydsRTPScore",2006
35,35,"Steve Jones",83,0.796,93,74,"Scrambling30ydsRTPScore",2006
36,36,"Michael Allen",84,0.798,104,83,"Scrambling30ydsRTPScore",2006
37,37,"Bob Estes",85,0.8,80,64,"Scrambling30ydsRTPScore",2006
38,38,"Brett Quigley",109,0.802,101,81,"Scrambling30ydsRTPScore",2006
38,38,"Mike Weir",88,0.802,81,65,"Scrambling30ydsRTPScore",2006
40,40,"Ryuji Imada",105,0.806,103,83,"Scrambling30ydsRTPScore",2006
40,40,"David Toms",76,0.806,62,50,"Scrambling30ydsRTPScore",2006
42,42,"Danny Ellis",68,0.808,73,59,"Scrambling30ydsRTPScore",2006
42,42,"Retief Goosen",68,0.808,73,59,"Scrambling30ydsRTPScore",2006
44,44,"Tommy Armour III",65,0.814,70,57,"Scrambling30ydsRTPScore",2006
44,44,"Scott Verplank",88,0.814,59,48,"Scrambling30ydsRTPScore",2006
46,46,"Charles Howell III",96,0.817,93,76,"Scrambling30ydsRTPScore",2006
