"GoingfortheGreenBirdieorBetter_RANKTHISWEEK_2013","GoingfortheGreenBirdieorBetter_RANKLASTWEEK_2013","GoingfortheGreenBirdieorBetter_PLAYERNAME_2013","GoingfortheGreenBirdieorBetter_ROUNDS_2013","GoingfortheGreenBirdieorBetter_Pct_2013","GoingfortheGreenBirdieorBetter_OFBIRDIEORBETTER_2013","GoingfortheGreenBirdieorBetter_ATTEMPTS_2013","GoingfortheGreenBirdieorBetter_RTPSUCCESSES_2013","GoingfortheGreenBirdieorBetter_RTPNOTGOINGFORTHEGRN_2013","stat_name","year"
71,71,"Brad Fritsch",81,58.06,72,124,-78,2,"GoingfortheGreenBirdieorBetter",2013
72,72,"Greg Chalmers",77,58.04,65,112,-69,-11,"GoingfortheGreenBirdieorBetter",2013
73,73,"Stewart Cink",71,58,58,100,-60,-10,"GoingfortheGreenBirdieorBetter",2013
74,74,"Cameron Tringale",80,57.98,69,119,-74,-25,"GoingfortheGreenBirdieorBetter",2013
75,75,"Lee Westwood",70,57.85,70,121,-71,12,"GoingfortheGreenBirdieorBetter",2013
76,76,"Shawn Stefani",63,57.78,52,90,-55,-5,"GoingfortheGreenBirdieorBetter",2013
77,77,"David Lynn",70,57.75,41,71,-44,-20,"GoingfortheGreenBirdieorBetter",2013
78,78,"Tim Herron",45,57.63,34,59,-37,-6,"GoingfortheGreenBirdieorBetter",2013
79,79,"Brandt Jobe",62,57.47,50,87,-54,-4,"GoingfortheGreenBirdieorBetter",2013
79,79,"Martin Kaymer",61,57.47,50,87,-52,-6,"GoingfortheGreenBirdieorBetter",2013
81,81,"Gary Woodland",94,57.45,108,188,-116,6,"GoingfortheGreenBirdieorBetter",2013
82,82,"Luke Guthrie",82,57.43,58,101,-60,-24,"GoingfortheGreenBirdieorBetter",2013
82,82,"George McNeill",68,57.43,58,101,-65,0,"GoingfortheGreenBirdieorBetter",2013
84,84,"Will Claxton",67,57.32,47,82,-50,0,"GoingfortheGreenBirdieorBetter",2013
84,84,"Boo Weekley",100,57.32,94,164,-98,-11,"GoingfortheGreenBirdieorBetter",2013
86,86,"Charles Howell III",87,57.3,102,178,-108,-5,"GoingfortheGreenBirdieorBetter",2013
87,87,"Jonas Blixt",76,57.26,67,117,-70,-9,"GoingfortheGreenBirdieorBetter",2013
88,88,"Matt Jones",83,57.25,79,138,-84,-3,"GoingfortheGreenBirdieorBetter",2013
88,88,"Greg Owen",73,57.25,75,131,-82,6,"GoingfortheGreenBirdieorBetter",2013
90,90,"Ryan Palmer",79,57.24,87,152,-91,-9,"GoingfortheGreenBirdieorBetter",2013
91,91,"Ben Crane",62,57.14,36,63,-39,-19,"GoingfortheGreenBirdieorBetter",2013
91,91,"DA Points",87,57.14,64,112,-65,-11,"GoingfortheGreenBirdieorBetter",2013
91,91,"Bo Van Pelt",72,57.14,56,98,-60,1,"GoingfortheGreenBirdieorBetter",2013
91,91,"Bubba Watson",76,57.14,96,168,-101,2,"GoingfortheGreenBirdieorBetter",2013
95,95,"Scott Brown",65,57.01,61,107,-66,0,"GoingfortheGreenBirdieorBetter",2013
96,96,"Tom Gillis",69,56.96,45,79,-47,-8,"GoingfortheGreenBirdieorBetter",2013
97,97,"Webb Simpson",92,56.94,82,144,-86,-19,"GoingfortheGreenBirdieorBetter",2013
98,98,"Chad Campbell",78,56.92,74,130,-80,-15,"GoingfortheGreenBirdieorBetter",2013
99,99,"Richard Lee",81,56.84,54,95,-56,-29,"GoingfortheGreenBirdieorBetter",2013
100,100,"John Rollins",77,56.82,75,132,-78,-3,"GoingfortheGreenBirdieorBetter",2013
101,101,"Charlie Wi",75,56.63,47,83,-51,-7,"GoingfortheGreenBirdieorBetter",2013
102,102,"Bob Estes",66,56.58,43,76,-46,-27,"GoingfortheGreenBirdieorBetter",2013
103,103,"Troy Matteson",68,56.57,56,99,-61,-2,"GoingfortheGreenBirdieorBetter",2013
104,104,"Zach Johnson",84,56.36,62,110,-65,-21,"GoingfortheGreenBirdieorBetter",2013
105,105,"Martin Laird",68,56.31,58,103,-65,-1,"GoingfortheGreenBirdieorBetter",2013
106,106,"Chris Kirk",89,56.25,81,144,-94,-6,"GoingfortheGreenBirdieorBetter",2013
107,107,"Morgan Hoffmann",64,56.12,55,98,-59,-6,"GoingfortheGreenBirdieorBetter",2013
108,108,"Brian Gay",79,55.88,38,68,-38,-14,"GoingfortheGreenBirdieorBetter",2013
109,109,"Rory McIlroy",56,55.56,60,108,-65,5,"GoingfortheGreenBirdieorBetter",2013
109,109,"Jordan Spieth",82,55.56,75,135,-85,-3,"GoingfortheGreenBirdieorBetter",2013
109,109,"Darron Stiles",51,55.56,25,45,-28,-11,"GoingfortheGreenBirdieorBetter",2013
112,112,"Hunter Mahan",91,55.49,91,164,-94,-13,"GoingfortheGreenBirdieorBetter",2013
113,113,"Scott Piercy",78,55.48,81,146,-87,-2,"GoingfortheGreenBirdieorBetter",2013
114,114,"Steve LeBrun",66,55.42,46,83,-49,-10,"GoingfortheGreenBirdieorBetter",2013
115,115,"Andrew Svoboda",46,55.38,36,65,-40,-2,"GoingfortheGreenBirdieorBetter",2013
116,116,"Charlie Beljan",62,55.37,67,121,-70,12,"GoingfortheGreenBirdieorBetter",2013
116,116,"Pat Perez",69,55.37,67,121,-70,0,"GoingfortheGreenBirdieorBetter",2013
118,118,"Mike Weir",60,55.36,31,56,-31,-18,"GoingfortheGreenBirdieorBetter",2013
119,119,"Kyle Stanley",71,55.15,91,165,-101,8,"GoingfortheGreenBirdieorBetter",2013
120,120,"Michael Bradley",56,55.1,27,49,-27,-4,"GoingfortheGreenBirdieorBetter",2013
121,121,"Sangmoon Bae",83,55.08,65,118,-67,1,"GoingfortheGreenBirdieorBetter",2013
121,121,"Lucas Glover",65,55.08,65,118,-70,-4,"GoingfortheGreenBirdieorBetter",2013
123,123,"Jerry Kelly",75,55.06,49,89,-53,-16,"GoingfortheGreenBirdieorBetter",2013
124,124,"Nick Watney",88,54.97,83,151,-89,-20,"GoingfortheGreenBirdieorBetter",2013
125,125,"James Driscoll",76,54.55,54,99,-55,-3,"GoingfortheGreenBirdieorBetter",2013
125,125,"Freddie Jacobson",63,54.55,42,77,-47,-18,"GoingfortheGreenBirdieorBetter",2013
125,125,"Lee Williams",62,54.55,30,55,-31,-20,"GoingfortheGreenBirdieorBetter",2013
128,128,"Seung Yul Noh",71,54.47,67,123,-69,18,"GoingfortheGreenBirdieorBetter",2013
129,129,"John Merrick",79,54.21,58,107,-66,-26,"GoingfortheGreenBirdieorBetter",2013
130,130,"Tommy Gainey",84,54.2,71,131,-73,-3,"GoingfortheGreenBirdieorBetter",2013
131,131,"JJ Henry",83,54.05,60,111,-65,-11,"GoingfortheGreenBirdieorBetter",2013
132,132,"Brian Harman",89,53.96,75,139,-82,1,"GoingfortheGreenBirdieorBetter",2013
133,133,"Kevin Stadler",83,53.85,84,156,-91,-9,"GoingfortheGreenBirdieorBetter",2013
134,134,"Mark Wilson",56,53.73,36,67,-38,-21,"GoingfortheGreenBirdieorBetter",2013
135,135,"John Huh",88,53.52,76,142,-81,-2,"GoingfortheGreenBirdieorBetter",2013
136,136,"Padraig Harrington",52,53.25,41,77,-44,0,"GoingfortheGreenBirdieorBetter",2013
137,137,"Matt Every",89,53.04,96,181,-103,7,"GoingfortheGreenBirdieorBetter",2013
138,138,"Vijay Singh",61,52.94,45,85,-46,0,"GoingfortheGreenBirdieorBetter",2013
139,139,"Ian Poulter",59,52.86,37,70,-39,-11,"GoingfortheGreenBirdieorBetter",2013
140,140,"Nicolas Colsaerts",50,52.78,38,72,-41,1,"GoingfortheGreenBirdieorBetter",2013
141,141,"Robert Garrigus",69,52.7,78,148,-81,9,"GoingfortheGreenBirdieorBetter",2013
141,141,"Justin Leonard",86,52.7,39,74,-43,-39,"GoingfortheGreenBirdieorBetter",2013
143,143,"KJ Choi",85,52.56,41,78,-43,-38,"GoingfortheGreenBirdieorBetter",2013
144,144,"Trevor Immelman",73,52.5,42,80,-42,-8,"GoingfortheGreenBirdieorBetter",2013
145,145,"Ken Duke",87,52.44,43,82,-45,-19,"GoingfortheGreenBirdieorBetter",2013
146,146,"Angel Cabrera",73,52.31,68,130,-70,4,"GoingfortheGreenBirdieorBetter",2013
147,147,"Robert Streb",75,52.21,59,113,-61,1,"GoingfortheGreenBirdieorBetter",2013
148,148,"DJ Trahan",48,52.11,37,71,-39,-2,"GoingfortheGreenBirdieorBetter",2013
149,149,"Derek Ernst",58,52.08,50,96,-53,1,"GoingfortheGreenBirdieorBetter",2013
150,150,"Casey Wittenberg",72,51.9,41,79,-42,2,"GoingfortheGreenBirdieorBetter",2013
151,151,"Stuart Appleby",88,51.85,56,108,-59,-20,"GoingfortheGreenBirdieorBetter",2013
152,152,"Nicholas Thompson",99,51.57,82,159,-89,-3,"GoingfortheGreenBirdieorBetter",2013
153,153,"Ben Kohles",75,51.35,38,74,-43,-4,"GoingfortheGreenBirdieorBetter",2013
154,154,"Jason Bohn",70,51.32,39,76,-39,-26,"GoingfortheGreenBirdieorBetter",2013
155,155,"Marc Leishman",77,51.13,68,133,-71,1,"GoingfortheGreenBirdieorBetter",2013
156,156,"Sean OHair",56,51,51,100,-56,3,"GoingfortheGreenBirdieorBetter",2013
157,157,"David Hearn",88,50.55,46,91,-46,-22,"GoingfortheGreenBirdieorBetter",2013
158,158,"Camilo Villegas",79,50.47,54,107,-59,-21,"GoingfortheGreenBirdieorBetter",2013
159,159,"Cameron Percy",68,50.45,56,111,-58,3,"GoingfortheGreenBirdieorBetter",2013
160,160,"Brian Davis",91,50,50,100,-54,-35,"GoingfortheGreenBirdieorBetter",2013
160,160,"Jeff Maggert",63,50,40,80,-42,-11,"GoingfortheGreenBirdieorBetter",2013
162,162,"Ted Potter Jr",65,49.32,36,73,-40,-10,"GoingfortheGreenBirdieorBetter",2013
163,163,"Ben Curtis",59,49.02,25,51,-26,1,"GoingfortheGreenBirdieorBetter",2013
163,163,"Jason Dufner",78,49.02,50,102,-51,-20,"GoingfortheGreenBirdieorBetter",2013
163,163,"Jeff Overton",78,49.02,75,153,-79,-7,"GoingfortheGreenBirdieorBetter",2013
166,166,"Bill Haas",85,48.85,64,131,-69,-16,"GoingfortheGreenBirdieorBetter",2013
167,167,"Geoff Ogilvy",57,48.65,36,74,-37,18,"GoingfortheGreenBirdieorBetter",2013
168,168,"Eric Meierdierks",48,48.15,39,81,-39,2,"GoingfortheGreenBirdieorBetter",2013
169,169,"Justin Hicks",79,47.67,41,86,-45,-8,"GoingfortheGreenBirdieorBetter",2013
169,169,"Johnson Wagner",64,47.67,41,86,-43,8,"GoingfortheGreenBirdieorBetter",2013
171,171,"Chez Reavie",72,46.99,39,83,-42,-11,"GoingfortheGreenBirdieorBetter",2013
172,172,"Robert Allenby",58,46.97,31,66,-32,6,"GoingfortheGreenBirdieorBetter",2013
173,173,"Ricky Barnes",74,46.67,49,105,-50,-12,"GoingfortheGreenBirdieorBetter",2013
174,174,"David Mathis",71,46.59,41,88,-42,-11,"GoingfortheGreenBirdieorBetter",2013
175,175,"Ryo Ishikawa",72,45.1,46,102,-48,1,"GoingfortheGreenBirdieorBetter",2013
176,176,"Dicky Pride",71,44.44,28,63,-28,-25,"GoingfortheGreenBirdieorBetter",2013
177,177,"Justin Bolli",59,42.86,21,49,-21,-2,"GoingfortheGreenBirdieorBetter",2013
178,178,"Erik Compton",74,42.34,47,111,-50,-7,"GoingfortheGreenBirdieorBetter",2013
179,179,"Bobby Gates",49,41.38,24,58,-24,4,"GoingfortheGreenBirdieorBetter",2013
179,179,"David Toms",49,41.38,12,29,-15,-6,"GoingfortheGreenBirdieorBetter",2013
