"ScramblingRoughRTPScore_RANKTHISWEEK_2016","ScramblingRoughRTPScore_RANKLASTWEEK_2016","ScramblingRoughRTPScore_PLAYERNAME_2016","ScramblingRoughRTPScore_ROUNDS_2016","ScramblingRoughRTPScore_AVGRTP_2016","ScramblingRoughRTPScore_TOTALHOLES_2016","ScramblingRoughRTPScore_TOTALRTP_2016","stat_name","year"
83,82,"Branden Grace",31,0.435,46,20,"ScramblingRoughRTPScore",2016
84,87,"Anirban Lahiri",44,0.44,75,33,"ScramblingRoughRTPScore",2016
85,67,"JB Holmes",39,0.441,68,30,"ScramblingRoughRTPScore",2016
86,98,"Gary Woodland",45,0.442,77,34,"ScramblingRoughRTPScore",2016
87,92,"Derek Ernst",36,0.444,72,32,"ScramblingRoughRTPScore",2016
87,95,"Will Wilcox",47,0.444,99,44,"ScramblingRoughRTPScore",2016
89,92,"Si Woo Kim",63,0.447,141,63,"ScramblingRoughRTPScore",2016
90,86,"Rob Oppenheim",37,0.449,69,31,"ScramblingRoughRTPScore",2016
91,89,"Zach Johnson",42,0.45,60,27,"ScramblingRoughRTPScore",2016
91,121,"Camilo Villegas",50,0.45,120,54,"ScramblingRoughRTPScore",2016
93,46,"Sean OHair",45,0.452,73,33,"ScramblingRoughRTPScore",2016
94,95,"Graeme McDowell",33,0.456,68,31,"ScramblingRoughRTPScore",2016
95,97,"Brice Garnett",29,0.458,59,27,"ScramblingRoughRTPScore",2016
96,98,"Zac Blair",56,0.461,128,59,"ScramblingRoughRTPScore",2016
97,90,"Ricky Barnes",57,0.462,130,60,"ScramblingRoughRTPScore",2016
97,83,"Derek Fathauer",58,0.462,143,66,"ScramblingRoughRTPScore",2016
99,112,"Jeff Overton",51,0.464,110,51,"ScramblingRoughRTPScore",2016
100,106,"Sung Kang",51,0.465,101,47,"ScramblingRoughRTPScore",2016
101,108,"Andres Romero",22,0.471,51,24,"ScramblingRoughRTPScore",2016
101,107,"Webb Simpson",34,0.471,51,24,"ScramblingRoughRTPScore",2016
103,38,"Davis Love III",40,0.472,53,25,"ScramblingRoughRTPScore",2016
104,67,"David Toms",38,0.473,74,35,"ScramblingRoughRTPScore",2016
105,92,"Retief Goosen",37,0.474,76,36,"ScramblingRoughRTPScore",2016
105,101,"Whee Kim",54,0.474,116,55,"ScramblingRoughRTPScore",2016
105,110,"Dicky Pride",33,0.474,78,37,"ScramblingRoughRTPScore",2016
108,110,"Tyler Aldridge",53,0.475,122,58,"ScramblingRoughRTPScore",2016
108,112,"Chris Kirk",51,0.475,61,29,"ScramblingRoughRTPScore",2016
110,11,"Byeong Hun An",23,0.476,21,10,"ScramblingRoughRTPScore",2016
110,116,"Matt Kuchar",46,0.476,82,39,"ScramblingRoughRTPScore",2016
112,112,"Carlos Ortiz",47,0.477,107,51,"ScramblingRoughRTPScore",2016
113,119,"Jason Dufner",53,0.479,71,34,"ScramblingRoughRTPScore",2016
113,119,"Billy Horschel",45,0.479,73,35,"ScramblingRoughRTPScore",2016
115,128,"Cameron Tringale",47,0.48,102,49,"ScramblingRoughRTPScore",2016
116,121,"Blayne Barber",44,0.481,106,51,"ScramblingRoughRTPScore",2016
116,124,"Russell Henley",42,0.481,81,39,"ScramblingRoughRTPScore",2016
118,90,"Jason Gore",51,0.482,114,55,"ScramblingRoughRTPScore",2016
119,102,"Erik Compton",45,0.483,116,56,"ScramblingRoughRTPScore",2016
119,130,"Hideki Matsuyama",40,0.483,58,28,"ScramblingRoughRTPScore",2016
119,126,"Jordan Spieth",34,0.483,60,29,"ScramblingRoughRTPScore",2016
122,127,"Ken Duke",26,0.484,62,30,"ScramblingRoughRTPScore",2016
123,112,"Chad Campbell",54,0.485,103,50,"ScramblingRoughRTPScore",2016
124,128,"Charley Hoffman",49,0.488,82,40,"ScramblingRoughRTPScore",2016
125,133,"Tyrone Van Aswegen",67,0.489,131,64,"ScramblingRoughRTPScore",2016
126,109,"Ben Crane",48,0.49,104,51,"ScramblingRoughRTPScore",2016
127,131,"Charlie Beljan",26,0.491,53,26,"ScramblingRoughRTPScore",2016
128,131,"Cameron Smith",45,0.492,61,30,"ScramblingRoughRTPScore",2016
129,102,"Sam Saunders",40,0.493,75,37,"ScramblingRoughRTPScore",2016
130,162,"Francesco Molinari",36,0.494,79,39,"ScramblingRoughRTPScore",2016
131,150,"Tony Finau",49,0.495,109,54,"ScramblingRoughRTPScore",2016
131,104,"David Lingmerth",54,0.495,99,49,"ScramblingRoughRTPScore",2016
131,136,"Will Ma Kenzie",54,0.495,105,52,"ScramblingRoughRTPScore",2016
131,143,"Scott Pinckney",53,0.495,109,54,"ScramblingRoughRTPScore",2016
135,116,"Stuart Appleby",39,0.5,88,44,"ScramblingRoughRTPScore",2016
135,125,"Bronson Burgoon",53,0.5,122,61,"ScramblingRoughRTPScore",2016
135,134,"Harold Varner III",58,0.5,110,55,"ScramblingRoughRTPScore",2016
138,134,"Brendon de Jonge",55,0.505,109,55,"ScramblingRoughRTPScore",2016
138,139,"Adam Hadwin",53,0.505,107,54,"ScramblingRoughRTPScore",2016
140,121,"William McGirt",54,0.506,87,44,"ScramblingRoughRTPScore",2016
141,140,"Pat Perez",28,0.508,61,31,"ScramblingRoughRTPScore",2016
142,165,"Danny Lee",53,0.512,84,43,"ScramblingRoughRTPScore",2016
143,142,"Smylie Kaufman",57,0.515,97,50,"ScramblingRoughRTPScore",2016
143,151,"Justin Thomas",53,0.515,97,50,"ScramblingRoughRTPScore",2016
145,144,"Kevin Kisner",49,0.516,64,33,"ScramblingRoughRTPScore",2016
145,152,"Luke List",51,0.516,91,47,"ScramblingRoughRTPScore",2016
147,144,"Scott Piercy",45,0.517,58,30,"ScramblingRoughRTPScore",2016
148,146,"Carl Pettersson",31,0.519,79,41,"ScramblingRoughRTPScore",2016
149,148,"Jason Day",36,0.52,50,26,"ScramblingRoughRTPScore",2016
149,148,"Sergio Garcia",28,0.52,25,13,"ScramblingRoughRTPScore",2016
151,165,"Brendan Steele",48,0.521,96,50,"ScramblingRoughRTPScore",2016
152,136,"Jhonattan Vegas",49,0.523,88,46,"ScramblingRoughRTPScore",2016
153,164,"Andres Gonzales",46,0.525,118,62,"ScramblingRoughRTPScore",2016
154,156,"Matt Jones",45,0.527,74,39,"ScramblingRoughRTPScore",2016
155,154,"Troy Merritt",41,0.528,72,38,"ScramblingRoughRTPScore",2016
155,154,"DJ Trahan",23,0.528,53,28,"ScramblingRoughRTPScore",2016
157,156,"Stewart Cink",45,0.529,70,37,"ScramblingRoughRTPScore",2016
158,159,"Michael Kim",62,0.531,145,77,"ScramblingRoughRTPScore",2016
159,160,"Seung Yul Noh",54,0.532,111,59,"ScramblingRoughRTPScore",2016
160,161,"Wes Roach",33,0.533,75,40,"ScramblingRoughRTPScore",2016
160,146,"Henrik Stenson",30,0.533,30,16,"ScramblingRoughRTPScore",2016
162,168,"Kyle Reifers",63,0.537,136,73,"ScramblingRoughRTPScore",2016
163,162,"Hiroshi Iwata",51,0.538,106,57,"ScramblingRoughRTPScore",2016
163,136,"Vaughn Taylor",30,0.538,52,28,"ScramblingRoughRTPScore",2016
165,141,"Brian Harman",60,0.541,133,72,"ScramblingRoughRTPScore",2016
166,172,"Shawn Stefani",45,0.543,92,50,"ScramblingRoughRTPScore",2016
167,176,"Vijay Singh",42,0.545,77,42,"ScramblingRoughRTPScore",2016
168,153,"Geoff Ogilvy",37,0.546,97,53,"ScramblingRoughRTPScore",2016
169,169,"John Senden",48,0.548,73,40,"ScramblingRoughRTPScore",2016
170,186,"George McNeill",33,0.554,74,41,"ScramblingRoughRTPScore",2016
171,174,"Luke Guthrie",31,0.557,61,34,"ScramblingRoughRTPScore",2016
172,170,"Kyle Stanley",57,0.561,123,69,"ScramblingRoughRTPScore",2016
173,171,"Kelly Kraft",35,0.562,73,41,"ScramblingRoughRTPScore",2016
174,173,"Patrick Rodgers",49,0.563,87,49,"ScramblingRoughRTPScore",2016
175,190,"Shane Lowry",35,0.564,55,31,"ScramblingRoughRTPScore",2016
176,156,"Paul Casey",39,0.565,46,26,"ScramblingRoughRTPScore",2016
177,177,"Graham DeLaet",50,0.567,90,51,"ScramblingRoughRTPScore",2016
178,165,"Dawie van der Walt",48,0.57,114,65,"ScramblingRoughRTPScore",2016
179,179,"Dustin Johnson",37,0.571,49,28,"ScramblingRoughRTPScore",2016
180,184,"Andrew Loupe",50,0.573,124,71,"ScramblingRoughRTPScore",2016
180,180,"Rory Sabbatini",40,0.573,75,43,"ScramblingRoughRTPScore",2016
180,188,"Johnson Wagner",44,0.573,75,43,"ScramblingRoughRTPScore",2016
183,182,"Darron Stiles",28,0.574,54,31,"ScramblingRoughRTPScore",2016
184,183,"Miguel Angel Carballo",24,0.576,59,34,"ScramblingRoughRTPScore",2016
185,180,"DH Lee",35,0.577,97,56,"ScramblingRoughRTPScore",2016
186,185,"Hudson Swafford",52,0.58,88,51,"ScramblingRoughRTPScore",2016
187,187,"Keegan Bradley",40,0.589,56,33,"ScramblingRoughRTPScore",2016
188,189,"Hunter Mahan",43,0.59,83,49,"ScramblingRoughRTPScore",2016
189,175,"Ernie Els",34,0.592,71,42,"ScramblingRoughRTPScore",2016
190,190,"Brooks Koepka",39,0.6,60,36,"ScramblingRoughRTPScore",2016
191,192,"Cameron Percy",22,0.605,38,23,"ScramblingRoughRTPScore",2016
192,178,"Chesson Hadley",51,0.606,104,63,"ScramblingRoughRTPScore",2016
193,197,"Robert Garrigus",34,0.609,69,42,"ScramblingRoughRTPScore",2016
194,194,"Steve Marino",40,0.61,82,50,"ScramblingRoughRTPScore",2016
195,194,"Rhein Gibson",36,0.613,80,49,"ScramblingRoughRTPScore",2016
196,196,"Bubba Watson",30,0.615,26,16,"ScramblingRoughRTPScore",2016
197,201,"Matt Every",34,0.627,67,42,"ScramblingRoughRTPScore",2016
198,198,"Greg Owen",56,0.634,82,52,"ScramblingRoughRTPScore",2016
199,200,"Morgan Hoffmann",43,0.635,96,61,"ScramblingRoughRTPScore",2016
200,204,"Angel Cabrera",42,0.64,75,48,"ScramblingRoughRTPScore",2016
201,193,"Emiliano Grillo",47,0.649,74,48,"ScramblingRoughRTPScore",2016
202,199,"Michael Thompson",46,0.656,96,63,"ScramblingRoughRTPScore",2016
203,203,"Robert Allenby",35,0.671,76,51,"ScramblingRoughRTPScore",2016
204,205,"JJ Henry",44,0.712,66,47,"ScramblingRoughRTPScore",2016
205,206,"Justin Hicks",26,0.714,42,30,"ScramblingRoughRTPScore",2016
206,206,"Louis Oosthuizen",25,0.737,19,14,"ScramblingRoughRTPScore",2016
207,208,"Steven Bowditch",40,0.795,83,66,"ScramblingRoughRTPScore",2016
