"FirstTeeEarlyLowestRound_RANKTHISWEEK_2011","FirstTeeEarlyLowestRound_RANKLASTWEEK_2011","FirstTeeEarlyLowestRound_PLAYERNAME_2011","FirstTeeEarlyLowestRound_ROUNDS_2011","FirstTeeEarlyLowestRound_LOWRND_2011","stat_name","year"
1,1,"Patrick Cantlay",20,60,"FirstTeeEarlyLowestRound",2011
2,2,"Scott Piercy",78,61,"FirstTeeEarlyLowestRound",2011
2,2,"Brandt Snedeker",85,61,"FirstTeeEarlyLowestRound",2011
4,4,"Steven Bowditch",86,62,"FirstTeeEarlyLowestRound",2011
4,4,"Rickie Fowler",84,62,"FirstTeeEarlyLowestRound",2011
4,4,"Bill Haas",93,62,"FirstTeeEarlyLowestRound",2011
4,4,"Chez Reavie",92,62,"FirstTeeEarlyLowestRound",2011
4,4,"DJ Trahan",91,62,"FirstTeeEarlyLowestRound",2011
4,4,"Jimmy Walker",79,62,"FirstTeeEarlyLowestRound",2011
10,10,"Steve Flesch",88,63,"FirstTeeEarlyLowestRound",2011
10,10,"Robert Garrigus",83,63,"FirstTeeEarlyLowestRound",2011
10,10,"Dustin Johnson",72,63,"FirstTeeEarlyLowestRound",2011
10,10,"Chris Kirk",87,63,"FirstTeeEarlyLowestRound",2011
10,10,"Justin Leonard",82,63,"FirstTeeEarlyLowestRound",2011
10,10,"Phil Mickelson",79,63,"FirstTeeEarlyLowestRound",2011
10,10,"Kevin Na",84,63,"FirstTeeEarlyLowestRound",2011
10,10,"Carl Pettersson",95,63,"FirstTeeEarlyLowestRound",2011
10,10,"Chris Stroud",88,63,"FirstTeeEarlyLowestRound",2011
10,10,"Roland Thatcher",67,63,"FirstTeeEarlyLowestRound",2011
10,10,"YE Yang",63,63,"FirstTeeEarlyLowestRound",2011
21,21,"Stuart Appleby",65,64,"FirstTeeEarlyLowestRound",2011
21,21,"Briny Baird",60,64,"FirstTeeEarlyLowestRound",2011
21,21,"Keegan Bradley",91,64,"FirstTeeEarlyLowestRound",2011
21,21,"Stewart Cink",72,64,"FirstTeeEarlyLowestRound",2011
21,21,"Michael Connell",76,64,"FirstTeeEarlyLowestRound",2011
21,21,"Brian Davis",105,64,"FirstTeeEarlyLowestRound",2011
21,21,"Chris DiMarco",93,64,"FirstTeeEarlyLowestRound",2011
21,21,"Luke Donald",73,64,"FirstTeeEarlyLowestRound",2011
21,21,"James Driscoll",71,64,"FirstTeeEarlyLowestRound",2011
21,21,"Ernie Els",71,64,"FirstTeeEarlyLowestRound",2011
21,21,"Harrison Frazar",58,64,"FirstTeeEarlyLowestRound",2011
21,21,"Bobby Gates",82,64,"FirstTeeEarlyLowestRound",2011
21,21,"Brian Gay",90,64,"FirstTeeEarlyLowestRound",2011
21,21,"Retief Goosen",50,64,"FirstTeeEarlyLowestRound",2011
21,21,"Nathan Green",81,64,"FirstTeeEarlyLowestRound",2011
21,21,"Adam Hadwin",20,64,"FirstTeeEarlyLowestRound",2011
21,21,"JJ Henry",96,64,"FirstTeeEarlyLowestRound",2011
21,21,"Jim Herman",69,64,"FirstTeeEarlyLowestRound",2011
21,21,"Zach Johnson",79,64,"FirstTeeEarlyLowestRound",2011
21,21,"Sung Kang",63,64,"FirstTeeEarlyLowestRound",2011
21,21,"Robert Karlsson",61,64,"FirstTeeEarlyLowestRound",2011
21,21,"Spencer Levin",113,64,"FirstTeeEarlyLowestRound",2011
21,21,"Graeme McDowell",50,64,"FirstTeeEarlyLowestRound",2011
21,21,"Matt McQuillan",59,64,"FirstTeeEarlyLowestRound",2011
21,21,"Ryan Moore",79,64,"FirstTeeEarlyLowestRound",2011
21,21,"Rory Sabbatini",85,64,"FirstTeeEarlyLowestRound",2011
21,21,"Kevin Stadler",88,64,"FirstTeeEarlyLowestRound",2011
21,21,"Brendan Steele",89,64,"FirstTeeEarlyLowestRound",2011
21,21,"David Toms",78,64,"FirstTeeEarlyLowestRound",2011
21,21,"Cameron Tringale",110,64,"FirstTeeEarlyLowestRound",2011
21,21,"Bubba Watson",85,64,"FirstTeeEarlyLowestRound",2011
21,21,"Charlie Wi",83,64,"FirstTeeEarlyLowestRound",2011
