"RightTendency_RANKTHISWEEK_2010","RightTendency_RANKLASTWEEK_2010","RightTendency_PLAYERNAME_2010","RightTendency_EVENTS_2010","RightTendency_Pct_2010","RightTendency_NUMBEROFTIMES_2010","RightTendency_ATTEMPTS_2010","RightTendency_AVGRTPSCORE_2010","stat_name","year"
94,94,"Lee Janzen",26,51.8,186,359,1.83,"RightTendency",2010
95,95,"Graham DeLaet",28,51.9,178,343,1.46,"RightTendency",2010
95,95,"Dustin Johnson",23,51.9,189,364,0.95,"RightTendency",2010
95,95,"Jay Williamson",24,51.9,126,243,1.98,"RightTendency",2010
98,98,"Scott McCarron",29,52,191,367,1.15,"RightTendency",2010
98,98,"DJ Trahan",27,52,216,415,0.05,"RightTendency",2010
100,100,"John Daly",20,52.1,148,284,1.55,"RightTendency",2010
101,101,"Cameron Beckman",25,52.2,152,291,2.43,"RightTendency",2010
102,102,"Geoff Ogilvy",19,52.3,149,285,0.47,"RightTendency",2010
102,102,"Chris Tidland",24,52.3,169,323,0.71,"RightTendency",2010
104,104,"Jeev Milkha Singh",19,52.4,141,269,1.21,"RightTendency",2010
105,105,"Jason Day",24,52.5,201,383,1.34,"RightTendency",2010
105,105,"Nicholas Thompson",29,52.5,190,362,1.11,"RightTendency",2010
107,107,"Vijay Singh",24,52.6,152,289,0.92,"RightTendency",2010
107,107,"Johnson Wagner",28,52.6,189,359,1.85,"RightTendency",2010
109,109,"Derek Lamely",28,52.7,202,383,1.88,"RightTendency",2010
109,109,"Aron Price",22,52.7,139,264,2.16,"RightTendency",2010
109,109,"Heath Slocum",25,52.7,149,283,0.87,"RightTendency",2010
112,112,"Andres Romero",21,52.8,208,394,1.92,"RightTendency",2010
112,112,"Brian Stuard",28,52.8,177,335,2.03,"RightTendency",2010
114,114,"Cliff Kresge",17,53.1,95,179,0.63,"RightTendency",2010
114,114,"Sean OHair",25,53.1,170,320,0.94,"RightTendency",2010
114,114,"Greg Owen",27,53.1,169,318,2.25,"RightTendency",2010
117,117,"Chris DiMarco",25,53.3,163,306,1.1,"RightTendency",2010
117,117,"Steve Wheatcroft",27,53.3,139,261,2.16,"RightTendency",2010
117,117,"Chris Wilson",26,53.3,145,272,2,"RightTendency",2010
120,120,"Tom Gillis",27,53.4,202,378,0.94,"RightTendency",2010
121,121,"Joe Ogilvie",32,53.5,242,452,1.07,"RightTendency",2010
122,122,"Henrik Bjornstad",26,53.6,142,265,2.68,"RightTendency",2010
123,123,"Kris Blanks",30,53.8,171,318,1.75,"RightTendency",2010
123,123,"Jarrod Lyle",18,53.8,114,212,0.79,"RightTendency",2010
125,125,"Craig Bowden",20,53.9,90,167,2.78,"RightTendency",2010
125,125,"Brian Davis",32,53.9,200,371,1.3,"RightTendency",2010
127,127,"Tim Herron",24,54,225,417,1.73,"RightTendency",2010
127,127,"Kevin Johnson",26,54,122,226,3.2,"RightTendency",2010
127,127,"Rory McIlroy",16,54,109,202,2.29,"RightTendency",2010
130,130,"Brendon de Jonge",32,54.1,218,403,1.74,"RightTendency",2010
130,130,"Jason Dufner",25,54.1,157,290,1.46,"RightTendency",2010
132,132,"Vance Veazey",23,54.2,143,264,3.36,"RightTendency",2010
132,132,"Charlie Wi",27,54.2,228,421,1.49,"RightTendency",2010
134,134,"Sergio Garcia",15,54.3,101,186,1.68,"RightTendency",2010
134,134,"Zach Johnson",25,54.3,158,291,1.65,"RightTendency",2010
134,134,"Mark Wilson",28,54.3,171,315,2.46,"RightTendency",2010
137,137,"Ben Crane",24,54.5,146,268,1.16,"RightTendency",2010
137,137,"John Merrick",31,54.5,217,398,1.66,"RightTendency",2010
137,137,"Troy Merritt",29,54.5,222,407,1.89,"RightTendency",2010
140,140,"Skip Kendall",18,54.6,100,183,1.7,"RightTendency",2010
141,141,"Billy Mayfair",26,54.7,145,265,0.76,"RightTendency",2010
141,141,"Mike Weir",19,54.7,139,254,2.52,"RightTendency",2010
143,143,"Steve Elkington",22,55.1,135,245,1.11,"RightTendency",2010
143,143,"Steve Lowery",25,55.1,145,263,2.34,"RightTendency",2010
143,143,"Rocco Mediate",25,55.1,136,247,2.79,"RightTendency",2010
146,146,"KJ Choi",22,55.2,153,277,0.85,"RightTendency",2010
146,146,"Joe Durant",19,55.2,101,183,1.39,"RightTendency",2010
148,148,"Ricky Barnes",28,55.3,247,447,0.93,"RightTendency",2010
148,148,"Bo Van Pelt",28,55.3,231,418,1.13,"RightTendency",2010
150,150,"Steve Marino",24,55.4,179,323,1.79,"RightTendency",2010
150,150,"Cameron Percy",25,55.4,174,314,1.03,"RightTendency",2010
152,152,"Mark Calcavecchia",16,55.5,101,182,2.97,"RightTendency",2010
152,152,"Nick Watney",24,55.5,196,353,0.41,"RightTendency",2010
154,154,"Daniel Chopra",28,55.7,224,402,1.03,"RightTendency",2010
155,155,"Robert Allenby",22,56,163,291,0.37,"RightTendency",2010
155,155,"Martin Laird",26,56,233,416,1.63,"RightTendency",2010
157,157,"Marc Leishman",26,56.1,225,401,1.02,"RightTendency",2010
157,157,"Roger Tambellini",26,56.1,162,289,2.1,"RightTendency",2010
159,159,"Hunter Mahan",25,56.2,163,290,1.29,"RightTendency",2010
160,160,"Chad Campbell",28,56.4,181,321,1.44,"RightTendency",2010
161,161,"Paul Goydos",25,56.5,152,269,2.17,"RightTendency",2010
162,162,"Kevin Streelman",28,56.6,201,355,1.34,"RightTendency",2010
163,163,"Charley Hoffman",24,56.8,200,352,1.85,"RightTendency",2010
164,164,"James Driscoll",26,57.2,230,402,1.26,"RightTendency",2010
165,165,"Rickie Fowler",28,57.3,229,400,0.74,"RightTendency",2010
165,165,"Josh Teater",31,57.3,242,422,2.56,"RightTendency",2010
167,167,"George McNeill",28,57.5,235,409,1.11,"RightTendency",2010
168,168,"Bob Estes",26,57.7,207,359,0.19,"RightTendency",2010
169,169,"Ernie Els",20,57.9,180,311,0.61,"RightTendency",2010
169,169,"JP Hayes",25,57.9,187,323,2.14,"RightTendency",2010
171,171,"Jeff Gove",22,58,123,212,3.41,"RightTendency",2010
172,172,"Ian Poulter",15,58.1,97,167,2.99,"RightTendency",2010
173,173,"Robert Garrigus",22,58.8,193,328,2.02,"RightTendency",2010
174,174,"Rory Sabbatini",26,58.9,206,350,0.92,"RightTendency",2010
175,175,"Troy Matteson",28,59.1,234,396,1.37,"RightTendency",2010
176,176,"David Lutterus",25,59.2,189,319,2.7,"RightTendency",2010
176,176,"Chris Riley",24,59.2,155,262,1.23,"RightTendency",2010
176,176,"Jimmy Walker",27,59.2,255,431,0.27,"RightTendency",2010
179,179,"Aaron Baddeley",26,59.3,272,459,1.07,"RightTendency",2010
179,179,"David Toms",25,59.3,162,273,1.11,"RightTendency",2010
179,179,"Scott Verplank",22,59.3,140,236,0.93,"RightTendency",2010
182,182,"Angel Cabrera",19,59.7,184,308,0.43,"RightTendency",2010
183,183,"Scott Piercy",28,60,271,452,1.88,"RightTendency",2010
184,184,"Freddie Jacobson",24,60.1,226,376,1.15,"RightTendency",2010
184,184,"James Nitties",30,60.1,212,353,2.17,"RightTendency",2010
186,186,"Tim Petrovic",32,61.3,253,413,1.62,"RightTendency",2010
187,187,"Greg Chalmers",27,61.4,278,453,1.33,"RightTendency",2010
188,188,"Bryce Molder",26,62.5,227,363,0.79,"RightTendency",2010
189,189,"Bill Lunde",28,62.8,211,336,1.94,"RightTendency",2010
190,190,"Chad Collins",26,63,240,381,2.13,"RightTendency",2010
190,190,"John Rollins",26,63,215,341,1.07,"RightTendency",2010
192,192,"Charles Howell III",28,63.1,330,523,0.39,"RightTendency",2010
