"AverageDistanceofPuttsmade_RANKTHISWEEK_2011","AverageDistanceofPuttsmade_RANKLASTWEEK_2011","AverageDistanceofPuttsmade_PLAYERNAME_2011","AverageDistanceofPuttsmade_ROUNDS_2011","AverageDistanceofPuttsmade_AVG_2011","AverageDistanceofPuttsmade_TOTALDISTINCHES_2011","AverageDistanceofPuttsmade_TOTALROUNDS_2011","AverageDistanceofPuttsmade_AVGDIST_2011","AverageDistanceofPuttsmade_BESTROUND_2011","stat_name","year"
23,23,"Hunter Haas",96,NA,79329,85,NA,NA,"AverageDistanceofPuttsmade",2011
24,24,"John Senden",94,NA,75526,81,NA,NA,"AverageDistanceofPuttsmade",2011
25,25,"Matt Bettencourt",84,NA,71616,77,NA,NA,"AverageDistanceofPuttsmade",2011
26,26,"Roland Thatcher",67,NA,56650,61,NA,NA,"AverageDistanceofPuttsmade",2011
27,27,"Charlie Wi",83,NA,71401,77,NA,NA,"AverageDistanceofPuttsmade",2011
28,28,"Jim Renner",65,NA,49077,53,NA,NA,"AverageDistanceofPuttsmade",2011
29,29,"Chez Reavie",92,NA,75740,82,NA,NA,"AverageDistanceofPuttsmade",2011
30,30,"Greg Chalmers",88,NA,72875,79,NA,NA,"AverageDistanceofPuttsmade",2011
30,30,"Aron Price",58,NA,45189,49,NA,NA,"AverageDistanceofPuttsmade",2011
32,32,"Tommy Gainey",104,NA,83771,91,NA,NA,"AverageDistanceofPuttsmade",2011
33,33,"Jeff Overton",92,NA,67168,73,NA,NA,"AverageDistanceofPuttsmade",2011
33,33,"Kevin Streelman",90,NA,65341,71,NA,NA,"AverageDistanceofPuttsmade",2011
35,35,"Charl Schwartzel",58,NA,36768,40,NA,NA,"AverageDistanceofPuttsmade",2011
36,36,"John Rollins",85,NA,66072,72,NA,NA,"AverageDistanceofPuttsmade",2011
37,37,"Brian Gay",90,NA,67886,74,NA,NA,"AverageDistanceofPuttsmade",2011
38,38,"Blake Adams",116,NA,96217,105,NA,NA,"AverageDistanceofPuttsmade",2011
38,38,"Shane Bertsch",62,NA,47609,52,NA,NA,"AverageDistanceofPuttsmade",2011
38,38,"Webb Simpson",98,NA,76035,83,NA,NA,"AverageDistanceofPuttsmade",2011
38,38,"Michael Thompson",79,NA,63217,69,NA,NA,"AverageDistanceofPuttsmade",2011
38,38,"Dean Wilson",62,NA,52210,57,NA,NA,"AverageDistanceofPuttsmade",2011
43,43,"Martin Laird",77,NA,56709,62,NA,NA,"AverageDistanceofPuttsmade",2011
43,43,"Michael Putnam",67,NA,48469,53,NA,NA,"AverageDistanceofPuttsmade",2011
45,45,"David Hearn",88,NA,69464,76,NA,NA,"AverageDistanceofPuttsmade",2011
45,45,"Brandt Jobe",100,NA,74032,81,NA,NA,"AverageDistanceofPuttsmade",2011
45,45,"Nick Watney",80,NA,56694,62,NA,NA,"AverageDistanceofPuttsmade",2011
48,48,"Chris Couch",73,NA,62106,68,NA,NA,"AverageDistanceofPuttsmade",2011
48,48,"Scott McCarron",65,NA,49288,54,NA,NA,"AverageDistanceofPuttsmade",2011
48,48,"YE Yang",63,NA,38350,42,NA,NA,"AverageDistanceofPuttsmade",2011
51,51,"Bryce Molder",82,NA,64720,71,NA,NA,"AverageDistanceofPuttsmade",2011
51,51,"Cameron Tringale",110,NA,88432,97,NA,NA,"AverageDistanceofPuttsmade",2011
53,53,"Lee Janzen",62,NA,45529,50,NA,NA,"AverageDistanceofPuttsmade",2011
54,54,"Shaun Micheel",77,NA,59107,65,NA,NA,"AverageDistanceofPuttsmade",2011
54,54,"Tag Ridings",87,NA,67289,74,NA,NA,"AverageDistanceofPuttsmade",2011
56,56,"Padraig Harrington",60,NA,40864,45,NA,NA,"AverageDistanceofPuttsmade",2011
57,57,"Stephen Ames",69,NA,54417,60,NA,NA,"AverageDistanceofPuttsmade",2011
58,58,"Steve Flesch",88,NA,70623,78,NA,NA,"AverageDistanceofPuttsmade",2011
58,58,"Rod Pampling",72,NA,54274,60,NA,NA,"AverageDistanceofPuttsmade",2011
60,60,"Kevin Kisner",70,NA,51515,57,NA,NA,"AverageDistanceofPuttsmade",2011
60,60,"Nate Smith",66,NA,47916,53,NA,NA,"AverageDistanceofPuttsmade",2011
62,62,"Carl Pettersson",95,NA,81295,90,NA,NA,"AverageDistanceofPuttsmade",2011
62,62,"Vijay Singh",79,NA,65037,72,NA,NA,"AverageDistanceofPuttsmade",2011
64,64,"Aaron Baddeley",77,NA,55898,62,NA,NA,"AverageDistanceofPuttsmade",2011
64,64,"JP Hayes",56,NA,43298,48,NA,NA,"AverageDistanceofPuttsmade",2011
64,64,"Ryan Moore",79,NA,54132,60,NA,NA,"AverageDistanceofPuttsmade",2011
67,67,"Retief Goosen",50,NA,36041,40,NA,NA,"AverageDistanceofPuttsmade",2011
67,67,"Sung Kang",63,NA,45929,51,NA,NA,"AverageDistanceofPuttsmade",2011
67,67,"David Mathis",83,NA,63062,70,NA,NA,"AverageDistanceofPuttsmade",2011
67,67,"DA Points",89,NA,66643,74,NA,NA,"AverageDistanceofPuttsmade",2011
71,71,"Robert Garrigus",83,NA,62084,69,NA,NA,"AverageDistanceofPuttsmade",2011
71,71,"Zack Miller",86,NA,67489,75,NA,NA,"AverageDistanceofPuttsmade",2011
73,73,"William McGirt",103,NA,82701,92,NA,NA,"AverageDistanceofPuttsmade",2011
73,73,"Alexandre Rocha",65,NA,44027,49,NA,NA,"AverageDistanceofPuttsmade",2011
75,75,"Steven Bowditch",86,NA,70071,78,NA,NA,"AverageDistanceofPuttsmade",2011
76,76,"Kent Jones",76,NA,60120,67,NA,NA,"AverageDistanceofPuttsmade",2011
77,77,"Woody Austin",59,NA,44743,50,NA,NA,"AverageDistanceofPuttsmade",2011
77,77,"David Duval",67,NA,51891,58,NA,NA,"AverageDistanceofPuttsmade",2011
77,77,"Freddie Jacobson",92,NA,62677,70,NA,NA,"AverageDistanceofPuttsmade",2011
77,77,"Scott Piercy",78,NA,56387,63,NA,NA,"AverageDistanceofPuttsmade",2011
81,81,"Joe Ogilvie",75,NA,54536,61,NA,NA,"AverageDistanceofPuttsmade",2011
82,82,"Anthony Kim",72,NA,51805,58,NA,NA,"AverageDistanceofPuttsmade",2011
82,82,"Bill Lunde",92,NA,68744,77,NA,NA,"AverageDistanceofPuttsmade",2011
84,84,"Billy Mayfair",94,NA,75794,85,NA,NA,"AverageDistanceofPuttsmade",2011
84,84,"Sean OHair",71,NA,53549,60,NA,NA,"AverageDistanceofPuttsmade",2011
84,84,"Garrett Willis",71,NA,57094,64,NA,NA,"AverageDistanceofPuttsmade",2011
87,87,"Brendon de Jonge",105,NA,81965,92,NA,NA,"AverageDistanceofPuttsmade",2011
88,88,"Tim Petrovic",88,NA,68488,77,NA,NA,"AverageDistanceofPuttsmade",2011
88,88,"Camilo Villegas",69,NA,50699,57,NA,NA,"AverageDistanceofPuttsmade",2011
90,90,"Robert Karlsson",61,NA,39978,45,NA,NA,"AverageDistanceofPuttsmade",2011
90,90,"John Merrick",71,NA,53260,60,NA,NA,"AverageDistanceofPuttsmade",2011
92,92,"Charles Howell III",108,NA,80585,91,NA,NA,"AverageDistanceofPuttsmade",2011
93,93,"Stewart Cink",72,NA,46045,52,NA,NA,"AverageDistanceofPuttsmade",2011
94,94,"Paul Stankowski",78,NA,57443,65,NA,NA,"AverageDistanceofPuttsmade",2011
94,94,"Marc Turnesa",54,NA,40685,46,NA,NA,"AverageDistanceofPuttsmade",2011
96,96,"Chris Kirk",87,NA,67870,77,NA,NA,"AverageDistanceofPuttsmade",2011
97,97,"Jhonattan Vegas",84,NA,61587,70,NA,NA,"AverageDistanceofPuttsmade",2011
98,98,"Billy Horschel",75,NA,54497,62,NA,NA,"AverageDistanceofPuttsmade",2011
98,98,"Bio Kim",71,NA,50965,58,NA,NA,"AverageDistanceofPuttsmade",2011
98,98,"Matt Kuchar",94,NA,62435,71,NA,NA,"AverageDistanceofPuttsmade",2011
101,101,"Jason Bohn",74,NA,58831,67,NA,NA,"AverageDistanceofPuttsmade",2011
101,101,"Adam Scott",60,NA,39496,45,NA,NA,"AverageDistanceofPuttsmade",2011
103,103,"Chris Stroud",88,NA,68390,78,NA,NA,"AverageDistanceofPuttsmade",2011
104,104,"Richard Johnson",64,NA,47322,54,NA,NA,"AverageDistanceofPuttsmade",2011
104,104,"Colt Knost",80,NA,58690,67,NA,NA,"AverageDistanceofPuttsmade",2011
104,104,"Mark Wilson",89,NA,61329,70,NA,NA,"AverageDistanceofPuttsmade",2011
104,104,"Gary Woodland",93,NA,61334,70,NA,NA,"AverageDistanceofPuttsmade",2011
108,108,"Ben Curtis",66,NA,54204,62,NA,NA,"AverageDistanceofPuttsmade",2011
109,109,"Scott Stallings",84,NA,60229,69,NA,NA,"AverageDistanceofPuttsmade",2011
110,110,"Ben Crane",76,NA,54037,62,NA,NA,"AverageDistanceofPuttsmade",2011
110,110,"Tim Herron",85,NA,67182,77,NA,NA,"AverageDistanceofPuttsmade",2011
110,110,"Bo Van Pelt",92,NA,61898,71,NA,NA,"AverageDistanceofPuttsmade",2011
113,113,"Robert Allenby",84,NA,60982,70,NA,NA,"AverageDistanceofPuttsmade",2011
114,114,"Kevin Chappell",78,NA,53080,61,NA,NA,"AverageDistanceofPuttsmade",2011
114,114,"Ryuji Imada",83,NA,66153,76,NA,NA,"AverageDistanceofPuttsmade",2011
114,114,"Nick OHern",89,NA,66147,76,NA,NA,"AverageDistanceofPuttsmade",2011
117,117,"Ian Poulter",52,NA,33885,39,NA,NA,"AverageDistanceofPuttsmade",2011
118,118,"DJ Brigman",67,NA,47747,55,NA,NA,"AverageDistanceofPuttsmade",2011
118,118,"Harrison Frazar",58,NA,36442,42,NA,NA,"AverageDistanceofPuttsmade",2011
120,120,"Kyle Stanley",98,NA,69350,80,NA,NA,"AverageDistanceofPuttsmade",2011
121,121,"Brian Davis",105,NA,79690,92,NA,NA,"AverageDistanceofPuttsmade",2011
121,121,"Marc Leishman",87,NA,69247,80,NA,NA,"AverageDistanceofPuttsmade",2011
123,123,"Arjun Atwal",91,NA,71768,83,NA,NA,"AverageDistanceofPuttsmade",2011
123,123,"Nathan Green",81,NA,60542,70,NA,NA,"AverageDistanceofPuttsmade",2011
125,125,"Kris Blanks",92,NA,71737,83,NA,NA,"AverageDistanceofPuttsmade",2011
125,125,"Bill Haas",93,NA,62196,72,NA,NA,"AverageDistanceofPuttsmade",2011
127,127,"Steve Elkington",50,NA,36226,42,NA,NA,"AverageDistanceofPuttsmade",2011
127,127,"Andres Gonzales",60,NA,39715,46,NA,NA,"AverageDistanceofPuttsmade",2011
129,129,"Josh Teater",104,NA,79300,92,NA,NA,"AverageDistanceofPuttsmade",2011
130,130,"KJ Choi",77,NA,49956,58,NA,NA,"AverageDistanceofPuttsmade",2011
131,131,"Sergio Garcia",61,NA,38704,45,NA,NA,"AverageDistanceofPuttsmade",2011
131,131,"JB Holmes",57,NA,40435,47,NA,NA,"AverageDistanceofPuttsmade",2011
131,131,"Troy Merritt",63,NA,49022,57,NA,NA,"AverageDistanceofPuttsmade",2011
131,131,"Phil Mickelson",79,NA,49895,58,NA,NA,"AverageDistanceofPuttsmade",2011
135,135,"James Driscoll",71,NA,52327,61,NA,NA,"AverageDistanceofPuttsmade",2011
136,136,"Keegan Bradley",91,NA,65933,77,NA,NA,"AverageDistanceofPuttsmade",2011
136,136,"Jerry Kelly",85,NA,58240,68,NA,NA,"AverageDistanceofPuttsmade",2011
138,138,"Zach Johnson",79,NA,54727,64,NA,NA,"AverageDistanceofPuttsmade",2011
138,138,"Matt Jones",71,NA,54700,64,NA,NA,"AverageDistanceofPuttsmade",2011
140,140,"Charley Hoffman",93,NA,63158,74,NA,NA,"AverageDistanceofPuttsmade",2011
141,141,"Briny Baird",60,NA,41733,49,NA,NA,"AverageDistanceofPuttsmade",2011
141,141,"Jonathan Byrd",83,NA,61346,72,NA,NA,"AverageDistanceofPuttsmade",2011
141,141,"Tom Gillis",55,NA,42592,50,NA,NA,"AverageDistanceofPuttsmade",2011
141,141,"Vaughn Taylor",89,NA,70724,83,NA,NA,"AverageDistanceofPuttsmade",2011
141,141,"Bubba Watson",85,NA,50290,59,NA,NA,"AverageDistanceofPuttsmade",2011
146,146,"Jason Dufner",78,NA,55292,65,NA,NA,"AverageDistanceofPuttsmade",2011
146,146,"Kevin Stadler",88,NA,62102,73,NA,NA,"AverageDistanceofPuttsmade",2011
146,146,"Jimmy Walker",79,NA,64650,76,NA,NA,"AverageDistanceofPuttsmade",2011
149,149,"Chad Campbell",99,NA,73816,87,NA,NA,"AverageDistanceofPuttsmade",2011
149,149,"Derek Lamely",65,NA,49201,58,NA,NA,"AverageDistanceofPuttsmade",2011
151,151,"Bobby Gates",82,NA,56601,67,NA,NA,"AverageDistanceofPuttsmade",2011
151,151,"Trevor Immelman",84,NA,56628,67,NA,NA,"AverageDistanceofPuttsmade",2011
153,153,"Michael Connell",76,NA,60747,72,NA,NA,"AverageDistanceofPuttsmade",2011
153,153,"Ryan Palmer",82,NA,50637,60,NA,NA,"AverageDistanceofPuttsmade",2011
155,155,"Joseph Bramlett",73,NA,51391,61,NA,NA,"AverageDistanceofPuttsmade",2011
156,156,"Jarrod Lyle",83,NA,60561,72,NA,NA,"AverageDistanceofPuttsmade",2011
157,157,"Jim Herman",69,NA,46914,56,NA,NA,"AverageDistanceofPuttsmade",2011
157,157,"Dustin Johnson",72,NA,45253,54,NA,NA,"AverageDistanceofPuttsmade",2011
157,157,"George McNeill",69,NA,48601,58,NA,NA,"AverageDistanceofPuttsmade",2011
157,157,"Justin Rose",79,NA,52784,63,NA,NA,"AverageDistanceofPuttsmade",2011
161,161,"Troy Matteson",91,NA,67780,81,NA,NA,"AverageDistanceofPuttsmade",2011
162,162,"Chris DiMarco",93,NA,68551,82,NA,NA,"AverageDistanceofPuttsmade",2011
163,163,"Spencer Levin",113,NA,78450,94,NA,NA,"AverageDistanceofPuttsmade",2011
164,164,"Paul Goydos",81,NA,61385,74,NA,NA,"AverageDistanceofPuttsmade",2011
164,164,"JJ Henry",96,NA,65597,79,NA,NA,"AverageDistanceofPuttsmade",2011
166,166,"Justin Leonard",82,NA,61196,74,NA,NA,"AverageDistanceofPuttsmade",2011
167,167,"Michael Bradley",74,NA,48633,59,NA,NA,"AverageDistanceofPuttsmade",2011
168,168,"Rory Sabbatini",85,NA,50231,61,NA,NA,"AverageDistanceofPuttsmade",2011
169,169,"Rocco Mediate",53,NA,39252,48,NA,NA,"AverageDistanceofPuttsmade",2011
170,170,"Stuart Appleby",65,NA,49020,60,NA,NA,"AverageDistanceofPuttsmade",2011
171,171,"Chris Riley",76,NA,55433,68,NA,NA,"AverageDistanceofPuttsmade",2011
172,172,"Joe Durant",71,NA,52085,64,NA,NA,"AverageDistanceofPuttsmade",2011
172,172,"Heath Slocum",89,NA,60251,74,NA,NA,"AverageDistanceofPuttsmade",2011
174,174,"Davis Love III",70,NA,42180,52,NA,NA,"AverageDistanceofPuttsmade",2011
174,174,"Brendan Steele",89,NA,62446,77,NA,NA,"AverageDistanceofPuttsmade",2011
176,176,"Rich Beem",53,NA,37255,46,NA,NA,"AverageDistanceofPuttsmade",2011
177,177,"Ernie Els",71,NA,47697,59,NA,NA,"AverageDistanceofPuttsmade",2011
177,177,"Jim Furyk",87,NA,56579,70,NA,NA,"AverageDistanceofPuttsmade",2011
177,177,"Boo Weekley",66,NA,46035,57,NA,NA,"AverageDistanceofPuttsmade",2011
180,180,"Justin Hicks",60,NA,35141,44,NA,NA,"AverageDistanceofPuttsmade",2011
181,181,"Scott Gutschewski",67,NA,43539,55,NA,NA,"AverageDistanceofPuttsmade",2011
182,182,"Alex Prugh",82,NA,56113,71,NA,NA,"AverageDistanceofPuttsmade",2011
183,183,"DJ Trahan",91,NA,65510,83,NA,NA,"AverageDistanceofPuttsmade",2011
184,184,"Alex Cejka",59,NA,36969,47,NA,NA,"AverageDistanceofPuttsmade",2011
185,185,"Daniel Summerhays",75,NA,51784,66,NA,NA,"AverageDistanceofPuttsmade",2011
186,186,"Ricky Barnes",78,NA,49261,64,NA,NA,"AverageDistanceofPuttsmade",2011
