"FirstTeeEarlyRound3ScoringAverage_RANKTHISWEEK_2006","FirstTeeEarlyRound3ScoringAverage_RANKLASTWEEK_2006","FirstTeeEarlyRound3ScoringAverage_PLAYERNAME_2006","FirstTeeEarlyRound3ScoringAverage__2006","FirstTeeEarlyRound3ScoringAverage_AVG_2006","FirstTeeEarlyRound3ScoringAverage_TOTALSTROKES_2006","FirstTeeEarlyRound3ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Jonathan Byrd",NA,67,201,3,"FirstTeeEarlyRound3ScoringAverage",2006
1,1,"Michael Connell",NA,67,67,1,"FirstTeeEarlyRound3ScoringAverage",2006
1,1,"Roger Tambellini",NA,67,67,1,"FirstTeeEarlyRound3ScoringAverage",2006
1,1,"Tiger Woods",NA,67,67,1,"FirstTeeEarlyRound3ScoringAverage",2006
5,5,"Camilo Villegas",NA,67.33,202,3,"FirstTeeEarlyRound3ScoringAverage",2006
6,6,"Brett Quigley",NA,67.67,203,3,"FirstTeeEarlyRound3ScoringAverage",2006
6,6,"Chris Riley",NA,67.67,203,3,"FirstTeeEarlyRound3ScoringAverage",2006
8,8,"Shane Bertsch",NA,67.83,407,6,"FirstTeeEarlyRound3ScoringAverage",2006
9,9,"Briny Baird",NA,68,272,4,"FirstTeeEarlyRound3ScoringAverage",2006
9,9,"Scott Gutschewski",NA,68,136,2,"FirstTeeEarlyRound3ScoringAverage",2006
11,11,"Daniel Chopra",NA,68.25,273,4,"FirstTeeEarlyRound3ScoringAverage",2006
12,12,"Kris Cox",NA,68.4,342,5,"FirstTeeEarlyRound3ScoringAverage",2006
13,13,"Jim Furyk",NA,68.5,137,2,"FirstTeeEarlyRound3ScoringAverage",2006
13,13,"Ian Leggatt",NA,68.5,274,4,"FirstTeeEarlyRound3ScoringAverage",2006
15,15,"Richard Johnson",NA,68.67,412,6,"FirstTeeEarlyRound3ScoringAverage",2006
16,16,"Shigeki Maruyama",NA,68.82,757,11,"FirstTeeEarlyRound3ScoringAverage",2006
17,17,"Mathew Goggin",NA,69,276,4,"FirstTeeEarlyRound3ScoringAverage",2006
17,17,"Arron Oberholser",NA,69,345,5,"FirstTeeEarlyRound3ScoringAverage",2006
19,19,"Corey Pavin",NA,69.17,415,6,"FirstTeeEarlyRound3ScoringAverage",2006
19,19,"Scott Verplank",NA,69.17,415,6,"FirstTeeEarlyRound3ScoringAverage",2006
21,21,"David McKenzie",NA,69.25,277,4,"FirstTeeEarlyRound3ScoringAverage",2006
21,21,"Joe Ogilvie",NA,69.25,554,8,"FirstTeeEarlyRound3ScoringAverage",2006
23,23,"David Branshaw",NA,69.33,416,6,"FirstTeeEarlyRound3ScoringAverage",2006
23,23,"Chris Couch",NA,69.33,416,6,"FirstTeeEarlyRound3ScoringAverage",2006
23,23,"Lucas Glover",NA,69.33,416,6,"FirstTeeEarlyRound3ScoringAverage",2006
23,23,"Charley Hoffman",NA,69.33,208,3,"FirstTeeEarlyRound3ScoringAverage",2006
27,27,"Marco Dawson",NA,69.38,555,8,"FirstTeeEarlyRound3ScoringAverage",2006
28,28,"Ron Whittaker",NA,69.4,347,5,"FirstTeeEarlyRound3ScoringAverage",2006
29,29,"Kevin Sutherland",NA,69.43,486,7,"FirstTeeEarlyRound3ScoringAverage",2006
30,30,"Tommy Armour III",NA,69.5,278,4,"FirstTeeEarlyRound3ScoringAverage",2006
30,30,"Bubba Dickerson",NA,69.5,556,8,"FirstTeeEarlyRound3ScoringAverage",2006
30,30,"John Engler Jr",NA,69.5,139,2,"FirstTeeEarlyRound3ScoringAverage",2006
30,30,"Bob Estes",NA,69.5,417,6,"FirstTeeEarlyRound3ScoringAverage",2006
30,30,"Padraig Harrington",NA,69.5,139,2,"FirstTeeEarlyRound3ScoringAverage",2006
30,30,"Stephen Leaney",NA,69.5,417,6,"FirstTeeEarlyRound3ScoringAverage",2006
30,30,"Chris Smith",NA,69.5,139,2,"FirstTeeEarlyRound3ScoringAverage",2006
37,37,"John Cook",NA,69.6,348,5,"FirstTeeEarlyRound3ScoringAverage",2006
37,37,"Trevor Immelman",NA,69.6,348,5,"FirstTeeEarlyRound3ScoringAverage",2006
39,39,"Mathias Gronberg",NA,69.67,418,6,"FirstTeeEarlyRound3ScoringAverage",2006
39,39,"Daisuke Maruyama",NA,69.67,418,6,"FirstTeeEarlyRound3ScoringAverage",2006
39,39,"Jon Mills",NA,69.67,209,3,"FirstTeeEarlyRound3ScoringAverage",2006
