"Approach100125yardsRTPScore_RANKTHISWEEK_2015","Approach100125yardsRTPScore_RANKLASTWEEK_2015","Approach100125yardsRTPScore_PLAYERNAME_2015","Approach100125yardsRTPScore_ROUNDS_2015","Approach100125yardsRTPScore_AVGRTP_2015","stat_name","year"
1,1,"Sergio Garcia",59,-0.364,"Approach100125yardsRTPScore",2015
2,2,"Greg Owen",58,-0.303,"Approach100125yardsRTPScore",2015
3,3,"Henrik Stenson",63,-0.3,"Approach100125yardsRTPScore",2015
4,4,"Francesco Molinari",56,-0.295,"Approach100125yardsRTPScore",2015
5,5,"Kevin Na",98,-0.283,"Approach100125yardsRTPScore",2015
6,6,"Chad Collins",79,-0.272,"Approach100125yardsRTPScore",2015
7,7,"Ryan Moore",81,-0.269,"Approach100125yardsRTPScore",2015
8,8,"Zach Johnson",90,-0.267,"Approach100125yardsRTPScore",2015
9,9,"Angel Cabrera",53,-0.259,"Approach100125yardsRTPScore",2015
10,10,"Jason Bohn",95,-0.25,"Approach100125yardsRTPScore",2015
11,11,"Jamie Donaldson",50,-0.244,"Approach100125yardsRTPScore",2015
11,11,"JB Holmes",89,-0.244,"Approach100125yardsRTPScore",2015
13,13,"Michael Putnam",87,-0.241,"Approach100125yardsRTPScore",2015
14,14,"Tom Hoge",83,-0.239,"Approach100125yardsRTPScore",2015
14,14,"Justin Leonard",61,-0.239,"Approach100125yardsRTPScore",2015
14,14,"Jimmy Walker",89,-0.239,"Approach100125yardsRTPScore",2015
17,17,"Zac Blair",108,-0.234,"Approach100125yardsRTPScore",2015
17,17,"KJ Choi",66,-0.234,"Approach100125yardsRTPScore",2015
19,19,"Greg Chalmers",58,-0.233,"Approach100125yardsRTPScore",2015
20,20,"Scott Brown",97,-0.23,"Approach100125yardsRTPScore",2015
21,21,"Paul Casey",87,-0.228,"Approach100125yardsRTPScore",2015
22,22,"David Toms",62,-0.227,"Approach100125yardsRTPScore",2015
23,23,"Mark Wilson",89,-0.225,"Approach100125yardsRTPScore",2015
24,24,"Ben Martin",93,-0.224,"Approach100125yardsRTPScore",2015
25,25,"Hideki Matsuyama",95,-0.22,"Approach100125yardsRTPScore",2015
25,25,"William McGirt",103,-0.22,"Approach100125yardsRTPScore",2015
27,27,"Brandt Snedeker",98,-0.219,"Approach100125yardsRTPScore",2015
28,28,"Jon Curran",83,-0.214,"Approach100125yardsRTPScore",2015
28,28,"John Huh",102,-0.214,"Approach100125yardsRTPScore",2015
30,30,"Jason Day",75,-0.213,"Approach100125yardsRTPScore",2015
30,30,"Cameron Percy",72,-0.213,"Approach100125yardsRTPScore",2015
30,30,"Jordan Spieth",91,-0.213,"Approach100125yardsRTPScore",2015
33,33,"Billy Hurley III",83,-0.209,"Approach100125yardsRTPScore",2015
34,34,"Russell Henley",87,-0.208,"Approach100125yardsRTPScore",2015
34,34,"Sean OHair",86,-0.208,"Approach100125yardsRTPScore",2015
36,36,"Daniel Berger",97,-0.207,"Approach100125yardsRTPScore",2015
36,36,"Matt Kuchar",97,-0.207,"Approach100125yardsRTPScore",2015
36,36,"Chris Stroud",84,-0.207,"Approach100125yardsRTPScore",2015
39,39,"Chad Campbell",97,-0.205,"Approach100125yardsRTPScore",2015
39,39,"Jim Furyk",71,-0.205,"Approach100125yardsRTPScore",2015
