"MoneyLeaders_RANKTHISWEEK_2011","MoneyLeaders_RANKLASTWEEK_2011","MoneyLeaders_PLAYERNAME_2011","MoneyLeaders_EVENTS_2011","MoneyLeaders_MONEY_2011","MoneyLeaders_YTDVICTORIES_2011","stat_name","year"
155,155,"Jim Renner",22,392945,NA,"MoneyLeaders",2011
156,156,"Tag Ridings",28,382670,NA,"MoneyLeaders",2011
157,157,"Fabian Gomez",26,381730,NA,"MoneyLeaders",2011
158,158,"Fred Couples",5,371081,NA,"MoneyLeaders",2011
159,159,"Kent Jones",25,360624,NA,"MoneyLeaders",2011
160,160,"Joe Durant",25,358790,NA,"MoneyLeaders",2011
161,161,"Woody Austin",18,354042,NA,"MoneyLeaders",2011
162,162,"Bio Kim",25,345588,NA,"MoneyLeaders",2011
163,163,"Alex Cejka",21,344902,NA,"MoneyLeaders",2011
164,164,"Ben Martin",25,340080,NA,"MoneyLeaders",2011
165,165,"Aron Price",18,333290,NA,"MoneyLeaders",2011
166,166,"Henrik Stenson",15,327799,NA,"MoneyLeaders",2011
167,167,"Jarrod Lyle",29,317459,NA,"MoneyLeaders",2011
168,168,"Nathan Green",26,312109,NA,"MoneyLeaders",2011
169,169,"Michael Connell",26,309362,NA,"MoneyLeaders",2011
170,170,"Brett Wetterich",8,307504,NA,"MoneyLeaders",2011
171,171,"Daniel Summerhays",29,301899,NA,"MoneyLeaders",2011
172,172,"Derek Lamely",26,301146,NA,"MoneyLeaders",2011
173,173,"Marc Turnesa",20,299405,NA,"MoneyLeaders",2011
174,174,"Colt Knost",27,296817,NA,"MoneyLeaders",2011
175,175,"Alex Prugh",29,292070,NA,"MoneyLeaders",2011
176,176,"Cameron Percy",12,290319,NA,"MoneyLeaders",2011
177,177,"Paul Stankowski",24,290211,NA,"MoneyLeaders",2011
178,178,"Kevin Sutherland",11,289693,NA,"MoneyLeaders",2011
179,179,"Justin Hicks",23,284990,NA,"MoneyLeaders",2011
180,180,"Boo Weekley",23,279531,NA,"MoneyLeaders",2011
181,181,"Kevin Kisner",24,270170,NA,"MoneyLeaders",2011
182,182,"John Cook",1,251600,NA,"MoneyLeaders",2011
183,183,"Scott Gutschewski",23,229758,NA,"MoneyLeaders",2011
184,184,"Alexandre Rocha",22,225026,NA,"MoneyLeaders",2011
185,185,"Lee Janzen",19,216993,NA,"MoneyLeaders",2011
186,186,"Richard Johnson",23,212106,NA,"MoneyLeaders",2011
187,187,"John Daly",18,207963,NA,"MoneyLeaders",2011
188,188,"Shaun Micheel",27,206450,NA,"MoneyLeaders",2011
189,189,"Jim Herman",22,196845,NA,"MoneyLeaders",2011
190,190,"DJ Brigman",23,191491,NA,"MoneyLeaders",2011
191,191,"Will Ma Kenzie",14,188394,NA,"MoneyLeaders",2011
192,192,"Andres Gonzales",21,186847,NA,"MoneyLeaders",2011
193,193,"JP Hayes",19,186769,NA,"MoneyLeaders",2011
194,194,"Chad Collins",16,183510,NA,"MoneyLeaders",2011
195,195,"John Mallinger",15,179498,NA,"MoneyLeaders",2011
196,196,"Joseph Bramlett",25,178728,NA,"MoneyLeaders",2011
197,197,"Tom Lehman",5,178062,NA,"MoneyLeaders",2011
198,198,"Shigeki Maruyama",2,177375,NA,"MoneyLeaders",2011
199,199,"Steve Elkington",17,176225,NA,"MoneyLeaders",2011
200,200,"Michael Letzig",13,169973,NA,"MoneyLeaders",2011
201,201,"Nate Smith",24,154814,NA,"MoneyLeaders",2011
202,202,"Troy Merritt",23,151475,NA,"MoneyLeaders",2011
203,203,"Frank Lickliter II",12,144160,NA,"MoneyLeaders",2011
204,204,"Martin Piller",23,140958,NA,"MoneyLeaders",2011
205,205,"Jeff Quinney",14,139582,NA,"MoneyLeaders",2011
206,206,"Rocco Mediate",23,136299,NA,"MoneyLeaders",2011
207,207,"Rich Beem",21,135225,NA,"MoneyLeaders",2011
208,208,"Chris Tidland",12,122985,NA,"MoneyLeaders",2011
209,209,"Peter Tomasulo",12,115817,NA,"MoneyLeaders",2011
210,210,"Todd Hamilton",11,112083,NA,"MoneyLeaders",2011
211,211,"Kirk Triplett",8,111081,NA,"MoneyLeaders",2011
212,212,"Kenny Perry",13,110177,NA,"MoneyLeaders",2011
213,213,"Will Strickler",19,109031,NA,"MoneyLeaders",2011
214,214,"Peter Lonard",2,106305,NA,"MoneyLeaders",2011
215,215,"Marco Dawson",3,104407,NA,"MoneyLeaders",2011
216,216,"Jeff Maggert",18,101080,NA,"MoneyLeaders",2011
217,217,"Charles Warren",10,96423,NA,"MoneyLeaders",2011
218,218,"Tom Watson",3,72067,NA,"MoneyLeaders",2011
219,219,"Chris Baryla",20,68000,NA,"MoneyLeaders",2011
220,220,"Dicky Pride",8,64213,NA,"MoneyLeaders",2011
221,221,"Duffy Waldorf",14,61234,NA,"MoneyLeaders",2011
222,222,"Brett Quigley",10,56825,NA,"MoneyLeaders",2011
223,223,"Jason Gore",6,51290,NA,"MoneyLeaders",2011
224,224,"Craig Barlow",5,49688,NA,"MoneyLeaders",2011
225,225,"Michael Sim",19,47403,NA,"MoneyLeaders",2011
226,226,"Fran Quinn",10,47199,NA,"MoneyLeaders",2011
227,227,"Corey Pavin",4,42376,NA,"MoneyLeaders",2011
228,228,"Michael Allen",5,42343,NA,"MoneyLeaders",2011
229,229,"Jesper Parnevik",10,37739,NA,"MoneyLeaders",2011
230,230,"Mark Calcavecchia",6,34930,NA,"MoneyLeaders",2011
231,231,"Jamie Lovemark",9,34693,NA,"MoneyLeaders",2011
232,232,"Jeff Klauk",8,34364,NA,"MoneyLeaders",2011
233,233,"Mark Hensby",6,32241,NA,"MoneyLeaders",2011
234,234,"Robert Damron",3,31770,NA,"MoneyLeaders",2011
235,235,"Robert Gamez",9,31522,NA,"MoneyLeaders",2011
236,236,"Carl Paulson",11,29922,NA,"MoneyLeaders",2011
237,237,"Scott Gordon",19,28311,NA,"MoneyLeaders",2011
238,238,"Jay Williamson",6,27396,NA,"MoneyLeaders",2011
239,239,"Steve Lowery",2,23526,NA,"MoneyLeaders",2011
240,240,"Mike Weir",15,23312,NA,"MoneyLeaders",2011
241,241,"Andre Stolz",2,21594,NA,"MoneyLeaders",2011
242,242,"Matt Weibring",5,20148,NA,"MoneyLeaders",2011
243,243,"Joe Affrunti",6,18837,NA,"MoneyLeaders",2011
244,244,"Omar Uresti",5,18349,NA,"MoneyLeaders",2011
245,245,"Mark OMeara",3,18240,NA,"MoneyLeaders",2011
246,246,"Steve Pate",1,15750,NA,"MoneyLeaders",2011
247,247,"Daniel Chopra",2,15411,NA,"MoneyLeaders",2011
248,248,"Ted Purdy",6,14820,NA,"MoneyLeaders",2011
249,249,"Nick Price",1,12996,NA,"MoneyLeaders",2011
250,250,"Skip Kendall",6,11940,NA,"MoneyLeaders",2011
251,251,"Fred Funk",7,11880,NA,"MoneyLeaders",2011
252,252,"Jonathan Kaye",2,10834,NA,"MoneyLeaders",2011
253,253,"Graham DeLaet",2,10472,NA,"MoneyLeaders",2011
254,254,"Tom Byrum",1,10404,NA,"MoneyLeaders",2011
255,255,"Guy Boros",1,8172,NA,"MoneyLeaders",2011
256,256,"Mark Brooks",5,7488,NA,"MoneyLeaders",2011
257,257,"Greg Kraft",1,7350,NA,"MoneyLeaders",2011
258,258,"JL Lewis",1,7056,NA,"MoneyLeaders",2011
259,259,"Brian Bateman",1,6984,NA,"MoneyLeaders",2011
260,260,"Notah Begay III",4,6690,NA,"MoneyLeaders",2011
261,261,"Jose Maria Olazabal",6,6330,NA,"MoneyLeaders",2011
