"GIRPercentagefromOtherthanFairway_RANKTHISWEEK_2012","GIRPercentagefromOtherthanFairway_RANKLASTWEEK_2012","GIRPercentagefromOtherthanFairway_PLAYERNAME_2012","GIRPercentagefromOtherthanFairway_ROUNDS_2012","GIRPercentagefromOtherthanFairway_Pct_2012","GIRPercentagefromOtherthanFairway_GREENSHIT_2012","GIRPercentagefromOtherthanFairway_OFHOLES_2012","stat_name","year"
63,63,"Keegan Bradley",90,52.74,250,474,"GIRPercentagefromOtherthanFairway",2012
63,63,"Dicky Pride",62,52.74,154,292,"GIRPercentagefromOtherthanFairway",2012
65,65,"Ken Duke",104,52.51,251,478,"GIRPercentagefromOtherthanFairway",2012
66,66,"Alexandre Rocha",62,52.45,150,286,"GIRPercentagefromOtherthanFairway",2012
67,67,"Roberto Castro",92,52.4,218,416,"GIRPercentagefromOtherthanFairway",2012
68,68,"Boo Weekley",74,52.34,168,321,"GIRPercentagefromOtherthanFairway",2012
69,69,"Ted Potter Jr",77,52.33,191,365,"GIRPercentagefromOtherthanFairway",2012
70,70,"Vaughn Taylor",81,52.3,216,413,"GIRPercentagefromOtherthanFairway",2012
71,71,"Matt Every",80,52.29,217,415,"GIRPercentagefromOtherthanFairway",2012
72,72,"Jason Kokrak",79,52.28,252,482,"GIRPercentagefromOtherthanFairway",2012
73,73,"Jeff Overton",101,52.23,269,515,"GIRPercentagefromOtherthanFairway",2012
74,74,"Brendon de Jonge",115,52.2,296,567,"GIRPercentagefromOtherthanFairway",2012
75,75,"Jonathan Byrd",69,52.12,209,401,"GIRPercentagefromOtherthanFairway",2012
76,76,"Troy Matteson",100,52.1,323,620,"GIRPercentagefromOtherthanFairway",2012
77,77,"Tommy Gainey",98,52.06,316,607,"GIRPercentagefromOtherthanFairway",2012
78,78,"Stuart Appleby",75,52.05,178,342,"GIRPercentagefromOtherthanFairway",2012
79,79,"Brendan Steele",77,51.87,194,374,"GIRPercentagefromOtherthanFairway",2012
80,80,"Tiger Woods",69,51.78,175,338,"GIRPercentagefromOtherthanFairway",2012
81,81,"Bobby Gates",87,51.77,248,479,"GIRPercentagefromOtherthanFairway",2012
82,82,"Steve Wheatcroft",56,51.71,136,263,"GIRPercentagefromOtherthanFairway",2012
83,83,"Ryan Palmer",81,51.68,246,476,"GIRPercentagefromOtherthanFairway",2012
84,84,"Rocco Mediate",70,51.63,174,337,"GIRPercentagefromOtherthanFairway",2012
85,85,"Gary Woodland",70,51.48,226,439,"GIRPercentagefromOtherthanFairway",2012
86,86,"KJ Choi",71,51.42,181,352,"GIRPercentagefromOtherthanFairway",2012
87,87,"James Driscoll",83,51.4,275,535,"GIRPercentagefromOtherthanFairway",2012
88,88,"Scott Brown",65,51.38,168,327,"GIRPercentagefromOtherthanFairway",2012
89,89,"Kevin Stadler",85,51.33,193,376,"GIRPercentagefromOtherthanFairway",2012
90,90,"Kyle Reifers",86,51.26,224,437,"GIRPercentagefromOtherthanFairway",2012
91,91,"Marc Leishman",84,51.24,269,525,"GIRPercentagefromOtherthanFairway",2012
92,92,"Edward Loar",59,51.23,167,326,"GIRPercentagefromOtherthanFairway",2012
93,93,"Heath Slocum",93,51.19,172,336,"GIRPercentagefromOtherthanFairway",2012
94,94,"Kevin Chappell",91,51.15,268,524,"GIRPercentagefromOtherthanFairway",2012
95,95,"Davis Love III",64,51.09,187,366,"GIRPercentagefromOtherthanFairway",2012
96,96,"Erik Compton",81,51.06,217,425,"GIRPercentagefromOtherthanFairway",2012
96,96,"Richard Lee",71,51.06,145,284,"GIRPercentagefromOtherthanFairway",2012
98,98,"Pat Perez",81,50.97,211,414,"GIRPercentagefromOtherthanFairway",2012
99,99,"Gavin Coles",72,50.93,164,322,"GIRPercentagefromOtherthanFairway",2012
100,100,"Ben Curtis",62,50.81,125,246,"GIRPercentagefromOtherthanFairway",2012
100,100,"John Huh",99,50.81,220,433,"GIRPercentagefromOtherthanFairway",2012
102,102,"Troy Kelly",68,50.73,208,410,"GIRPercentagefromOtherthanFairway",2012
103,103,"Jimmy Walker",101,50.68,337,665,"GIRPercentagefromOtherthanFairway",2012
104,104,"Robert Karlsson",54,50.61,165,326,"GIRPercentagefromOtherthanFairway",2012
105,105,"Phil Mickelson",79,50.6,255,504,"GIRPercentagefromOtherthanFairway",2012
106,106,"Harrison Frazar",56,50.58,174,344,"GIRPercentagefromOtherthanFairway",2012
107,107,"Tom Pernice Jr",62,50.48,158,313,"GIRPercentagefromOtherthanFairway",2012
108,108,"Mark Anderson",75,50.33,232,461,"GIRPercentagefromOtherthanFairway",2012
109,109,"Blake Adams",107,50.31,247,491,"GIRPercentagefromOtherthanFairway",2012
110,110,"Matt Jones",53,50,152,304,"GIRPercentagefromOtherthanFairway",2012
111,111,"Rory Sabbatini",84,49.89,228,457,"GIRPercentagefromOtherthanFairway",2012
112,112,"David Toms",60,49.8,122,245,"GIRPercentagefromOtherthanFairway",2012
113,113,"Cameron Beckman",81,49.76,205,412,"GIRPercentagefromOtherthanFairway",2012
113,113,"Billy Mayfair",90,49.76,208,418,"GIRPercentagefromOtherthanFairway",2012
113,113,"Bryce Molder",83,49.76,211,424,"GIRPercentagefromOtherthanFairway",2012
116,116,"Jeff Maggert",83,49.74,189,380,"GIRPercentagefromOtherthanFairway",2012
116,116,"John Rollins",81,49.74,191,384,"GIRPercentagefromOtherthanFairway",2012
118,118,"Hunter Haas",69,49.7,167,336,"GIRPercentagefromOtherthanFairway",2012
118,118,"Adam Scott",59,49.7,163,328,"GIRPercentagefromOtherthanFairway",2012
120,120,"Rickie Fowler",84,49.64,205,413,"GIRPercentagefromOtherthanFairway",2012
120,120,"Martin Laird",77,49.64,207,417,"GIRPercentagefromOtherthanFairway",2012
122,122,"Michael Bradley",63,49.62,197,397,"GIRPercentagefromOtherthanFairway",2012
123,123,"Cameron Tringale",88,49.54,216,436,"GIRPercentagefromOtherthanFairway",2012
123,123,"Nick Watney",97,49.54,268,541,"GIRPercentagefromOtherthanFairway",2012
125,125,"Luke Donald",63,49.5,149,301,"GIRPercentagefromOtherthanFairway",2012
125,125,"Bill Haas",79,49.5,197,398,"GIRPercentagefromOtherthanFairway",2012
127,127,"JJ Killeen",101,49.47,282,570,"GIRPercentagefromOtherthanFairway",2012
128,128,"Jason Day",57,49.45,180,364,"GIRPercentagefromOtherthanFairway",2012
129,129,"Mark Wilson",84,49.42,169,342,"GIRPercentagefromOtherthanFairway",2012
130,130,"Rod Pampling",88,49.28,205,416,"GIRPercentagefromOtherthanFairway",2012
131,131,"Johnson Wagner",88,49.25,229,465,"GIRPercentagefromOtherthanFairway",2012
132,132,"Chris Couch",61,49.12,139,283,"GIRPercentagefromOtherthanFairway",2012
133,133,"Sergio Garcia",57,48.84,148,303,"GIRPercentagefromOtherthanFairway",2012
134,134,"Derek Lamely",64,48.79,202,414,"GIRPercentagefromOtherthanFairway",2012
135,135,"Daniel Chopra",55,48.67,183,376,"GIRPercentagefromOtherthanFairway",2012
135,135,"Graeme McDowell",55,48.67,110,226,"GIRPercentagefromOtherthanFairway",2012
137,137,"Trevor Immelman",76,48.6,208,428,"GIRPercentagefromOtherthanFairway",2012
138,138,"Roland Thatcher",55,48.26,125,259,"GIRPercentagefromOtherthanFairway",2012
139,139,"Kevin Streelman",89,48.17,224,465,"GIRPercentagefromOtherthanFairway",2012
140,140,"Nick OHern",78,48.15,182,378,"GIRPercentagefromOtherthanFairway",2012
141,141,"Sangmoon Bae",81,48.11,216,449,"GIRPercentagefromOtherthanFairway",2012
142,142,"David Mathis",83,48.1,190,395,"GIRPercentagefromOtherthanFairway",2012
143,143,"Zach Johnson",95,48.06,198,412,"GIRPercentagefromOtherthanFairway",2012
144,144,"Andres Romero",68,48.01,181,377,"GIRPercentagefromOtherthanFairway",2012
145,145,"Carl Pettersson",92,47.98,261,544,"GIRPercentagefromOtherthanFairway",2012
146,146,"Tim Clark",60,47.9,114,238,"GIRPercentagefromOtherthanFairway",2012
147,147,"Henrik Stenson",51,47.88,113,236,"GIRPercentagefromOtherthanFairway",2012
148,148,"Kevin Na",80,47.87,180,376,"GIRPercentagefromOtherthanFairway",2012
149,149,"Brandt Jobe",57,47.84,133,278,"GIRPercentagefromOtherthanFairway",2012
150,150,"Ryan Moore",89,47.76,203,425,"GIRPercentagefromOtherthanFairway",2012
151,151,"Marco Dawson",60,47.73,158,331,"GIRPercentagefromOtherthanFairway",2012
152,152,"George McNeill",85,47.72,209,438,"GIRPercentagefromOtherthanFairway",2012
153,153,"Brian Davis",91,47.61,189,397,"GIRPercentagefromOtherthanFairway",2012
154,154,"Ryo Ishikawa",54,47.6,149,313,"GIRPercentagefromOtherthanFairway",2012
155,155,"Michael Thompson",80,47.57,215,452,"GIRPercentagefromOtherthanFairway",2012
156,156,"Patrick Sheehan",58,47.24,137,290,"GIRPercentagefromOtherthanFairway",2012
157,157,"Padraig Harrington",67,47.16,166,352,"GIRPercentagefromOtherthanFairway",2012
158,158,"John Daly",50,47,133,283,"GIRPercentagefromOtherthanFairway",2012
159,159,"Geoff Ogilvy",73,46.98,179,381,"GIRPercentagefromOtherthanFairway",2012
160,160,"Chad Campbell",84,46.9,219,467,"GIRPercentagefromOtherthanFairway",2012
161,161,"Charl Schwartzel",56,46.74,136,291,"GIRPercentagefromOtherthanFairway",2012
162,162,"Gary Christian",91,46.47,171,368,"GIRPercentagefromOtherthanFairway",2012
163,163,"Jason Bohn",81,46.3,169,365,"GIRPercentagefromOtherthanFairway",2012
164,164,"Freddie Jacobson",61,46.18,163,353,"GIRPercentagefromOtherthanFairway",2012
165,165,"Robert Allenby",76,46.17,199,431,"GIRPercentagefromOtherthanFairway",2012
166,166,"Matt Kuchar",86,46.12,184,399,"GIRPercentagefromOtherthanFairway",2012
167,167,"Arjun Atwal",79,46.08,182,395,"GIRPercentagefromOtherthanFairway",2012
168,168,"Tommy Biershenk",74,46.06,187,406,"GIRPercentagefromOtherthanFairway",2012
169,169,"Brendon Todd",78,46.02,185,402,"GIRPercentagefromOtherthanFairway",2012
170,170,"Stephen Gangluff",57,45.94,164,357,"GIRPercentagefromOtherthanFairway",2012
171,171,"John Mallinger",74,45.83,143,312,"GIRPercentagefromOtherthanFairway",2012
172,172,"Brian Gay",91,45.75,210,459,"GIRPercentagefromOtherthanFairway",2012
173,173,"Charlie Wi",86,45.32,208,459,"GIRPercentagefromOtherthanFairway",2012
174,174,"Chris Stroud",86,45.25,205,453,"GIRPercentagefromOtherthanFairway",2012
175,175,"Matt Bettencourt",80,44.89,215,479,"GIRPercentagefromOtherthanFairway",2012
176,176,"Jerry Kelly",84,44.85,135,301,"GIRPercentagefromOtherthanFairway",2012
177,177,"Aaron Baddeley",73,44.81,207,462,"GIRPercentagefromOtherthanFairway",2012
178,178,"Greg Chalmers",88,44.69,206,461,"GIRPercentagefromOtherthanFairway",2012
178,178,"Ian Poulter",57,44.69,122,273,"GIRPercentagefromOtherthanFairway",2012
180,180,"Ryuji Imada",78,44.52,207,465,"GIRPercentagefromOtherthanFairway",2012
180,180,"Sung Kang",75,44.52,187,420,"GIRPercentagefromOtherthanFairway",2012
180,180,"Brandt Snedeker",81,44.52,191,429,"GIRPercentagefromOtherthanFairway",2012
183,183,"Justin Leonard",79,44.44,184,414,"GIRPercentagefromOtherthanFairway",2012
184,184,"YE Yang",64,44.38,150,338,"GIRPercentagefromOtherthanFairway",2012
185,185,"Tom Gillis",75,44.35,157,354,"GIRPercentagefromOtherthanFairway",2012
186,186,"Stephen Ames",54,44.2,122,276,"GIRPercentagefromOtherthanFairway",2012
187,187,"Spencer Levin",81,44.16,208,471,"GIRPercentagefromOtherthanFairway",2012
188,188,"Bob Estes",78,43.33,185,427,"GIRPercentagefromOtherthanFairway",2012
189,189,"Chris DiMarco",83,43.2,146,338,"GIRPercentagefromOtherthanFairway",2012
190,190,"Billy Hurley III",70,41.76,152,364,"GIRPercentagefromOtherthanFairway",2012
191,191,"Colt Knost",79,38.08,131,344,"GIRPercentagefromOtherthanFairway",2012
