"Back9Par5ScoringAverage_RANKTHISWEEK_2006","Back9Par5ScoringAverage_RANKLASTWEEK_2006","Back9Par5ScoringAverage_PLAYERNAME_2006","Back9Par5ScoringAverage_ROUNDS_2006","Back9Par5ScoringAverage_AVG_2006","Back9Par5ScoringAverage_TOTALSTROKES_2006","Back9Par5ScoringAverage_TOTALHOLES_2006","stat_name","year"
60,60,"Padraig Harrington",54,4.66,401,86,"Back9Par5ScoringAverage",2006
60,60,"Steve Lowery",99,4.66,788,169,"Back9Par5ScoringAverage",2006
60,60,"Brett Quigley",109,4.66,820,176,"Back9Par5ScoringAverage",2006
60,60,"John Senden",96,4.66,769,165,"Back9Par5ScoringAverage",2006
60,60,"David Toms",76,4.66,527,113,"Back9Par5ScoringAverage",2006
73,73,"Sergio Garcia",59,4.67,495,106,"Back9Par5ScoringAverage",2006
73,73,"Ryuji Imada",105,4.67,785,168,"Back9Par5ScoringAverage",2006
73,73,"Jerry Kelly",100,4.67,826,177,"Back9Par5ScoringAverage",2006
73,73,"Bernhard Langer",77,4.67,588,126,"Back9Par5ScoringAverage",2006
73,73,"Troy Matteson",101,4.67,803,172,"Back9Par5ScoringAverage",2006
73,73,"Joe Ogilvie",95,4.67,728,156,"Back9Par5ScoringAverage",2006
73,73,"Geoff Ogilvy",76,4.67,574,123,"Back9Par5ScoringAverage",2006
73,73,"Vaughn Taylor",88,4.67,715,153,"Back9Par5ScoringAverage",2006
81,81,"Marco Dawson",87,4.68,716,153,"Back9Par5ScoringAverage",2006
81,81,"Brandt Jobe",91,4.68,739,158,"Back9Par5ScoringAverage",2006
81,81,"Rory Sabbatini",84,4.68,678,145,"Back9Par5ScoringAverage",2006
81,81,"Mike Weir",88,4.68,730,156,"Back9Par5ScoringAverage",2006
85,85,"Michael Allen",84,4.69,676,144,"Back9Par5ScoringAverage",2006
85,85,"Rich Beem",85,4.69,699,149,"Back9Par5ScoringAverage",2006
85,85,"Robert Damron",91,4.69,751,160,"Back9Par5ScoringAverage",2006
85,85,"Chris DiMarco",83,4.69,642,137,"Back9Par5ScoringAverage",2006
85,85,"James Driscoll",80,4.69,629,134,"Back9Par5ScoringAverage",2006
85,85,"Fred Funk",106,4.69,802,171,"Back9Par5ScoringAverage",2006
85,85,"Brent Geiberger",99,4.69,737,157,"Back9Par5ScoringAverage",2006
85,85,"Ryan Hietala",61,4.69,469,100,"Back9Par5ScoringAverage",2006
85,85,"Charley Hoffman",100,4.69,792,169,"Back9Par5ScoringAverage",2006
85,85,"Stephen Leaney",84,4.69,671,143,"Back9Par5ScoringAverage",2006
85,85,"Ian Leggatt",80,4.69,614,131,"Back9Par5ScoringAverage",2006
85,85,"Justin Leonard",83,4.69,577,123,"Back9Par5ScoringAverage",2006
85,85,"Peter Lonard",77,4.69,568,121,"Back9Par5ScoringAverage",2006
85,85,"Billy Mayfair",94,4.69,745,159,"Back9Par5ScoringAverage",2006
85,85,"Tim Petrovic",95,4.69,741,158,"Back9Par5ScoringAverage",2006
85,85,"Ian Poulter",53,4.69,422,90,"Back9Par5ScoringAverage",2006
85,85,"Heath Slocum",96,4.69,759,162,"Back9Par5ScoringAverage",2006
85,85,"Jerry Smith",94,4.69,760,162,"Back9Par5ScoringAverage",2006
103,103,"Nathan Green",108,4.7,818,174,"Back9Par5ScoringAverage",2006
103,103,"JB Holmes",81,4.7,621,132,"Back9Par5ScoringAverage",2006
103,103,"Charles Howell III",96,4.7,747,159,"Back9Par5ScoringAverage",2006
103,103,"Lee Janzen",79,4.7,658,140,"Back9Par5ScoringAverage",2006
103,103,"Jonathan Kaye",95,4.7,714,152,"Back9Par5ScoringAverage",2006
103,103,"Shaun Micheel",96,4.7,780,166,"Back9Par5ScoringAverage",2006
103,103,"Jeff Overton",95,4.7,709,151,"Back9Par5ScoringAverage",2006
103,103,"Chris Riley",86,4.7,667,142,"Back9Par5ScoringAverage",2006
103,103,"Charles Warren",93,4.7,742,158,"Back9Par5ScoringAverage",2006
112,112,"Stuart Appleby",83,4.71,659,140,"Back9Par5ScoringAverage",2006
112,112,"Woody Austin",107,4.71,857,182,"Back9Par5ScoringAverage",2006
112,112,"David Branshaw",98,4.71,820,174,"Back9Par5ScoringAverage",2006
112,112,"Jeff Brehaut",100,4.71,806,171,"Back9Par5ScoringAverage",2006
112,112,"Alex Cejka",93,4.71,744,158,"Back9Par5ScoringAverage",2006
112,112,"Kris Cox",83,4.71,650,138,"Back9Par5ScoringAverage",2006
112,112,"Robert Garrigus",85,4.71,678,144,"Back9Par5ScoringAverage",2006
112,112,"Kent Jones",103,4.71,819,174,"Back9Par5ScoringAverage",2006
112,112,"Joey Sindelar",90,4.71,726,154,"Back9Par5ScoringAverage",2006
112,112,"Roger Tambellini",64,4.71,509,108,"Back9Par5ScoringAverage",2006
112,112,"Dean Wilson",115,4.71,905,192,"Back9Par5ScoringAverage",2006
112,112,"Mark Wilson",79,4.71,640,136,"Back9Par5ScoringAverage",2006
124,124,"Bart Bryant",87,4.72,670,142,"Back9Par5ScoringAverage",2006
124,124,"KJ Choi",93,4.72,741,157,"Back9Par5ScoringAverage",2006
124,124,"Bubba Dickerson",98,4.72,784,166,"Back9Par5ScoringAverage",2006
124,124,"Carlos Franco",86,4.72,713,151,"Back9Par5ScoringAverage",2006
124,124,"Bill Haas",99,4.72,789,167,"Back9Par5ScoringAverage",2006
124,124,"Tom Lehman",70,4.72,481,102,"Back9Par5ScoringAverage",2006
124,124,"Duffy Waldorf",96,4.72,764,162,"Back9Par5ScoringAverage",2006
131,131,"Chad Campbell",91,4.73,714,151,"Back9Par5ScoringAverage",2006
131,131,"Michael Connell",51,4.73,388,82,"Back9Par5ScoringAverage",2006
131,131,"Ben Curtis",86,4.73,676,143,"Back9Par5ScoringAverage",2006
131,131,"John Huston",74,4.73,587,124,"Back9Par5ScoringAverage",2006
131,131,"Richard Johnson",94,4.73,761,161,"Back9Par5ScoringAverage",2006
131,131,"Steve Jones",83,4.73,662,140,"Back9Par5ScoringAverage",2006
131,131,"Ted Purdy",103,4.73,860,182,"Back9Par5ScoringAverage",2006
131,131,"Jason Schultz",77,4.73,629,133,"Back9Par5ScoringAverage",2006
131,131,"Mike Sposa",68,4.73,525,111,"Back9Par5ScoringAverage",2006
131,131,"Jimmy Walker",60,4.73,468,99,"Back9Par5ScoringAverage",2006
141,141,"Arjun Atwal",97,4.74,768,162,"Back9Par5ScoringAverage",2006
141,141,"Ben Crane",85,4.74,650,137,"Back9Par5ScoringAverage",2006
141,141,"Steve Flesch",119,4.74,925,195,"Back9Par5ScoringAverage",2006
141,141,"Jeff Gove",91,4.74,706,149,"Back9Par5ScoringAverage",2006
141,141,"Scott Gutschewski",53,4.74,431,91,"Back9Par5ScoringAverage",2006
141,141,"Shigeki Maruyama",94,4.74,711,150,"Back9Par5ScoringAverage",2006
141,141,"Tag Ridings",103,4.74,824,174,"Back9Par5ScoringAverage",2006
148,148,"Olin Browne",108,4.75,817,172,"Back9Par5ScoringAverage",2006
148,148,"John Cook",67,4.75,542,114,"Back9Par5ScoringAverage",2006
148,148,"Bob May",65,4.75,503,106,"Back9Par5ScoringAverage",2006
148,148,"Kenny Perry",73,4.75,523,110,"Back9Par5ScoringAverage",2006
148,148,"DA Points",82,4.75,656,138,"Back9Par5ScoringAverage",2006
148,148,"Camilo Villegas",95,4.75,741,156,"Back9Par5ScoringAverage",2006
154,154,"Mark Calcavecchia",94,4.76,781,164,"Back9Par5ScoringAverage",2006
154,154,"Bob Estes",85,4.76,681,143,"Back9Par5ScoringAverage",2006
154,154,"Robert Gamez",94,4.76,752,158,"Back9Par5ScoringAverage",2006
154,154,"Greg Kraft",79,4.76,604,127,"Back9Par5ScoringAverage",2006
154,154,"Bob Tway",81,4.76,633,133,"Back9Par5ScoringAverage",2006
154,154,"Scott Verplank",88,4.76,771,162,"Back9Par5ScoringAverage",2006
160,160,"Matt Hansen",68,4.77,529,111,"Back9Par5ScoringAverage",2006
160,160,"Len Mattiace",59,4.77,496,104,"Back9Par5ScoringAverage",2006
160,160,"David McKenzie",82,4.77,668,140,"Back9Par5ScoringAverage",2006
160,160,"Wes Short Jr",96,4.77,758,159,"Back9Par5ScoringAverage",2006
160,160,"Nicholas Thompson",96,4.77,772,162,"Back9Par5ScoringAverage",2006
160,160,"Kirk Triplett",58,4.77,487,102,"Back9Par5ScoringAverage",2006
166,166,"Aaron Baddeley",78,4.78,607,127,"Back9Par5ScoringAverage",2006
166,166,"Brad Faxon",78,4.78,616,129,"Back9Par5ScoringAverage",2006
166,166,"Jon Mills",68,4.78,545,114,"Back9Par5ScoringAverage",2006
166,166,"Jeff Sluman",101,4.78,870,182,"Back9Par5ScoringAverage",2006
166,166,"Paul Stankowski",70,4.78,583,122,"Back9Par5ScoringAverage",2006
171,171,"Alex Aragon",63,4.79,503,105,"Back9Par5ScoringAverage",2006
171,171,"Eric Axley",91,4.79,743,155,"Back9Par5ScoringAverage",2006
171,171,"Todd Hamilton",72,4.79,618,129,"Back9Par5ScoringAverage",2006
174,174,"Doug Barron",74,4.8,591,123,"Back9Par5ScoringAverage",2006
174,174,"Tim Herron",82,4.8,677,141,"Back9Par5ScoringAverage",2006
174,174,"Larry Mize",53,4.8,446,93,"Back9Par5ScoringAverage",2006
174,174,"Ron Whittaker",81,4.8,624,130,"Back9Par5ScoringAverage",2006
178,178,"Danny Ellis",68,4.81,520,108,"Back9Par5ScoringAverage",2006
178,178,"Jason Gore",86,4.81,721,150,"Back9Par5ScoringAverage",2006
178,178,"David Howell",52,4.81,380,79,"Back9Par5ScoringAverage",2006
178,178,"Zach Johnson",98,4.81,731,152,"Back9Par5ScoringAverage",2006
178,178,"Patrick Sheehan",104,4.81,827,172,"Back9Par5ScoringAverage",2006
183,183,"Jeff Maggert",81,4.82,679,141,"Back9Par5ScoringAverage",2006
183,183,"Mark OMeara",52,4.82,468,97,"Back9Par5ScoringAverage",2006
183,183,"Corey Pavin",74,4.82,535,111,"Back9Par5ScoringAverage",2006
183,183,"Tjaart van der Walt",60,4.82,443,92,"Back9Par5ScoringAverage",2006
187,187,"John Engler Jr",69,4.83,551,114,"Back9Par5ScoringAverage",2006
187,187,"Skip Kendall",72,4.83,613,127,"Back9Par5ScoringAverage",2006
187,187,"JL Lewis",57,4.83,493,102,"Back9Par5ScoringAverage",2006
190,190,"Brian Bateman",69,4.85,524,108,"Back9Par5ScoringAverage",2006
191,191,"Tommy Armour III",65,4.87,541,111,"Back9Par5ScoringAverage",2006
192,192,"Mark Brooks",90,4.88,780,160,"Back9Par5ScoringAverage",2006
192,192,"Greg Chalmers",71,4.88,552,113,"Back9Par5ScoringAverage",2006
194,194,"Thomas Levet",53,4.9,412,84,"Back9Par5ScoringAverage",2006
195,195,"John Daly",51,4.91,462,94,"Back9Par5ScoringAverage",2006
196,196,"Hidemichi Tanaka",74,4.95,624,126,"Back9Par5ScoringAverage",2006
