"Approachesfrom75100yards_RANKTHISWEEK_2013","Approachesfrom75100yards_RANKLASTWEEK_2013","Approachesfrom75100yards_PLAYERNAME_2013","Approachesfrom75100yards_ROUNDS_2013","Approachesfrom75100yards_AVG_2013","Approachesfrom75100yards_TOTALDISTANCEFEET_2013","Approachesfrom75100yards_OFATTEMPTS_2013","Approachesfrom75100yards_RELATIVETOPAR_2013","stat_name","year"
1,1,"Robert Karlsson",56,NA,336.667,27,-8,"Approachesfrom75100yards",2013
2,2,"Lee Williams",62,NA,838.417,66,-9,"Approachesfrom75100yards",2013
3,3,"Matt Every",89,NA,769.167,58,-18,"Approachesfrom75100yards",2013
4,4,"Kevin Chappell",80,NA,898.917,67,-7,"Approachesfrom75100yards",2013
4,4,"Bryce Molder",82,NA,869.583,65,-21,"Approachesfrom75100yards",2013
6,6,"Jason Bohn",70,NA,994.583,73,-16,"Approachesfrom75100yards",2013
6,6,"Tim Clark",64,NA,556.333,41,-10,"Approachesfrom75100yards",2013
6,6,"Morgan Hoffmann",64,NA,583.75,43,-12,"Approachesfrom75100yards",2013
6,6,"Scott Langley",79,NA,952.5,70,-9,"Approachesfrom75100yards",2013
6,6,"Ryan Palmer",79,NA,762.583,56,-14,"Approachesfrom75100yards",2013
11,11,"Bobby Gates",49,NA,354.75,26,-9,"Approachesfrom75100yards",2013
12,12,"Stewart Cink",71,NA,568.667,41,1,"Approachesfrom75100yards",2013
13,13,"Chris Kirk",89,NA,1229.167,88,-19,"Approachesfrom75100yards",2013
13,13,"Charlie Wi",75,NA,659.667,47,-3,"Approachesfrom75100yards",2013
15,15,"Hunter Mahan",91,NA,704.75,50,-16,"Approachesfrom75100yards",2013
16,16,"Brandt Snedeker",79,NA,864.583,61,-10,"Approachesfrom75100yards",2013
17,17,"Luke Donald",60,NA,602.417,42,-6,"Approachesfrom75100yards",2013
17,17,"Jeff Overton",78,NA,702.083,49,-4,"Approachesfrom75100yards",2013
17,17,"Charl Schwartzel",69,NA,473.25,33,-4,"Approachesfrom75100yards",2013
