"ScoringRating_RANKTHISWEEK_2005","ScoringRating_RANKLASTWEEK_2005","ScoringRating_PLAYERNAME_2005","ScoringRating_EVENTS_2005","ScoringRating_RATING_2005","stat_name","year"
1,1,"Joel Kribel",1,9.2,"ScoringRating",2005
2,2,"Colin Montgomerie",3,8.8,"ScoringRating",2005
2,2,"Vijay Singh",21,8.8,"ScoringRating",2005
2,2,"Henrik Stenson",2,8.8,"ScoringRating",2005
5,5,"Darren Clarke",8,8.7,"ScoringRating",2005
5,5,"Peter Tomasulo",2,8.7,"ScoringRating",2005
5,5,"Tiger Woods",14,8.7,"ScoringRating",2005
8,8,"Luke Donald",11,8.6,"ScoringRating",2005
8,8,"Ernie Els",8,8.6,"ScoringRating",2005
8,8,"Jim Furyk",19,8.6,"ScoringRating",2005
11,11,"Davis Love III",13,8.5,"ScoringRating",2005
11,11,"Kenny Perry",14,8.5,"ScoringRating",2005
11,11,"David Toms",15,8.5,"ScoringRating",2005
14,14,"Scott Dunlap",2,8.4,"ScoringRating",2005
14,14,"Sergio Garcia",13,8.4,"ScoringRating",2005
14,14,"Tim Herron",19,8.4,"ScoringRating",2005
14,14,"Scott Hoch",1,8.4,"ScoringRating",2005
14,14,"Richard Johnson",9,8.4,"ScoringRating",2005
14,14,"Phil Mickelson",14,8.4,"ScoringRating",2005
14,14,"Loren Roberts",10,8.4,"ScoringRating",2005
21,21,"Doug Barron",11,8.3,"ScoringRating",2005
21,21,"Jeff Brehaut",12,8.3,"ScoringRating",2005
21,21,"Bart Bryant",18,8.3,"ScoringRating",2005
21,21,"Angel Cabrera",5,8.3,"ScoringRating",2005
21,21,"Tim Clark",16,8.3,"ScoringRating",2005
21,21,"Chris Couch",1,8.3,"ScoringRating",2005
21,21,"Brad Faxon",12,8.3,"ScoringRating",2005
21,21,"Lucas Glover",16,8.3,"ScoringRating",2005
21,21,"Zach Johnson",19,8.3,"ScoringRating",2005
21,21,"Jerry Kelly",17,8.3,"ScoringRating",2005
21,21,"Matt Kuchar",9,8.3,"ScoringRating",2005
21,21,"Spencer Levin",3,8.3,"ScoringRating",2005
21,21,"Paul McGinley",3,8.3,"ScoringRating",2005
21,21,"Jose Maria Olazabal",11,8.3,"ScoringRating",2005
21,21,"Michael Putnam",3,8.3,"ScoringRating",2005
21,21,"Tom Scherrer",2,8.3,"ScoringRating",2005
21,21,"Craig Stadler",4,8.3,"ScoringRating",2005
21,21,"Bob Tway",15,8.3,"ScoringRating",2005
21,21,"Brett Wetterich",10,8.3,"ScoringRating",2005
40,40,"Robert Allenby",15,8.2,"ScoringRating",2005
40,40,"Rich Beem",7,8.2,"ScoringRating",2005
40,40,"Craig Bowden",6,8.2,"ScoringRating",2005
40,40,"KJ Choi",12,8.2,"ScoringRating",2005
40,40,"Fred Couples",10,8.2,"ScoringRating",2005
40,40,"Brian Davis",15,8.2,"ScoringRating",2005
40,40,"Bradley Dredge",1,8.2,"ScoringRating",2005
40,40,"David Frost",2,8.2,"ScoringRating",2005
40,40,"Scott Gutschewski",14,8.2,"ScoringRating",2005
40,40,"Bob Heintz",9,8.2,"ScoringRating",2005
40,40,"Glen Hnatiuk",7,8.2,"ScoringRating",2005
40,40,"Charles Howell III",17,8.2,"ScoringRating",2005
40,40,"Jonathan Kaye",14,8.2,"ScoringRating",2005
40,40,"Shigeki Maruyama",21,8.2,"ScoringRating",2005
