"DrivingPctAll_RANKTHISWEEK_2016","DrivingPctAll_RANKLASTWEEK_2016","DrivingPctAll_PLAYERNAME_2016","DrivingPctAll_ROUNDS_2016","DrivingPctAll_Pct_2016","DrivingPctAll_TOTALDRIVESFOR_2016","DrivingPctAll_TOTALDRIVESOVERALL_2016","DrivingPctAll_RELATIVETOPAR_2016","stat_name","year"
37,48,"Brian Stuard",24,7.94,20,252,0.05,"DrivingPctAll",2016
38,39,"Chris Kirk",51,7.88,43,546,0.023,"DrivingPctAll",2016
39,31,"Colt Knost",56,7.85,46,586,0.087,"DrivingPctAll",2016
40,41,"Padraig Harrington",38,7.81,35,448,0.086,"DrivingPctAll",2016
41,42,"Robert Allenby",35,7.76,27,348,0.333,"DrivingPctAll",2016
41,29,"Vaughn Taylor",30,7.76,27,348,0.111,"DrivingPctAll",2016
43,44,"Will Wilcox",47,7.75,42,542,0.119,"DrivingPctAll",2016
44,33,"Kevin Chappell",49,7.73,43,556,0.163,"DrivingPctAll",2016
45,51,"Patton Kizzire",57,7.68,47,612,0.106,"DrivingPctAll",2016
46,47,"Branden Grace",31,7.66,19,248,-0.053,"DrivingPctAll",2016
47,48,"Andy Sullivan",25,7.59,17,224,0.176,"DrivingPctAll",2016
48,42,"Stuart Appleby",39,7.57,38,502,0,"DrivingPctAll",2016
49,50,"Scott Brown",59,7.55,42,556,0.095,"DrivingPctAll",2016
50,52,"Aaron Baddeley",51,7.54,38,504,-0.026,"DrivingPctAll",2016
50,52,"Freddie Jacobson",54,7.54,41,544,-0.073,"DrivingPctAll",2016
52,59,"Camilo Villegas",50,7.53,44,584,0.341,"DrivingPctAll",2016
53,57,"Shane Bertsch",30,7.52,20,266,-0.1,"DrivingPctAll",2016
54,55,"David Hearn",55,7.51,44,586,0.318,"DrivingPctAll",2016
55,61,"Chez Reavie",56,7.34,47,640,0.043,"DrivingPctAll",2016
56,61,"Ricky Barnes",57,7.33,45,614,0.111,"DrivingPctAll",2016
57,67,"Spencer Levin",62,7.31,49,670,0.102,"DrivingPctAll",2016
58,55,"Davis Love III",40,7.3,34,466,0.118,"DrivingPctAll",2016
59,64,"Kevin Na",52,7.21,33,458,0.152,"DrivingPctAll",2016
60,65,"Hudson Swafford",52,7.2,39,542,0.154,"DrivingPctAll",2016
61,81,"Brett Stegmaier",57,7.19,47,654,0.255,"DrivingPctAll",2016
62,66,"Carl Pettersson",31,7.18,28,390,0.357,"DrivingPctAll",2016
63,67,"Stewart Cink",45,7.17,33,460,0.061,"DrivingPctAll",2016
64,52,"James Hahn",45,7.12,37,520,0.081,"DrivingPctAll",2016
65,71,"JJ Henry",44,7.09,40,564,0.075,"DrivingPctAll",2016
66,63,"Mark Hubbard",73,7.06,58,822,0.017,"DrivingPctAll",2016
67,72,"Jason Day",36,7.05,22,312,0.045,"DrivingPctAll",2016
68,58,"Chesson Hadley",51,7.01,37,528,0.135,"DrivingPctAll",2016
69,74,"Jason Dufner",53,7,34,486,-0.088,"DrivingPctAll",2016
70,87,"Brendon Todd",43,6.96,33,474,0.242,"DrivingPctAll",2016
71,45,"Brendan Steele",48,6.95,37,532,0.189,"DrivingPctAll",2016
71,46,"David Toms",38,6.95,31,446,0,"DrivingPctAll",2016
73,79,"Zach Johnson",42,6.87,32,466,0.063,"DrivingPctAll",2016
74,81,"Marc Leishman",41,6.86,24,350,-0.125,"DrivingPctAll",2016
75,74,"Jonas Blixt",46,6.81,35,514,0.143,"DrivingPctAll",2016
76,85,"Jason Gore",51,6.8,34,500,0.294,"DrivingPctAll",2016
77,84,"Russell Henley",42,6.78,35,516,0.2,"DrivingPctAll",2016
77,70,"Peter Malnati",53,6.78,40,590,0.375,"DrivingPctAll",2016
79,77,"Retief Goosen",37,6.76,30,444,0.067,"DrivingPctAll",2016
80,87,"Lucas Lee",22,6.73,14,208,0.286,"DrivingPctAll",2016
81,89,"Pat Perez",28,6.72,16,238,0.063,"DrivingPctAll",2016
81,90,"Kyle Stanley",57,6.72,43,640,0.233,"DrivingPctAll",2016
83,97,"Sung Kang",51,6.67,38,570,0.053,"DrivingPctAll",2016
84,93,"Russell Knox",48,6.65,27,406,0.407,"DrivingPctAll",2016
85,79,"Matt Jones",45,6.63,26,392,0.308,"DrivingPctAll",2016
85,83,"Rob Oppenheim",37,6.63,26,392,0.154,"DrivingPctAll",2016
87,86,"Charles Howell III",63,6.61,46,696,0.043,"DrivingPctAll",2016
88,116,"Fabian Gomez",49,6.59,39,592,0.205,"DrivingPctAll",2016
89,91,"Adam Hadwin",53,6.55,43,656,-0.07,"DrivingPctAll",2016
89,94,"Andrew Landry",24,6.55,11,168,0,"DrivingPctAll",2016
89,69,"DH Lee",35,6.55,22,336,0.182,"DrivingPctAll",2016
92,95,"Seung Yul Noh",54,6.54,40,612,0.175,"DrivingPctAll",2016
93,96,"Charl Schwartzel",29,6.52,18,276,0.222,"DrivingPctAll",2016
94,59,"Robert Streb",51,6.49,30,462,0.133,"DrivingPctAll",2016
95,97,"Wes Roach",33,6.46,19,294,0.105,"DrivingPctAll",2016
96,76,"Vijay Singh",42,6.42,33,514,0.242,"DrivingPctAll",2016
97,111,"Chad Collins",45,6.37,32,502,0.438,"DrivingPctAll",2016
97,103,"Troy Merritt",41,6.37,26,408,0.154,"DrivingPctAll",2016
99,78,"Danny Lee",53,6.34,32,505,0.219,"DrivingPctAll",2016
99,73,"Steve Wheatcroft",53,6.34,37,584,0.541,"DrivingPctAll",2016
101,104,"Andres Gonzales",46,6.33,30,474,0.3,"DrivingPctAll",2016
102,107,"Abraham Ancer",26,6.25,14,224,0.143,"DrivingPctAll",2016
102,91,"Lucas Glover",53,6.25,41,656,0.073,"DrivingPctAll",2016
102,107,"Bryce Molder",50,6.25,34,544,-0.029,"DrivingPctAll",2016
105,109,"Tyrone Van Aswegen",67,6.2,45,726,0.067,"DrivingPctAll",2016
106,136,"Derek Ernst",36,6.17,19,308,-0.053,"DrivingPctAll",2016
107,112,"Rory Sabbatini",40,6.07,21,346,0.095,"DrivingPctAll",2016
108,101,"Blayne Barber",44,6.06,32,528,-0.063,"DrivingPctAll",2016
109,100,"Hunter Mahan",43,6.05,26,430,0.231,"DrivingPctAll",2016
110,102,"Angel Cabrera",42,6.03,27,448,0.111,"DrivingPctAll",2016
111,110,"Ben Crane",48,6.01,31,516,0.226,"DrivingPctAll",2016
112,106,"Tyler Aldridge",53,5.96,34,570,0.176,"DrivingPctAll",2016
113,136,"Jason Bohn",37,5.91,24,406,0.292,"DrivingPctAll",2016
114,99,"Francesco Molinari",36,5.87,27,460,0.074,"DrivingPctAll",2016
115,120,"Ryan Palmer",46,5.82,34,584,0.206,"DrivingPctAll",2016
116,113,"Will Ma Kenzie",54,5.76,32,556,-0.094,"DrivingPctAll",2016
116,119,"Shawn Stefani",45,5.76,28,486,-0.107,"DrivingPctAll",2016
116,104,"Gary Woodland",45,5.76,28,486,0.071,"DrivingPctAll",2016
119,122,"Cameron Tringale",47,5.73,32,558,0.094,"DrivingPctAll",2016
120,117,"Shane Lowry",35,5.71,16,280,-0.063,"DrivingPctAll",2016
121,114,"Kyle Reifers",63,5.69,38,668,0.053,"DrivingPctAll",2016
122,124,"Zac Blair",56,5.63,33,586,0.303,"DrivingPctAll",2016
123,132,"Roberto Castro",55,5.61,36,642,0.056,"DrivingPctAll",2016
124,118,"Jamie Lovemark",57,5.6,39,696,0,"DrivingPctAll",2016
125,154,"Jason Kokrak",52,5.59,32,572,0.094,"DrivingPctAll",2016
126,115,"John Senden",48,5.56,31,558,-0.065,"DrivingPctAll",2016
126,135,"Harold Varner III",58,5.56,38,684,0.237,"DrivingPctAll",2016
128,130,"Ben Martin",48,5.54,31,560,0.097,"DrivingPctAll",2016
129,139,"Michael Thompson",46,5.53,24,434,0.292,"DrivingPctAll",2016
130,142,"William McGirt",54,5.51,37,672,-0.108,"DrivingPctAll",2016
131,147,"Graham DeLaet",50,5.48,32,584,0.094,"DrivingPctAll",2016
132,127,"Johnson Wagner",44,5.46,26,476,0.346,"DrivingPctAll",2016
133,121,"Webb Simpson",34,5.38,21,390,-0.238,"DrivingPctAll",2016
134,127,"Kevin Kisner",49,5.36,25,466,0.12,"DrivingPctAll",2016
134,142,"Jordan Spieth",34,5.36,15,280,-0.133,"DrivingPctAll",2016
136,145,"Daniel Summerhays",55,5.35,32,598,0.125,"DrivingPctAll",2016
137,161,"Morgan Hoffmann",43,5.33,26,488,0.308,"DrivingPctAll",2016
137,133,"Luke List",51,5.33,29,544,0.172,"DrivingPctAll",2016
139,136,"Scott Langley",41,5.3,23,434,0.087,"DrivingPctAll",2016
140,126,"Harris English",51,5.27,25,474,0.24,"DrivingPctAll",2016
141,148,"Emiliano Grillo",47,5.26,26,494,-0.115,"DrivingPctAll",2016
142,125,"Alex Cejka",47,5.25,23,438,0.13,"DrivingPctAll",2016
143,149,"Chad Campbell",54,5.17,31,600,0.097,"DrivingPctAll",2016
144,164,"Erik Compton",45,5.16,23,446,0.565,"DrivingPctAll",2016
145,159,"Brendon de Jonge",55,5.15,28,544,0.179,"DrivingPctAll",2016
146,122,"Justin Rose",35,5.14,18,350,0,"DrivingPctAll",2016
147,146,"David Lingmerth",54,5.12,26,508,0.115,"DrivingPctAll",2016
148,155,"Miguel Angel Carballo",24,5.1,10,196,0.1,"DrivingPctAll",2016
148,153,"Si Woo Kim",63,5.1,37,726,0.162,"DrivingPctAll",2016
148,155,"Cameron Percy",22,5.1,10,196,-0.3,"DrivingPctAll",2016
151,152,"Whee Kim",54,5.09,29,570,0.138,"DrivingPctAll",2016
151,165,"Martin Laird",46,5.09,27,530,0.037,"DrivingPctAll",2016
153,140,"Jeff Overton",51,5.05,31,614,0.065,"DrivingPctAll",2016
154,127,"Dawie van der Walt",48,5.04,24,476,0.125,"DrivingPctAll",2016
155,140,"Geoff Ogilvy",37,5.02,21,418,0.286,"DrivingPctAll",2016
156,169,"DA Points",32,5,14,280,0.286,"DrivingPctAll",2016
157,130,"Paul Casey",39,4.97,16,322,-0.125,"DrivingPctAll",2016
158,151,"Tim Wilkinson",40,4.95,18,364,-0.167,"DrivingPctAll",2016
159,162,"Nick Taylor",57,4.89,30,614,0.233,"DrivingPctAll",2016
160,168,"Keegan Bradley",40,4.79,18,376,-0.167,"DrivingPctAll",2016
161,169,"Brice Garnett",29,4.76,10,210,-0.3,"DrivingPctAll",2016
161,169,"Luke Guthrie",31,4.76,14,294,0.286,"DrivingPctAll",2016
163,166,"Chris Stroud",52,4.72,27,572,0.333,"DrivingPctAll",2016
164,158,"Tom Hoge",47,4.71,23,488,0.217,"DrivingPctAll",2016
165,155,"Patrick Reed",53,4.69,21,448,0.048,"DrivingPctAll",2016
166,172,"Rhein Gibson",36,4.67,17,364,0.353,"DrivingPctAll",2016
167,150,"Tony Finau",49,4.65,24,516,0.25,"DrivingPctAll",2016
167,173,"Jimmy Walker",43,4.65,21,452,0,"DrivingPctAll",2016
169,162,"Kevin Streelman",46,4.63,20,432,0.15,"DrivingPctAll",2016
169,176,"Justin Thomas",53,4.63,24,518,-0.167,"DrivingPctAll",2016
171,174,"Scott Piercy",45,4.55,18,396,-0.222,"DrivingPctAll",2016
171,159,"Boo Weekley",53,4.55,26,572,0.038,"DrivingPctAll",2016
173,178,"Michael Kim",62,4.49,32,712,0.313,"DrivingPctAll",2016
174,142,"Adam Scott",39,4.46,15,336,0,"DrivingPctAll",2016
175,179,"Billy Horschel",45,4.41,21,476,-0.19,"DrivingPctAll",2016
176,185,"Martin Piller",37,4.4,16,364,0.313,"DrivingPctAll",2016
176,180,"Andres Romero",22,4.4,8,182,0,"DrivingPctAll",2016
178,166,"Andrew Loupe",50,4.37,25,572,0.2,"DrivingPctAll",2016
179,176,"Ernie Els",34,4.36,17,390,0.294,"DrivingPctAll",2016
180,187,"Greg Owen",56,4.32,26,602,0.231,"DrivingPctAll",2016
181,188,"Steve Marino",40,4.23,16,378,0.313,"DrivingPctAll",2016
182,186,"Brandt Snedeker",47,4.17,20,480,0.05,"DrivingPctAll",2016
183,183,"Brian Harman",60,4.12,27,656,0.407,"DrivingPctAll",2016
184,188,"Charley Hoffman",49,4,20,500,0.15,"DrivingPctAll",2016
185,184,"Jhonattan Vegas",49,3.97,20,504,0.15,"DrivingPctAll",2016
186,181,"Kelly Kraft",35,3.93,11,280,-0.182,"DrivingPctAll",2016
187,181,"Rory McIlroy",37,3.9,12,308,-0.167,"DrivingPctAll",2016
188,174,"Byeong Hun An",23,3.85,7,182,-0.143,"DrivingPctAll",2016
188,190,"Sergio Garcia",28,3.85,7,182,0.429,"DrivingPctAll",2016
190,191,"Charlie Beljan",26,3.8,9,237,0.333,"DrivingPctAll",2016
191,192,"Brooks Koepka",39,3.79,15,396,-0.067,"DrivingPctAll",2016
192,193,"Patrick Rodgers",49,3.49,19,544,0.263,"DrivingPctAll",2016
193,194,"Robert Garrigus",34,3.42,11,322,0.364,"DrivingPctAll",2016
194,194,"Scott Stallings",46,3.4,18,530,0.111,"DrivingPctAll",2016
195,194,"Jamie Donaldson",28,3.06,9,294,0,"DrivingPctAll",2016
196,200,"Matt Kuchar",46,3.02,13,430,-0.077,"DrivingPctAll",2016
197,197,"Ollie Schniederjans",23,3.01,8,266,0.375,"DrivingPctAll",2016
198,198,"Phil Mickelson",37,2.91,11,378,0.091,"DrivingPctAll",2016
199,199,"Rickie Fowler",42,2.88,13,452,0.077,"DrivingPctAll",2016
200,203,"Dustin Johnson",37,2.82,8,284,0.125,"DrivingPctAll",2016
201,204,"Smylie Kaufman",57,2.77,16,578,-0.188,"DrivingPctAll",2016
202,202,"Scott Pinckney",53,2.76,15,544,0,"DrivingPctAll",2016
203,201,"Hideki Matsuyama",40,2.47,9,364,-0.111,"DrivingPctAll",2016
204,205,"Bernd Wiesberger",23,2.38,4,168,-0.25,"DrivingPctAll",2016
205,207,"Bubba Watson",30,2.07,5,242,0.4,"DrivingPctAll",2016
206,206,"Anirban Lahiri",44,1.92,7,364,0.143,"DrivingPctAll",2016
207,208,"JB Holmes",39,1.77,7,396,0.286,"DrivingPctAll",2016
