"ShortGameRating_RANKTHISWEEK_2008","ShortGameRating_RANKLASTWEEK_2008","ShortGameRating_PLAYERNAME_2008","ShortGameRating_EVENTS_2008","ShortGameRating_RATING_2008","stat_name","year"
1,1,"Paul McGinley",1,8.2,"ShortGameRating",2008
2,2,"Robert Karlsson",2,8,"ShortGameRating",2008
2,2,"Oliver Wilson",1,8,"ShortGameRating",2008
4,4,"Bob Heintz",5,7.9,"ShortGameRating",2008
5,5,"Chip Deason",1,7.8,"ShortGameRating",2008
6,6,"Yusaku Miyazato",1,7.7,"ShortGameRating",2008
6,6,"Mike Weir",15,7.7,"ShortGameRating",2008
8,8,"Guy Boros",2,7.6,"ShortGameRating",2008
8,8,"Padraig Harrington",5,7.6,"ShortGameRating",2008
10,10,"Ted Schulz",1,7.5,"ShortGameRating",2008
11,11,"Jonathan Moore",1,7.4,"ShortGameRating",2008
11,11,"Jose Maria Olazabal",2,7.4,"ShortGameRating",2008
11,11,"Justin Rose",5,7.4,"ShortGameRating",2008
14,14,"Brian Gay",17,7.3,"ShortGameRating",2008
14,14,"Mathias Gronberg",8,7.3,"ShortGameRating",2008
14,14,"Tom Scherrer",5,7.3,"ShortGameRating",2008
14,14,"Webb Simpson",3,7.3,"ShortGameRating",2008
14,14,"Jeev Milkha Singh",1,7.3,"ShortGameRating",2008
14,14,"Scott Verplank",13,7.3,"ShortGameRating",2008
20,20,"Todd Demsey",9,7.2,"ShortGameRating",2008
20,20,"Scott Hoch",1,7.2,"ShortGameRating",2008
20,20,"Neal Lancaster",3,7.2,"ShortGameRating",2008
20,20,"Rod Pampling",10,7.2,"ShortGameRating",2008
20,20,"Henrik Stenson",4,7.2,"ShortGameRating",2008
25,25,"Jason Allred",5,7.1,"ShortGameRating",2008
25,25,"Luke Donald",6,7.1,"ShortGameRating",2008
25,25,"Ryuji Imada",14,7.1,"ShortGameRating",2008
25,25,"Corey Pavin",11,7.1,"ShortGameRating",2008
25,25,"Tiger Woods",2,7.1,"ShortGameRating",2008
30,30,"Gavin Coles",9,7,"ShortGameRating",2008
30,30,"Ernie Els",7,7,"ShortGameRating",2008
30,30,"Jeff Gove",6,7,"ShortGameRating",2008
30,30,"Len Mattiace",3,7,"ShortGameRating",2008
30,30,"Arron Oberholser",5,7,"ShortGameRating",2008
30,30,"Stephen Poole",1,7,"ShortGameRating",2008
30,30,"Paul Stankowski",3,7,"ShortGameRating",2008
30,30,"Garrett Willis",4,7,"ShortGameRating",2008
30,30,"Casey Wittenberg",2,7,"ShortGameRating",2008
39,39,"Briny Baird",23,6.9,"ShortGameRating",2008
39,39,"Michael Bradley",5,6.9,"ShortGameRating",2008
39,39,"Bart Bryant",12,6.9,"ShortGameRating",2008
39,39,"Glen Day",11,6.9,"ShortGameRating",2008
39,39,"Niclas Fasth",4,6.9,"ShortGameRating",2008
39,39,"Steve Flesch",14,6.9,"ShortGameRating",2008
39,39,"Bill Haas",15,6.9,"ShortGameRating",2008
39,39,"Tom Lehman",5,6.9,"ShortGameRating",2008
39,39,"Jin Park",10,6.9,"ShortGameRating",2008
39,39,"Tag Ridings",12,6.9,"ShortGameRating",2008
39,39,"Steve Stricker",11,6.9,"ShortGameRating",2008
39,39,"Vaughn Taylor",16,6.9,"ShortGameRating",2008
51,51,"Stuart Appleby",16,6.8,"ShortGameRating",2008
51,51,"Eric Axley",15,6.8,"ShortGameRating",2008
51,51,"Mark Brooks",4,6.8,"ShortGameRating",2008
51,51,"Tim Clark",16,6.8,"ShortGameRating",2008
51,51,"David Duval",4,6.8,"ShortGameRating",2008
51,51,"Brad Elder",7,6.8,"ShortGameRating",2008
51,51,"Brendan Jones",2,6.8,"ShortGameRating",2008
