"ProximitytoHolefrom2030yards_RANKTHISWEEK_2012","ProximitytoHolefrom2030yards_RANKLASTWEEK_2012","ProximitytoHolefrom2030yards_PLAYERNAME_2012","ProximitytoHolefrom2030yards_ROUNDS_2012","ProximitytoHolefrom2030yards_AVGDTP_2012","ProximitytoHolefrom2030yards_TOTALDISTANCEFEET_2012","ProximitytoHolefrom2030yards_OFSHOTS_2012","ProximitytoHolefrom2030yards_SCRAMBLINGRANK_2012","stat_name","year"
1,1,"Trevor Immelman",76,NA,689.25,97,109,"ProximitytoHolefrom2030yards",2012
2,2,"Nick OHern",78,NA,931,126,62,"ProximitytoHolefrom2030yards",2012
3,3,"Jason Dufner",83,NA,702.833,91,8,"ProximitytoHolefrom2030yards",2012
3,3,"Hunter Haas",69,NA,564.417,73,142,"ProximitytoHolefrom2030yards",2012
3,3,"Kevin Na",80,NA,926.833,120,21,"ProximitytoHolefrom2030yards",2012
6,6,"Ryuji Imada",78,NA,846.5,108,74,"ProximitytoHolefrom2030yards",2012
6,6,"Rory McIlroy",60,NA,330.333,42,33,"ProximitytoHolefrom2030yards",2012
8,8,"Bud Cauley",99,NA,979.333,124,8,"ProximitytoHolefrom2030yards",2012
9,9,"Jonathan Byrd",69,NA,746.417,93,56,"ProximitytoHolefrom2030yards",2012
10,10,"Charles Howell III",98,NA,1154.5,143,118,"ProximitytoHolefrom2030yards",2012
10,10,"Phil Mickelson",79,NA,776.167,96,16,"ProximitytoHolefrom2030yards",2012
12,12,"Aaron Baddeley",73,NA,851.083,104,37,"ProximitytoHolefrom2030yards",2012
12,12,"Freddie Jacobson",61,NA,530.167,65,92,"ProximitytoHolefrom2030yards",2012
12,12,"JJ Killeen",101,NA,1285.917,158,28,"ProximitytoHolefrom2030yards",2012
12,12,"Graeme McDowell",55,NA,401.75,49,177,"ProximitytoHolefrom2030yards",2012
16,16,"Jim Furyk",85,NA,683.417,83,3,"ProximitytoHolefrom2030yards",2012
16,16,"Rocco Mediate",70,NA,826.25,100,22,"ProximitytoHolefrom2030yards",2012
16,16,"Josh Teater",97,NA,1218.083,147,119,"ProximitytoHolefrom2030yards",2012
16,16,"David Toms",60,NA,478.917,58,13,"ProximitytoHolefrom2030yards",2012
16,16,"Lee Westwood",60,NA,446.583,54,191,"ProximitytoHolefrom2030yards",2012
21,21,"Graham DeLaet",79,NA,934.333,112,86,"ProximitytoHolefrom2030yards",2012
21,21,"Tim Herron",88,NA,1105.333,132,99,"ProximitytoHolefrom2030yards",2012
21,21,"Justin Leonard",79,NA,790.333,95,44,"ProximitytoHolefrom2030yards",2012
21,21,"Bill Lunde",83,NA,793.833,95,54,"ProximitytoHolefrom2030yards",2012
21,21,"Charl Schwartzel",56,NA,398.917,48,50,"ProximitytoHolefrom2030yards",2012
21,21,"Brandt Snedeker",81,NA,791.917,95,10,"ProximitytoHolefrom2030yards",2012
27,27,"Matt Every",80,NA,725.083,86,67,"ProximitytoHolefrom2030yards",2012
27,27,"Padraig Harrington",67,NA,625.833,74,39,"ProximitytoHolefrom2030yards",2012
27,27,"Davis Love III",64,NA,504.25,60,147,"ProximitytoHolefrom2030yards",2012
27,27,"Pat Perez",81,NA,832.25,99,14,"ProximitytoHolefrom2030yards",2012
27,27,"Chris Stroud",86,NA,978.167,116,18,"ProximitytoHolefrom2030yards",2012
32,32,"JB Holmes",90,NA,957.5,113,125,"ProximitytoHolefrom2030yards",2012
32,32,"Dustin Johnson",70,NA,511.167,60,32,"ProximitytoHolefrom2030yards",2012
32,32,"Spencer Levin",81,NA,806.417,95,82,"ProximitytoHolefrom2030yards",2012
32,32,"Vijay Singh",99,NA,964.5,113,43,"ProximitytoHolefrom2030yards",2012
36,36,"Arjun Atwal",79,NA,855.167,100,137,"ProximitytoHolefrom2030yards",2012
36,36,"Kris Blanks",65,NA,738.5,86,149,"ProximitytoHolefrom2030yards",2012
36,36,"Sung Kang",75,NA,965.583,113,144,"ProximitytoHolefrom2030yards",2012
36,36,"Webb Simpson",77,NA,798.667,93,56,"ProximitytoHolefrom2030yards",2012
40,40,"Jonas Blixt",72,NA,896.417,103,16,"ProximitytoHolefrom2030yards",2012
40,40,"John Daly",50,NA,530.75,61,174,"ProximitytoHolefrom2030yards",2012
40,40,"George McNeill",85,NA,1037.75,120,96,"ProximitytoHolefrom2030yards",2012
43,43,"Matt Bettencourt",80,NA,976.667,112,179,"ProximitytoHolefrom2030yards",2012
43,43,"Mark Wilson",84,NA,897.333,103,84,"ProximitytoHolefrom2030yards",2012
45,45,"Bill Haas",79,NA,920.5,104,27,"ProximitytoHolefrom2030yards",2012
45,45,"John Huh",99,NA,1145.083,130,134,"ProximitytoHolefrom2030yards",2012
45,45,"Jerry Kelly",84,NA,1026.667,116,41,"ProximitytoHolefrom2030yards",2012
45,45,"Danny Lee",74,NA,839.667,95,108,"ProximitytoHolefrom2030yards",2012
45,45,"DJ Trahan",73,NA,893.667,101,164,"ProximitytoHolefrom2030yards",2012
50,50,"Jason Day",57,NA,711.25,80,19,"ProximitytoHolefrom2030yards",2012
