"Scramblingfrom30yards_RANKTHISWEEK_2013","Scramblingfrom30yards_RANKLASTWEEK_2013","Scramblingfrom30yards_PLAYERNAME_2013","Scramblingfrom30yards_ROUNDS_2013","Scramblingfrom30yards_Pct_2013","Scramblingfrom30yards_SUCCESSES_2013","Scramblingfrom30yards_ATTEMPTS_2013","stat_name","year"
1,1,"Jerry Kelly",75,46,23,50,"Scramblingfrom30yards",2013
2,2,"Mark Wilson",56,43.18,19,44,"Scramblingfrom30yards",2013
3,3,"Ryan Moore",72,42.62,26,61,"Scramblingfrom30yards",2013
3,3,"Jordan Spieth",82,42.62,26,61,"Scramblingfrom30yards",2013
5,5,"Lee Westwood",70,41.67,20,48,"Scramblingfrom30yards",2013
6,6,"Charlie Wi",75,40.54,30,74,"Scramblingfrom30yards",2013
7,7,"Fabian Gomez",65,40,24,60,"Scramblingfrom30yards",2013
8,8,"JJ Henry",83,38.64,34,88,"Scramblingfrom30yards",2013
9,9,"Jimmy Walker",84,37.5,30,80,"Scramblingfrom30yards",2013
10,10,"Bobby Gates",49,37.29,22,59,"Scramblingfrom30yards",2013
11,11,"Kevin Chappell",80,37.14,26,70,"Scramblingfrom30yards",2013
11,11,"Bob Estes",66,37.14,26,70,"Scramblingfrom30yards",2013
13,13,"Bill Haas",85,37.1,23,62,"Scramblingfrom30yards",2013
14,14,"Chris Kirk",89,36.84,35,95,"Scramblingfrom30yards",2013
15,15,"Billy Horschel",96,36.71,29,79,"Scramblingfrom30yards",2013
16,16,"Ben Crane",62,36.54,19,52,"Scramblingfrom30yards",2013
17,17,"Michael Thompson",66,36.36,24,66,"Scramblingfrom30yards",2013
18,18,"John Senden",79,36.17,17,47,"Scramblingfrom30yards",2013
19,19,"Brian Davis",91,36.05,31,86,"Scramblingfrom30yards",2013
20,20,"Mike Weir",60,35.96,32,89,"Scramblingfrom30yards",2013
21,21,"Brandt Snedeker",79,35.38,23,65,"Scramblingfrom30yards",2013
22,22,"Derek Ernst",58,35.19,19,54,"Scramblingfrom30yards",2013
23,23,"Jim Herman",59,35.14,13,37,"Scramblingfrom30yards",2013
23,23,"David Toms",49,35.14,13,37,"Scramblingfrom30yards",2013
25,25,"Jason Dufner",78,35.09,20,57,"Scramblingfrom30yards",2013
25,25,"Matt Jones",83,35.09,20,57,"Scramblingfrom30yards",2013
27,27,"Chris Stroud",88,35,35,100,"Scramblingfrom30yards",2013
28,28,"Peter Hanson",45,34.62,18,52,"Scramblingfrom30yards",2013
28,28,"Dustin Johnson",71,34.62,18,52,"Scramblingfrom30yards",2013
30,30,"Phil Mickelson",78,34.55,19,55,"Scramblingfrom30yards",2013
31,31,"Ian Poulter",59,34.15,14,41,"Scramblingfrom30yards",2013
32,32,"Stuart Appleby",88,34.02,33,97,"Scramblingfrom30yards",2013
33,33,"Webb Simpson",92,33.87,21,62,"Scramblingfrom30yards",2013
34,34,"Roberto Castro",97,33.33,23,69,"Scramblingfrom30yards",2013
34,34,"Ernie Els",63,33.33,15,45,"Scramblingfrom30yards",2013
34,34,"Sergio Garcia",65,33.33,13,39,"Scramblingfrom30yards",2013
34,34,"Vijay Singh",61,33.33,12,36,"Scramblingfrom30yards",2013
34,34,"Steve Stricker",51,33.33,8,24,"Scramblingfrom30yards",2013
39,39,"Russell Henley",80,32.86,23,70,"Scramblingfrom30yards",2013
40,40,"Angel Cabrera",73,32.79,20,61,"Scramblingfrom30yards",2013
41,41,"Freddie Jacobson",63,32.69,17,52,"Scramblingfrom30yards",2013
42,42,"Harris English",95,32.67,33,101,"Scramblingfrom30yards",2013
43,43,"Shawn Stefani",63,32.31,21,65,"Scramblingfrom30yards",2013
44,44,"Kevin Streelman",86,32.26,20,62,"Scramblingfrom30yards",2013
45,45,"David Lingmerth",68,32,16,50,"Scramblingfrom30yards",2013
46,46,"Charles Howell III",87,31.87,29,91,"Scramblingfrom30yards",2013
47,47,"Richard Lee",81,31.76,27,85,"Scramblingfrom30yards",2013
48,48,"John Huh",88,31.75,20,63,"Scramblingfrom30yards",2013
49,49,"Troy Matteson",68,31.71,26,82,"Scramblingfrom30yards",2013
50,50,"Brian Gay",79,31.52,29,92,"Scramblingfrom30yards",2013
51,51,"Brendon de Jonge",110,31.4,27,86,"Scramblingfrom30yards",2013
52,52,"Ted Potter Jr",65,31.25,15,48,"Scramblingfrom30yards",2013
52,52,"Brian Stuard",78,31.25,25,80,"Scramblingfrom30yards",2013
