"PercentageofAvailablePurseWon_RANKTHISWEEK_2005","PercentageofAvailablePurseWon_RANKLASTWEEK_2005","PercentageofAvailablePurseWon_PLAYERNAME_2005","PercentageofAvailablePurseWon_EVENTS_2005","PercentageofAvailablePurseWon_Pct_2005","PercentageofAvailablePurseWon_OFFICIALMONEYWON_2005","PercentageofAvailablePurseWon_TOTALPURSEAVAILABLE_2005","stat_name","year"
74,74,"Tim Petrovic",32,1.02,1711228,168254555,"PercentageofAvailablePurseWon",2005
75,75,"Mike Weir",23,1.01,1363466,134954555,"PercentageofAvailablePurseWon",2005
76,76,"Richard Johnson",16,0.97,689362,71350000,"PercentageofAvailablePurseWon",2005
76,76,"Tom Pernice Jr",32,0.97,1608054,165704555,"PercentageofAvailablePurseWon",2005
78,78,"Michael Putnam",5,0.96,229733,23950000,"PercentageofAvailablePurseWon",2005
78,78,"Justin Rose",28,0.96,1365188,142350000,"PercentageofAvailablePurseWon",2005
80,80,"Bo Van Pelt",33,0.95,1606078,168854555,"PercentageofAvailablePurseWon",2005
81,81,"David Howell",12,0.93,696949,75300000,"PercentageofAvailablePurseWon",2005
82,82,"Loren Roberts",18,0.91,874329,96500000,"PercentageofAvailablePurseWon",2005
83,83,"Trevor Immelman",14,0.89,726866,82104555,"PercentageofAvailablePurseWon",2005
84,84,"Yasuharu Imano",1,0.88,66000,7500000,"PercentageofAvailablePurseWon",2005
84,84,"Bernhard Langer",19,0.88,952449,108054555,"PercentageofAvailablePurseWon",2005
86,86,"Pat Perez",28,0.87,1258086,144454555,"PercentageofAvailablePurseWon",2005
87,87,"Arron Oberholser",21,0.86,921796,107700000,"PercentageofAvailablePurseWon",2005
88,88,"Billy Andrade",26,0.85,1120834,132100000,"PercentageofAvailablePurseWon",2005
88,88,"Jerry Kelly",31,0.85,1352483,159154555,"PercentageofAvailablePurseWon",2005
90,90,"Scott Drummond",1,0.84,56946,6754555,"PercentageofAvailablePurseWon",2005
90,90,"Nick Flanagan",1,0.84,56946,6754555,"PercentageofAvailablePurseWon",2005
90,90,"Tadahiro Takayama",1,0.84,56946,6754555,"PercentageofAvailablePurseWon",2005
93,93,"Ian Poulter",20,0.81,946889,117554555,"PercentageofAvailablePurseWon",2005
93,93,"Bob Tway",26,0.81,1072386,133054555,"PercentageofAvailablePurseWon",2005
95,95,"Joe Durant",25,0.8,1039696,130054555,"PercentageofAvailablePurseWon",2005
95,95,"Carlos Franco",25,0.8,1029265,127900000,"PercentageofAvailablePurseWon",2005
95,95,"Robert Gamez",28,0.8,1115363,140050000,"PercentageofAvailablePurseWon",2005
95,95,"Scott McCarron",24,0.8,977515,122500000,"PercentageofAvailablePurseWon",2005
95,95,"Craig Stadler",6,0.8,256110,3.2e+07,"PercentageofAvailablePurseWon",2005
100,100,"Aaron Baddeley",27,0.78,1006005,129700000,"PercentageofAvailablePurseWon",2005
101,101,"Woody Austin",30,0.77,1177092,152700000,"PercentageofAvailablePurseWon",2005
101,101,"Ryan Palmer",32,0.77,1279999,165650000,"PercentageofAvailablePurseWon",2005
101,101,"Jeff Sluman",28,0.77,1087504,1.42e+08,"PercentageofAvailablePurseWon",2005
104,104,"Brian Davis",23,0.74,854458,115404555,"PercentageofAvailablePurseWon",2005
105,105,"Joey Sindelar",29,0.73,1060235,144850000,"PercentageofAvailablePurseWon",2005
106,106,"Bob Estes",25,0.72,891476,124600000,"PercentageofAvailablePurseWon",2005
106,106,"Dudley Hart",29,0.72,1051338,146200000,"PercentageofAvailablePurseWon",2005
108,108,"Robert Allenby",31,0.71,1184457,166254555,"PercentageofAvailablePurseWon",2005
109,109,"Stephen Ames",24,0.7,959664,136554555,"PercentageofAvailablePurseWon",2005
110,110,"Kevin Na",32,0.69,1095202,159500000,"PercentageofAvailablePurseWon",2005
110,110,"Craig Parry",15,0.69,629886,91604555,"PercentageofAvailablePurseWon",2005
110,110,"Nick Price",16,0.69,626735,90304555,"PercentageofAvailablePurseWon",2005
110,110,"Joey Snyder III",31,0.69,1042693,151650000,"PercentageofAvailablePurseWon",2005
114,114,"Michael Harris",2,0.68,65430,9600000,"PercentageofAvailablePurseWon",2005
114,114,"Freddie Jacobson",23,0.68,868522,127054555,"PercentageofAvailablePurseWon",2005
114,114,"JL Lewis",30,0.68,1031156,152550000,"PercentageofAvailablePurseWon",2005
117,117,"Harrison Frazar",31,0.67,999081,149550000,"PercentageofAvailablePurseWon",2005
117,117,"Paul Goydos",15,0.67,486361,73050000,"PercentageofAvailablePurseWon",2005
119,119,"James Driscoll",26,0.66,849889,129200000,"PercentageofAvailablePurseWon",2005
119,119,"Charles Warren",31,0.66,1007273,152550000,"PercentageofAvailablePurseWon",2005
119,119,"Dean Wilson",27,0.66,821900,124550000,"PercentageofAvailablePurseWon",2005
122,122,"Doug Barron",24,0.65,731990,112550000,"PercentageofAvailablePurseWon",2005
123,123,"Angel Cabrera",11,0.64,451027,70804555,"PercentageofAvailablePurseWon",2005
123,123,"Brett Quigley",31,0.64,998153,156400000,"PercentageofAvailablePurseWon",2005
123,123,"Rory Sabbatini",26,0.64,920987,144804555,"PercentageofAvailablePurseWon",2005
123,123,"Kevin Sutherland",26,0.64,845872,131300000,"PercentageofAvailablePurseWon",2005
123,123,"Tjaart van der Walt",19,0.64,544057,85450000,"PercentageofAvailablePurseWon",2005
128,128,"Corey Pavin",23,0.63,736505,1.17e+08,"PercentageofAvailablePurseWon",2005
129,129,"Kirk Triplett",18,0.62,598144,95900000,"PercentageofAvailablePurseWon",2005
130,130,"Simon Yates",1,0.61,46000,7500000,"PercentageofAvailablePurseWon",2005
131,131,"Steve Lowery",32,0.6,950273,157800000,"PercentageofAvailablePurseWon",2005
131,131,"DJ Trahan",28,0.6,806304,134150000,"PercentageofAvailablePurseWon",2005
133,133,"JJ Henry",32,0.59,942346,160600000,"PercentageofAvailablePurseWon",2005
133,133,"Rocco Mediate",24,0.59,696248,117100000,"PercentageofAvailablePurseWon",2005
133,133,"Tag Ridings",31,0.59,891811,150850000,"PercentageofAvailablePurseWon",2005
133,133,"John Senden",29,0.59,855322,145450000,"PercentageofAvailablePurseWon",2005
137,137,"Nick Faldo",5,0.57,184649,32254555,"PercentageofAvailablePurseWon",2005
137,137,"Jesper Parnevik",24,0.57,732842,127550000,"PercentageofAvailablePurseWon",2005
139,139,"Marc Cayeux",1,0.56,42250,7500000,"PercentageofAvailablePurseWon",2005
139,139,"Jeff Maggert",25,0.56,743777,132400000,"PercentageofAvailablePurseWon",2005
139,139,"John Rollins",30,0.56,852146,152950000,"PercentageofAvailablePurseWon",2005
142,142,"Craig Barlow",26,0.55,720359,130100000,"PercentageofAvailablePurseWon",2005
142,142,"Kenneth Ferrie",3,0.55,120250,21754555,"PercentageofAvailablePurseWon",2005
142,142,"Ryuji Imada",25,0.55,650220,119250000,"PercentageofAvailablePurseWon",2005
142,142,"Lee Westwood",15,0.55,501265,90354555,"PercentageofAvailablePurseWon",2005
146,146,"Steve Flesch",30,0.54,869104,160354555,"PercentageofAvailablePurseWon",2005
146,146,"JP Hayes",22,0.54,531703,98900000,"PercentageofAvailablePurseWon",2005
148,148,"Jay Delsing",11,0.53,230850,43500000,"PercentageofAvailablePurseWon",2005
148,148,"Hank Kuehne",30,0.53,786816,149350000,"PercentageofAvailablePurseWon",2005
148,148,"Marcel Siem",1,0.53,29150,5500000,"PercentageofAvailablePurseWon",2005
148,148,"Peter Tomasulo",2,0.53,55027,10300000,"PercentageofAvailablePurseWon",2005
152,152,"Rich Beem",26,0.52,701242,135554555,"PercentageofAvailablePurseWon",2005
152,152,"Daniel Chopra",34,0.52,893366,171304555,"PercentageofAvailablePurseWon",2005
152,152,"Robert Damron",28,0.52,739834,141350000,"PercentageofAvailablePurseWon",2005
152,152,"Richard Green",11,0.52,365806,69854555,"PercentageofAvailablePurseWon",2005
156,156,"Niclas Fasth",3,0.51,107500,21250000,"PercentageofAvailablePurseWon",2005
156,156,"Jay Haas",16,0.51,485108,94950000,"PercentageofAvailablePurseWon",2005
156,156,"Bill Haas",6,0.51,159586,31400000,"PercentageofAvailablePurseWon",2005
159,159,"Stephen Leaney",29,0.5,758056,150300000,"PercentageofAvailablePurseWon",2005
159,159,"Mark Wilson",25,0.5,573217,114550000,"PercentageofAvailablePurseWon",2005
161,161,"Marco Dawson",23,0.48,526263,109450000,"PercentageofAvailablePurseWon",2005
161,161,"Mathias Gronberg",19,0.48,401138,83650000,"PercentageofAvailablePurseWon",2005
161,161,"Jyoti Randhawa",2,0.48,72500,1.5e+07,"PercentageofAvailablePurseWon",2005
164,164,"Jonathan Byrd",31,0.47,726021,153700000,"PercentageofAvailablePurseWon",2005
164,164,"Ben Curtis",24,0.47,594669,125354555,"PercentageofAvailablePurseWon",2005
166,166,"Kazuhiko Hosokawa",1,0.46,34500,7500000,"PercentageofAvailablePurseWon",2005
166,166,"Miguel Angel Jimenez",9,0.46,281397,61754555,"PercentageofAvailablePurseWon",2005
168,168,"John Huston",31,0.45,657969,146550000,"PercentageofAvailablePurseWon",2005
169,169,"Tommy Armour III",29,0.44,636641,143950000,"PercentageofAvailablePurseWon",2005
169,169,"Neil Cheetham",1,0.44,33000,7500000,"PercentageofAvailablePurseWon",2005
169,169,"Brett Wetterich",28,0.44,576027,131450000,"PercentageofAvailablePurseWon",2005
172,172,"Warren Abery",1,0.43,32500,7500000,"PercentageofAvailablePurseWon",2005
172,172,"Brian Gay",33,0.43,689859,159950000,"PercentageofAvailablePurseWon",2005
172,172,"Thomas Levet",20,0.43,485343,113554555,"PercentageofAvailablePurseWon",2005
172,172,"Brenden Pappas",15,0.43,279339,65500000,"PercentageofAvailablePurseWon",2005
172,172,"Omar Uresti",27,0.43,538236,123800000,"PercentageofAvailablePurseWon",2005
172,172,"Jay Williamson",16,0.43,382652,88250000,"PercentageofAvailablePurseWon",2005
178,178,"Per Ulrik Johansson",7,0.42,126640,30400000,"PercentageofAvailablePurseWon",2005
178,178,"Matt Kuchar",21,0.42,402784,96350000,"PercentageofAvailablePurseWon",2005
178,178,"Hidemichi Tanaka",34,0.42,686109,162450000,"PercentageofAvailablePurseWon",2005
181,181,"Kent Jones",32,0.41,629942,154850000,"PercentageofAvailablePurseWon",2005
181,181,"Shingo Katayama",5,0.41,131020,3.2e+07,"PercentageofAvailablePurseWon",2005
181,181,"Darron Stiles",26,0.41,499824,120850000,"PercentageofAvailablePurseWon",2005
181,181,"Steve Stricker",21,0.41,397639,96400000,"PercentageofAvailablePurseWon",2005
181,181,"Nick Watney",31,0.41,605369,147350000,"PercentageofAvailablePurseWon",2005
186,186,"Michael Allen",30,0.4,591828,147850000,"PercentageofAvailablePurseWon",2005
187,187,"Briny Baird",33,0.39,624189,159550000,"PercentageofAvailablePurseWon",2005
187,187,"Stephen Dodd",4,0.39,109500,28004555,"PercentageofAvailablePurseWon",2005
187,187,"Todd Fischer",35,0.39,664096,168350000,"PercentageofAvailablePurseWon",2005
187,187,"Hiroyuki Fujita",1,0.39,26243,6754555,"PercentageofAvailablePurseWon",2005
187,187,"Soren Hansen",1,0.39,26243,6754555,"PercentageofAvailablePurseWon",2005
187,187,"Simon Khan",1,0.39,26243,6754555,"PercentageofAvailablePurseWon",2005
187,187,"Patrick Sheehan",35,0.39,675034,172800000,"PercentageofAvailablePurseWon",2005
194,194,"Scott Gutschewski",27,0.38,485486,127704555,"PercentageofAvailablePurseWon",2005
194,194,"Brendan Jones",28,0.38,498816,130550000,"PercentageofAvailablePurseWon",2005
196,196,"Phillip Price",25,0.36,419412,115150000,"PercentageofAvailablePurseWon",2005
196,196,"Steve Schneiter",1,0.36,22300,6250000,"PercentageofAvailablePurseWon",2005
198,198,"Neal Lancaster",31,0.35,532183,150850000,"PercentageofAvailablePurseWon",2005
198,198,"Andrew Magee",29,0.35,488779,140250000,"PercentageofAvailablePurseWon",2005
198,198,"Hunter Mahan",34,0.35,589565,166600000,"PercentageofAvailablePurseWon",2005
198,198,"Jimmy Walker",9,0.35,155850,4.5e+07,"PercentageofAvailablePurseWon",2005
202,202,"Gavin Coles",22,0.34,359521,107050000,"PercentageofAvailablePurseWon",2005
202,202,"Nick Dougherty",6,0.34,128217,37500000,"PercentageofAvailablePurseWon",2005
202,202,"Todd Hamilton",31,0.34,559491,166554555,"PercentageofAvailablePurseWon",2005
202,202,"Spike McRoy",12,0.34,173919,51700000,"PercentageofAvailablePurseWon",2005
206,206,"Bob Heintz",24,0.33,355488,106750000,"PercentageofAvailablePurseWon",2005
206,206,"Thongchai Jaidee",4,0.33,92653,28004555,"PercentageofAvailablePurseWon",2005
206,206,"Tom Scherrer",2,0.33,27333,8300000,"PercentageofAvailablePurseWon",2005
206,206,"Charl Schwartzel",4,0.33,77000,23554555,"PercentageofAvailablePurseWon",2005
206,206,"Duffy Waldorf",28,0.33,462722,140004555,"PercentageofAvailablePurseWon",2005
211,211,"Brian Bateman",32,0.32,505514,159850000,"PercentageofAvailablePurseWon",2005
211,211,"Cameron Beckman",31,0.32,474106,148650000,"PercentageofAvailablePurseWon",2005
211,211,"Alex Cejka",31,0.32,510080,159154555,"PercentageofAvailablePurseWon",2005
211,211,"Lee Janzen",26,0.32,422748,130250000,"PercentageofAvailablePurseWon",2005
211,211,"Shaun Micheel",29,0.32,487401,154254555,"PercentageofAvailablePurseWon",2005
211,211,"Carl Paulson",13,0.32,198214,61950000,"PercentageofAvailablePurseWon",2005
217,217,"Craig Bowden",15,0.31,199911,64600000,"PercentageofAvailablePurseWon",2005
217,217,"Tom Gillis",28,0.31,421050,137050000,"PercentageofAvailablePurseWon",2005
217,217,"Mike Springer",5,0.31,59268,19100000,"PercentageofAvailablePurseWon",2005
220,220,"Paul Casey",10,0.3,195192,64354555,"PercentageofAvailablePurseWon",2005
220,220,"John Cook",26,0.3,374184,125300000,"PercentageofAvailablePurseWon",2005
220,220,"Simon Dyson",2,0.3,38548,13004555,"PercentageofAvailablePurseWon",2005
220,220,"Brent Geiberger",21,0.3,309557,104350000,"PercentageofAvailablePurseWon",2005
220,220,"Scott Hoch",2,0.3,31130,10500000,"PercentageofAvailablePurseWon",2005
220,220,"Peter Jacobsen",11,0.3,180583,60500000,"PercentageofAvailablePurseWon",2005
220,220,"Frank Lickliter II",33,0.3,486579,161350000,"PercentageofAvailablePurseWon",2005
220,220,"Chris Smith",32,0.3,454373,152850000,"PercentageofAvailablePurseWon",2005
220,220,"Steve Webster",2,0.3,39585,13004555,"PercentageofAvailablePurseWon",2005
229,229,"Erik Compton",1,0.29,15895,5500000,"PercentageofAvailablePurseWon",2005
229,229,"Glen Day",27,0.29,370220,125800000,"PercentageofAvailablePurseWon",2005
229,229,"Dan Forsman",17,0.29,214134,7.3e+07,"PercentageofAvailablePurseWon",2005
229,229,"Stephen Gangluff",1,0.29,14161,4900000,"PercentageofAvailablePurseWon",2005
233,233,"Hunter Haas",28,0.28,371924,131350000,"PercentageofAvailablePurseWon",2005
233,233,"Soren Kjeldsen",1,0.28,17667,6250000,"PercentageofAvailablePurseWon",2005
233,233,"Paul Lawrie",1,0.28,19153,6754555,"PercentageofAvailablePurseWon",2005
233,233,"Roland Thatcher",26,0.28,326298,117250000,"PercentageofAvailablePurseWon",2005
237,237,"Steve Allan",32,0.27,418427,154400000,"PercentageofAvailablePurseWon",2005
237,237,"Peter Hanson",3,0.27,51890,19254555,"PercentageofAvailablePurseWon",2005
237,237,"Scott Piercy",4,0.27,47140,17300000,"PercentageofAvailablePurseWon",2005
240,240,"John Bickerton",1,0.26,17522,6754555,"PercentageofAvailablePurseWon",2005
240,240,"Jose Coceres",22,0.26,269704,105250000,"PercentageofAvailablePurseWon",2005
240,240,"Gavin Flint",1,0.26,7932,3e+06,"PercentageofAvailablePurseWon",2005
240,240,"Paul Gow",27,0.26,324457,123250000,"PercentageofAvailablePurseWon",2005
240,240,"Scott Hend",28,0.26,356246,135304555,"PercentageofAvailablePurseWon",2005
240,240,"Franklin Langham",31,0.26,380434,148400000,"PercentageofAvailablePurseWon",2005
240,240,"Steve Marino",1,0.26,14542,5500000,"PercentageofAvailablePurseWon",2005
240,240,"David Peoples",12,0.26,127907,49200000,"PercentageofAvailablePurseWon",2005
240,240,"DA Points",33,0.26,400538,155050000,"PercentageofAvailablePurseWon",2005
240,240,"Tino Schuster",1,0.26,17522,6754555,"PercentageofAvailablePurseWon",2005
250,250,"Matt Gogel",28,0.25,344149,138850000,"PercentageofAvailablePurseWon",2005
250,250,"Spencer Levin",7,0.25,78082,30900000,"PercentageofAvailablePurseWon",2005
250,250,"Larry Mize",18,0.25,206968,82950000,"PercentageofAvailablePurseWon",2005
250,250,"Esteban Toledo",7,0.25,76887,30800000,"PercentageofAvailablePurseWon",2005
254,254,"Chris Anderson",25,0.24,270347,112750000,"PercentageofAvailablePurseWon",2005
254,254,"DJ Brigman",26,0.24,294849,122100000,"PercentageofAvailablePurseWon",2005
254,254,"Tom Byrum",27,0.24,323950,137404555,"PercentageofAvailablePurseWon",2005
254,254,"Keiichiro Fukabori",1,0.24,15223,6250000,"PercentageofAvailablePurseWon",2005
254,254,"SK Ho",3,0.24,50169,20504555,"PercentageofAvailablePurseWon",2005
254,254,"Jonathan Lomas",1,0.24,15223,6250000,"PercentageofAvailablePurseWon",2005
254,254,"Will Ma Kenzie",25,0.24,275528,112750000,"PercentageofAvailablePurseWon",2005
254,254,"Robert Rock",1,0.24,16383,6754555,"PercentageofAvailablePurseWon",2005
254,254,"David Smail",1,0.24,16383,6754555,"PercentageofAvailablePurseWon",2005
254,254,"Kevin Streelman",2,0.24,21694,9e+06,"PercentageofAvailablePurseWon",2005
264,264,"Paul Azinger",22,0.23,246487,108900000,"PercentageofAvailablePurseWon",2005
264,264,"Steve Collins",1,0.23,11250,5e+06,"PercentageofAvailablePurseWon",2005
264,264,"Brad Fabel",1,0.23,6925,3e+06,"PercentageofAvailablePurseWon",2005
264,264,"David Frost",10,0.23,111257,49054555,"PercentageofAvailablePurseWon",2005
264,264,"Wayne Levi",1,0.23,6925,3e+06,"PercentageofAvailablePurseWon",2005
264,264,"Ben Portie",1,0.23,6780,3e+06,"PercentageofAvailablePurseWon",2005
264,264,"Patrik Sjoland",1,0.23,15769,6754555,"PercentageofAvailablePurseWon",2005
264,264,"Kevin Stadler",33,0.23,367772,157150000,"PercentageofAvailablePurseWon",2005
264,264,"Charlie Wi",23,0.23,250079,107050000,"PercentageofAvailablePurseWon",2005
273,273,"Kelly Grunewald",1,0.22,11935,5500000,"PercentageofAvailablePurseWon",2005
273,273,"Charley Hoffman",1,0.22,10656,4800000,"PercentageofAvailablePurseWon",2005
273,273,"Jason Knutzon",1,0.22,8920,4e+06,"PercentageofAvailablePurseWon",2005
273,273,"John Mallinger",1,0.22,13553,6250000,"PercentageofAvailablePurseWon",2005
273,273,"Graeme Storm",1,0.22,14806,6754555,"PercentageofAvailablePurseWon",2005
278,278,"Kevin Johnson",1,0.21,11330,5500000,"PercentageofAvailablePurseWon",2005
278,278,"Paul Sheehan",1,0.21,11715,5500000,"PercentageofAvailablePurseWon",2005
280,280,"Paul Claxton",29,0.2,269700,133700000,"PercentageofAvailablePurseWon",2005
280,280,"Ryan Dillon",1,0.2,6060,3e+06,"PercentageofAvailablePurseWon",2005
280,280,"Jason Hartwick",1,0.2,12090,6200000,"PercentageofAvailablePurseWon",2005
280,280,"Maarten Lafeber",2,0.2,26243,13004555,"PercentageofAvailablePurseWon",2005
280,280,"Sandy Lyle",4,0.2,46433,23754555,"PercentageofAvailablePurseWon",2005
280,280,"Casey Martin",1,0.2,10547,5300000,"PercentageofAvailablePurseWon",2005
280,280,"Dennis Paulson",24,0.2,232146,118450000,"PercentageofAvailablePurseWon",2005
280,280,"Ron Philo Jr",1,0.2,12750,6250000,"PercentageofAvailablePurseWon",2005
280,280,"Chris Riley",25,0.2,268735,135154555,"PercentageofAvailablePurseWon",2005
289,289,"Camilo Benedetti",1,0.19,9600,5e+06,"PercentageofAvailablePurseWon",2005
289,289,"Steven Bowditch",1,0.19,8299,4300000,"PercentageofAvailablePurseWon",2005
289,289,"Mark Brooks",28,0.19,273666,140400000,"PercentageofAvailablePurseWon",2005
289,289,"Darrell Kestner",1,0.19,11700,6250000,"PercentageofAvailablePurseWon",2005
289,289,"Greg Meyer",1,0.19,8928,4800000,"PercentageofAvailablePurseWon",2005
289,289,"Mike Small",2,0.19,21900,11250000,"PercentageofAvailablePurseWon",2005
289,289,"Doug Tewell",1,0.19,10088,5200000,"PercentageofAvailablePurseWon",2005
289,289,"Tom Watson",2,0.19,26243,13754555,"PercentageofAvailablePurseWon",2005
289,289,"Garrett Willis",7,0.19,52250,2.7e+07,"PercentageofAvailablePurseWon",2005
