"3PuttsperRound_RANKTHISWEEK_2009","3PuttsperRound_RANKLASTWEEK_2009","3PuttsperRound_PLAYERNAME_2009","3PuttsperRound_ROUNDS_2009","3PuttsperRound_AVG_2009","3PuttsperRound_TOTAL3PUTTS_2009","3PuttsperRound_TOTALROUNDS_2009","stat_name","year"
1,1,"Kirk Triplett",60,0.98,59,60,"3PuttsperRound",2009
2,2,"Robert Allenby",71,0.89,62,70,"3PuttsperRound",2009
3,3,"Matt Bettencourt",98,0.86,84,98,"3PuttsperRound",2009
4,4,"Nicholas Thompson",96,0.84,81,96,"3PuttsperRound",2009
4,4,"Peter Tomasulo",61,0.84,51,61,"3PuttsperRound",2009
6,6,"JB Holmes",74,0.82,61,74,"3PuttsperRound",2009
7,7,"Mark Calcavecchia",72,0.81,58,72,"3PuttsperRound",2009
7,7,"Joe Durant",62,0.81,50,62,"3PuttsperRound",2009
9,9,"Jeff Maggert",79,0.8,63,79,"3PuttsperRound",2009
9,9,"Vijay Singh",71,0.8,55,69,"3PuttsperRound",2009
11,11,"Adam Scott",53,0.79,41,52,"3PuttsperRound",2009
11,11,"Darron Stiles",52,0.79,41,52,"3PuttsperRound",2009
13,13,"Will Ma Kenzie",69,0.78,54,69,"3PuttsperRound",2009
14,14,"Billy Mayfair",83,0.76,63,83,"3PuttsperRound",2009
14,14,"Sean OHair",80,0.76,58,76,"3PuttsperRound",2009
14,14,"Brian Vranesh",51,0.76,39,51,"3PuttsperRound",2009
17,17,"Jay Williamson",69,0.75,52,69,"3PuttsperRound",2009
18,18,"Brendon Todd",53,0.74,39,53,"3PuttsperRound",2009
19,19,"Jason Gore",74,0.73,54,74,"3PuttsperRound",2009
19,19,"Leif Olson",51,0.73,37,51,"3PuttsperRound",2009
21,21,"Robert Garrigus",83,0.7,58,83,"3PuttsperRound",2009
21,21,"DJ Trahan",96,0.7,67,96,"3PuttsperRound",2009
21,21,"Marc Turnesa",77,0.7,54,77,"3PuttsperRound",2009
21,21,"Gary Woodland",53,0.7,37,53,"3PuttsperRound",2009
25,25,"Ricky Barnes",67,0.69,46,67,"3PuttsperRound",2009
25,25,"Boo Weekley",79,0.69,53,77,"3PuttsperRound",2009
27,27,"Rocco Mediate",79,0.68,54,79,"3PuttsperRound",2009
28,28,"Steve Lowery",83,0.67,56,83,"3PuttsperRound",2009
28,28,"Bill Lunde",83,0.67,56,83,"3PuttsperRound",2009
30,30,"Justin Rose",71,0.66,46,70,"3PuttsperRound",2009
31,31,"Rick Price",54,0.65,35,54,"3PuttsperRound",2009
31,31,"Andres Romero",58,0.65,37,57,"3PuttsperRound",2009
33,33,"Kenny Perry",92,0.64,58,91,"3PuttsperRound",2009
33,33,"Chris Stroud",88,0.64,56,88,"3PuttsperRound",2009
33,33,"Camilo Villegas",76,0.64,47,73,"3PuttsperRound",2009
36,36,"Angel Cabrera",55,0.63,34,54,"3PuttsperRound",2009
36,36,"Greg Kraft",51,0.63,32,51,"3PuttsperRound",2009
36,36,"Peter Lonard",86,0.63,54,86,"3PuttsperRound",2009
36,36,"Ted Purdy",101,0.63,64,101,"3PuttsperRound",2009
36,36,"Kevin Streelman",97,0.63,61,97,"3PuttsperRound",2009
36,36,"Charles Warren",63,0.63,40,63,"3PuttsperRound",2009
36,36,"Matt Weibring",65,0.63,41,65,"3PuttsperRound",2009
43,43,"Jonathan Byrd",89,0.62,55,89,"3PuttsperRound",2009
43,43,"Brendon de Jonge",90,0.62,56,90,"3PuttsperRound",2009
43,43,"Ernie Els",70,0.62,41,66,"3PuttsperRound",2009
43,43,"Tom Lehman",55,0.62,34,55,"3PuttsperRound",2009
43,43,"Marc Leishman",91,0.62,56,91,"3PuttsperRound",2009
43,43,"DA Points",99,0.62,61,99,"3PuttsperRound",2009
49,49,"Rich Beem",77,0.61,47,77,"3PuttsperRound",2009
49,49,"Fred Couples",54,0.61,33,54,"3PuttsperRound",2009
49,49,"Steve Flesch",77,0.61,47,77,"3PuttsperRound",2009
49,49,"Davis Love III",89,0.61,53,87,"3PuttsperRound",2009
49,49,"Parker McLachlin",71,0.61,43,71,"3PuttsperRound",2009
54,54,"Ken Duke",87,0.6,52,87,"3PuttsperRound",2009
54,54,"YE Yang",83,0.6,50,83,"3PuttsperRound",2009
56,56,"Derek Fathauer",63,0.59,37,63,"3PuttsperRound",2009
56,56,"Hunter Mahan",94,0.59,54,92,"3PuttsperRound",2009
56,56,"Greg Owen",97,0.59,57,97,"3PuttsperRound",2009
56,56,"Rod Pampling",72,0.59,42,71,"3PuttsperRound",2009
60,60,"Glen Day",79,0.58,46,79,"3PuttsperRound",2009
60,60,"Jason Dufner",90,0.58,52,90,"3PuttsperRound",2009
60,60,"Martin Laird",72,0.58,42,72,"3PuttsperRound",2009
60,60,"Aron Price",89,0.58,52,89,"3PuttsperRound",2009
64,64,"Woody Austin",84,0.57,48,84,"3PuttsperRound",2009
64,64,"Brian Davis",103,0.57,59,103,"3PuttsperRound",2009
64,64,"Bill Haas",91,0.57,52,91,"3PuttsperRound",2009
64,64,"Scott Sterling",51,0.57,29,51,"3PuttsperRound",2009
68,68,"Chad Campbell",90,0.56,50,90,"3PuttsperRound",2009
68,68,"Cliff Kresge",78,0.56,44,78,"3PuttsperRound",2009
68,68,"Michael Letzig",96,0.56,54,96,"3PuttsperRound",2009
68,68,"Heath Slocum",95,0.56,53,95,"3PuttsperRound",2009
72,72,"Stuart Appleby",79,0.55,43,78,"3PuttsperRound",2009
