"Front9Par4ScoringAverage_RANKTHISWEEK_2005","Front9Par4ScoringAverage_RANKLASTWEEK_2005","Front9Par4ScoringAverage_PLAYERNAME_2005","Front9Par4ScoringAverage_ROUNDS_2005","Front9Par4ScoringAverage_AVG_2005","Front9Par4ScoringAverage_TOTALSTROKES_2005","Front9Par4ScoringAverage_TOTALHOLES_2005","stat_name","year"
1,1,"Tiger Woods",76,3.92,1610,411,"Front9Par4ScoringAverage",2005
2,2,"Vijay Singh",111,3.93,2337,594,"Front9Par4ScoringAverage",2005
3,3,"David Toms",87,3.95,1680,425,"Front9Par4ScoringAverage",2005
4,4,"Phil Mickelson",81,3.96,1626,411,"Front9Par4ScoringAverage",2005
4,4,"Kenny Perry",82,3.96,1795,453,"Front9Par4ScoringAverage",2005
6,6,"Sergio Garcia",73,3.97,1505,379,"Front9Par4ScoringAverage",2005
7,7,"Marco Dawson",82,3.98,1668,419,"Front9Par4ScoringAverage",2005
7,7,"Dan Forsman",52,3.98,1020,256,"Front9Par4ScoringAverage",2005
7,7,"Scott Gutschewski",86,3.98,1738,437,"Front9Par4ScoringAverage",2005
10,10,"Stuart Appleby",84,3.99,1785,447,"Front9Par4ScoringAverage",2005
10,10,"Ben Crane",78,3.99,1637,410,"Front9Par4ScoringAverage",2005
10,10,"Jim Furyk",94,3.99,2044,512,"Front9Par4ScoringAverage",2005
10,10,"Tim Herron",100,3.99,2137,536,"Front9Par4ScoringAverage",2005
10,10,"Ryuji Imada",78,3.99,1655,415,"Front9Par4ScoringAverage",2005
15,15,"Arjun Atwal",65,4,1363,341,"Front9Par4ScoringAverage",2005
15,15,"Tim Clark",92,4,1918,479,"Front9Par4ScoringAverage",2005
15,15,"Chris DiMarco",83,4,1642,411,"Front9Par4ScoringAverage",2005
15,15,"Steve Elkington",67,4,1444,361,"Front9Par4ScoringAverage",2005
15,15,"Richard Johnson",50,4,1055,264,"Front9Par4ScoringAverage",2005
