"ScramblingfromtheRough_RANKTHISWEEK_2006","ScramblingfromtheRough_RANKLASTWEEK_2006","ScramblingfromtheRough_PLAYERNAME_2006","ScramblingfromtheRough_ROUNDS_2006","ScramblingfromtheRough_Pct_2006","ScramblingfromtheRough_SUCCESSES_2006","ScramblingfromtheRough_ATTEMPTS_2006","stat_name","year"
1,1,"Steve Stricker",64,65.18,73,112,"ScramblingfromtheRough",2006
2,2,"JP Hayes",55,64.93,87,134,"ScramblingfromtheRough",2006
3,3,"Omar Uresti",61,64.29,90,140,"ScramblingfromtheRough",2006
4,4,"Jim Furyk",89,63.96,71,111,"ScramblingfromtheRough",2006
5,5,"Luke Donald",66,63.55,68,107,"ScramblingfromtheRough",2006
6,6,"Ian Poulter",53,62.07,54,87,"ScramblingfromtheRough",2006
7,7,"Scott Verplank",88,61.7,87,141,"ScramblingfromtheRough",2006
8,8,"Arron Oberholser",82,61.54,72,117,"ScramblingfromtheRough",2006
9,9,"Corey Pavin",74,61.44,94,153,"ScramblingfromtheRough",2006
10,10,"Bernhard Langer",77,61.24,79,129,"ScramblingfromtheRough",2006
11,11,"Jason Bohn",104,61.23,139,227,"ScramblingfromtheRough",2006
12,12,"Aaron Baddeley",78,61,122,200,"ScramblingfromtheRough",2006
13,13,"Brent Geiberger",99,60.3,120,199,"ScramblingfromtheRough",2006
14,14,"Brian Gay",107,60.16,154,256,"ScramblingfromtheRough",2006
15,15,"John Cook",67,60.14,86,143,"ScramblingfromtheRough",2006
16,16,"Stuart Appleby",83,60.11,107,178,"ScramblingfromtheRough",2006
17,17,"Jonathan Byrd",66,59.83,70,117,"ScramblingfromtheRough",2006
18,18,"Shane Bertsch",104,59.82,131,219,"ScramblingfromtheRough",2006
19,19,"Paul Goydos",72,59.75,95,159,"ScramblingfromtheRough",2006
19,19,"Nick Watney",97,59.75,141,236,"ScramblingfromtheRough",2006
21,21,"Padraig Harrington",54,59.26,48,81,"ScramblingfromtheRough",2006
22,22,"Paul Azinger",87,59.2,119,201,"ScramblingfromtheRough",2006
23,23,"Stephen Ames",63,59.09,52,88,"ScramblingfromtheRough",2006
24,24,"Larry Mize",53,58.96,79,134,"ScramblingfromtheRough",2006
25,25,"Frank Lickliter II",99,58.88,116,197,"ScramblingfromtheRough",2006
26,26,"JL Lewis",57,58.82,80,136,"ScramblingfromtheRough",2006
27,27,"Skip Kendall",72,58.78,77,131,"ScramblingfromtheRough",2006
28,28,"Steve Elkington",52,58.76,57,97,"ScramblingfromtheRough",2006
29,29,"Bo Van Pelt",102,58.74,121,206,"ScramblingfromtheRough",2006
30,30,"Patrick Sheehan",104,58.63,146,249,"ScramblingfromtheRough",2006
31,31,"Woody Austin",107,58.52,158,270,"ScramblingfromtheRough",2006
32,32,"Steve Flesch",119,58.51,141,241,"ScramblingfromtheRough",2006
33,33,"John Rollins",93,58.46,114,195,"ScramblingfromtheRough",2006
34,34,"Stewart Cink",93,58.38,101,173,"ScramblingfromtheRough",2006
35,35,"Mark OMeara",52,58.06,72,124,"ScramblingfromtheRough",2006
36,36,"Freddie Jacobson",56,57.97,80,138,"ScramblingfromtheRough",2006
37,37,"Mark Brooks",90,57.87,125,216,"ScramblingfromtheRough",2006
38,38,"Charles Warren",93,57.81,111,192,"ScramblingfromtheRough",2006
39,39,"Bill Haas",99,57.68,139,241,"ScramblingfromtheRough",2006
40,40,"Shigeki Maruyama",94,57.66,128,222,"ScramblingfromtheRough",2006
41,41,"Robert Allenby",79,57.63,68,118,"ScramblingfromtheRough",2006
42,42,"Eric Axley",91,57.56,118,205,"ScramblingfromtheRough",2006
43,43,"Shaun Micheel",96,57.5,115,200,"ScramblingfromtheRough",2006
43,43,"Joey Sindelar",90,57.5,92,160,"ScramblingfromtheRough",2006
45,45,"John Huston",74,57.49,96,167,"ScramblingfromtheRough",2006
46,46,"Mark Calcavecchia",94,57.42,120,209,"ScramblingfromtheRough",2006
47,47,"Ernie Els",69,57.26,71,124,"ScramblingfromtheRough",2006
48,48,"Danny Ellis",68,57.23,91,159,"ScramblingfromtheRough",2006
49,49,"Billy Andrade",78,57.22,103,180,"ScramblingfromtheRough",2006
50,50,"Nathan Green",108,57.21,131,229,"ScramblingfromtheRough",2006
51,51,"Tjaart van der Walt",60,57.14,76,133,"ScramblingfromtheRough",2006
52,52,"Rory Sabbatini",84,57.07,109,191,"ScramblingfromtheRough",2006
52,52,"Vijay Singh",103,57.07,105,184,"ScramblingfromtheRough",2006
54,54,"Jose Maria Olazabal",62,57,57,100,"ScramblingfromtheRough",2006
55,55,"Brian Bateman",69,56.96,90,158,"ScramblingfromtheRough",2006
56,56,"Jonathan Kaye",95,56.93,115,202,"ScramblingfromtheRough",2006
57,57,"Todd Hamilton",72,56.84,108,190,"ScramblingfromtheRough",2006
58,58,"Tom Lehman",70,56.78,67,118,"ScramblingfromtheRough",2006
58,58,"Ted Purdy",103,56.78,113,199,"ScramblingfromtheRough",2006
60,60,"Tommy Armour III",65,56.62,77,136,"ScramblingfromtheRough",2006
61,61,"Stephen Leaney",84,56.54,108,191,"ScramblingfromtheRough",2006
62,62,"John Senden",96,56.4,97,172,"ScramblingfromtheRough",2006
63,63,"Fred Funk",106,56.38,106,188,"ScramblingfromtheRough",2006
64,64,"Tim Herron",82,56.36,93,165,"ScramblingfromtheRough",2006
65,65,"Peter Lonard",77,56.25,99,176,"ScramblingfromtheRough",2006
66,66,"Troy Matteson",101,56.18,141,251,"ScramblingfromtheRough",2006
67,67,"Trevor Immelman",86,56.03,79,141,"ScramblingfromtheRough",2006
68,68,"Chris Riley",86,55.94,113,202,"ScramblingfromtheRough",2006
69,69,"Bart Bryant",87,55.92,85,152,"ScramblingfromtheRough",2006
70,70,"Jesper Parnevik",84,55.71,117,210,"ScramblingfromtheRough",2006
71,71,"Tom Pernice Jr",108,55.7,132,237,"ScramblingfromtheRough",2006
72,72,"Carl Pettersson",95,55.67,108,194,"ScramblingfromtheRough",2006
73,73,"David Toms",76,55.64,74,133,"ScramblingfromtheRough",2006
74,74,"Justin Leonard",83,55.63,89,160,"ScramblingfromtheRough",2006
74,74,"Jon Mills",68,55.63,89,160,"ScramblingfromtheRough",2006
76,76,"Richard Johnson",94,55.61,124,223,"ScramblingfromtheRough",2006
76,76,"Duffy Waldorf",96,55.61,114,205,"ScramblingfromtheRough",2006
78,78,"Justin Rose",98,55.56,110,198,"ScramblingfromtheRough",2006
79,79,"Geoff Ogilvy",76,55.47,71,128,"ScramblingfromtheRough",2006
80,80,"Jerry Kelly",100,55.38,108,195,"ScramblingfromtheRough",2006
81,81,"Jason Schultz",77,55.19,101,183,"ScramblingfromtheRough",2006
82,82,"Lucas Glover",105,55.17,112,203,"ScramblingfromtheRough",2006
83,83,"Joe Ogilvie",95,55.16,123,223,"ScramblingfromtheRough",2006
84,84,"Rod Pampling",89,54.97,105,191,"ScramblingfromtheRough",2006
85,85,"Olin Browne",108,54.94,128,233,"ScramblingfromtheRough",2006
86,86,"Kevin Sutherland",100,54.87,124,226,"ScramblingfromtheRough",2006
87,87,"Daniel Chopra",110,54.85,164,299,"ScramblingfromtheRough",2006
88,88,"Jeff Overton",95,54.66,129,236,"ScramblingfromtheRough",2006
89,89,"Jeff Sluman",101,54.55,126,231,"ScramblingfromtheRough",2006
90,90,"Alex Cejka",93,54.4,105,193,"ScramblingfromtheRough",2006
91,91,"KJ Choi",93,54.27,89,164,"ScramblingfromtheRough",2006
92,92,"Greg Owen",79,54.25,83,153,"ScramblingfromtheRough",2006
93,93,"Tim Petrovic",95,54.2,129,238,"ScramblingfromtheRough",2006
94,94,"Brian Davis",92,54.15,111,205,"ScramblingfromtheRough",2006
95,95,"DA Points",82,54.12,105,194,"ScramblingfromtheRough",2006
96,96,"Dean Wilson",115,54.02,141,261,"ScramblingfromtheRough",2006
97,97,"Greg Kraft",79,53.97,102,189,"ScramblingfromtheRough",2006
98,98,"Jeff Gove",91,53.85,84,156,"ScramblingfromtheRough",2006
99,99,"Hunter Mahan",98,53.82,134,249,"ScramblingfromtheRough",2006
100,100,"Vaughn Taylor",88,53.81,106,197,"ScramblingfromtheRough",2006
101,101,"Chris DiMarco",83,53.79,71,132,"ScramblingfromtheRough",2006
102,102,"Robert Damron",91,53.73,108,201,"ScramblingfromtheRough",2006
102,102,"Tiger Woods",55,53.73,36,67,"ScramblingfromtheRough",2006
104,104,"Michael Allen",84,53.6,119,222,"ScramblingfromtheRough",2006
105,105,"Retief Goosen",68,53.33,64,120,"ScramblingfromtheRough",2006
106,106,"Marco Dawson",87,53.3,113,212,"ScramblingfromtheRough",2006
107,107,"Charley Hoffman",100,53.22,124,233,"ScramblingfromtheRough",2006
107,107,"Daisuke Maruyama",83,53.22,91,171,"ScramblingfromtheRough",2006
109,109,"Len Mattiace",59,53.13,85,160,"ScramblingfromtheRough",2006
110,110,"Ryan Palmer",101,53.11,128,241,"ScramblingfromtheRough",2006
111,111,"Tim Clark",80,53.08,69,130,"ScramblingfromtheRough",2006
112,112,"Billy Mayfair",94,52.98,89,168,"ScramblingfromtheRough",2006
113,113,"Harrison Frazar",95,52.94,108,204,"ScramblingfromtheRough",2006
113,113,"Ryan Hietala",61,52.94,90,170,"ScramblingfromtheRough",2006
115,115,"Mathias Gronberg",92,52.91,100,189,"ScramblingfromtheRough",2006
116,116,"Mike Sposa",68,52.8,85,161,"ScramblingfromtheRough",2006
117,117,"Robert Garrigus",85,52.78,114,216,"ScramblingfromtheRough",2006
118,118,"Brett Quigley",109,52.66,99,188,"ScramblingfromtheRough",2006
119,119,"Jerry Smith",94,52.51,94,179,"ScramblingfromtheRough",2006
120,120,"Bob Estes",85,52.5,84,160,"ScramblingfromtheRough",2006
120,120,"Ryuji Imada",105,52.5,126,240,"ScramblingfromtheRough",2006
122,122,"Henrik Bjornstad",97,52.44,129,246,"ScramblingfromtheRough",2006
123,123,"Kris Cox",83,52.38,99,189,"ScramblingfromtheRough",2006
124,124,"David Duval",71,52.2,83,159,"ScramblingfromtheRough",2006
124,124,"Kent Jones",103,52.2,107,205,"ScramblingfromtheRough",2006
126,126,"Chad Campbell",91,52.11,74,142,"ScramblingfromtheRough",2006
126,126,"Robert Gamez",94,52.11,111,213,"ScramblingfromtheRough",2006
128,128,"Charles Howell III",96,52.06,101,194,"ScramblingfromtheRough",2006
129,129,"Bob Tway",81,51.98,92,177,"ScramblingfromtheRough",2006
129,129,"Bubba Watson",83,51.98,92,177,"ScramblingfromtheRough",2006
131,131,"Arjun Atwal",97,51.9,123,237,"ScramblingfromtheRough",2006
132,132,"Doug Barron",74,51.85,98,189,"ScramblingfromtheRough",2006
133,133,"Ben Crane",85,51.79,87,168,"ScramblingfromtheRough",2006
134,134,"Matt Hansen",68,51.74,89,172,"ScramblingfromtheRough",2006
135,135,"Brandt Jobe",91,51.63,95,184,"ScramblingfromtheRough",2006
136,136,"Jason Gore",86,51.53,101,196,"ScramblingfromtheRough",2006
137,137,"Steve Jones",83,51.52,102,198,"ScramblingfromtheRough",2006
137,137,"Steve Lowery",99,51.52,102,198,"ScramblingfromtheRough",2006
139,139,"Paul Stankowski",70,51.48,87,169,"ScramblingfromtheRough",2006
140,140,"Mike Weir",88,51.43,90,175,"ScramblingfromtheRough",2006
141,141,"Kenny Perry",73,51.33,58,113,"ScramblingfromtheRough",2006
142,142,"David McKenzie",82,51.14,90,176,"ScramblingfromtheRough",2006
143,143,"Camilo Villegas",95,51.05,97,190,"ScramblingfromtheRough",2006
144,144,"Mark Wilson",79,50.96,80,157,"ScramblingfromtheRough",2006
145,145,"Joe Durant",101,50.82,93,183,"ScramblingfromtheRough",2006
146,146,"Mathew Goggin",72,50.76,67,132,"ScramblingfromtheRough",2006
146,146,"Dudley Hart",83,50.76,100,197,"ScramblingfromtheRough",2006
146,146,"Will Ma Kenzie",91,50.76,100,197,"ScramblingfromtheRough",2006
149,149,"Jeff Brehaut",100,50.75,101,199,"ScramblingfromtheRough",2006
150,150,"Ben Curtis",86,50.65,78,154,"ScramblingfromtheRough",2006
151,151,"Pat Perez",50,50.44,57,113,"ScramblingfromtheRough",2006
152,152,"Phil Mickelson",74,50.4,63,125,"ScramblingfromtheRough",2006
153,153,"Ryan Moore",68,50.34,74,147,"ScramblingfromtheRough",2006
154,154,"JJ Henry",96,50.26,98,195,"ScramblingfromtheRough",2006
