"ScramblingfromtheRough_RANKTHISWEEK_2006","ScramblingfromtheRough_RANKLASTWEEK_2006","ScramblingfromtheRough_PLAYERNAME_2006","ScramblingfromtheRough_ROUNDS_2006","ScramblingfromtheRough_Pct_2006","ScramblingfromtheRough_SUCCESSES_2006","ScramblingfromtheRough_ATTEMPTS_2006","stat_name","year"
155,155,"David Branshaw",98,50,91,182,"ScramblingfromtheRough",2006
155,155,"John Daly",51,50,61,122,"ScramblingfromtheRough",2006
155,155,"James Driscoll",80,50,109,218,"ScramblingfromtheRough",2006
155,155,"Zach Johnson",98,50,83,166,"ScramblingfromtheRough",2006
155,155,"Sean OHair",100,50,91,182,"ScramblingfromtheRough",2006
160,160,"Todd Fischer",101,49.79,119,239,"ScramblingfromtheRough",2006
161,161,"Hidemichi Tanaka",74,49.74,97,195,"ScramblingfromtheRough",2006
162,162,"Fred Couples",52,49.37,39,79,"ScramblingfromtheRough",2006
163,163,"Vance Veazey",59,49.35,76,154,"ScramblingfromtheRough",2006
164,164,"Greg Chalmers",71,49.28,103,209,"ScramblingfromtheRough",2006
165,165,"Ron Whittaker",81,49.22,95,193,"ScramblingfromtheRough",2006
166,166,"Nicholas Thompson",96,48.91,112,229,"ScramblingfromtheRough",2006
167,167,"Briny Baird",81,48.87,65,133,"ScramblingfromtheRough",2006
168,168,"Tag Ridings",103,48.58,137,282,"ScramblingfromtheRough",2006
169,169,"Craig Barlow",77,48.47,79,163,"ScramblingfromtheRough",2006
170,170,"Heath Slocum",96,48.44,93,192,"ScramblingfromtheRough",2006
171,171,"JB Holmes",81,48.39,75,155,"ScramblingfromtheRough",2006
172,172,"Davis Love III",85,48.15,65,135,"ScramblingfromtheRough",2006
173,173,"Thomas Levet",53,48.11,51,106,"ScramblingfromtheRough",2006
174,174,"Chris Smith",67,47.9,57,119,"ScramblingfromtheRough",2006
175,175,"Jeff Maggert",81,47.83,88,184,"ScramblingfromtheRough",2006
176,176,"Scott Gutschewski",53,47.69,62,130,"ScramblingfromtheRough",2006
177,177,"Jimmy Walker",60,47.68,72,151,"ScramblingfromtheRough",2006
178,178,"Carlos Franco",86,47.59,89,187,"ScramblingfromtheRough",2006
179,179,"Brad Faxon",78,47.17,100,212,"ScramblingfromtheRough",2006
180,180,"John Engler Jr",69,47,94,200,"ScramblingfromtheRough",2006
180,180,"Kirk Triplett",58,47,47,100,"ScramblingfromtheRough",2006
182,182,"Brett Wetterich",82,46.33,82,177,"ScramblingfromtheRough",2006
183,183,"Alex Aragon",63,46.26,68,147,"ScramblingfromtheRough",2006
184,184,"Chris Couch",75,46.11,77,167,"ScramblingfromtheRough",2006
185,185,"Adam Scott",70,46.02,52,113,"ScramblingfromtheRough",2006
186,186,"Lee Janzen",79,45.71,80,175,"ScramblingfromtheRough",2006
187,187,"Michael Connell",51,45.45,50,110,"ScramblingfromtheRough",2006
188,188,"DJ Trahan",92,44.95,98,218,"ScramblingfromtheRough",2006
189,189,"Sergio Garcia",59,44.44,36,81,"ScramblingfromtheRough",2006
190,190,"Bubba Dickerson",98,43.91,101,230,"ScramblingfromtheRough",2006
191,191,"Ian Leggatt",80,43.81,85,194,"ScramblingfromtheRough",2006
192,192,"David Howell",52,43.75,28,64,"ScramblingfromtheRough",2006
193,193,"Rich Beem",85,43.53,74,170,"ScramblingfromtheRough",2006
194,194,"Roger Tambellini",64,43.33,65,150,"ScramblingfromtheRough",2006
195,195,"Wes Short Jr",96,41.67,100,240,"ScramblingfromtheRough",2006
196,196,"Bob May",65,39.16,56,143,"ScramblingfromtheRough",2006
