"Approachesfrom275yards_RANKTHISWEEK_2016","Approachesfrom275yards_RANKLASTWEEK_2016","Approachesfrom275yards_PLAYERNAME_2016","Approachesfrom275yards_ROUNDS_2016","Approachesfrom275yards_AVG_2016","Approachesfrom275yards_TOTALDISTANCEFEET_2016","Approachesfrom275yards_OFATTEMPTS_2016","Approachesfrom275yards_RELATIVETOPAR_2016","stat_name","year"
1,1,"Miguel Angel Carballo",24,NA,60,2,-2,"Approachesfrom275yards",2016
2,2,"David Hearn",55,NA,167.083,4,-5,"Approachesfrom275yards",2016
3,4,"Cameron Smith",45,NA,113.75,2,-1,"Approachesfrom275yards",2016
4,11,"JB Holmes",39,NA,372.417,6,-3,"Approachesfrom275yards",2016
4,6,"Luke List",51,NA,496.5,8,-4,"Approachesfrom275yards",2016
6,43,"Vaughn Taylor",30,NA,124.833,2,0,"Approachesfrom275yards",2016
7,8,"Dicky Pride",33,NA,250.5,4,-2,"Approachesfrom275yards",2016
8,9,"Charlie Beljan",26,NA,126.333,2,-1,"Approachesfrom275yards",2016
9,14,"Chad Campbell",54,NA,577.917,9,-7,"Approachesfrom275yards",2016
10,13,"Russell Henley",42,NA,329.083,5,-3,"Approachesfrom275yards",2016
11,6,"Morgan Hoffmann",43,NA,333.583,5,-1,"Approachesfrom275yards",2016
12,15,"Justin Thomas",53,NA,539.333,8,-2,"Approachesfrom275yards",2016
13,12,"Tony Finau",49,NA,612.583,9,-6,"Approachesfrom275yards",2016
14,18,"Andy Sullivan",25,NA,275.917,4,-3,"Approachesfrom275yards",2016
15,32,"Sam Saunders",40,NA,354.667,5,0,"Approachesfrom275yards",2016
16,31,"Ricky Barnes",57,NA,638.667,9,-4,"Approachesfrom275yards",2016
17,20,"Steve Marino",40,NA,360.25,5,-2,"Approachesfrom275yards",2016
18,33,"JJ Henry",44,NA,652.5,9,-7,"Approachesfrom275yards",2016
19,21,"Andres Romero",22,NA,436.417,6,-3,"Approachesfrom275yards",2016
20,10,"Tom Hoge",47,NA,582.583,8,-5,"Approachesfrom275yards",2016
21,62,"Steve Wheatcroft",53,NA,440.333,6,-5,"Approachesfrom275yards",2016
22,29,"Rory McIlroy",37,NA,596.583,8,-5,"Approachesfrom275yards",2016
23,25,"Tyrone Van Aswegen",67,NA,1121.167,15,-7,"Approachesfrom275yards",2016
24,24,"Shawn Stefani",45,NA,451.583,6,-4,"Approachesfrom275yards",2016
25,5,"Derek Ernst",36,NA,377.167,5,-2,"Approachesfrom275yards",2016
26,23,"Kevin Chappell",49,NA,764.417,10,-2,"Approachesfrom275yards",2016
27,17,"Brendan Steele",48,NA,695.917,9,-4,"Approachesfrom275yards",2016
28,28,"Scott Pinckney",53,NA,1106.583,14,-5,"Approachesfrom275yards",2016
29,35,"Jason Day",36,NA,238.75,3,-2,"Approachesfrom275yards",2016
30,3,"Brett Stegmaier",57,NA,478.417,6,1,"Approachesfrom275yards",2016
31,39,"Paul Casey",39,NA,561.5,7,-3,"Approachesfrom275yards",2016
32,37,"DA Points",32,NA,484.917,6,-2,"Approachesfrom275yards",2016
33,45,"Chad Collins",45,NA,1051.667,13,-11,"Approachesfrom275yards",2016
34,36,"Scott Stallings",46,NA,811.417,10,-7,"Approachesfrom275yards",2016
35,34,"Andrew Loupe",50,NA,898.333,11,-4,"Approachesfrom275yards",2016
36,16,"Shane Lowry",35,NA,409.333,5,-4,"Approachesfrom275yards",2016
37,40,"Ryan Palmer",46,NA,989.75,12,-7,"Approachesfrom275yards",2016
38,38,"Andres Gonzales",46,NA,744.083,9,-5,"Approachesfrom275yards",2016
38,30,"Kelly Kraft",35,NA,578.583,7,-4,"Approachesfrom275yards",2016
40,19,"Jason Gore",51,NA,413.917,5,-3,"Approachesfrom275yards",2016
41,42,"Scott Piercy",45,NA,913.75,11,-6,"Approachesfrom275yards",2016
42,78,"DH Lee",35,NA,749.417,9,-8,"Approachesfrom275yards",2016
43,60,"Brian Harman",60,NA,666.667,8,-4,"Approachesfrom275yards",2016
44,44,"Gary Woodland",45,NA,668.25,8,-5,"Approachesfrom275yards",2016
45,21,"Adam Scott",39,NA,585.5,7,-6,"Approachesfrom275yards",2016
46,26,"Ollie Schniederjans",23,NA,419.667,5,-1,"Approachesfrom275yards",2016
