"Total3Putts1015_RANKTHISWEEK_2015","Total3Putts1015_RANKLASTWEEK_2015","Total3Putts1015_PLAYERNAME_2015","Total3Putts1015_ROUNDS_2015","Total3Putts1015_TOTAL3PUTTS1015_2015","Total3Putts1015_TOTAL3PUTTS_2015","stat_name","year"
1,1,"Ben Crane",62,6,27,"Total3Putts1015",2015
1,1,"Nick Watney",91,6,57,"Total3Putts1015",2015
3,3,"Lucas Glover",79,5,69,"Total3Putts1015",2015
3,3,"Russell Knox",96,5,39,"Total3Putts1015",2015
3,3,"Marc Leishman",74,5,27,"Total3Putts1015",2015
3,3,"Andrew Svoboda",80,5,50,"Total3Putts1015",2015
7,7,"Zac Blair",108,4,35,"Total3Putts1015",2015
7,7,"Scott Brown",97,4,44,"Total3Putts1015",2015
7,7,"Danny Lee",120,4,42,"Total3Putts1015",2015
7,7,"Louis Oosthuizen",68,4,26,"Total3Putts1015",2015
7,7,"Pat Perez",96,4,34,"Total3Putts1015",2015
7,7,"Nicholas Thompson",90,4,49,"Total3Putts1015",2015
7,7,"Cameron Tringale",96,4,45,"Total3Putts1015",2015
7,7,"Steve Wheatcroft",87,4,40,"Total3Putts1015",2015
15,15,"Sangmoon Bae",98,3,52,"Total3Putts1015",2015
15,15,"Charlie Beljan",76,3,50,"Total3Putts1015",2015
15,15,"Jonathan Byrd",69,3,30,"Total3Putts1015",2015
15,15,"Harris English",105,3,30,"Total3Putts1015",2015
15,15,"Derek Ernst",75,3,47,"Total3Putts1015",2015
15,15,"Gonzalo Fdez Castano",81,3,39,"Total3Putts1015",2015
15,15,"Martin Flores",95,3,50,"Total3Putts1015",2015
15,15,"Chesson Hadley",101,3,57,"Total3Putts1015",2015
15,15,"James Hahn",94,3,31,"Total3Putts1015",2015
15,15,"Brian Harman",90,3,26,"Total3Putts1015",2015
15,15,"Charley Hoffman",97,3,32,"Total3Putts1015",2015
15,15,"Tom Hoge",83,3,38,"Total3Putts1015",2015
15,15,"John Huh",102,3,44,"Total3Putts1015",2015
15,15,"Jason Kokrak",88,3,41,"Total3Putts1015",2015
15,15,"Hunter Mahan",88,3,27,"Total3Putts1015",2015
15,15,"William McGirt",103,3,47,"Total3Putts1015",2015
15,15,"George McNeill",93,3,45,"Total3Putts1015",2015
15,15,"Carl Pettersson",106,3,44,"Total3Putts1015",2015
15,15,"Kyle Reifers",96,3,49,"Total3Putts1015",2015
15,15,"Sam Saunders",83,3,33,"Total3Putts1015",2015
15,15,"Charl Schwartzel",67,3,29,"Total3Putts1015",2015
15,15,"Shawn Stefani",94,3,41,"Total3Putts1015",2015
15,15,"Robert Streb",110,3,39,"Total3Putts1015",2015
15,15,"David Toms",62,3,22,"Total3Putts1015",2015
15,15,"Bo Van Pelt",81,3,34,"Total3Putts1015",2015
15,15,"Camilo Villegas",83,3,54,"Total3Putts1015",2015
41,41,"Steven Alker",62,2,19,"Total3Putts1015",2015
41,41,"Aaron Baddeley",76,2,27,"Total3Putts1015",2015
41,41,"Alex Cejka",94,2,40,"Total3Putts1015",2015
