"FirstTeeEarlyScoringAverage_RANKTHISWEEK_2011","FirstTeeEarlyScoringAverage_RANKLASTWEEK_2011","FirstTeeEarlyScoringAverage_PLAYERNAME_2011","FirstTeeEarlyScoringAverage_ROUNDS_2011","FirstTeeEarlyScoringAverage_AVG_2011","FirstTeeEarlyScoringAverage_TOTALSTROKES_2011","FirstTeeEarlyScoringAverage_TOTEARLYRDS1STTEE_2011","stat_name","year"
134,134,"Jason Bohn",74,71.25,1995,28,"FirstTeeEarlyScoringAverage",2011
135,135,"Robert Karlsson",61,71.26,1639,23,"FirstTeeEarlyScoringAverage",2011
136,136,"Dean Wilson",62,71.28,1283,18,"FirstTeeEarlyScoringAverage",2011
137,137,"Kris Blanks",92,71.33,1926,27,"FirstTeeEarlyScoringAverage",2011
138,138,"Joseph Bramlett",73,71.36,1784,25,"FirstTeeEarlyScoringAverage",2011
139,139,"DJ Brigman",67,71.39,1642,23,"FirstTeeEarlyScoringAverage",2011
139,139,"Justin Leonard",82,71.39,1285,18,"FirstTeeEarlyScoringAverage",2011
141,141,"Justin Hicks",60,71.41,1214,17,"FirstTeeEarlyScoringAverage",2011
142,142,"Greg Chalmers",88,71.44,1786,25,"FirstTeeEarlyScoringAverage",2011
142,142,"Robert Garrigus",83,71.44,2286,32,"FirstTeeEarlyScoringAverage",2011
144,144,"Steve Flesch",88,71.45,1572,22,"FirstTeeEarlyScoringAverage",2011
145,145,"Hunter Haas",96,71.46,2001,28,"FirstTeeEarlyScoringAverage",2011
145,145,"Bio Kim",71,71.46,1858,26,"FirstTeeEarlyScoringAverage",2011
147,147,"Michael Connell",76,71.48,1501,21,"FirstTeeEarlyScoringAverage",2011
148,148,"Tom Gillis",55,71.5,1716,24,"FirstTeeEarlyScoringAverage",2011
149,149,"Paul Stankowski",78,71.52,1645,23,"FirstTeeEarlyScoringAverage",2011
150,150,"Alex Prugh",82,71.53,2289,32,"FirstTeeEarlyScoringAverage",2011
151,151,"Roland Thatcher",67,71.55,1431,20,"FirstTeeEarlyScoringAverage",2011
152,152,"Derek Lamely",65,71.6,1432,20,"FirstTeeEarlyScoringAverage",2011
153,153,"Padraig Harrington",60,71.61,1289,18,"FirstTeeEarlyScoringAverage",2011
153,153,"Shaun Micheel",77,71.61,2005,28,"FirstTeeEarlyScoringAverage",2011
153,153,"Kevin Stadler",88,71.61,2005,28,"FirstTeeEarlyScoringAverage",2011
156,156,"JB Holmes",57,71.63,1361,19,"FirstTeeEarlyScoringAverage",2011
157,157,"Ricky Barnes",78,71.68,1577,22,"FirstTeeEarlyScoringAverage",2011
157,157,"Fabian Gomez",84,71.68,1577,22,"FirstTeeEarlyScoringAverage",2011
159,159,"Lee Janzen",62,71.72,2080,29,"FirstTeeEarlyScoringAverage",2011
160,160,"Troy Merritt",63,71.75,1722,24,"FirstTeeEarlyScoringAverage",2011
161,161,"Kevin Kisner",70,71.76,1794,25,"FirstTeeEarlyScoringAverage",2011
162,162,"Matt McQuillan",59,71.84,1365,19,"FirstTeeEarlyScoringAverage",2011
163,163,"Steve Elkington",50,71.85,934,13,"FirstTeeEarlyScoringAverage",2011
164,164,"KJ Choi",77,71.87,1078,15,"FirstTeeEarlyScoringAverage",2011
165,165,"Arjun Atwal",91,71.88,2444,34,"FirstTeeEarlyScoringAverage",2011
166,166,"Alexandre Rocha",65,71.9,1438,20,"FirstTeeEarlyScoringAverage",2011
167,167,"Ernie Els",71,72,1440,20,"FirstTeeEarlyScoringAverage",2011
168,168,"Jim Renner",65,72.05,1513,21,"FirstTeeEarlyScoringAverage",2011
169,169,"Tim Petrovic",88,72.08,1730,24,"FirstTeeEarlyScoringAverage",2011
170,170,"Jim Furyk",87,72.1,1442,20,"FirstTeeEarlyScoringAverage",2011
171,171,"Marc Turnesa",54,72.11,1370,19,"FirstTeeEarlyScoringAverage",2011
172,172,"Alex Cejka",59,72.14,1587,22,"FirstTeeEarlyScoringAverage",2011
173,173,"Richard Johnson",64,72.15,1876,26,"FirstTeeEarlyScoringAverage",2011
173,173,"Jhonattan Vegas",84,72.15,1443,20,"FirstTeeEarlyScoringAverage",2011
175,175,"Colt Knost",80,72.21,1372,19,"FirstTeeEarlyScoringAverage",2011
175,175,"Jarrod Lyle",83,72.21,1372,19,"FirstTeeEarlyScoringAverage",2011
177,177,"Jeff Overton",92,72.22,2311,32,"FirstTeeEarlyScoringAverage",2011
178,178,"Will Strickler",51,72.26,1373,19,"FirstTeeEarlyScoringAverage",2011
179,179,"Tommy Gainey",104,72.47,2174,30,"FirstTeeEarlyScoringAverage",2011
180,180,"David Duval",67,72.63,1743,24,"FirstTeeEarlyScoringAverage",2011
181,181,"Martin Piller",63,72.76,1237,17,"FirstTeeEarlyScoringAverage",2011
182,182,"Zack Miller",86,72.89,2041,28,"FirstTeeEarlyScoringAverage",2011
183,183,"Daniel Summerhays",75,73.04,1680,23,"FirstTeeEarlyScoringAverage",2011
184,184,"Rich Beem",53,73.06,1169,16,"FirstTeeEarlyScoringAverage",2011
185,185,"Rocco Mediate",53,73.12,1243,17,"FirstTeeEarlyScoringAverage",2011
186,186,"Paul Goydos",81,73.67,1326,18,"FirstTeeEarlyScoringAverage",2011
