"GoingfortheGreenHitGreenPct_RANKTHISWEEK_2013","GoingfortheGreenHitGreenPct_RANKLASTWEEK_2013","GoingfortheGreenHitGreenPct_PLAYERNAME_2013","GoingfortheGreenHitGreenPct_ROUNDS_2013","GoingfortheGreenHitGreenPct_Pct_2013","GoingfortheGreenHitGreenPct_SUCCESSES_2013","GoingfortheGreenHitGreenPct_ATTEMPTS_2013","GoingfortheGreenHitGreenPct_RTPSUCCESSES_2013","GoingfortheGreenHitGreenPct_RTPNOTGOINGFORTHEGRN_2013","stat_name","year"
146,146,"Ernie Els",63,17.78,16,90,-15,NA,"GoingfortheGreenHitGreenPct",2013
146,146,"Darron Stiles",51,17.78,8,45,-9,NA,"GoingfortheGreenHitGreenPct",2013
148,148,"Ben Curtis",59,17.65,9,51,-8,NA,"GoingfortheGreenHitGreenPct",2013
148,148,"Jeff Overton",78,17.65,27,153,-28,NA,"GoingfortheGreenHitGreenPct",2013
148,148,"Cameron Tringale",80,17.65,21,119,-22,NA,"GoingfortheGreenHitGreenPct",2013
151,151,"Colt Knost",69,17.54,10,57,-12,NA,"GoingfortheGreenHitGreenPct",2013
152,152,"Ben Crane",62,17.46,11,63,-10,NA,"GoingfortheGreenHitGreenPct",2013
153,153,"David Toms",49,17.24,5,29,-6,NA,"GoingfortheGreenHitGreenPct",2013
154,154,"Jordan Spieth",82,17.04,23,135,-25,NA,"GoingfortheGreenHitGreenPct",2013
155,155,"Sangmoon Bae",83,16.95,20,118,-17,NA,"GoingfortheGreenHitGreenPct",2013
155,155,"Tim Herron",45,16.95,10,59,-12,NA,"GoingfortheGreenHitGreenPct",2013
157,157,"Andrew Svoboda",46,16.92,11,65,-11,NA,"GoingfortheGreenHitGreenPct",2013
158,158,"Jerry Kelly",75,16.85,15,89,-17,NA,"GoingfortheGreenHitGreenPct",2013
159,159,"Stuart Appleby",88,16.67,18,108,-18,NA,"GoingfortheGreenHitGreenPct",2013
159,159,"DH Lee",65,16.67,15,90,-15,NA,"GoingfortheGreenHitGreenPct",2013
161,161,"Trevor Immelman",73,16.25,13,80,-10,NA,"GoingfortheGreenHitGreenPct",2013
162,162,"Dicky Pride",71,15.87,10,63,-9,NA,"GoingfortheGreenHitGreenPct",2013
163,163,"Ken Duke",87,15.85,13,82,-13,NA,"GoingfortheGreenHitGreenPct",2013
164,164,"Richard Lee",81,15.79,15,95,-17,NA,"GoingfortheGreenHitGreenPct",2013
164,164,"Marc Leishman",77,15.79,21,133,-21,NA,"GoingfortheGreenHitGreenPct",2013
166,166,"Ricky Barnes",74,15.24,16,105,-16,NA,"GoingfortheGreenHitGreenPct",2013
167,167,"James Driscoll",76,15.15,15,99,-13,NA,"GoingfortheGreenHitGreenPct",2013
168,168,"Brian Harman",89,15.11,21,139,-24,NA,"GoingfortheGreenHitGreenPct",2013
169,169,"Brian Gay",79,14.71,10,68,-10,NA,"GoingfortheGreenHitGreenPct",2013
170,170,"Mike Weir",60,14.29,8,56,-6,NA,"GoingfortheGreenHitGreenPct",2013
171,171,"Cameron Percy",68,13.51,15,111,-16,NA,"GoingfortheGreenHitGreenPct",2013
172,172,"KJ Choi",85,12.82,10,78,-12,NA,"GoingfortheGreenHitGreenPct",2013
173,173,"Justin Leonard",86,12.16,9,74,-12,NA,"GoingfortheGreenHitGreenPct",2013
174,174,"Troy Matteson",68,12.12,12,99,-14,NA,"GoingfortheGreenHitGreenPct",2013
175,175,"Jason Bohn",70,11.84,9,76,-8,NA,"GoingfortheGreenHitGreenPct",2013
176,176,"Ian Poulter",59,11.43,8,70,-8,NA,"GoingfortheGreenHitGreenPct",2013
177,177,"David Lynn",70,9.86,7,71,-10,NA,"GoingfortheGreenHitGreenPct",2013
178,178,"Justin Bolli",59,8.16,4,49,-3,NA,"GoingfortheGreenHitGreenPct",2013
179,179,"David Hearn",88,7.69,7,91,-7,NA,"GoingfortheGreenHitGreenPct",2013
180,180,"Casey Wittenberg",72,7.59,6,79,-6,NA,"GoingfortheGreenHitGreenPct",2013
