"EarlyRound1ScoringAverage_RANKTHISWEEK_2006","EarlyRound1ScoringAverage_RANKLASTWEEK_2006","EarlyRound1ScoringAverage_PLAYERNAME_2006","EarlyRound1ScoringAverage__2006","EarlyRound1ScoringAverage_AVG_2006","EarlyRound1ScoringAverage_TOTALSTROKES_2006","EarlyRound1ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Jim Furyk",NA,67.92,815,12,"EarlyRound1ScoringAverage",2006
2,2,"Justin Rose",NA,68.67,824,12,"EarlyRound1ScoringAverage",2006
3,3,"Phil Mickelson",NA,68.7,687,10,"EarlyRound1ScoringAverage",2006
4,4,"Jonathan Byrd",NA,69,759,11,"EarlyRound1ScoringAverage",2006
4,4,"Pat Perez",NA,69,483,7,"EarlyRound1ScoringAverage",2006
6,6,"Davis Love III",NA,69.1,691,10,"EarlyRound1ScoringAverage",2006
6,6,"Adam Scott",NA,69.1,691,10,"EarlyRound1ScoringAverage",2006
8,8,"Steve Stricker",NA,69.17,415,6,"EarlyRound1ScoringAverage",2006
8,8,"Mark Wilson",NA,69.17,830,12,"EarlyRound1ScoringAverage",2006
10,10,"Daisuke Maruyama",NA,69.27,762,11,"EarlyRound1ScoringAverage",2006
11,11,"Sergio Garcia",NA,69.43,486,7,"EarlyRound1ScoringAverage",2006
12,12,"Skip Kendall",NA,69.45,764,11,"EarlyRound1ScoringAverage",2006
13,13,"Olin Browne",NA,69.47,1181,17,"EarlyRound1ScoringAverage",2006
14,14,"Stewart Cink",NA,69.5,695,10,"EarlyRound1ScoringAverage",2006
14,14,"David Howell",NA,69.5,556,8,"EarlyRound1ScoringAverage",2006
14,14,"John Huston",NA,69.5,834,12,"EarlyRound1ScoringAverage",2006
14,14,"Bob Tway",NA,69.5,695,10,"EarlyRound1ScoringAverage",2006
14,14,"Tiger Woods",NA,69.5,417,6,"EarlyRound1ScoringAverage",2006
19,19,"Vijay Singh",NA,69.6,1044,15,"EarlyRound1ScoringAverage",2006
20,20,"David Toms",NA,69.67,836,12,"EarlyRound1ScoringAverage",2006
21,21,"Steve Flesch",NA,69.71,1185,17,"EarlyRound1ScoringAverage",2006
22,22,"Tim Clark",NA,69.75,837,12,"EarlyRound1ScoringAverage",2006
22,22,"Scott Verplank",NA,69.75,837,12,"EarlyRound1ScoringAverage",2006
24,24,"Mike Weir",NA,69.77,907,13,"EarlyRound1ScoringAverage",2006
