"ConsecutiveBirdiesEaglesstreak_RANKTHISWEEK_2009","ConsecutiveBirdiesEaglesstreak_RANKLASTWEEK_2009","ConsecutiveBirdiesEaglesstreak_PLAYERNAME_2009","ConsecutiveBirdiesEaglesstreak_EVENTS_2009","ConsecutiveBirdiesEaglesstreak_NUMBEROFHOLES_2009","stat_name","year"
1,1,"David Berganio Jr",15,5,"ConsecutiveBirdiesEaglesstreak",2009
1,1,"Paul Claxton",1,5,"ConsecutiveBirdiesEaglesstreak",2009
1,1,"Lee Janzen",23,5,"ConsecutiveBirdiesEaglesstreak",2009
1,1,"Kenichi Kuboya",1,5,"ConsecutiveBirdiesEaglesstreak",2009
1,1,"Marc Leishman",28,5,"ConsecutiveBirdiesEaglesstreak",2009
1,1,"Tag Ridings",16,5,"ConsecutiveBirdiesEaglesstreak",2009
1,1,"Chris Riley",22,5,"ConsecutiveBirdiesEaglesstreak",2009
1,1,"John Rollins",27,5,"ConsecutiveBirdiesEaglesstreak",2009
1,1,"Webb Simpson",30,5,"ConsecutiveBirdiesEaglesstreak",2009
1,1,"Bubba Watson",24,5,"ConsecutiveBirdiesEaglesstreak",2009
1,1,"Tiger Woods",17,5,"ConsecutiveBirdiesEaglesstreak",2009
12,12,"Eric Axley",30,4,"ConsecutiveBirdiesEaglesstreak",2009
12,12,"Angel Cabrera",17,4,"ConsecutiveBirdiesEaglesstreak",2009
12,12,"Stewart Cink",22,4,"ConsecutiveBirdiesEaglesstreak",2009
12,12,"Ernie Els",19,4,"ConsecutiveBirdiesEaglesstreak",2009
12,12,"Rickie Fowler",6,4,"ConsecutiveBirdiesEaglesstreak",2009
12,12,"Harrison Frazar",28,4,"ConsecutiveBirdiesEaglesstreak",2009
12,12,"Robert Garrigus",25,4,"ConsecutiveBirdiesEaglesstreak",2009
12,12,"JJ Henry",28,4,"ConsecutiveBirdiesEaglesstreak",2009
12,12,"Martin Laird",24,4,"ConsecutiveBirdiesEaglesstreak",2009
12,12,"Prayad Marksaeng",6,4,"ConsecutiveBirdiesEaglesstreak",2009
12,12,"Ryan Moore",27,4,"ConsecutiveBirdiesEaglesstreak",2009
12,12,"Sean OHair",23,4,"ConsecutiveBirdiesEaglesstreak",2009
12,12,"Ryan Palmer",26,4,"ConsecutiveBirdiesEaglesstreak",2009
12,12,"Steve Stricker",22,4,"ConsecutiveBirdiesEaglesstreak",2009
12,12,"Chris Stroud",28,4,"ConsecutiveBirdiesEaglesstreak",2009
12,12,"DJ Trahan",30,4,"ConsecutiveBirdiesEaglesstreak",2009
12,12,"Camilo Villegas",21,4,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Woody Austin",24,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Aaron Baddeley",23,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Briny Baird",28,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Ricky Barnes",23,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Rich Beem",26,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Jonathan Byrd",25,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Chad Campbell",26,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Alex Cejka",25,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Tim Clark",23,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Fred Couples",16,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Ben Curtis",18,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Luke Donald",21,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Jason Dufner",26,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Ken Duke",29,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Bob Estes",23,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Derek Fathauer",25,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Jim Furyk",23,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Sergio Garcia",17,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Mathew Goggin",26,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Ernie Gonzalez",1,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Retief Goosen",20,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Paul Goydos",25,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Bill Haas",29,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Todd Hamilton",29,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Soren Hansen",8,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Tim Herron",27,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Charles Howell III",29,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Trevor Immelman",13,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Zach Johnson",26,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Dustin Johnson",25,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Matt Jones",17,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"James Kingston",2,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Colt Knost",24,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Matt Kuchar",24,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Peter Lonard",30,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"John Mallinger",27,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Scott McCarron",27,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Rory McIlroy",11,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Kevin Na",26,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Nick OHern",27,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Geoff Ogilvy",20,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"James Oh",21,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Leif Olson",21,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Corey Pavin",23,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Pat Perez",22,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Tom Pernice Jr",26,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Tim Petrovic",31,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Brett Quigley",28,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Andres Romero",20,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Rory Sabbatini",25,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"John Senden",29,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Heath Slocum",30,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Sal Spallone",1,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Kevin Stadler",20,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Scott Sterling",16,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Vaughn Taylor",28,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Nicholas Thompson",31,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Omar Uresti",9,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Scott Verplank",24,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Brian Vranesh",20,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Johnson Wagner",26,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Nick Watney",24,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Steve Wheatcroft",1,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Charlie Wi",28,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Casey Wittenberg",25,3,"ConsecutiveBirdiesEaglesstreak",2009
29,29,"Gary Woodland",18,3,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Brad Adamonis",25,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Thomas Aiken",3,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Tyler Aldridge",17,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Steve Allan",17,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Michael Allen",22,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Robert Allenby",21,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Stephen Ames",23,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Stuart Appleby",25,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Tommy Armour III",19,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Craig Barlow",5,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Cameron Beckman",26,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Matt Bettencourt",31,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Kris Blanks",20,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Jason Bohn",25,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Mark Brown",2,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Mark Calcavecchia",23,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Paul Casey",12,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Greg Chalmers",26,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Daniel Chopra",28,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Bobby Clampett",2,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Ben Crane",27,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"John Daly",6,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Glen Day",26,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Jason Day",18,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Brendon de Jonge",29,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Chris DiMarco",29,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"James Driscoll",17,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Joe Durant",20,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"David Duval",22,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Steve Elkington",23,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Ross Fisher",10,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Steve Flesch",27,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Carlos Franco",10,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Robin Freeman",5,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Tommy Gainey",15,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Brian Gay",27,2,"ConsecutiveBirdiesEaglesstreak",2009
95,95,"Jason Gore",24,2,"ConsecutiveBirdiesEaglesstreak",2009
