"Total3Putts2025_RANKTHISWEEK_2015","Total3Putts2025_RANKLASTWEEK_2015","Total3Putts2025_PLAYERNAME_2015","Total3Putts2025_ROUNDS_2015","Total3Putts2025_TOTAL3PUTTS2025_2015","Total3Putts2025_TOTAL3PUTTS_2015","stat_name","year"
1,1,"Chesson Hadley",101,7,57,"Total3Putts2025",2015
1,1,"Scott Piercy",90,7,50,"Total3Putts2025",2015
1,1,"Kyle Reifers",96,7,49,"Total3Putts2025",2015
4,4,"Daniel Berger",97,6,52,"Total3Putts2025",2015
4,4,"Steven Bowditch",103,6,40,"Total3Putts2025",2015
4,4,"Martin Flores",95,6,50,"Total3Putts2025",2015
4,4,"Tom Hoge",83,6,38,"Total3Putts2025",2015
8,8,"Charlie Beljan",76,5,50,"Total3Putts2025",2015
8,8,"Ken Duke",93,5,53,"Total3Putts2025",2015
8,8,"Gonzalo Fdez Castano",81,5,39,"Total3Putts2025",2015
8,8,"Robert Garrigus",70,5,41,"Total3Putts2025",2015
8,8,"DA Points",72,5,38,"Total3Putts2025",2015
8,8,"Shawn Stefani",94,5,41,"Total3Putts2025",2015
8,8,"Robert Streb",110,5,39,"Total3Putts2025",2015
8,8,"Kevin Streelman",95,5,28,"Total3Putts2025",2015
16,16,"Chad Campbell",97,4,42,"Total3Putts2025",2015
16,16,"Stewart Cink",77,4,49,"Total3Putts2025",2015
16,16,"Ben Crane",62,4,27,"Total3Putts2025",2015
16,16,"Jon Curran",83,4,35,"Total3Putts2025",2015
16,16,"Lucas Glover",79,4,69,"Total3Putts2025",2015
16,16,"Ryo Ishikawa",90,4,41,"Total3Putts2025",2015
16,16,"Matt Jones",89,4,31,"Total3Putts2025",2015
16,16,"David Lingmerth",90,4,34,"Total3Putts2025",2015
16,16,"Cameron Percy",72,4,27,"Total3Putts2025",2015
16,16,"Carl Pettersson",106,4,44,"Total3Putts2025",2015
16,16,"Scott Pinckney",88,4,40,"Total3Putts2025",2015
16,16,"Rory Sabbatini",81,4,42,"Total3Putts2025",2015
16,16,"Brendan Steele",88,4,42,"Total3Putts2025",2015
16,16,"Hudson Swafford",97,4,37,"Total3Putts2025",2015
