"TenthTeeEarlyScoringAverage_RANKTHISWEEK_2007","TenthTeeEarlyScoringAverage_RANKLASTWEEK_2007","TenthTeeEarlyScoringAverage_PLAYERNAME_2007","TenthTeeEarlyScoringAverage_ROUNDS_2007","TenthTeeEarlyScoringAverage_AVG_2007","TenthTeeEarlyScoringAverage_TOTALSTROKES_2007","TenthTeeEarlyScoringAverage_TOTAL10THTEEEARLYRDS_2007","stat_name","year"
68,68,"Rod Pampling",92,70.77,920,13,"TenthTeeEarlyScoringAverage",2007
68,68,"Rory Sabbatini",81,70.77,920,13,"TenthTeeEarlyScoringAverage",2007
70,70,"Bart Bryant",87,70.79,991,14,"TenthTeeEarlyScoringAverage",2007
71,71,"Anthony Kim",93,70.8,1416,20,"TenthTeeEarlyScoringAverage",2007
71,71,"Duffy Waldorf",69,70.8,1062,15,"TenthTeeEarlyScoringAverage",2007
73,73,"Jerry Kelly",101,70.81,1133,16,"TenthTeeEarlyScoringAverage",2007
74,74,"Brendon de Jonge",76,70.82,1204,17,"TenthTeeEarlyScoringAverage",2007
74,74,"Jeff Quinney",95,70.82,1204,17,"TenthTeeEarlyScoringAverage",2007
76,76,"Paul Stankowski",52,70.83,850,12,"TenthTeeEarlyScoringAverage",2007
77,77,"Tom Pernice Jr",104,70.84,1346,19,"TenthTeeEarlyScoringAverage",2007
78,78,"Jason Bohn",57,70.85,921,13,"TenthTeeEarlyScoringAverage",2007
79,79,"Vaughn Taylor",91,70.86,992,14,"TenthTeeEarlyScoringAverage",2007
79,79,"Chris Tidland",59,70.86,496,7,"TenthTeeEarlyScoringAverage",2007
81,81,"Steve Elkington",87,70.87,1063,15,"TenthTeeEarlyScoringAverage",2007
82,82,"Brian Bateman",55,70.88,567,8,"TenthTeeEarlyScoringAverage",2007
82,82,"Steve Flesch",100,70.88,1205,17,"TenthTeeEarlyScoringAverage",2007
84,84,"Alex Cejka",80,70.93,1064,15,"TenthTeeEarlyScoringAverage",2007
85,85,"Harrison Frazar",88,70.94,1206,17,"TenthTeeEarlyScoringAverage",2007
85,85,"Tim Petrovic",106,70.94,1277,18,"TenthTeeEarlyScoringAverage",2007
87,87,"Jason Dufner",100,71,1420,20,"TenthTeeEarlyScoringAverage",2007
87,87,"Ernie Els",59,71,639,9,"TenthTeeEarlyScoringAverage",2007
87,87,"Camilo Villegas",82,71,1207,17,"TenthTeeEarlyScoringAverage",2007
87,87,"Mike Weir",82,71,994,14,"TenthTeeEarlyScoringAverage",2007
91,91,"Paul Gow",70,71.05,1421,20,"TenthTeeEarlyScoringAverage",2007
91,91,"Frank Lickliter II",95,71.05,1350,19,"TenthTeeEarlyScoringAverage",2007
93,93,"Chris Couch",76,71.1,711,10,"TenthTeeEarlyScoringAverage",2007
93,93,"Scott Verplank",82,71.1,711,10,"TenthTeeEarlyScoringAverage",2007
95,95,"Andrew Buckle",77,71.11,1280,18,"TenthTeeEarlyScoringAverage",2007
96,96,"Rich Beem",89,71.13,1067,15,"TenthTeeEarlyScoringAverage",2007
96,96,"Kent Jones",97,71.13,1138,16,"TenthTeeEarlyScoringAverage",2007
96,96,"Hunter Mahan",91,71.13,1138,16,"TenthTeeEarlyScoringAverage",2007
99,99,"Kevin Stadler",95,71.14,1565,22,"TenthTeeEarlyScoringAverage",2007
100,100,"Ryuji Imada",104,71.15,1423,20,"TenthTeeEarlyScoringAverage",2007
101,101,"Bob Heintz",85,71.17,1281,18,"TenthTeeEarlyScoringAverage",2007
102,102,"Ken Duke",112,71.2,1068,15,"TenthTeeEarlyScoringAverage",2007
102,102,"Ian Poulter",63,71.2,356,5,"TenthTeeEarlyScoringAverage",2007
104,104,"Doug LaBelle II",104,71.23,1852,26,"TenthTeeEarlyScoringAverage",2007
104,104,"Jarrod Lyle",77,71.23,1567,22,"TenthTeeEarlyScoringAverage",2007
104,104,"Brett Wetterich",88,71.23,926,13,"TenthTeeEarlyScoringAverage",2007
107,107,"Michael Boyd",61,71.24,1211,17,"TenthTeeEarlyScoringAverage",2007
107,107,"Ted Purdy",102,71.24,1781,25,"TenthTeeEarlyScoringAverage",2007
109,109,"Anders Hansen",55,71.25,855,12,"TenthTeeEarlyScoringAverage",2007
109,109,"Justin Rose",63,71.25,570,8,"TenthTeeEarlyScoringAverage",2007
111,111,"John Rollins",102,71.28,1283,18,"TenthTeeEarlyScoringAverage",2007
112,112,"Paul Goydos",60,71.3,713,10,"TenthTeeEarlyScoringAverage",2007
113,113,"Mark Hensby",81,71.31,927,13,"TenthTeeEarlyScoringAverage",2007
113,113,"Sean OHair",98,71.31,927,13,"TenthTeeEarlyScoringAverage",2007
115,115,"Rich Barcelo",80,71.33,1284,18,"TenthTeeEarlyScoringAverage",2007
115,115,"Mark Calcavecchia",93,71.33,856,12,"TenthTeeEarlyScoringAverage",2007
115,115,"Stewart Cink",91,71.33,856,12,"TenthTeeEarlyScoringAverage",2007
115,115,"Lucas Glover",98,71.33,1284,18,"TenthTeeEarlyScoringAverage",2007
119,119,"Craig Barlow",52,71.36,785,11,"TenthTeeEarlyScoringAverage",2007
120,120,"Richard Johnson",93,71.37,1356,19,"TenthTeeEarlyScoringAverage",2007
121,121,"Steve Wheatcroft",73,71.38,1713,24,"TenthTeeEarlyScoringAverage",2007
122,122,"Craig Bowden",78,71.39,1285,18,"TenthTeeEarlyScoringAverage",2007
123,123,"Jason Gore",86,71.4,1071,15,"TenthTeeEarlyScoringAverage",2007
123,123,"Johnson Wagner",97,71.4,1071,15,"TenthTeeEarlyScoringAverage",2007
125,125,"Zach Johnson",76,71.44,1286,18,"TenthTeeEarlyScoringAverage",2007
126,126,"Billy Andrade",88,71.45,1572,22,"TenthTeeEarlyScoringAverage",2007
126,126,"Joe Durant",88,71.45,1429,20,"TenthTeeEarlyScoringAverage",2007
128,128,"Justin Leonard",95,71.46,929,13,"TenthTeeEarlyScoringAverage",2007
129,129,"Chad Campbell",96,71.5,1001,14,"TenthTeeEarlyScoringAverage",2007
129,129,"Tom Lehman",62,71.5,858,12,"TenthTeeEarlyScoringAverage",2007
129,129,"Davis Love III",66,71.5,858,12,"TenthTeeEarlyScoringAverage",2007
129,129,"Henrik Stenson",52,71.5,572,8,"TenthTeeEarlyScoringAverage",2007
129,129,"Mark Wilson",87,71.5,858,12,"TenthTeeEarlyScoringAverage",2007
134,134,"Scott Gutschewski",67,71.53,1073,15,"TenthTeeEarlyScoringAverage",2007
135,135,"Glen Day",85,71.54,930,13,"TenthTeeEarlyScoringAverage",2007
136,136,"DJ Trahan",99,71.55,1574,22,"TenthTeeEarlyScoringAverage",2007
137,137,"Rocco Mediate",72,71.56,1145,16,"TenthTeeEarlyScoringAverage",2007
137,137,"Kevin Na",84,71.56,1145,16,"TenthTeeEarlyScoringAverage",2007
139,139,"Tag Ridings",52,71.6,716,10,"TenthTeeEarlyScoringAverage",2007
140,140,"Ben Curtis",80,71.62,931,13,"TenthTeeEarlyScoringAverage",2007
141,141,"Gavin Coles",87,71.63,1146,16,"TenthTeeEarlyScoringAverage",2007
142,142,"Shaun Micheel",91,71.64,1003,14,"TenthTeeEarlyScoringAverage",2007
143,143,"John Mallinger",96,71.65,1218,17,"TenthTeeEarlyScoringAverage",2007
144,144,"Jeff Maggert",79,71.67,1290,18,"TenthTeeEarlyScoringAverage",2007
145,145,"Woody Austin",95,71.68,1362,19,"TenthTeeEarlyScoringAverage",2007
146,146,"Chris DiMarco",79,71.69,932,13,"TenthTeeEarlyScoringAverage",2007
146,146,"Jesper Parnevik",88,71.69,1147,16,"TenthTeeEarlyScoringAverage",2007
148,148,"Trevor Immelman",74,71.7,717,10,"TenthTeeEarlyScoringAverage",2007
149,149,"Eric Axley",107,71.74,1363,19,"TenthTeeEarlyScoringAverage",2007
150,150,"Tom Johnson",74,71.75,1148,16,"TenthTeeEarlyScoringAverage",2007
150,150,"Troy Matteson",87,71.75,861,12,"TenthTeeEarlyScoringAverage",2007
152,152,"Will Ma Kenzie",100,71.78,1292,18,"TenthTeeEarlyScoringAverage",2007
153,153,"Boo Weekley",101,71.79,1005,14,"TenthTeeEarlyScoringAverage",2007
154,154,"Kirk Triplett",77,71.8,1077,15,"TenthTeeEarlyScoringAverage",2007
155,155,"Tom Byrum",50,71.83,862,12,"TenthTeeEarlyScoringAverage",2007
156,156,"Charley Hoffman",97,71.86,1006,14,"TenthTeeEarlyScoringAverage",2007
156,156,"David Toms",80,71.86,1006,14,"TenthTeeEarlyScoringAverage",2007
158,158,"Pat Perez",84,71.88,575,8,"TenthTeeEarlyScoringAverage",2007
158,158,"Jason Schultz",63,71.88,1222,17,"TenthTeeEarlyScoringAverage",2007
160,160,"Matt Hendrix",63,71.9,1510,21,"TenthTeeEarlyScoringAverage",2007
161,161,"Tommy Armour III",81,71.92,863,12,"TenthTeeEarlyScoringAverage",2007
161,161,"Kenny Perry",83,71.92,935,13,"TenthTeeEarlyScoringAverage",2007
163,163,"Charles Howell III",89,71.93,1079,15,"TenthTeeEarlyScoringAverage",2007
164,164,"Steve Allan",63,71.94,1223,17,"TenthTeeEarlyScoringAverage",2007
164,164,"JP Hayes",89,71.94,1223,17,"TenthTeeEarlyScoringAverage",2007
166,166,"Fred Funk",65,72,792,11,"TenthTeeEarlyScoringAverage",2007
166,166,"Shigeki Maruyama",84,72,792,11,"TenthTeeEarlyScoringAverage",2007
166,166,"Brett Quigley",79,72,720,10,"TenthTeeEarlyScoringAverage",2007
169,169,"Stephen Leaney",82,72.05,1585,22,"TenthTeeEarlyScoringAverage",2007
170,170,"Steve Marino",106,72.06,1297,18,"TenthTeeEarlyScoringAverage",2007
170,170,"Bryce Molder",56,72.06,1225,17,"TenthTeeEarlyScoringAverage",2007
172,172,"JB Holmes",71,72.13,577,8,"TenthTeeEarlyScoringAverage",2007
173,173,"Corey Pavin",81,72.14,1010,14,"TenthTeeEarlyScoringAverage",2007
174,174,"Bubba Dickerson",51,72.15,938,13,"TenthTeeEarlyScoringAverage",2007
174,174,"JJ Henry",86,72.15,938,13,"TenthTeeEarlyScoringAverage",2007
176,176,"Kyle Reifers",71,72.17,866,12,"TenthTeeEarlyScoringAverage",2007
177,177,"Tripp Isenhour",86,72.23,1589,22,"TenthTeeEarlyScoringAverage",2007
178,178,"Geoff Ogilvy",84,72.25,867,12,"TenthTeeEarlyScoringAverage",2007
179,179,"Nick OHern",72,72.27,1084,15,"TenthTeeEarlyScoringAverage",2007
179,179,"Jeff Sluman",60,72.27,795,11,"TenthTeeEarlyScoringAverage",2007
181,181,"Jaco Van Zyl",51,72.29,1229,17,"TenthTeeEarlyScoringAverage",2007
182,182,"David Branshaw",83,72.33,1085,15,"TenthTeeEarlyScoringAverage",2007
182,182,"Nick Watney",87,72.33,1085,15,"TenthTeeEarlyScoringAverage",2007
184,184,"Lee Janzen",66,72.35,1230,17,"TenthTeeEarlyScoringAverage",2007
185,185,"Michael Allen",74,72.47,1232,17,"TenthTeeEarlyScoringAverage",2007
185,185,"Mark Brooks",53,72.47,1087,15,"TenthTeeEarlyScoringAverage",2007
187,187,"Greg Owen",81,72.48,1522,21,"TenthTeeEarlyScoringAverage",2007
188,188,"Dicky Pride",71,72.52,1668,23,"TenthTeeEarlyScoringAverage",2007
189,189,"Parker McLachlin",83,72.73,1091,15,"TenthTeeEarlyScoringAverage",2007
190,190,"Retief Goosen",50,72.8,364,5,"TenthTeeEarlyScoringAverage",2007
191,191,"Stuart Appleby",74,72.91,802,11,"TenthTeeEarlyScoringAverage",2007
192,192,"Jeff Brehaut",59,72.92,948,13,"TenthTeeEarlyScoringAverage",2007
193,193,"Darron Stiles",65,73.13,1170,16,"TenthTeeEarlyScoringAverage",2007
194,194,"Jim Rutledge",59,73.17,878,12,"TenthTeeEarlyScoringAverage",2007
195,195,"Todd Hamilton",76,73.43,1028,14,"TenthTeeEarlyScoringAverage",2007
196,196,"John Daly",59,74.22,668,9,"TenthTeeEarlyScoringAverage",2007
